Date,MDB_Open,MDB_Adj Close,MDB_Volume,MDB_High,MDB_Low,MDB_MA_5,MDB_MA_20,MDB_MA_250,MDB_realVolatility20,MDB_realVolatility60,MDB_realVolatility250,MDB_avgVolume_20,MDB_avgVolume_60,MDB_avgVolume_250,MDB_log1DayRet,MDB_logMA5_20,MDB_logMA20_250,MDB_logMA5_250,MDB_log1DayRange,MDB_HL_20_realVol_20,MDB_HL_5_realVol_20,MDB_logD2,MDB_logD5
2019-11-18,12.685296849859554,12.485689732234803,-441223.7197440893,11.178020327151728,11.379294883643167,,,,,,,,,,-0.01586042734343161,,,,-1.6030853502940396,,,,
2019-11-19,18.498254805833252,17.87223423568625,725085.7416650553,24.024878938144184,20.2454980554147,,,,,,,,,,-0.034428044279694404,,,,1.3295602085791338,,,,
2019-11-20,10.54031194162944,14.536323444014217,-345316.4925593176,11.965899466443972,12.007185878893452,,,,,,,,,,0.3214434434303111,,,,-3.1872218295269548,,,0.7181488730774696,
2019-11-21,18.447880691889267,16.84669922734558,-91801.9345881138,18.644638438883447,19.12417716282242,,,,,,,,,,-0.09079475018354093,,,,-0.7349306289226618,,,0.02521443577371855,
2019-11-22,18.42309137577536,14.178908857844265,-247026.5026696599,12.80738757375208,10.948647342800667,15.183971099425023,,,,,,,,,-0.26184927511103556,,,,0.6198989630696948,,1.793262052839761,-1.028858865198288,
2019-11-25,12.390340793864013,19.11242572285268,270626.7939865645,19.006898729184755,17.36976070940706,16.5093182975486,,,,,,,,,0.4334214841143347,,,,0.49294960746634425,,1.7787342505830412,0.8178954560744279,1.8911123738664453
2019-11-26,17.973722086494178,7.357299250771675,-266064.98104924266,13.68545334476704,7.941946966694573,14.406331300565682,,,,,,,,,-0.8932178913685872,,,,1.7480698910880308,,1.8812419358486807,1.920095456775981,2.3527966260556217
2019-11-27,11.455287547652148,16.238007965594917,-120477.09874003904,9.748418799772663,15.941772514950884,14.746668204881825,,,,,,,,,0.34890324703211406,,,,1.823476735645142,,1.0522070546578968,1.0558501345248374,0.531618655497214
2019-11-29,12.417265296216698,13.223594125079655,-114919.3276915354,13.77587766287047,15.491066164947313,14.022047184428638,,,,,,,,,0.06291480098070318,,,,0.5395229883252595,,0.6784745025530027,1.7692232376702954,1.2873314212260678
2019-12-02,14.481851064592618,14.416631742744286,-227745.25707228068,13.80090067602424,14.531167470373148,14.069591761408642,,,,,,,,,-0.004513692501540044,,,,-0.31434533989738456,,0.9128872751956169,0.5995923817403769,-1.4366496328513514
2019-12-03,18.20425359485424,13.4914062853789,-56642.95563162013,14.348593279641364,15.82835400918664,12.945387873913887,,,,,,,,,-0.29960236948553115,,,,0.39188040547998104,,0.9240403420949446,-1.3174694386183987,1.7265130420238826
2019-12-04,12.81668066023002,7.096781688278838,-5095.603392073943,11.864939066647269,8.846520161437482,12.89328436141532,,,,,,,,,-0.5911061011661243,,,,1.1047331529699058,,0.8023693176616908,1.990589843400769,-1.3450850016626292
2019-12-05,7.811425631669465,13.80286806726373,-60689.316537279694,11.152784748853437,11.323442695082347,12.406256381749083,,,,,,,,,0.56928891507085,,,,-1.7680940402311769,,1.1056255450809627,-1.166478638860128,0.8900042079976099
2019-12-06,11.734813172370409,15.093002243441603,224686.36095778807,14.619295578598624,15.238891748754796,12.780138005421472,,,,,,,,,0.25167130019012346,,,,-0.4786873516138345,,1.0725529171862112,2.0789689994446836,0.6256218665203418
2019-12-09,7.400079838184922,6.915496223889889,-276196.2420176646,6.992671833997193,8.782532055124946,11.279910901650592,,,,,,,,,-0.06772606604908867,,,,0.582137528048133,,1.125004552438017,1.9296895671732635,2.0150544115959805
2019-12-10,8.953452546689192,13.410787358192906,-120334.9798068367,10.185512250250042,9.48826380635171,11.263787116213393,,,,,,,,,0.4040201925201128,,,,-0.36061348424708073,,1.1039912457540562,0.5201113091865759,-2.5180218284271176
2019-12-11,17.327439072233474,19.65874276352525,257407.6593341739,20.549970135980345,17.673941659359272,13.776179331262677,,,,,,,,,0.12623084516119462,,,,1.05641034127747,,1.0900108034937992,2.5450014481068965,2.5306732854162126
2019-12-12,20.0032071478406,18.121406294849365,-156889.33928503725,17.55942083245334,20.589555402024843,14.639886976779803,,,,,,,,,-0.09879871039579831,,,,1.1086070309349119,,0.7607724198413358,1.5498193084514857,1.4629169717508093
2019-12-13,20.29002119296399,20.33456471343939,-20033.703673950047,21.558947751061808,20.47772345769292,15.688199470779358,,,,,,,,,0.0021929350088002774,,,,0.07809400406237585,,0.6334729014470855,-0.39182562533278004,1.656619635183031
2019-12-16,21.7785182995398,17.976216134292045,24161.881892718666,17.221395871134888,16.247889926006494,17.90034345285979,14.608454303836012,,3.966850277914234,,,-52424.45083112202,,,-0.1918745265637489,0.2032194769440228,,,-0.026851347225618438,1.2501748487242976,0.6695500899276104,-1.9297109436443267,2.403400085332272
2019-12-17,17.6846251861393,27.17640345987934,522944.8458197324,26.068133934355643,20.319023106598397,20.65346667319708,15.34298999021824,,4.821216730526375,,,-4216.022552930934,,,0.4296534483838547,0.29722449139153284,,,1.7490452042005564,1.2315635209376974,0.7527054593737362,1.9230565180870836,2.6221738961607843
2019-12-18,26.777429839073577,26.387054161902935,714247.8592691624,29.419239367955484,26.22422872029369,21.999128952872613,15.768730986529073,,5.39779513245773,,,-4757.91667272558,,,-0.014685845283363124,0.3329739318858055,,,1.161590420425445,1.224637873081664,0.7633004835627878,2.1295211155853773,1.9063242055439427
2019-12-19,26.779070685530712,22.75386181323232,109635.46797269573,22.57239120849832,20.98186211412693,22.925620056549203,16.17960790498998,,5.607722499612461,,,17989.681353875087,,,-0.16288575682775572,0.34850338693111604,,,0.46406672463415277,0.9132334081276573,0.7555145907644756,1.486714563999441,1.533087077055283
2019-12-20,17.510686790883568,20.581459963006974,-286458.0956162632,19.982757301214747,21.780813478515,22.974999106462725,16.36634594177305,,5.692646918526663,,,8256.873302467615,,,0.1615793004460789,0.33917947963535217,,,0.5867061798885057,0.8688129856289111,0.6842160566802998,1.7588219697557088,-1.3987911231256065
2019-12-23,17.813142809477156,21.16450333163033,-71343.03235307091,20.89687158966117,19.738842035711684,23.612656545930378,16.71562566546235,,5.765212629827358,,,17041.046818297065,,,0.17238886227507888,0.34543891204797006,,,0.14671990037045932,0.8726110815033761,0.6352590786587068,0.46333046412536927,1.1594838438648216
2019-12-24,27.25263251684889,17.166047544817047,-102298.53855830165,22.705606523648527,21.904410837010275,21.61058536291792,16.61830675656057,,5.738992514870236,,,-1605.2198089462422,,,-0.46221666956533014,0.2626783533792742,,,-0.22165005883171063,0.887600323870272,0.5161893404462685,1.2282982524045236,2.3036201486453103
2019-12-26,17.16542925854631,23.341076851393524,-206075.39885921904,20.256523966395548,21.595526022757284,21.00138990081604,17.41749563659166,,5.488936178375888,,,1394.2593005549395,,,0.3073173290088249,0.1871134238829178,,,0.2919246024522442,0.8353011878835773,0.31385136119757784,0.777751860333907,1.1138218054988742
2019-12-27,28.401016831471225,26.31056762159844,347312.798720562,26.2253737298592,28.095913254016523,21.71273106248926,17.92112361939184,,5.826720221705851,,,24783.75417358499,,,-0.07645427926467872,0.19191866586535666,,,0.6262269048460268,0.7677664101523123,0.3476065238357528,2.213154801163544,1.268834781748854
2019-12-30,25.227999489589426,24.256339431889103,114716.30493262773,24.344611360383997,22.13922544823424,22.447706956265687,18.472760884732313,,5.880587174806244,,,36265.53580479315,,,-0.039276465478509485,0.19489120648708833,,,0.7909025104331103,0.7733134387294043,0.399840659243458,-0.08854428165634197,1.3015203345438533
2019-12-31,24.55397732030568,32.93025015005523,224067.77515772972,29.91070188483434,26.658651829243357,24.800856319950668,19.398441805097857,,6.619245917471443,,,58856.18741629367,,,0.293517842685491,0.24568543808643217,,,1.1792855838152538,0.7780452102720056,0.5292691905375024,1.8900474123725037,2.465192498143851
2020-01-02,34.1116916655138,22.189425300041396,206324.18595703423,29.539489185560257,27.64788549594488,25.805531870995537,19.833342755830984,,6.495292454426794,,,72004.54449572638,,,-0.4300243520589701,0.26322438358146166,,,0.63742498231189,0.7794622944692083,0.32160877125434356,0.7260567374311612,1.6141025670415492
2020-01-03,16.221096956559165,17.26851864636356,151289.75840304955,13.33052392809222,5.632875349906556,24.591020229989546,20.341929603735217,,5.8073129058833,,,79823.81258548256,,,0.06257243608240719,0.1896970914358771,,,2.0409149027654294,0.8469611097506048,0.5948608737225006,2.7512202530130905,1.803779966867598
2020-01-06,20.98987677799161,22.3896878140917,-182431.219786669,26.98066049105006,29.47017394878733,23.8068442684882,20.771270591076618,,5.612580299704697,,,73736.71742301309,,,0.06456022411281137,0.13640230328346714,,,0.9120872928847543,0.6645650535720137,0.5558102883050705,-1.6081262028498664,1.3663160693098222
2020-01-07,23.21022768493188,36.89277776427701,532529.8994826006,31.963293542498064,25.548266631840303,26.33413193496578,21.861259367118386,,6.49865915831019,,,89128.89434925372,,,0.4634227773290322,0.18614979832170958,,,1.8586431930171425,0.6673963023298501,0.6045237697350605,2.976766511002394,2.5365845715110154
2020-01-08,32.27105617837742,34.13244432531346,-241578.4250484372,31.773362483273388,35.83496407593219,26.574570770017424,23.22210677218957,,6.0375442786165605,,,90859.7851977151,,,0.056077643493195016,0.13485006936821692,,,1.4015773767769317,0.6826212542560994,0.5992174537515076,2.463236583366115,0.1841483665423367
2020-01-09,37.049951438858415,24.91673321030612,298622.5799797573,32.15342610957603,27.850496105614525,27.12003235207037,23.797404064795227,,5.584646754284009,,,111807.66318704479,,,-0.3967274468022991,0.13069615417364888,,,1.4592961869246,0.6435894769082184,0.43938777819101227,2.482908367381857,1.0033150092109737
