Date,EBAY_Open,EBAY_Adj Close,EBAY_Volume,EBAY_High,EBAY_Low,EBAY_MA_5,EBAY_MA_20,EBAY_MA_250,EBAY_realVolatility20,EBAY_realVolatility60,EBAY_realVolatility250,EBAY_avgVolume_20,EBAY_avgVolume_60,EBAY_avgVolume_250,EBAY_log1DayRet,EBAY_logMA5_20,EBAY_logMA20_250,EBAY_logMA5_250,EBAY_log1DayRange,EBAY_HL_20_realVol_20,EBAY_HL_5_realVol_20,EBAY_logD2,EBAY_logD5
2019-11-18,3.5752452140090547,3.4498215334813693,1131261.7814347446,3.654967094788845,3.438627675521218,,,,,,,,,,-0.03571126484533179,,,,-1.5309067191340313,,,,
2019-11-19,4.038311787082492,3.714169929550941,1666401.4733225163,3.8344527754996074,4.170918306904191,,,,,,,,,,-0.0836715144875756,,,,-1.0892595678197674,,,,
2019-11-20,3.0716512233582094,3.4414957433644773,-2738725.608857071,3.563821679566729,3.097293346479315,,,,,,,,,,0.1136909112239325,,,,-0.762436525089085,,,-4.7883973386832155,
2019-11-21,4.07381367041188,3.944193325649639,-351367.8101883121,4.051569532191262,4.10056731884136,,,,,,,,,,-0.03233512728404576,,,,-3.0159801522978893,,,-1.4695742530640388,
2019-11-22,4.232701075153507,3.4812283249873524,4104000.246279688,3.634291416730576,4.0425004864890575,3.6061817714067557,,,,,,,,,-0.19545514285773155,,,,-0.8959758099446511,,0.9176413559128681,-3.225583732085334,
2019-11-25,3.5338078691873527,3.285101500226059,-762721.8294280209,3.9266731048077297,3.721886913878088,3.5732377647556937,,,,,,,,,-0.07297845648295703,,,,-1.5857888151914519,,0.9190449848879473,-0.4168924136349077,-1.803508014372686
2019-11-26,3.293504021274,2.9890725145797177,-185614.54393366163,3.308127313603247,3.361511983965933,3.428218281761449,,,,,,,,,-0.09698890658149835,,,,-2.9302316460888207,,1.0826430643077563,-0.7089599248044366,-0.3214492676761449
2019-11-27,3.744132629893759,3.458776712123328,-2264264.2918418115,3.3913904435592634,3.7648027089167257,3.431674475513219,,,,,,,,,-0.07927500749286276,,,,-0.9850722006436046,,1.030674895091083,-1.7505683223246546,-4.058149454744167
2019-11-29,3.609102954719148,2.738838358990741,4518722.776655471,3.5010678043509174,3.0655949233234523,3.1906034821814395,,,,,,,,,-0.2759253785365571,,,,-0.831322755518354,,0.8825096508287342,-1.3853581771210075,0.18677410170316128
2019-12-02,3.670009700738007,4.097917401963738,3775720.5989018735,3.885138482344356,3.629328232427845,3.3139412975767164,,,,,,,,,0.11028458860318174,,,,-1.363319320599087,,0.8330998392614406,-0.4476306769446521,-0.48339030919540893
2019-12-03,4.511603717306759,3.623655925954754,-3326793.28372708,4.234573450923865,4.529603185748762,3.3816521827224557,,,,,,,,,-0.2191692412233819,,,,-1.2206791317052932,,0.8439204107125625,-0.12237379424749047,-1.083070414536031
2019-12-04,3.31208011063395,2.7502812253657787,4237049.584337194,3.179609540105908,3.086000121975271,3.3338939248796677,,,,,,,,,-0.1858732540045597,,,,-2.3686242795067347,,0.6034531386680616,0.2983520773947128,-1.4321653754575676
2019-12-05,3.1429023929840305,2.795686428747171,4017114.1586510018,3.0404748496668894,3.080921016573296,3.201275868204436,,,,,,,,,-0.11706903383207724,,,,-3.2077834012432533,,0.9708002217222731,-0.18877896439673095,-0.41084412404576176
2019-12-06,1.2940672701987914,3.523949655780513,2981644.3614209592,3.2453581085995644,1.7510785018806132,3.358298127562391,,,,,,,,,1.0017922409002689,,,,0.40164422229133795,,1.3574418259154473,-0.25661188165234067,-0.24192979189944278
2019-12-09,3.287955573421705,2.5577803202656355,-1967766.2815392169,2.597308107672447,3.1238867125238627,3.0502707112227707,,,,,,,,,-0.25112614539038197,,,,-0.6413546615880367,,1.4194773369209877,-1.4358791853255408,0.43187142655369554
2019-12-10,3.379611947162921,3.2370184268159683,-3715592.4077828936,3.1642833274920115,3.553226108325042,2.9729432113950134,,,,,,,,,-0.0431082268845708,,,,-0.9443230391571383,,1.4338708343913682,-1.2485127122686517,-0.950267719656829
2019-12-11,3.686209028435336,3.4062720627486343,695465.8258482991,3.855958308806709,3.835067563451208,3.104141378871584,,,,,,,,,-0.0789801098394406,,,,-3.868449024035773,,1.8078145318522316,-0.164294926255036,-0.42160845753977666
2019-12-12,3.976155793265985,3.669005941716641,-1176194.8584019523,3.672153003004418,3.767102526631497,3.2788052814654782,,,,,,,,,-0.08039470663421848,,,,-2.3544098588288005,,1.658322392510415,-0.8393585918485471,-0.13545379586443673
2019-12-13,4.098541645237365,3.6451022168006695,1116128.889077003,3.8677590607920154,4.258909200632477,3.3030357936695096,,,,,,,,,-0.11724680606632493,,,,-0.9386638033400246,,1.3591920626742902,-1.432002632185757,-2.1107046926928765
2019-12-16,4.033398902544171,4.027549707447207,-3080621.9423744343,4.301763808996732,4.30923663148263,3.596989671105824,3.391845862828017,,0.43703376620972906,,,433692.3418927148,,,-0.0014512426282680914,0.058723017665235015,,,-4.896482508377674,1.287550622184967,1.7638319384345005,-1.025704546252587,0.3851055090154553
2019-12-17,3.809107379477666,3.496609875887696,3463539.1156802224,3.722799432875554,3.680451130871827,3.6489079609201696,3.3941852799483327,,0.4374854347011331,,,550306.2086049886,,,-0.08560098588490722,0.07236417827896097,,,-3.161826953050874,1.3239773794453995,1.5027696002777968,-1.907221898413101,-1.3486462335555316
2019-12-18,3.905969988900761,3.196505311907316,-2662603.3419825947,3.9548086628305192,3.7016670858769096,3.606954610751906,3.368302049066152,,0.43284645186209764,,,333855.9678397331,,,-0.20044802607995052,0.06845504380032194,,,-1.373806354066212,1.3170752466610334,1.5730766514161985,-0.18507206131798332,-1.5617590758399018
2019-12-19,3.129334586936782,2.747490177354109,559331.0679814387,3.135207643928201,2.7608615097582714,3.4226514578793994,3.3336017707656334,,0.4539726889416565,,,498758.8016816586,,,-0.1301325577502901,0.026362198468685826,,,-0.9825744171387044,1.3084237194913857,1.726763387239644,-0.2888564971070711,-0.08173539473423345
2019-12-20,2.74745326555271,3.306768633535473,311801.56662001647,2.9405568119072782,2.771541705333753,3.3549847412263603,3.3017305361599254,,0.43062471769117905,,,531917.270522075,,,0.185297071564868,0.016000486426478,,,-1.7777671800449097,1.2797401614540904,1.601151118260338,-2.204883940860278,-1.0837229374597652
2019-12-23,3.092076997979394,3.1457944588620563,2268498.9274464548,3.42717207050654,3.4680741394767374,3.1786336915093303,3.2849588428536607,,0.4297971438473509,,,440142.20458041335,,,0.017223435645812878,-0.03290267534131572,,,-3.196574631144413,1.2978184898696892,1.025886498704184,-0.9205390393972616,-0.12584075741967024
2019-12-24,4.168813747501918,3.398670158984178,-3035460.968843992,3.657761721037147,4.140677677932096,3.1590457481286265,3.2906372757915663,,0.43054869908426285,,,326505.2476096148,,,-0.20424729691905882,-0.04081124331435164,,,-0.7279126427576085,1.323076464545555,0.97119493147408,-2.3870376507516746,-2.323403123221454
2019-12-26,3.425373830665386,3.0573928489998394,3598902.480042383,3.650357990335532,3.640974989937103,3.1312232555471313,3.2940532925125723,,0.4282952583022573,,,515731.0988084171,,,-0.11364807073095647,-0.050695065614629144,,,-4.668855695211368,1.4477524074743,1.6500634590930265,-2.4258650983933085,-1.9724725873195115
2019-12-27,3.8619549761013294,3.3005722875120824,-2649310.058535516,3.565183524249658,3.4870122536618986,3.2418396775787257,3.28614307128201,,0.4265502375378891,,,496478.8104737319,,,-0.15707765186136882,-0.013573587927189462,,,-2.5488530827210703,1.4347585341254538,1.4847708486319202,-2.321789610178371,-0.592248807183735
2019-12-30,3.259190823350369,2.8773921676660663,-1873730.5593544887,2.9711193745743856,3.1515335196100125,3.1559643844048444,3.2930707617157764,,0.41823765549119524,,,176856.1436732339,,,-0.1245945642729724,-0.04252637381212212,,,-1.7125002651390637,1.4091977032172942,1.4938896717751258,-1.714794642911462,-0.8454212020505786
