Date,UA_Open,UA_Adj Close,UA_Volume,UA_High,UA_Low,UA_MA_5,UA_MA_20,UA_MA_250,UA_realVolatility20,UA_realVolatility60,UA_realVolatility250,UA_avgVolume_20,UA_avgVolume_60,UA_avgVolume_250,UA_log1DayRet,UA_logMA5_20,UA_logMA20_250,UA_logMA5_250,UA_log1DayRange,UA_HL_20_realVol_20,UA_HL_5_realVol_20,UA_logD2,UA_logD5
2019-11-18,0.7106997074344559,-0.0393893932678262,-657642.8306597299,0.322426528704189,0.1764507417418723,,,,,,,,,,,,,,-1.9243145137510842,,,,
2019-11-19,0.2751144281550397,0.4001516517877412,-901595.1998733772,0.1708602293000645,0.4064068592524554,,,,,,,,,,0.37465649122397265,,,,-1.4458463810817554,,,,
2019-11-20,-0.3106399521944114,-0.0161089645050633,234139.28827257152,-0.1883892610393438,-0.1840454615514444,,,,,,,,,,-2.9592586129388656,,,,-5.439005855818367,,,-3.760142238644048,
2019-11-21,0.1894615489547702,-0.1681247866304716,-641361.4345862011,-0.0806619497931917,0.0244429377396304,,,,,,,,,,,,,,-2.2527964985380367,,,-0.5651472912988561,
2019-11-22,0.2091260385136912,0.5372724095245918,402055.6307266904,0.4150786144620273,0.5549852741293391,0.14276018338179436,,,,,,,,,0.9435681209026148,,,,-1.9667797953892825,,1.610118673281014,-0.5917078695328213,
2019-11-25,0.0734167346602392,0.0744915063010989,-274598.79260852025,0.2808624425919381,0.2174026132986233,0.1655363632955794,,,,,,,,,0.014533207224320721,,,,-2.7573481828194417,,1.5644303719075774,-1.416274125075315,-2.1726021173329944
2019-11-26,-0.0328014437316497,0.0429445689535459,-929745.711269933,0.0424594318573428,-0.0284106021097825,0.09409494672874033,,,,,,,,,,,,,-2.646907586872303,,1.3926028745028713,-0.7045563370284388,-1.0294396014132356
2019-11-27,0.3833960476037674,0.1624170574127754,-872461.1870946684,0.2120526155888349,0.3673601147009639,0.12980015111230805,,,,,,,,,-0.8589010662105148,,,,-1.862348262085212,,0.3982075327292273,-2.431264832667023,-1.7230209073351506
2019-11-29,0.1144100280030331,0.3496944138643503,-298881.54680985445,0.2645212152515555,0.2930656223551997,0.23336399121127244,,,,,,,,,1.1172709373889191,,,,-3.5562942603668706,,0.6851474909383715,-1.181722700979494,-0.6581291314429061
2019-12-02,0.4335067037604538,0.5022711215811171,1148663.3818121927,0.4476824140897388,0.530660741803934,0.2263637336225775,,,,,,,,,0.14723279636073627,,,,-2.489175817158347,,0.6079456227256804,-1.079238976548793,-3.3523704197847763
2019-12-03,0.5103123679746844,0.7559802302185039,-300494.7476575284,0.6615084116108019,0.436448299955102,0.3626614784060585,,,,,,,,,0.3929922008828692,,,,-1.4913877495451515,,0.7937493965532173,-0.9006983858910469,-0.383475573958364
2019-12-04,1.094456477332523,0.8261261438129148,1265078.4257403698,0.9231809362874596,0.949375707262872,0.5192977933779324,,,,,,,,,-0.2812656729449721,,,,-3.64219546922517,,0.972851542950749,-1.127459325578451,-0.2443907135030229
2019-12-05,0.7845198433730136,0.7717622451664052,292932.5789019498,0.8870283178766556,0.933180184666516,0.6411668309286582,,,,,,,,,-0.016395336137285024,,,,-3.075817868366859,,0.8878957632687137,-4.1488842817350085,-0.49537036108748794
2019-12-06,-0.0506826307026031,0.1119167828485112,890818.1507846368,0.2359063334729656,-0.0188850333233361,0.5936113047254904,,,,,,,,,,,,,-1.3673102381332571,,0.9872800823685816,-0.33657913698468817,-1.4364193655257564
2019-12-09,0.1611180344842955,-0.1910835966806559,161620.7823850545,-0.256440355906518,-0.1190693565679517,0.4549403610731358,,,,,,,,,,,,,-1.985069988876651,,1.0031903522902785,-0.03786196115406704,-0.36621355178375065
2019-12-10,-0.2152251696076552,0.048615406302229,-542604.3460357911,-0.1139991030483678,-0.1343181100717227,0.31346739628988085,,,,,,,,,,,,,-3.8961985244267656,,1.0843785742227496,-2.759848203681691,-0.3462087293217759
2019-12-11,0.4617414787853668,-0.0996827937207172,493261.2983359643,0.1853703555374437,0.1335806137270596,0.12830560878315445,,,,,,,,,,,,,-2.9605631838766997,,0.9896920755718877,-2.3925010154409425,-0.07708739658231892
2019-12-12,-0.1270327306393444,-0.159627127950527,-167423.8521122737,-0.1414096591861273,-0.1642248925008553,-0.057972265840232004,,,,,,,,,0.22839587037528702,,,,-3.7803268382808324,,1.1073799197054166,-1.5690518485045508,-0.07107785807922455
2019-12-13,-0.0471325329890337,0.3944979961454562,839172.3550207932,0.2642967877528628,0.2978956751153019,-0.0014560231808430023,,,,,,,,,,,,,-3.393262326774388,,0.7733303485313235,-0.704853857356394,-1.2637892890131486
2019-12-16,0.5822111782198771,0.5988554768382315,3062210.404120599,0.3421162517052121,0.5098108930845937,0.15653179152293445,0.24514901740011058,,0.3352860047676001,,,160157.1323696472,,,0.028187063851824724,-0.4486071298598389,,,-1.7856105642748215,1.0426522919154095,0.8529178415756047,-0.27643541415625655,-0.23579945862312476
2019-12-17,-0.0469723914838349,-0.5136892013003509,6952848.792185655,-0.1664055673825926,-0.4370402928821058,0.04407087000241847,0.22143402699848433,,0.3713093981890967,,,540681.7135119165,,,2.392058401963097,-1.6143256785775966,,,-1.3069852436904585,1.0750208193927056,1.0579788208580296,-0.09630475704194863,-0.5757115695105821
2019-12-18,-0.1922835909244682,-0.3997316475169441,821230.0005452093,-0.1374313276897503,-0.2868461206188346,-0.015938900756826902,0.18143986203325008,,0.3934636247246671,,,626822.9735328457,,,0.7318221224109626,,,,-1.9010289955955533,1.0526590317343547,1.084828077103125,-0.001413874694751351,-1.2038099715964814
2019-12-19,-0.4910614696679172,-0.8848453907317655,1744383.3607424507,-0.6742833949301277,-0.7773601905200138,-0.1609825533130746,0.13800304072191497,,0.45892680348216697,,,702335.1771563397,,,0.5888436172431308,,,,-2.272280980314019,0.8301122671362795,0.7849273638618292,-0.9911323091965507,-0.32128261732250335
2019-12-20,-0.9384521845502284,-0.4354624888492253,-1537868.4301628368,-0.833248064968692,-0.8786073966203451,-0.3269746503120109,0.12463615561097727,,0.47201903411154195,,,657509.8273775079,,,-0.7678232468712048,,,,-3.0931393539821883,0.8371408067809635,0.6669586643090705,-3.331741060280826,-0.1863771877649539
2019-12-23,-0.5599824573920715,-0.2755126348249179,-128691.7975700982,-0.4825783610220089,-0.2680875216741238,-0.5018482726446407,0.08399690339350178,,0.46960547846798756,,,630972.4559626685,,,-0.7092719681781118,,,,-1.539488248528902,0.8583024312617096,0.7015475842972491,-0.4953907632730651,-0.13425381160554672
2019-12-24,0.341485385694706,0.2035354704024925,3260512.0850249184,0.2804923583382912,0.4414297203443817,-0.3584033383040721,0.09044910159857146,,0.4703539150095233,,,807727.9998443404,,,-0.5174645922173058,,,,-1.8267400455623337,0.8710378298209888,0.6001915796341921,-0.44785401826898563,-0.3323661378109759
