Date,NTNX_Open,NTNX_Adj Close,NTNX_Volume,NTNX_High,NTNX_Low,NTNX_MA_5,NTNX_MA_20,NTNX_MA_250,NTNX_realVolatility20,NTNX_realVolatility60,NTNX_realVolatility250,NTNX_avgVolume_20,NTNX_avgVolume_60,NTNX_avgVolume_250,NTNX_log1DayRet,NTNX_logMA5_20,NTNX_logMA20_250,NTNX_logMA5_250,NTNX_log1DayRange,NTNX_HL_20_realVol_20,NTNX_HL_5_realVol_20,NTNX_logD2,NTNX_logD5
2019-11-18,-0.0968666790727077,1.04427188750509,2401504.350182428,0.3893302603175037,0.2686326622002912,,,,,,,,,,,,,,-2.1144670506854957,,,,
2019-11-19,1.3479191704932152,1.3730281660440171,-1285879.6238628174,1.2746898148213486,1.7487008827319137,,,,,,,,,,0.018456592659790313,,,,-0.7465246075373788,,,,
2019-11-20,0.2362604652311795,0.1568535796510222,-1024875.3775554982,0.1174976747771889,0.1326517341925512,,,,,,,,,,-0.40962210616175976,,,,-4.189486834709737,,,-0.11943880935757051,
2019-11-21,0.4871880929552361,0.6395509888919424,-1108491.1448326495,0.2524080829679427,0.2677803133096201,,,,,,,,,,0.2721160739250809,,,,-4.175192621895488,,,-0.3099587968769453,
2019-11-22,0.2830321254824302,-0.0008641630130039,1609813.7785183669,0.4417716242380258,0.5209529545414,0.6425680918158136,,,,,,,,,,,,,-2.536014736442835,,1.463461181230244,-1.846948282375246,
2019-11-25,-0.106690279023601,0.2552035762668065,542357.194089015,0.0848669500169787,0.2263366665398081,0.4847544295681569,,,,,,,,,,,,,-1.9556696023103652,,1.4823656865230777,-0.9562084150292571,-0.2369023823678507
2019-11-26,0.2616976690172663,-0.2826402842920377,-1193564.8484879374,-0.2343190637720127,-0.468607444523986,0.1536207395009459,,,,,,,,,,,,,-1.4512025260255497,,1.2653799496964813,-1.2666424195201191,0.5042048247684149
2019-11-27,0.3430827566402517,1.032329347822385,-1040888.0751734446,0.6435094817850509,0.7599600280004921,0.32871589313521843,,,,,,,,,1.1016013395474786,,,,-2.1502885921051127,,1.0386778259383922,-0.25215307355982813,-0.1329878053418777
2019-11-29,0.9442196954200311,0.4333047363058231,-83123.62590750889,0.6735927938363169,0.877988350341683,0.2874666426179946,,,,,,,,,-0.7789176078042127,,,,-1.5876981600994253,,0.43665397848834775,-0.3341519018442505,-1.5786844232118318
2019-12-02,0.4633971669816272,1.245748888135644,180160.35952184696,1.0016797503724906,0.9332108926732888,0.5367892528477242,,,,,,,,,0.9889076462039496,,,,-2.6813762692189185,,0.4883538919987371,-1.5444953777026116,0.220430314733484
