Date,JBLU_Open,JBLU_Adj Close,JBLU_Volume,JBLU_High,JBLU_Low,JBLU_MA_5,JBLU_MA_20,JBLU_MA_250,JBLU_realVolatility20,JBLU_realVolatility60,JBLU_realVolatility250,JBLU_avgVolume_20,JBLU_avgVolume_60,JBLU_avgVolume_250,JBLU_log1DayRet,JBLU_logMA5_20,JBLU_logMA20_250,JBLU_logMA5_250,JBLU_log1DayRange,JBLU_HL_20_realVol_20,JBLU_HL_5_realVol_20,JBLU_logD2,JBLU_logD5
2019-11-18,0.35106188100014,-0.1836917724774203,-674766.4004947543,-0.0025733966438039,-0.1122365542511927,,,,,,,,,,,,,,-2.21034181489782,,,,
2019-11-19,-0.1588344121635163,0.1876760900218466,-1126731.1616604356,-0.0307624426966288,0.3841686024169242,,,,,,,,,,,,,,-0.8796429289098192,,,,
2019-11-20,0.6677478491597704,0.0612471522851345,13677601.822869165,0.6558211127228866,0.1632265722968613,,,,,,,,,,-2.388993275918643,,,,-0.708068876536117,,,-1.40674638619795,
2019-11-21,-0.6374175700906823,-0.3832129901303052,-3690295.768743826,-0.8271526847474595,-0.3971774282921068,,,,,,,,,,-0.5088340222442633,,,,-0.8440276150772849,,,-0.5605603436214591,
2019-11-22,-0.0050991833592801,0.1045151562486452,-2447708.9772411305,-0.0078822097287911,0.271918528338043,-0.04269327281041983,,,,,,,,,,,,,-1.273677578917087,,0.6115841878170256,-3.140341855610356,
2019-11-25,-0.4190959126408051,-0.3038451605144843,-1595198.6507108193,-0.4818764837961096,-0.359090158229308,-0.06672395041783263,,,,,,,,,-0.32158157094175416,,,,-2.0973096247887644,,0.5643914451587453,-2.533662161398496,-2.118986118803019
2019-11-26,-0.4608084933013909,-0.4210607631258956,-2243896.669290172,-0.5119482004087414,-0.290893337372017,-0.18847132104738107,,,,,,,,,-0.09020538712241222,,,,-1.509344359238125,,0.5562375044781749,-0.6432606283587474,-0.4963692012904261
2019-11-27,-0.2447186332017601,-0.6840129212669286,4438070.177098205,-0.36323161153173,-0.6809426870659561,-0.3375233357577937,,,,,,,,,1.0278676935095516,,,,-1.1466128767020236,,0.47014224993769216,-0.9671426480190878,-0.29402202950482625
2019-11-29,-0.6931912934420188,-0.2255725100405872,815976.9665583503,-0.335586022521479,-0.2017425905596832,-0.3059952397398501,,,,,,,,,-1.122664338269355,,,,-2.011084580359494,,0.4290346154799581,-1.6322549878821457,-1.8474382811783807
2019-12-02,-0.2162285533813346,-0.2554433791381019,-1598655.560060569,-0.4393640633814311,-0.3206558189572757,-0.3779869468171995,,,,,,,,,0.166664811236415,,,,-2.1310865238041186,,0.4335253135237356,-0.8473022620962954,-1.0217664336469052
2019-12-03,-0.2410403913976964,-0.0099386024401013,1808987.2363243187,-0.0196702242756732,-0.0011585747097413,-0.3192056352023229,,,,,,,,,-3.1885381074120107,,,,-3.9893550388130667,,1.0977051676912069,-1.5341731814388235,-1.2244933918409817
2019-12-04,0.2586389378585423,0.8499874633025994,9695177.107724762,0.6763413717793219,0.4436424996527792,-0.06499598991662389,,,,,,,,,1.1897885735514235,,,,-1.4580100555848952,,1.1054953194101873,0.1002351616386941,0.23984193517629723
2019-12-05,1.3473968338864166,1.5240468965446956,10835795.482732013,1.469063633871217,1.4230512608142698,0.37661597364570093,,,,,,,,,0.12319476905515125,,,,-3.078844939162688,,1.0010554353365304,0.42786924982658786,0.7921142194480756
2019-12-06,0.8886902768732723,0.4855133048164397,-867793.7261417098,0.5731561110095944,0.5760787211360539,0.5188331366171063,,,,,,,,,-0.6045420881268943,,,,-5.835278183049328,,1.7110691130970972,-1.009299625832219,-0.34096216046062816
2019-12-09,-0.1610277583364014,-0.2153998262063634,-1860862.0681143124,-0.0800551623005283,-0.0866857957164022,0.526841847203454,,,,,,,,,0.2909191957300116,,,,-5.016054941508614,,1.7053940884845578,0.5535670872311055,-3.2177875939128917
2019-12-10,-0.9044663583413276,-0.2929296315672953,155914.46861475147,-0.6640161406119525,-0.7283196496098592,0.4702436413780152,,,,,,,,,-1.1274126956177342,,,,-2.7441410769428685,,1.7741473984240719,-0.25045958983747757,-1.262340081038524
2019-12-11,0.5807686942775474,-0.3592717643700505,-4050750.211679559,0.1420094955604591,0.050524086550598,0.2283917958434852,,,,,,,,,,,,,-2.391575783789559,,1.519773004014826,-1.9388316933919978,0.19000796359748426
2019-12-12,-0.3927712476417904,-0.3866160279105504,2538827.879983306,-0.523751037609812,-0.3051764999004955,-0.153740789047564,,,,,,,,,-0.01579535077753603,,,,-1.5206281889382744,,1.8350595840530326,-2.3678022833807812,0.6474502627065288
2019-12-13,-0.4734135114089746,-0.0084596138357175,3732252.74998009,-0.011656451404268,-0.0845470211778813,-0.2525353727779954,,,,,,,,,-4.02466571120288,,,,-2.6187960067216913,,1.2974492436833132,-1.0475043824410333,-0.7052745838391072
2019-12-16,0.2242995983041691,0.9040263650433804,4119718.3489825055,0.5468785120658319,0.4233390682652818,-0.028650134528046656,0.019377873261947003,,0.5422036706430806,,,1583083.1523365087,,,1.3938758741997779,,,,-2.0911947909055923,1.3540277142717345,0.488550183805463,0.25514007345722456,0.11281622478023445
2019-12-17,0.5104904455064929,-0.049806604414111,-146617.04668704234,0.11623437652631,0.3478776952737243,0.0199744709025902,0.02607213166511247,,0.540387995977598,,,1609490.6200268944,,,,-0.2664119882594601,,,-1.4625565095496025,1.366256372964894,0.5152093906977093,-3.1857556394017603,-1.4141876791793806
2019-12-18,0.0564406237090056,-0.3713593377251882,-564380.0773946624,-0.0287050969442068,-0.1736962669795678,0.01755695623156266,-0.0018796397222392708,,0.5460178539961354,,,1637608.174240183,,,,,,,-1.9310824347236732,1.330913595131937,0.47073905637497887,0.2432486448382157,-4.415577349543768
2019-12-19,-0.3973323929976944,-0.2589462067271144,4082725.7334795296,-0.5951984881476884,-0.4615764474194295,0.04309092046824986,-0.017889307672851715,,0.5487567997139251,,,1157864.3697707013,,,-0.42815284824442207,,,,-2.0127400559756348,1.2801497707894316,0.4129994089308244,-1.564753296348343,-2.0583078697662263
2019-12-20,-0.4576312791960584,0.2461108417565318,3210792.6073559914,0.020916860122111,-0.3856821135790564,0.09400501158669972,0.013576883921490136,,0.5447345438052004,,,1502918.7885756923,,,,1.9349794606628568,,,-0.899927901890517,1.2767263211588948,0.4996579808794105,-0.4821245039834128,-1.368177642042201
2019-12-23,0.168382590350486,0.1521982900153329,-4834228.206474382,0.1291623209000381,0.4143082044883028,-0.056360603418909784,0.015961040609824517,,0.5452576012100698,,,1383592.8271140296,,,-0.10105450349864317,,,,-1.2547543574358675,1.2775812268268274,0.46626781417665225,-0.8888105526908162,-0.2852476048035795
2019-12-24,0.8127985167693312,0.8866869186137398,6390958.630987193,0.6599330736109321,0.6834175570275605,0.13093810118666038,0.07548764456623572,,0.5727969420055046,,,1782900.6911989301,,,0.08700870140693517,0.550755706773784,,,-3.7514153560564343,1.3127357259951238,1.0992511750219203,-0.44538738740418643,-0.06561267326942698
2019-12-26,0.8705689809148884,0.4653011938930582,1630746.660892615,0.8120500759227687,0.6934045141699556,0.2982702075103097,0.1198057424171834,,0.5666124083561954,,,1976632.8577080697,,,-0.6264620742308616,0.9121281943818162,,,-2.1316147030131165,1.2967257717467122,1.1011336305019521,-1.1612233760912998,-0.17833686827849732
2019-12-27,0.5038311522137651,0.683894729652744,332877.9357520528,0.5676121137590062,0.8414081383469485,0.4868383947862814,0.18820112496316704,,0.5466864866545036,,,1771373.2456407617,,,0.3055628052693783,0.9504210251698978,,,-1.2953718856344296,1.2891165128940663,1.1465026506784597,-1.595573523978289,-0.05885768885868956
2019-12-30,0.6112412328686831,0.7515010558179878,-3194382.2516964264,0.7053997953560405,0.7465581211816703,0.5879164375985726,0.2370548032560958,,0.5514011211900909,,,1570855.2847280235,,,0.20658091640836346,0.9082934731006457,,,-3.1903290436338643,1.2934399758892876,1.1209830869960327,-1.251064894302497,-0.6824244469747918
2019-12-31,0.8263526657261826,0.4086387862071214,-2204569.2111160792,0.5691475391857654,0.4741285088380085,0.6392045368369302,0.27025891152335696,,0.5400612577326355,,,1540559.6021752476,,,-0.7041900359695829,0.8608440610214751,,,-2.353678087992785,1.290688816972361,0.9540634341202041,-1.290053910712843,-1.3608586249414283
2020-01-02,1.0701499995067376,1.7757471721317444,11205155.19521346,1.5770958077587025,1.3741591173993708,0.8170165875405312,0.35954320025194925,,0.6312146874622945,,,2010368.0001197048,,,0.506422451298677,0.82082506010023,,,-1.5948612187330342,1.2609956537504765,0.734148094960213,0.02395684570102465,-0.11759026902930848
