Date,Uber_Open,Uber_Adj Close,Uber_Volume,Uber_High,Uber_Low,Uber_MA_5,Uber_MA_20,Uber_MA_250,Uber_realVolatility20,Uber_realVolatility60,Uber_realVolatility250,Uber_avgVolume_20,Uber_avgVolume_60,Uber_avgVolume_250,Uber_log1DayRet,Uber_logMA5_20,Uber_logMA20_250,Uber_logMA5_250,Uber_log1DayRange,Uber_HL_20_realVol_20,Uber_HL_5_realVol_20,Uber_logD2,Uber_logD5
2019-11-18,1.2237754157621443,2.52973244233068,-10888033.723636534,1.2350263437418576,1.8479290296748907,,,,,,,,,,0.7261728597271291,,,,-0.48954910616519764,,,,
2019-11-19,2.3827955869379664,1.74545647095956,2984323.755588658,2.1479073125429764,2.226948631895464,,,,,,,,,,-0.3112583053331447,,,,-2.53778453346919,,,,
2019-11-20,0.7168507076023651,1.356693068887619,-13328051.588653598,0.8264940359223374,1.293000192110707,,,,,,,,,,0.6379378498842782,,,,-0.7624840622365396,,,0.15959813555562022,
2019-11-21,1.5611179706956442,1.084863871353356,-1168945.2610965725,1.4793627906811118,1.474356575855495,,,,,,,,,,-0.3639476975431183,,,,-5.2970751732663315,,,-0.41461796862194794,
2019-11-22,2.9206160451352225,2.24380726740252,7976452.968932588,2.1585574689519333,2.262893135517956,1.792110624186747,,,,,,,,,-0.2636204723845313,,,,-2.260142014107534,,1.915567655451524,-0.11978155804326951,
2019-11-25,0.5386664038260278,1.9863427744584428,1333176.6396100149,1.7526373721606523,1.4869944151926298,1.6834326906122996,,,,,,,,,1.304953962643165,,,,-1.325602138885272,,1.7507622887188834,-0.10371863860362567,-0.6099285960237333
2019-11-26,1.5821071697316071,0.784045964904216,-9928806.80819501,1.062681166884378,1.2523486179660743,1.4911505894012307,,,,,,,,,-0.7020452418901408,,,,-1.6624829977766002,,1.7816069584320418,0.37827293091454506,-0.03935379571081433
2019-11-27,1.9398104300932992,2.2565956418554656,-4209503.511548996,1.7340566831994195,2.29556935671738,1.6711311039948,,,,,,,,,0.15126707257840802,,,,-0.5771209342338497,,1.822067974115797,-1.3083972123543601,-0.10546877377547322
2019-11-29,2.4695736617189006,1.901095268759004,2812153.019174475,2.2678279585250323,2.590832585068899,1.8343773834759296,,,,,,,,,-0.26161535182379014,,,,-1.1300886321968415,,0.6252722559821383,0.1106906586427445,-0.20305738896587275
2019-12-02,1.773501811828055,2.916657435623268,-5792704.0567232445,2.2309563505120984,2.0141880305969373,1.9689474171200794,,,,,,,,,0.4974822299246884,,,,-1.5289261459466463,,0.4244613533943207,-0.4154218214234797,-0.39623260678235966
2019-12-03,2.991731800233378,2.866453340162046,8156541.1724041905,2.8593457555042505,3.186778948750508,2.1449695302608,,,,,,,,,-0.04277692153520088,,,,-1.1164712348034023,,0.42481771854675404,-0.035256188019564136,-0.12770773655728238
2019-12-04,3.5958326594354126,2.430233714838764,-958101.507376302,3.65427616278415,2.4297550814086257,2.4742070802477096,,,,,,,,,-0.3917881486570894,,,,0.20254981357509524,,0.6690896150358466,-0.7206751814590565,0.49846216010881145
2019-12-05,2.7812657867354176,3.4891310446756307,1136839.5058017708,2.9872012597770663,3.2173840621306447,2.7207141608117427,,,,,,,,,0.22674657783306792,,,,-1.4688814928978713,,0.7028295727386072,-0.47372622228369643,0.20907335091987045
2019-12-06,2.023566887634644,1.6585614141888172,-7373481.766904563,1.6918113248554718,2.042838425885144,2.672207389897705,,,,,,,,,-0.19891113152417414,,,,-1.0468918475861326,,0.7002072415413324,-0.2591953000983184,-1.4166139718736794
