Date,GOOG_Open,GOOG_Adj Close,GOOG_Volume,GOOG_High,GOOG_Low,GOOG_MA_5,GOOG_MA_20,GOOG_MA_250,GOOG_realVolatility20,GOOG_realVolatility60,GOOG_realVolatility250,GOOG_avgVolume_20,GOOG_avgVolume_60,GOOG_avgVolume_250,GOOG_log1DayRet,GOOG_logMA5_20,GOOG_logMA20_250,GOOG_logMA5_250,GOOG_log1DayRange,GOOG_HL_20_realVol_20,GOOG_HL_5_realVol_20,GOOG_logD2,GOOG_logD5
2019-11-18,3.2903471478159503,3.991994552699381,-8294567.0016975105,3.374293174295381,3.400458928959395,,,,,,,,,,0.19329791862968967,,,,-3.6433037970738393,,,,
2019-11-19,5.237228155417753,6.280847430080492,10866333.428205468,6.453632240672441,5.904673479583629,,,,,,,,,,0.18171253207096388,,,,-0.5997319567078065,,,,
2019-11-20,4.329174414763486,4.524749442240903,-11116433.39732742,4.790024786806789,4.786210124425573,,,,,,,,,,0.04418534623946248,,,,-5.568903115877008,,,-0.6296938301168135,
2019-11-21,5.476387437682632,4.342220855606847,12695668.290790292,4.337931647579069,4.452303546572075,,,,,,,,,,-0.2320597217630822,,,,-2.1682998683834573,,,0.6619797710571319,
2019-11-22,5.153761482206491,5.133133325633217,-5577898.49792809,4.93850451853713,5.613387533533206,4.854589121252168,,,,,,,,,-0.004010575515437791,,,,-0.3932159142466377,,2.1726533294392136,-0.49694920909856993,
2019-11-25,3.9177108583767577,3.681793843624419,-6279833.021548983,3.787194366689477,4.255258277690864,4.792548979437176,,,,,,,,,-0.06210742761011011,,,,-0.7591504304194522,,2.167685690227449,-0.41486866531591177,-1.1705357423784752
2019-11-26,2.838495616139099,1.371569341691405,6279310.60834026,2.555876560807995,1.6370588839451798,3.810693361759358,,,,,,,,,-0.7273186100645809,,,,-0.08466756927649483,,2.255267023034778,1.3248348240932761,1.591126902155303
2019-11-27,3.3109225376175715,4.946980864354167,1544872.772839684,4.771464589647039,4.439253466239116,3.895139646182011,,,,,,,,,0.40155060127963976,,,,-1.1019845982939158,,0.8047992460489553,0.2352199537259709,-0.8622017216256368
2019-11-29,4.741075861245818,4.705564340128532,-8933797.011765633,4.501840062557548,5.054702984043374,3.967808343086348,,,,,,,,,-0.007518374286942707,,,,-0.5926451897683048,,0.3823495429616918,1.204171284158649,-1.012406653766835
2019-12-02,3.6071314095496376,4.355892680636053,-2235264.7896422446,3.516279856266344,3.545106038435648,3.8123602140869153,,,,,,,,,0.18861673456050235,,,,-3.546471201723346,,1.3528937977598456,-0.5257900616779401,-0.25200526614380125
2019-12-03,5.456119498047634,3.947510539468432,-2423325.694224354,4.502271680561321,4.726193175496142,3.865503553255718,,,,,,,,,-0.32365268538237474,,,,-1.4964597575967025,,1.330512769851814,-0.2770009187343794,-1.3253245909906453
2019-12-04,4.166597088047737,1.813234885216808,25479325.07251975,3.709571762396017,2.3880084107902846,3.9538366619607985,,,,,,,,,-0.8319871771469871,,,,0.278815393077545,,1.4245269284624233,0.9332099101098255,-0.817202372194509
2019-12-05,6.806664857794544,8.210246059510226,29267862.46638021,7.398930473904777,7.819404050556386,4.60648970099201,,,,,,,,,0.18748063540461762,,,,-0.8663736394707265,,1.436222395509884,1.44991109505194,1.1827282877245715
2019-12-06,4.562482007869775,6.097966888528866,-4714317.557591982,5.229181799242454,5.49434121083803,4.884970210672077,,,,,,,,,0.2900886432407701,,,,-1.327424080665655,,1.3896703140604656,1.4550580071094987,0.3310307071749124
2019-12-09,4.764561317025397,3.942104021769652,-8950800.739342399,4.90254067454358,4.465509426561631,4.802212478898797,,,,,,,,,-0.18949087283292704,,,,-0.8277505807634391,,0.6929660770322708,1.4511786125812924,-0.8823999213290231
2019-12-10,3.551303370550606,4.627404409556796,-13461086.199031577,3.50333516552989,3.907024316612848,4.93819125291647,,,,,,,,,0.2646814254747216,,,,-0.9071101251951266,,0.5987789589177284,0.38564496635961526,-0.38581856639216994
2019-12-11,5.430765460335856,5.666506673318814,-3167842.026750248,6.298651929343492,6.043795890580348,5.708845610536871,,,,,,,,,0.04249272810432273,,,,-1.3670564471142743,,0.26485935051333054,0.5448807015544493,1.3489226025027228
2019-12-12,5.921833872403695,4.780860381179252,-11201260.641084168,5.057755076335425,5.571728847224222,5.022968474870676,,,,,,,,,-0.21402565030056056,,,,-0.6655830442282449,,0.31235714007952886,-1.874341582919557,1.2323811426096627
2019-12-13,5.353638432882491,5.920830043081487,-2437211.2556262985,5.1651991681027525,5.458305208398741,4.9875411057812,,,,,,,,,0.10070023837709366,,,,-1.2272208231665207,,0.29003760786314087,-1.3691487123782191,-1.7308327070048444
2019-12-16,5.852944622681271,5.974091748407645,-2856900.4307073206,5.922228789490873,6.058200988508219,5.393938651108799,4.71577511633667,,1.5121648642166388,,,-275858.28125962836,,,0.020487188720414388,0.1343625548268234,,,-1.9953048331326013,1.3902128112142034,0.5067735973502119,0.17666506163708848,0.7090144896576365
2019-12-17,5.006171965891397,6.085604253314671,-1777487.976377938,6.143890517958177,5.452815468162171,5.685578619860374,4.820455601367434,,1.5317623567942298,,,49995.67000635024,,,0.19525447923980713,0.1650644554210688,,,-0.3695068506982507,1.3077955156677026,0.6340947758868224,-1.803179165056307,0.3772026912429335
2019-12-18,6.345712827200799,4.096292120553883,-2030672.9512836784,5.3965177263953805,5.043281012492805,5.371535709307388,4.711227835891103,,1.499696053322973,,,-594854.6489681071,,,-0.4376972358798901,0.131165285942234,,,-1.0406168691578626,1.299426777944869,0.6195721385981425,0.6301006806602484,0.4512122678354463
2019-12-19,4.011153688554224,3.220041926567625,6896726.999423433,3.7096032588303984,2.619179760085352,5.059372018385062,4.645992460107441,,1.5361679070522984,,,305803.37086943554,,,-0.21968452267656846,0.0852373570903278,,,0.08656615174120236,0.8644053095431377,0.8032512478969807,1.052764605513661,0.4452103340726166
2019-12-20,2.394179081223264,4.236744123070714,-1220653.1539621316,2.899078726795814,3.451407643649325,4.722554834382907,4.640718623480633,,1.5374462024152855,,,-390012.7013681856,,,0.5707546702339902,0.01748070163377805,,,-0.5936115462963686,0.8249871605915886,0.7904173022354867,-1.9628894676707216,0.5212229359026579
2019-12-23,4.221602066409055,5.056787534449114,2152333.840586841,4.530993984020206,4.524600814025156,4.539093991591201,4.636901333921427,,1.5362535657427572,,,-3501.0844424390234,,,0.18051671447234013,-0.021318896369823453,,,-5.052525046740795,1.2239153711071207,2.085183994013245,0.6079953142707952,-0.08631611260535699
2019-12-24,4.67658191570365,5.172146752628009,3584311.7265332565,5.18023828811787,5.013824052013597,4.356402491453869,4.711418979371608,,1.5235800135733901,,,489706.1529616729,,,0.10072035175731671,-0.07834253203561,,,-1.7932752007432626,1.227359431284641,2.006025582032122,-0.06677822253619366,-0.09051842785151964
2019-12-26,5.652568416969551,4.26881780049564,-8571851.998063391,4.687665198094599,5.5462252755620085,4.39090762744222,4.8562814023118195,,1.3124148667542348,,,-252851.9773585096,,,-0.2807731017425737,-0.10073704691806135,,,-0.15249862151541718,1.2241334170944742,2.1131097337062923,-0.2382955985503748,-1.7572091843630726
2019-12-27,5.081018560862255,6.06122565352851,3993638.671115577,5.489321673202944,5.633099548538297,4.959144372834397,4.911993641770536,,1.3398312943817423,,,-130413.68244471494,,,0.17640028708946917,0.009553323962937843,,,-1.939485702727467,1.2338850893717621,1.9177837593401028,-0.11756929498748475,1.0442207706018454
2019-12-30,5.741435406101431,5.020091215631076,-3970604.1813494526,5.214361408633295,5.411569166380687,5.11581379134647,4.927719985545664,,1.339126496949566,,,117745.95907609406,,,-0.1342611458353803,0.03746008223923868,,,-1.6234974980975594,1.2256137870365091,1.7927851411171645,-0.28598562538491284,-0.2441793956956294
2019-12-31,4.593238889829358,5.265972662223142,-3128367.6986317188,4.788077542885041,4.982161018766185,5.157650816901276,4.973223984625018,,1.3341260070254335,,,73090.81362662037,,,0.13668045397541861,0.0364128889250288,,,-1.6394669244190327,1.1123360536473803,0.7254087413506716,-0.22909498689454688,-1.5645356402647814
2020-01-02,6.707479260414431,5.300524242899591,13228562.330211386,6.141337796440624,5.881310885072523,5.1833263149555915,5.040874669796577,,1.3135219216253942,,,855685.2148484073,,,-0.23541748189244924,0.027867383307815068,,,-1.346970148060983,1.1109241574792026,0.6963551084860601,-1.2714203444936407,-2.0527802125061227
2020-01-03,4.645599680628244,5.052712266070081,-1279353.1060131676,4.406625591822305,4.238846755757542,5.34010520807048,5.202848538839239,,1.0721161513530462,,,-482248.6940782385,,,0.08400471517170606,0.026039083131295937,,,-1.7851086188585097,1.0591710112046913,0.2198111142014101,-1.5452413427878053,-0.24348087792918224
2020-01-06,3.824905047601149,4.852131662973861,1022823.4027933106,5.61355626438889,4.796725639980075,5.098286409959551,5.0349428190124215,,0.8063544885378242,,,-1894500.6472575832,,,0.23788448371471482,0.012502315817715536,,,-0.20232351967976253,1.084305330554445,0.6442869297116381,-0.8020861358119272,0.18987131100512306
2020-01-07,5.294535102864614,5.400555519292645,3751165.504408315,4.711252446404984,5.555451788063735,5.174379270691864,5.000072250550611,,0.7723265264549949,,,-1471226.4941575686,,,0.01982664629350059,0.034267021824918795,,,-0.16936662547442327,1.112666449352774,0.7854677020154922,-1.0560033224522625,-0.9663629203740874
