Date,PAGS_Open,PAGS_Adj Close,PAGS_Volume,PAGS_High,PAGS_Low,PAGS_MA_5,PAGS_MA_20,PAGS_MA_250,PAGS_realVolatility20,PAGS_realVolatility60,PAGS_realVolatility250,PAGS_avgVolume_20,PAGS_avgVolume_60,PAGS_avgVolume_250,PAGS_log1DayRet,PAGS_logMA5_20,PAGS_logMA20_250,PAGS_logMA5_250,PAGS_log1DayRange,PAGS_HL_20_realVol_20,PAGS_HL_5_realVol_20,PAGS_logD2,PAGS_logD5
2019-11-18,1.167273516312436,-0.1426757999790489,-581444.2418160732,0.2499237960909859,0.2913157047693353,,,,,,,,,,,,,,-3.184669859804199,,,,
2019-11-19,0.4314172925348742,1.237953372058918,129042.43243082149,1.4894444913401834,1.489486004209985,,,,,,,,,,1.0541389707678992,,,,-10.089507063105378,,,,
2019-11-20,0.285121861628145,0.4300644143752024,-206385.79174418093,-0.6703432676674108,0.1431116696854584,,,,,,,,,,0.4110183248006039,,,,-0.20646474740020093,,,-0.5573230431646305,
2019-11-21,1.0112818482349812,0.919903160960926,-161725.90966946515,0.8193555904027789,0.9765347233914988,,,,,,,,,,-0.09470555712726479,,,,-1.85036914960004,,,-1.1455460121317398,
2019-11-22,1.4426032489553524,1.3574712993030342,94200.5260570536,1.817369155805027,1.536795203895121,0.7605432893438063,,,,,,,,,-0.060825662953262506,,,,-1.2709179455945698,,3.9337384652378433,-0.07536288314912913,
2019-11-25,0.2978497909495488,0.5149502950720066,-527724.7986520393,-0.1636179767760293,0.4776337686472551,0.8920685083540174,,,,,,,,,0.5474810793730502,,,,-0.4443331605932061,,4.14272144603446,-0.9039845991695231,-0.419118753772232
2019-11-26,-0.2730411468335703,-0.3621561288523391,1147497.5632360573,-0.1490547553543848,-0.479579134780014,0.572046608171766,,,,,,,,,0.28245290918717,,,,-1.107074857129138,,0.6602144754792105,0.5421076558241206,0.4700720649734934
2019-11-27,0.9024778835354555,1.763784797325428,-1161613.4481431672,1.2591233163587194,1.3228525934376112,0.8387906847618112,,,,,,,,,0.6700730480145738,,,,-2.7531112132179696,,0.8679352718966981,0.22221071816336002,0.2879723175392692
2019-11-29,1.946228476199872,1.6414645817885116,329552.08089320245,1.820755485680724,2.2005154668105344,0.9831029689273283,,,,,,,,,-0.17030450400004407,,,,-0.9682158544288523,,0.8647923763121284,0.6949558991622408,-0.3263377750393461
2019-12-02,1.3361766159031987,-0.1117646376450132,130200.71538862586,0.8062407027503493,0.2773136785611019,0.6892557815377188,,,,,,,,,,,,,-0.6369048071327981,,0.916650013847012,0.628901648481123,0.3847424948793443
2019-12-03,0.5882720055449528,1.3868535507926367,-706474.5335779965,0.5999464200934828,0.8797045893668223,0.8636364326818449,,,,,,,,,0.8576033923134705,,,,-1.273829730167003,,0.8197218882511043,-1.3680182670264935,-0.1370768065025464
2019-12-04,1.9330090956927712,2.603501439553277,-2723.952666111989,2.309279672311604,2.332400066981233,1.4567679463629681,,,,,,,,,0.29777934085558466,,,,-3.767040164837976,,1.3292217643859368,0.9988899512352566,1.0870987847261357
2019-12-05,2.847688864901496,4.071431598217487,1739225.0702672596,3.6824972052894296,3.0728464893542835,1.9182973065413798,,,,,,,,,0.3574869409334738,,,,-0.49486908263857843,,1.3419056962638702,0.9875235638141141,0.8362283043927432
2019-12-06,2.895207014539155,2.6359401011398624,63360.96019975585,2.6115943819859275,2.8987715067889983,2.1171924104116497,,,,,,,,,-0.09381672309071905,,,,-1.2476560939945966,,1.3236552230437968,-3.4284043087061176,-0.005539797027941643
2019-12-09,1.9694566263848865,2.50674433700938,-460745.66707245866,2.143196466029522,2.277767263305797,2.6408942053425286,,,,,,,,,0.24122715378935278,,,,-2.005664844625038,,1.2437796779801051,0.447685970928962,0.9626050621343933
2019-12-10,1.976507320601673,2.7118692060881564,312056.5781400269,2.49078602725832,2.3607437793362003,2.9058973364016323,,,,,,,,,0.316306833503075,,,,-2.0398958973061165,,1.2161324545669374,-2.577955203679837,0.28142427468575854
2019-12-11,2.732615496926954,3.393914647233796,3231093.7233237703,3.774616267610316,2.97424920678489,3.0639799779377364,,,,,,,,,0.21672481032687516,,,,-0.2226848305109044,,0.8380219884938114,-0.11971830808616558,-0.23519942256597737
