Date,ALLY_Open,ALLY_Adj Close,ALLY_Volume,ALLY_High,ALLY_Low,ALLY_MA_5,ALLY_MA_20,ALLY_MA_250,ALLY_realVolatility20,ALLY_realVolatility60,ALLY_realVolatility250,ALLY_avgVolume_20,ALLY_avgVolume_60,ALLY_avgVolume_250,ALLY_log1DayRet,ALLY_logMA5_20,ALLY_logMA20_250,ALLY_logMA5_250,ALLY_log1DayRange,ALLY_HL_20_realVol_20,ALLY_HL_5_realVol_20,ALLY_logD2,ALLY_logD5
2019-11-18,1.474792239239024,0.0020847528813536,-3490889.8831578926,0.8610100501939328,0.2346986384125458,,,,,,,,,,-6.561622078005858,,,,-0.4679075686661274,,,,
2019-11-19,0.0477587012349189,-0.2570900573392229,2091927.5938097448,-0.3297914820244294,-0.1879767437847981,,,,,,,,,,,,,,-1.953233733475354,,,,
2019-11-20,-1.7284449061872262,-0.8625921635449423,-310078.6999976868,-1.631638568100982,-1.015444414143392,,,,,,,,,,-0.6950353856021512,,,,-0.4841931801128861,,,-0.1453993488430025,
2019-11-21,-0.5492881057504189,-0.8822738419043681,1486095.334733937,-0.9234013445661589,-0.715421615414721,,,,,,,,,,0.473879399521139,,,,-1.5703146600326667,,,-0.4697096171672907,
2019-11-22,-0.0227980098511277,1.1310104253637512,1182220.4848373327,0.6673471779229203,0.5983667360956044,-0.17377217690868568,,,,,,,,,,,,,-2.6739322663429563,,0.9566871979449337,0.6899433482200522,
2019-11-25,-0.0817859705013681,0.1965096960872099,3585283.966612382,0.7376947041548565,-0.3757787233520329,-0.13488718826751442,,,,,,,,,,,,,0.10748434349420057,,1.1217092233234245,0.07583405261155729,-1.6377090865145516
2019-11-26,-0.1601023206625118,-0.5407590521717935,-1645827.858511678,-0.5144238898648741,0.1334456819871938,-0.19162098723402857,,,,,,,,,1.2171606897452223,,,,-0.4340658808950667,,1.1112562982034004,0.5138826328698988,-1.2599472317101865
2019-11-27,0.3390761620525104,-0.2967276194623185,663822.4474613806,-0.3130861041456754,-0.2482077317271542,-0.07844807841750381,,,,,,,,,,,,,-2.7352409555173645,,1.2866216404200241,-0.7067648504779352,-0.5694005508296842
2019-11-29,-0.4709746667033379,0.1249508690874598,-364902.1970216939,-0.2837728589257935,0.1877169700304524,0.12299686378086176,,,,,,,,,,,,,-0.751857748814158,,1.3208794216589068,-0.40690125698758167,0.007198737791585486
2019-12-02,0.3179804373701707,0.0775983508174373,-764192.1450250898,-0.0090572072787598,0.0681575090069088,-0.08768555112840101,,,,,,,,,-1.4104436885732932,,,,-2.5611652146561026,,1.2921528131805917,-0.9826282828832906,0.0520344904528671
2019-12-03,0.063770623019014,0.8938606162167364,546410.7663985062,0.6744325317246407,0.411508127087318,0.051784632897504304,,,,,,,,,2.6402572226844323,,,,-1.3358887229607606,,1.0433724300148448,-0.2627816803053021,-0.3604665227124312
2019-12-04,1.6250131223394837,1.422194624581353,1764910.4387996588,1.6488486509549851,1.7291145967432584,0.4443753682481336,,,,,,,,,-0.1333147022250876,,,,-2.5224098352990176,,0.8839618841021349,0.2960937997890424,0.6744503168259417
2019-12-05,2.2958829692559384,2.487052259453197,108907.0385182146,2.6888835954549712,2.3796553986679214,1.0011313440312368,,,,,,,,,0.0799806720698299,,,,-1.1736757737130576,,0.8248827550285112,0.46573932704198767,1.0238096728647583
2019-12-06,1.3200808861224012,0.2639206894731121,-1540966.3378258548,0.8355135334289159,0.789766113473517,1.0289253081083671,,,,,,,,,-1.6097996517193551,,,,-3.0846198832683425,,0.8360924996097434,0.14693090999058545,-1.9734984889529834
2019-12-09,-0.2927433269903776,-0.0908583756638758,32867.91000556294,-0.61383339855381,-0.1111665509521202,0.9952339628121045,,,,,,,,,-1.1699942251718483,,,,-0.6878276591320989,,1.0011346916974893,0.9469792394930027,-1.7810763783072716
2019-12-10,-0.3051150310174328,-0.0398350845829664,-410632.9355809046,-0.2161335530396169,-0.2756772168799362,0.808494822652164,,,,,,,,,-2.0359408102177428,,,,-2.8210453895081233,,1.061986898653397,-1.1915312752699336,-0.0686046959799885
2019-12-11,0.7075375942619893,-0.0058700916950193,945370.1278099902,0.6913871772154483,0.3611579212054945,0.5228818793968896,,,,,,,,,,,,,-1.1079681505428198,,1.0951919014349853,-2.46524186765254,0.3563201824117634
2019-12-12,-0.1340773273873114,-0.50084685115384,364290.8207952641,-0.2578590847461548,-0.3868609757763082,-0.07469794272451788,,,,,,,,,1.3178836644690184,,,,-2.0479282155794336,,1.0437634866743823,-0.7743317122963106,1.0945705018434426
2019-12-13,-0.3980154813977243,0.7289914911808477,-1035462.3735347576,0.1560814357823723,0.3107474975981379,0.01831621761702924,,,,,,,,,,,,,-1.8664869261055674,,0.8337136606351416,-0.30807312012209925,-0.7655656232483566
2019-12-16,1.0864621322662824,1.0776999061212749,-1716524.561523965,0.8072285843392724,1.2502958490573892,0.2520278739740594,0.2464510271872693,,0.8311060971391101,,,74631.49688012253,,,-0.008097613643321367,0.022376391326211754,,,-0.8140336813705751,0.9657850230658657,0.796240204720949,0.4565046499108235,0.1557707511899515
2019-12-17,0.4406840949282475,0.1565031039068767,-253896.7182501024,0.1734274498709069,0.1942442517791605,0.29129551167202805,0.25417194473854543,,0.8294320520649848,,,236481.15512551204,,,-1.0352524376686718,0.13632727014139484,,,-3.8719948343061574,1.0604884376139532,1.1947509896453148,-0.5577628279970755,-1.6279166551541162
