Date,DASH_Open,DASH_Adj Close,DASH_Volume,DASH_High,DASH_Low,DASH_MA_5,DASH_MA_20,DASH_MA_250,DASH_realVolatility20,DASH_realVolatility60,DASH_realVolatility250,DASH_avgVolume_20,DASH_avgVolume_60,DASH_avgVolume_250,DASH_log1DayRet,DASH_logMA5_20,DASH_logMA20_250,DASH_logMA5_250,DASH_log1DayRange,DASH_HL_20_realVol_20,DASH_HL_5_realVol_20,DASH_logD2,DASH_logD5
2020-12-09,-1.5377824650364715,-1.3528347521441049,274829.49210405536,-4.429415806307858,-4.7390281380913,,,,,,,,,,-0.12813921360125505,,,,-1.1724343067179448,,,,
2020-12-10,-0.86383386639001,-4.594780751739648,750388.2309062174,-2.479927699486325,-3.749426128700591,,,,,,,,,,1.6712958530782576,,,,0.2386218848355339,,,,
2020-12-11,-4.020331298814057,-5.596819668761313,709799.7656145049,-2.6305481681592227,-4.681035902692159,,,,,,,,,,0.3308342082474335,,,,0.7180776841363714,,,1.4455026666966952,
2020-12-14,-1.2149064090588697,0.8726322119632499,-771497.3516615441,-1.1584087278940132,1.7040638364115637,,,,,,,,,,,,,,1.051685784312357,,,1.698805554594873,
2020-12-15,-0.6693827092600486,-3.041104616726585,150372.62304979144,-3.5051621795107764,-2.081331758074682,-2.7425815154816804,,,,,,,,,1.5136201309285173,,,,0.3533507198283164,,0.8507629149422758,0.9383320483111663,
2020-12-16,-8.298091054194543,3.955150428083513,510956.70624914113,0.0811404138175788,-3.3870274474928976,-1.6809844794361566,,,,,,,,,,,,,1.2436264606622744,,0.4331150707880337,1.125746865566967,1.6692123244968884
2020-12-17,1.3476410850768303,-8.554580272315249,1996160.19181473,-4.250803653739126,-3.131397507692043,-2.472944383551277,,,,,,,,,,,,,0.11279831794341867,,0.47021995660586946,1.7071952147880876,1.3761933978675716
2020-12-18,-4.386797628365443,-0.0981810789594845,3525602.2394555192,-2.329725481191531,-2.6315037419351057,-1.373216665590911,,,,,,,,,-3.7995412520809753,,,,-1.1980627672389246,,0.9665326384690976,1.3995391373047597,1.7045005324710942
2020-12-21,9.818020756829114,25.93226015123093,10465989.699009882,27.498101902051644,12.794261296870786,3.638708922262625,,,,,,,,,0.9712682095224223,,,,2.688108725319324,,1.4402862916848773,3.5405778142730564,3.2212581025607276
2020-12-22,19.401618475527016,6.512935132003491,-4224818.32055605,8.532544056942399,14.129755134320035,5.54951687200864,,,,,,,,,-1.0915662694205974,,,,1.7222684517901585,,1.5010118431528325,1.8887525066212316,2.2569640753872164
2020-12-23,8.394160903975333,12.2355309022213,5057780.150958729,11.808965153244472,11.882606832484656,7.205592966836198,,,,,,,,,0.37680775438831043,,,,-2.608544119507014,,2.141379421265474,2.61715706338272,2.1138889183242786
2020-12-24,3.0701698171477574,11.211202136015473,-2257007.22737749,6.591072902184621,6.353077124933535,11.158749448502343,,,,,,,,,1.2951805940581278,,,,-1.435502348110563,,2.2557872963270764,1.5471937181704962,2.9839522815118715
2020-12-28,9.64220434533904,6.389397528999709,990978.9879618468,4.716261548216124,10.345572906345325,12.45626517009418,,,,,,,,,-0.41150976847833753,,,,1.727987118174625,,2.300326748634647,1.765780480869724,1.8698893652523858
2020-12-29,9.738678127145532,7.925239339576208,-2734553.872339972,6.887072261188038,10.669793019082732,8.854861007763237,,,,,,,,,-0.2060528726606362,,,,1.3304435279369244,,2.029708481343012,1.189659697712659,2.8907617269402808
2020-12-30,10.57372665996111,10.559004077820688,-254708.55416859876,11.31641982808138,11.02339723734032,9.664074796926675,,,,,,,,,-0.0013933442587217844,,,,-1.2275055714319192,,1.8807164555278355,1.4278216785584803,1.3977457790890457
2020-12-31,10.12906453060009,4.807756016453212,-1347081.910761426,7.102691557656343,7.837715527282384,8.178519819773058,,,,,,,,,-0.7451785169447906,,,,-0.3078521685649416,,1.4505770936163944,1.1370260491184507,2.005226336861063
2021-01-04,7.680666336849697,12.04937344914812,-308920.2927677389,11.26550247710648,8.824010368670528,8.346154082399588,,,,,,,,,0.45030635665695057,,,,0.8926093722538389,,1.2234387668191524,0.3990239894549387,-0.17653276844733196
2021-01-05,11.517468000649544,20.49633734108073,2590243.673141423,19.630921644877887,12.146766442780546,11.167542044815793,,,,,,,,,0.5763813643931481,,,,2.0127881460505503,,1.3001123472100207,2.7529331435764255,2.646666861554662
2021-01-06,19.35049161760935,11.88278313613047,-2507180.162689596,12.70507354913201,19.437322369180464,11.959050804126644,,,,,,,,,-0.48762726853239485,,,,1.9069092364370377,,1.4087436215352804,-1.7922176960920488,1.3756235794342864
2021-01-07,14.168767334051791,10.47476557007336,-952945.906979606,12.52282954130763,11.90922374640219,11.942203102577178,6.103303314007704,,8.744480804947063,,,583219.4080481909,,,-0.3020709730606655,0.6712484539044549,,,-0.4884025848644308,1.4039816388425856,1.1823647655725547,2.304739946728935,-2.4741031256137944
2021-01-08,8.49277820356619,10.988314434183607,289427.46023574984,9.758383301304889,10.695327989001257,13.178314786123257,6.720360773324089,,8.62525998703328,,,583949.3064547756,,,0.2576162047148571,0.6734308198514386,,,-0.06513102976001611,1.3607898125169573,1.1291279657848103,-0.11152536608445354,1.821408626243535
2021-01-11,11.46483885810325,-0.2816350920798243,-110041.8538711276,7.365856752723872,2.345422207062043,10.71211307787767,6.93601805630708,,8.37782927583986,,,540927.8022159084,,,,0.4346473217717384,,,1.6135164928381303,1.3849455858374722,1.180507355517897,2.3755009878200632,2.5121171095511934
2021-01-12,1.3145056805250732,9.470870918237026,-659900.3209137898,5.2673863542479324,7.685902480701458,8.507019793308928,7.689402585656998,,7.852502573718072,,,472442.7978894937,,,1.9747601823797662,0.10104858737050088,,,0.883154181215472,1.3867907926789755,1.0365697584274263,0.4170270214772737,2.4002077263649055
2021-01-13,11.43028088433789,6.953996699826561,6856532.018148869,14.14942055405504,2.002198774394202,7.521262506048146,7.993470810050162,,7.690723908580637,,,853844.2663800142,,,-0.49694949279896,-0.06089104939242803,,,2.4971004835296293,1.4525853019531116,1.2164029815055801,1.9790176806532567,1.5950927987877837
2021-01-14,2.7960309776863,1.7850259270829838,-3248400.3667367483,-0.1363266767737769,6.5572049695309005,5.783314577450071,8.23477733724064,,7.396356879667122,,,683905.6168906873,,,-0.4487679634945572,-0.3533893500503184,,,1.9011416341484793,1.4806832361288655,0.9884717226862192,2.039380324251803,2.1621429782980237
2021-01-15,3.5699072633886857,5.035866776236361,-700012.2828472301,3.170070191666824,6.538111644533387,4.5928250458606215,8.288813154648285,,7.367336273754682,,,623357.1674358689,,,0.3440460427379578,-0.5904114798487649,,,1.2143314041625826,1.4800899487548338,0.6236745128274236,0.6513507132651806,1.7838025060512228
2021-01-19,4.300650270406038,13.595613367571032,-58996.77065278031,9.080042912393113,7.210422541720931,7.368274737790793,9.396322836642598,,6.287857572091353,,,520599.3193124933,,,1.1509809572686753,-0.2431348389193153,,,0.6257353999213763,1.4745682013355872,0.7669598832682127,2.468996369911101,2.6302506976496374
2021-01-20,14.588405275360216,19.35696677025186,1020209.6723246096,16.877331425154466,16.0495484313022,9.34549390819376,10.369080229103165,,6.246470953848787,,,395329.6909559478,,,0.28282534050241265,-0.10393403076637277,,,-0.18900424366656346,1.42314012420605,1.052722788086354,2.661733973806907,2.291129310570602
2021-01-21,20.30252505070337,18.6352104049832,870987.7319589602,17.982870268682333,20.98119476993212,11.681736649225087,10.004227741790778,,5.452201777429814,,,-84420.4073965983,,,-0.08569244132938031,0.15501887423947971,,,1.0980536330657191,1.3508488382077453,0.7741043010257067,1.6173261259924634,2.4579818851142137
2021-01-22,17.08301919795514,14.640680956399862,-1531307.5043055438,13.984277313528494,16.168734721077996,14.252867655088462,10.410615033010597,,5.48110698543149,,,50255.13341592702,,,-0.15428091990221554,0.3141321635598836,,,0.7813674716452298,1.3279205476319538,0.5534577849440436,1.5510215859812,2.5537837946368622
