Date,FSLY_Open,FSLY_Adj Close,FSLY_Volume,FSLY_High,FSLY_Low,FSLY_MA_5,FSLY_MA_20,FSLY_MA_250,FSLY_realVolatility20,FSLY_realVolatility60,FSLY_realVolatility250,FSLY_avgVolume_20,FSLY_avgVolume_60,FSLY_avgVolume_250,FSLY_log1DayRet,FSLY_logMA5_20,FSLY_logMA20_250,FSLY_logMA5_250,FSLY_log1DayRange,FSLY_HL_20_realVol_20,FSLY_HL_5_realVol_20,FSLY_logD2,FSLY_logD5
2019-11-18,1.4217320164399432,2.9867141499858167,1385509.660567497,2.694170663351884,1.9215526880471163,,,,,,,,,,0.7422979783908196,,,,-0.2579705630294486,,,,
2019-11-19,3.6726287469499113,2.260645329931002,96614.3957769454,2.389978552282312,2.780610482955911,,,,,,,,,,-0.4852573687419213,,,,-0.9399895161244544,,,,
2019-11-20,1.105956900447076,1.8580779017701428,412252.2720138086,1.7404865390524442,1.8307272580592289,,,,,,,,,,0.5188316337819553,,,,-2.405274523547102,,,0.1210100438961411,
2019-11-21,2.2025485708666785,2.845140379250145,762736.3181007006,2.40110274452414,2.5060597158076447,,,,,,,,,,0.25599727761199526,,,,-2.254204810114428,,,-0.5370069680474702,
2019-11-22,3.515880552632044,2.484850219945468,1593325.5033449018,3.1582634209969687,2.5844492435181152,2.487085596176515,,,,,,,,,-0.3470776226611019,,,,-0.5554496676905237,,0.987472660753753,-0.46717193320346084,
2019-11-25,2.149244218380769,2.982870395579944,899141.4031694178,3.4950628777608888,2.9589206642238395,2.4863168452953404,,,,,,,,,0.3277698029066996,,,,-0.6233558293403083,,0.9025604341481404,-1.9824599134890528,-5.561305680166798
2019-11-26,1.91595319557927,0.6222922703470797,182115.8001894988,1.5284460931094728,0.8408987737829996,2.1586462333785557,,,,,,,,,-1.1245606596437085,,,,-0.37462462369872274,,0.9980201042397399,0.62195078466588,0.49369150529633055
2019-11-27,1.976757697869143,2.7779358738121225,-668553.5649449339,2.03433260699828,2.367237208433325,2.3426178277869516,,,,,,,,,0.3402501843187545,,,,-1.0998993122225933,,0.7602433468285038,-1.5850647568753198,-0.08353599907183372
2019-11-29,2.2059015568409706,1.1047138584603182,-978379.6059711346,1.6570344697854082,1.9602981868370328,1.9945325236289864,,,,,,,,,-0.6915499448338258,,,,-1.1931524987048894,,0.3576825282537962,-0.7289368830919579,0.5541302100784551
2019-12-02,1.1159493989276452,1.9308862961505169,-423926.1832560486,1.424798989954736,1.4368028059039926,1.8837397388699961,,,,,,,,,0.5482735968420869,,,,-4.422530683972694,,1.6447852793878044,-0.16599605279443752,-0.5906557138589188
2019-12-03,2.732338805144084,2.510924472202509,-278732.8348771278,2.071452467547962,2.7210127986221107,1.7893505541945092,,,,,,,,,-0.08450694666474971,,,,-0.43145955869551517,,1.6735871706816121,0.34089857857280836,-0.7508908690757274
