Date,EW_Open,EW_Adj Close,EW_Volume,EW_High,EW_Low,EW_MA_5,EW_MA_20,EW_MA_250,EW_realVolatility20,EW_realVolatility60,EW_realVolatility250,EW_avgVolume_20,EW_avgVolume_60,EW_avgVolume_250,EW_log1DayRet,EW_logMA5_20,EW_logMA20_250,EW_logMA5_250,EW_log1DayRange,EW_HL_20_realVol_20,EW_HL_5_realVol_20,EW_logD2,EW_logD5
2020-01-02,6.107213378024596,3.890222170773022,384880.4052315154,5.730680359660312,4.772097631004669,4.541670724881692,4.254157400903201,,1.3671013666354865,,,-149369.5894784416,,,-0.4510043242309558,0.06539822865673034,,,-0.04229940967779402,0.8025950683177056,0.6601655429892107,-0.9679917940456451,-0.09861342127160332
2020-01-03,2.777303888345372,3.9367283850752335,375040.8359525544,2.9707148701249366,2.696383530713512,4.535289806519842,4.329877114082565,,1.3006247879238682,,,-138321.7402452305,,,0.34886938647034044,0.046349824447643,,,-1.2934186352447006,0.8050211596157573,0.7214168354128528,-0.4828409037948574,-3.4450053356865564
2020-01-06,4.753051348306215,6.029855949960975,492178.736011772,6.527648101975416,5.909521093762372,4.536126024772581,4.356326383843659,,1.330721669408511,,,-72996.07083273768,,,0.2379363206383093,0.040444219594322844,,,-0.48106132773190396,0.649784296479501,0.7330034887809624,0.7606346831685593,-5.477182998647867
2020-01-07,5.788022676058787,5.965032479811868,1669113.940657982,4.957492694341234,4.914344049839201,4.875119070614355,4.439336223609762,,1.3782722672045753,,,46726.84577738079,,,0.030123774067307266,0.093639662811912,,,-3.143104275572246,0.8452692188516454,1.2045127713042005,0.7072000225828324,0.527662226880924
2020-01-08,5.992697587562084,4.679042966252027,-956953.5847356436,5.780111611952414,5.631522162322234,4.900176390374625,4.588364307635989,,1.218153057182613,,,31297.476971780045,,,-0.2474480646316305,0.0657476019353214,,,-1.9065681476699996,0.8816533742721041,1.2237866994346316,0.30070662134934517,-2.0771513757021984
2020-01-09,4.891550940316499,5.340357441900807,-546633.2358674393,4.423484684016295,5.19421425607252,5.190203444600182,4.742182616036745,,1.0974521396521377,,,5287.072158561833,,,0.08778316850822264,0.0902753985118009,,,-0.2604177165486582,0.8873193500446427,1.1670528088688585,-0.47052370380336783,0.37165684251415615
2020-01-10,4.6805505505192,4.917248038735899,-632849.7518336482,4.923660810599237,5.238753429428115,5.386307375332315,4.711087282784391,,1.0823893592732408,,,7113.102949491993,,,0.04933329028347404,0.13394133508697428,,,-1.1548886553460898,0.8738835399781608,1.1723498950300777,-1.4346233272252389,-0.01967258901764456
2020-01-13,4.283039749275268,1.1243417963199749,1354456.3852878748,3.858599070351445,1.803239696264086,4.405204544604115,4.555644099681141,,1.3458100331146083,,,84885.73077705308,,,-1.3374651848004664,-0.03358023274110012,,,0.7204507105602315,0.9352185451712545,1.48617129107132,1.4388905222333215,1.5903599098767527
2020-01-14,1.763868375222046,6.30076375736882,1649477.268497951,4.390536973925819,2.931699947122304,4.472350800115505,4.5883523398057475,,1.3812037428032276,,,82187.4735604177,,,1.2731615197984136,-0.02560681581420896,,,0.37763956131626353,0.9584856813723848,1.0850351242717828,0.32462788167861895,-1.0914442081806606
2020-01-15,5.761768802987767,7.616461039776432,-48891.71668982226,6.809188638954204,7.070118617043022,5.059834414820386,4.727745624119427,,1.5384521894032268,,,172456.61657452333,,,0.2790673199225371,0.06788528176890404,,,-1.343503190838421,0.9042814809172445,0.9105834900141941,1.870589017237273,1.0775309892173157
2020-01-16,8.098929573800888,4.111705980473055,-407959.0614459408,5.9726373315986265,6.067344803420497,4.814104122534836,4.579853677542798,,1.44053915387456,,,60604.78191142275,,,-0.677893878769852,0.04988291875584749,,,-2.356962381988388,0.9366467935451191,1.2779177083550368,0.7834712123887344,0.20591719510502243
2020-01-17,4.007448037451546,3.009065805801157,330242.2442111317,3.5020593076003834,3.649518736781197,4.432467675947888,4.567777293424494,,1.4532256884337542,,,132728.42641670207,,,-0.28652497202540506,-0.03007025110731025,,,-1.9142021974384764,0.9626644521753217,1.3789678161044205,1.5276626721536295,0.6461510783891813
2020-01-21,2.1903745662347878,-1.3386871071667483,833337.6220382634,1.6583888928965038,-0.6671525457016898,3.939861895250543,4.349076895512896,,1.9426885171104176,,,148187.53640142354,,,,-0.09881794392459388,,,0.8439528887441502,1.043220201799001,1.4159350717345582,1.6956877322466264,0.9013918541433267
2020-01-22,0.7529674948144489,1.387509201623466,-38258.66817026865,0.8360305776914743,0.8393092999314149,2.9572109841014727,4.176815028887095,,2.0474656823553334,,,191623.07660869235,,,0.6112434181082417,-0.3453024122372716,,,-5.72030149347839,1.5016043723289498,2.368874378538716,0.4833865546836628,1.5919365645341548
2020-01-23,-0.8072036864726044,3.144284749078317,-129920.90138340509,1.6204301163200157,1.4007769683937283,2.0627757259618495,4.186418959838393,,2.0418619702028864,,,178185.9281637561,,,,-0.7077931893714416,,,-1.51570557710699,1.5032394804714262,2.356377723532383,1.5002861872693816,1.4978751560727062
2020-01-24,5.298831300677684,4.284426489729192,-167799.26239969349,3.902021983202197,5.021082913939665,2.0973198278130765,4.160824529957447,,2.037017123853829,,,172296.84986859534,,,-0.212499585214123,-0.6850530018199056,,,0.11248987890856987,1.5113842717816641,2.548564850273494,1.063647167501385,-1.756080544330784
2020-01-27,3.7078624421955695,3.391588173166696,3894.0875886376016,2.878785875544665,4.289224123789296,2.1738243012861846,4.131972289771558,,2.0439573901066734,,,213841.42910667165,,,-0.08915725009539607,-0.6422668777266473,,,0.3439004704551953,1.5418559989461211,2.684025406510894,-1.397139258661501,-0.960968150652595
2020-01-28,2.646168219165858,3.675918096175657,-449271.26588069205,2.993932890954113,3.5848000639254707,3.176745341954666,4.014484451645476,,1.9963556613390854,,,119455.66202731515,,,0.32869028498849173,-0.2340517382775405,,,-0.5261640364614734,1.5442668965407491,2.487573927373789,-0.4967445728065749,1.6123546951530352
2020-01-29,4.732061060905998,3.9119380639890977,843363.452485454,4.07070069112978,4.262253359666872,3.681631114427792,3.9965779923147813,,1.9955485062275733,,,192301.37849291618,,,-0.19032793012556223,-0.08208260145166235,,,-1.652592476650388,1.5338257005704714,0.9136703002548887,-0.6532538267139886,0.9260148440192785
2020-01-30,3.10627663269738,3.3741968303953485,-1395051.7049026133,2.9133931959931445,3.0704249329973976,3.7276135306911984,3.937600015462015,,1.9956453316811567,,,158119.79123269845,,,0.08273253509186564,-0.05480317979191665,,,-1.8513073475387793,1.537178671752964,1.001491689378828,-1.1982516487903783,-1.470058298280404
2020-01-31,3.992563138727775,4.512434630413409,133392.21650017216,4.911194740026467,4.942471461630873,3.773215158828042,3.9687106384440343,,1.9997136408744474,,,145545.38179613132,,,0.12240342190328796,-0.05051380045260601,,,-3.464881176841043,1.5980608202783004,1.4432108998216635,-0.5099983553397088,-1.4783739459097576
2020-02-03,3.551613193012315,0.8580333763107006,152872.24099840038,2.76504916759891,1.4688223168889394,3.2665041994568424,3.8147758880058076,,2.117342056263995,,,134436.9520484236,,,-1.4205142009581597,-0.15516155714681473,,,0.25945762174058606,1.6361451249099905,1.4175254477968036,0.9227353025804083,0.9296233746148638
2020-02-04,0.9666934445478148,2.984413707664565,430353.9592658663,1.2018059891884931,1.847066568819777,3.1282033217546243,3.6625037758909875,,2.0583436880986072,,,131345.7132111283,,,1.1272771655133391,-0.15768818417108985,,,-0.43810104434381364,1.6372103060652854,1.4322986737046124,0.4239733835490401,-0.36888578153290424
2020-02-05,3.3393214051491213,2.131503533251476,705389.4064703546,3.31302320555978,3.0305366276509105,2.7721164156071,3.4708273285629674,,2.01058150962076,,,83159.48650174697,,,-0.44893999937740375,-0.22478191133939623,,,-1.264124241351374,1.5743275136973567,1.4276995126443979,0.24174558127255344,0.57685745290387
2020-02-06,2.4228411022412786,3.4799110248974543,-961841.6451807012,2.230374540654452,2.9266388487908017,2.7932592545075208,3.410870731495239,,1.990434014367785,,,82915.08347949409,,,0.36206586515200495,-0.19975849957142253,,,-0.36202593766619673,1.572399326870095,1.4525693421594106,-0.7021933394893365,-2.2470161046575248
2020-02-07,3.224501860998153,4.523704722269216,-128515.13654238915,4.023388803886959,3.6479178036836473,2.7955132728786825,3.3700380955136593,,1.9568618565617408,,,103820.98844574661,,,0.33855281034118945,-0.18690831918936937,,,-0.9795740405784004,1.5613756259199507,0.5910474446352852,0.8722139416725405,-4.485602800492765
2020-02-10,4.354637756283694,3.8325279122340983,-784254.5330802097,3.84707023107628,4.516811617412934,3.390412180063362,3.315802089188569,,1.9265194348218735,,,96250.74938341852,,,-0.12771681326224962,0.022251949146821604,,,-0.40086363165295724,1.5689213821202832,0.4086826509785786,-1.042373116414119,1.090074120670997
2020-02-11,4.321319277446193,3.965521421285267,-278578.37348960526,4.333839601169927,4.461104224138119,3.5866337227875023,3.4578610704368336,,1.8600238741308224,,,14599.011444544518,,,-0.08592339149277245,0.036563870749132824,,,-2.061486714883095,1.5258058244856527,0.7003537219393139,-0.583067874156945,-0.01907302562710352
2020-02-12,4.4493704972213095,4.186364916410071,-243166.0076929664,4.044099332955874,4.523928934685564,3.9976059994192212,3.3521411283888964,,1.7465631737440115,,,-80033.15236500136,,,-0.06092982920436863,0.17609639732713184,,,-0.7343242345028156,1.485175737112395,0.6930173326890736,-1.0389189120643614,0.7202083922223063
2020-02-13,3.200862945209764,3.0256158144653256,322404.3079247044,3.5541889441030605,3.456416957828281,3.9067469573327953,3.122598867123341,,1.429530231221264,1.7611201498227402,,-61468.35113427503,-44775.88481352326,,-0.056305798035131485,0.2240394221617988,,,-2.3251171818810104,1.5044769110590626,0.8458479408962432,-0.06197582703699826,-0.7890080490147522
2020-02-14,3.179532377697079,3.64201223272628,-549286.669851694,3.085434568349619,3.106181605236188,3.7304084594242086,3.0991141797360022,,1.4162218773050106,1.7615832683848744,,-68534.73155456269,-23781.516459182116,,0.13580220515300537,0.18540141202339555,,,-3.875351843149691,1.5961195136841784,1.3886064448992377,-0.6081579265967584,-0.12591193508020848
2020-02-18,3.433017630344452,3.143165157722784,238559.53057325425,3.366179311128967,2.91361943291232,3.5925359085219455,3.1058191473320838,,1.4160905478890453,1.7162888278260928,,-73118.86723645657,-13193.398495304242,,-0.08820934578191797,0.14558083817617262,,,-0.7928351970460734,1.5959258636903455,1.2919668974418945,-2.140897090932479,-0.3719876523070212
2020-02-19,3.1573418951345573,2.9774297747993543,445990.7613520238,2.640461686825695,2.8830279539236088,3.394917579224763,3.321624991430389,,0.9578578373354437,1.7152089645487179,,-92486.21027076856,7932.013387893988,,-0.058670064509709685,0.021825365175492946,,,-1.4164803395519077,1.5124505420678256,1.3110885711856417,-0.4085963183439024,-0.011979825935048864
2020-02-20,3.6124087844513184,2.65021145038164,1003886.621142032,3.6053815864942536,3.280374196004267,3.087686886019077,3.3847601038682975,,0.8603124432628795,1.7042320128855901,,-40378.94580515351,10082.812324794917,,-0.30973537372917437,-0.09186080349675944,,,-1.12390735694176,1.1267873568113158,1.2393987904462904,-0.7073400092648641,0.42928154251345735
2020-02-21,2.7532887153111787,7.09826113819507,1785338.2997929691,5.901492206552611,3.916255233796932,3.902215950765026,3.5824589233241353,,1.192369987881852,1.6193940774244462,,55384.014253665206,9131.987055051397,,0.9470537502978392,0.08549516954963164,,,0.6857382887546168,1.1998367226830007,1.6490362179593288,1.4160549302371,1.4042927450144878
2020-02-24,7.720267561631758,6.473346734867299,54129.53273721831,7.089589338875221,7.615955330806621,4.4684828511932295,3.6919049355810403,,1.3502062777043289,1.6340957275951826,,66480.45401051079,43960.88870802103,,-0.17615577721776843,0.19090637657212461,,,-0.6417585060515641,1.1714577978094973,0.8087704991708572,1.3410708410841579,1.0407481560346408
2020-02-25,5.350452745795437,4.807059122709404,-1358651.005354519,4.217930622109606,5.359447801134017,4.801261644190554,3.7626784830581754,,1.3705796633373462,1.6304866854330282,,-1646.8006366470363,24940.999381402577,,-0.10709569457887173,0.24374765960896252,,,0.1323582363921327,1.1583204979604291,0.8734196882624368,0.8290765774475884,0.509160617403851
2020-02-26,5.050473484644876,7.026638566220633,2537373.194397133,6.918244287493408,5.093271861218298,5.611103402474809,3.930214506560425,,1.5521771693139745,1.6739680719948014,,147685.4223772442,64088.44444139755,,0.33022643765458903,0.3560533789141529,,,0.6015648780299638,1.2158784160990783,0.7906822869710222,-0.5918696926908782,1.3985215018902752
2020-02-27,6.815429546623768,6.3125024114158,-1326745.9051716146,6.881838707926477,7.602399005970561,6.343561594681641,4.05024272393176,,1.6409665237262119,1.6807637352277958,,39179.95449439075,39446.984802039544,,-0.07665691613963886,0.4486635652828871,,,-0.327726177878329,1.2194288690361448,0.5762730728417864,0.40908739882223466,1.2980888972287647
2020-02-28,7.014866523234822,6.979287785571479,-156596.2788992324,6.695459796870622,7.071688052522028,6.319766924156923,4.230497271690567,,1.756717698781117,1.702494319729217,,101102.72579455981,11716.49945045316,,-0.005084810919824055,0.4013627839215895,,,-0.9775592568777144,1.203591200297436,0.6244892124371668,-3.0501719727034002,-2.128855738478968
2020-03-02,6.4826482730251485,8.027121549187584,513094.85442984337,7.9459328391412,6.765523260748871,6.63052188702098,4.406231617629276,,1.951413798066359,1.7746541112378846,,120087.85769104338,38754.55000291103,,0.2136968905927617,0.40866370140674324,,,0.16586147858467074,1.0753086837055603,0.5993849758586939,0.5391909788541314,0.4406873343155993
2020-03-03,7.993740375819279,6.119059701528293,265412.16614001896,7.016103813414247,7.614511612000001,6.892922002784758,4.6692829338901545,,1.7963771992827686,1.7757197213026639,,125714.8539481243,40610.021917105805,,-0.26725034120237645,0.3894895758714984,,,-0.5134828200108115,1.0490301553944377,0.6113545472996295,-0.1505577108938959,0.2715531316947337
2020-03-04,8.687057877473087,6.774706157625232,2332411.446484866,7.980370035126711,5.4874505716422135,6.8425355210656775,4.858797556388188,,1.8091602675319118,1.798142992307635,,220817.72830907427,93055.79022915498,,-0.24863832353726026,0.34236736224120734,,,0.9134544989592311,1.1170964198860616,0.7209789130947962,0.2250740000483424,-1.378594447307613
2020-03-05,5.357087783386668,6.737524431136514,-1728853.0729021246,5.5670686258696165,6.930339283255151,6.92753992500982,5.08909860128244,,1.7353729639230047,1.825640947527435,,99105.60434045031,76330.64553985937,,0.22927205893753266,0.308404038208355,,,0.30988670775198174,1.1353690164544867,0.7374197207503487,-0.4805151144696868,-0.8556143002923086
2020-03-06,5.92514923093924,4.956789071921918,-961016.5430131616,5.53698838238531,6.184173602237813,6.5230401822799084,5.162942503633664,,1.6942290572731096,1.7941328057724422,,99146.8594488273,71119.80663336716,,-0.17844770678635877,0.23383388328355081,,,-0.43512275056212485,1.134387842871956,0.5856855330275547,0.5976913872913173,0.7043337339303131
2020-03-09,5.251405653822367,7.232816716078659,-665867.0323032034,6.996915834802358,6.051465372391824,6.364179215658123,5.298398103324136,,1.7478802168421192,1.8090729806807744,,72279.26466078658,60462.44175503168,,0.3201327632355447,0.18328074071327075,,,-0.05609378526461166,1.1407504595249198,0.5867305533138374,-0.7026072160443998,-0.23028797062163514
2020-03-10,5.9379846234022935,5.899696322632245,-587712.8553070356,5.004046384251076,5.677342781967674,6.3203065398789136,5.401756523844043,,1.7174912037728078,1.8132776880617179,,82106.3485494453,61823.40029411861,,-0.0064689079667965875,0.15704352725713727,,,-0.3955696336359197,1.1408103764083228,0.5605195559808026,-0.05878735674229143,-1.5170256598583896
2020-03-11,6.423077218631782,5.266930702355424,123624.31443642384,5.6131498811466685,5.965275332146589,6.018751448824952,5.46682698789755,,1.6845500428769462,1.8158387413310595,,102216.48294574676,67233.74172244812,,-0.19844953694299958,0.0961814644964063,,,-1.0437677719914753,1.0960467214996823,0.5022753559719939,0.6759430412665389,0.4106353561577341
2020-03-12,5.42698667710868,5.024044367247569,-680100.7031545674,5.072757425476226,5.614649172269793,5.676055436047163,5.508710960439425,,1.6612908120477567,1.8109097846096966,,80369.74817266669,27508.02312269435,,-0.07714877996346756,0.02992587567402651,,,-0.6126890266541767,1.095555769962732,0.3606160361523518,-0.13278657819946257,0.5385264275341418
2020-03-13,4.719299451928798,3.7652616505427545,76397.34517280245,4.274217256806409,3.8490949976734825,5.43774995177133,5.5456932522432965,,1.610563096621298,1.8126732440693947,,68069.40003507158,59685.88849177331,,-0.22584301304718132,-0.01965627243485274,,,-0.8553784828783207,1.01943998238332,0.3871912616906315,0.4065771907234514,0.1752360314581521
2020-03-16,4.067894793846449,5.993308705592227,-641902.6901669814,5.19678647742488,5.276320036310402,5.189848349674044,5.663258075886594,,1.5489263631474606,1.7916699256628015,,63438.59901930722,18502.883125389104,,0.3875180152120694,-0.08729488134984324,,,-2.5315762220450857,0.8086603520125454,0.8434099974369409,-0.031217909303831323,0.21471453514784597
2020-03-17,5.263134900443546,4.672349106278553,-423382.6131675114,4.415033441931875,4.839988238774694,4.944378906403306,5.739717273314382,,1.4527360172964272,1.7849622704310937,,30341.49183226894,29983.683670838163,,-0.11906487207164243,-0.14915859673483595,,,-0.8557724760842234,0.8102030756275995,0.7709834187402338,-0.09751641043293938,0.20485510561087017
2020-03-18,4.772815462344724,4.4225896448567,558743.244844256,4.582578590891572,4.569085316476773,4.775510694903561,5.81197526681725,,1.3396497066839284,1.7750059998295522,,35979.11600688055,30560.14737917852,,-0.07621095742998214,-0.19641957013566777,,,-4.305563909172749,1.169625448927062,1.5812537847357364,0.4515335149785039,-0.16919876944873777
2020-03-19,4.404674447899701,3.5120890763414607,-139407.9869789742,4.186331987015336,4.063016330724516,4.473119636722339,5.85506914811524,,1.242962289343309,1.7789211107154392,,-21185.614399169757,43352.83880145637,,-0.22645531265223165,-0.2692217365666514,,,-2.0930078996560577,1.2120657649247002,1.4268856693506842,0.14864414373620882,0.41340370781361274
2020-03-20,4.28064048222182,5.021528078645424,236591.6568699272,4.942051210066197,4.483157683041391,4.724372922342873,5.751232495137758,,1.2201762854113494,1.7689842409278005,,-98622.94654532186,44982.331957366485,,0.15963164174358074,-0.19667934153046474,,,-0.7789370630963779,1.171191924392959,1.4442374455052949,-0.512596467803968,0.228144169836397
2020-03-23,5.03117302985568,6.658248565144177,-33408.86251888797,6.019683349323536,5.946404647740714,4.857360894253263,5.760477586651603,,1.2266190787735092,1.7903531558798105,,-102999.86630812717,45259.145856993,,0.28020330810694916,-0.1705251210731904,,,-2.613485277348262,1.2453374759669635,1.450623099139836,1.1461824990925868,-0.40805867917991856
2020-03-24,6.061313506556985,6.478143690336928,292230.88926687674,6.36984789730063,6.285323764455974,5.2185198110649385,5.844031815032979,,1.2151175947250432,1.8060765865340798,,-20455.77157705738,63912.95229765575,,0.06650747493271392,-0.1132071373396255,,,-2.4707181895989767,1.2768936108399653,1.26393644651728,0.37611567064311824,0.5910007076943505
2020-03-25,5.8462314303548695,4.482230318755704,-857350.6495083936,4.999585529203962,5.297881330438393,5.230447945844739,5.716811402659732,,1.2179782327157256,1.7960944890877835,,-190191.9637723337,25649.70687740856,,-0.26567649216435174,-0.0889142791626166,,,-1.2096696632077273,1.2246858136661585,0.803591176415377,0.7774967142473602,-2.819417489702689
2020-03-26,4.902024841323637,5.28321060879847,-26142.27594279684,5.0553167609984015,5.639533793668022,5.584672252336141,5.665346812528866,,1.2132196903020327,1.7981427460475874,,-125161.78231089283,35439.8502254714,,0.0748856300842432,-0.0143423655804388,,,-0.5374827339081147,1.2192019216868775,0.9631164664120787,0.17809018510290048,0.5716129800808774
2020-03-27,5.330069269187803,5.2781590624424055,-365504.4418636456,4.820894476219614,5.207731208946015,5.635998449095537,5.580290376372412,,1.1752921215447658,1.8004573590949857,,-135607.19045911348,41205.10885604828,,-0.009786859683490565,0.0099335050425059,,,-0.9497525542283927,1.219298527945952,0.9327167739308473,-0.22824561512625843,-1.3601160866348785
