Date,FUBO_Open,FUBO_Adj Close,FUBO_Volume,FUBO_High,FUBO_Low,FUBO_MA_5,FUBO_MA_20,FUBO_MA_250,FUBO_realVolatility20,FUBO_realVolatility60,FUBO_realVolatility250,FUBO_avgVolume_20,FUBO_avgVolume_60,FUBO_avgVolume_250,FUBO_log1DayRet,FUBO_logMA5_20,FUBO_logMA20_250,FUBO_logMA5_250,FUBO_log1DayRange,FUBO_HL_20_realVol_20,FUBO_HL_5_realVol_20,FUBO_logD2,FUBO_logD5
2019-11-18,-0.0104572838719976,1.0503036341169445,-6727.032477134479,0.9157579423921972,0.2394797077600605,,,,,,,,,,,,,,-0.3911506979264657,,,,
2019-11-19,1.0631397542434329,0.7508554336579945,-2736.2432295271506,0.501359777509971,1.195779803508472,,,,,,,,,,-0.34776870646108315,,,,-0.3646782767682853,,,,
2019-11-20,0.7496788487336943,0.683676454236652,8498.039510328674,1.2784994727352803,0.8674049568710913,,,,,,,,,,-0.09216012754603865,,,,-0.8889321253176401,,,-1.0034098058984682,
2019-11-21,0.297655205683986,0.3268427065984518,-5378.382660500622,-0.1682276681394796,0.4450154817767418,,,,,,,,,,0.09354324686785277,,,,-0.4889937660384622,,,-0.8579918075508052,
2019-11-22,0.5376313966473978,0.6104122085261023,-2465.548969119738,0.4181656130110429,0.6442590497254521,0.684418087427229,,,,,,,,,0.12696129162663597,,,,-1.4868069283618703,,0.475448641146945,-2.61368256930378,
2019-11-25,-0.0289866893893586,-0.6816219248139666,6745.853149296498,-0.2118906805641645,-0.4405478854015809,0.33803297564104684,,,,,,,,,3.157638403638874,,,,-1.4755313190424928,,0.5298104286451751,0.008429007308715486,0.5492338293845465
2019-11-26,-0.1963497107090246,-0.1061001354844393,-597.8071464546047,-0.3675176705100291,-0.0703721417609664,0.16664186181256008,,,,,,,,,-0.6155139851099997,,,,-1.213533264400083,,0.4245093070479449,-0.33335980365499873,-0.15436920636960463
2019-11-27,-0.0425027237360149,0.0009613698918355,-1637.4449161879645,-0.1978264337050799,-0.0135143100901009,0.030098844943596763,,,,,,,,,,,,,-1.6911246345112487,,0.4689739808857691,-0.3818707158447427,-0.3816776596726326
2019-11-29,0.0335535928190866,0.4827455149753721,1111.4288498142214,0.4110619425160324,0.2488868451577826,0.06127940661898081,,,,,,,,,2.6663456845099134,,,,-1.8190786795548504,,0.23143629014876724,-0.5295911832212886,-1.8585224891170875
2019-12-02,0.1622560424927792,0.4375051061772117,-1311.3078374964243,0.3040437954962014,0.1721930815805192,0.026697986149202692,,,,,,,,,0.9919127802348928,,,,-2.026084951592402,,0.3132649684248024,-0.828866711046385,-1.7550008093523473
2019-12-03,0.6567057660004947,1.1931199630193836,466.9971000595492,2.04508891189106,0.7086234452504652,0.40164636371587276,,,,,,,,,0.5970908993765047,,,,0.29002841761025916,,0.9334029219248082,-0.34196305635757074,0.628470990124178
2019-12-04,0.4853074649940225,2.4521668463205204,228.5560044098584,1.9105773612503167,0.5870924022832664,0.9132997600768646,,,,,,,,,1.619944701214863,,,,0.28026837803188864,,1.1730752952839505,0.7004513104101292,0.9393300690179914
2019-12-05,2.8902988379322494,0.488972314176598,-679.5098456018648,1.320095946053609,0.993358794371508,1.0109019489338171,,,,,,,,,-1.77680930924316,,,,-1.1185992488053145,,1.114393304993458,-0.35076721634416974,-0.7174174465674292
2019-12-06,0.6323789978616379,2.7405182219084505,-1221.7041056633789,2.122725440023223,1.6345103944259796,1.462456490320433,,,,,,,,,1.4664134190108926,,,,-0.7169993029868027,,0.9831574220014392,-1.2435754883826575,0.8143787994265448
2019-12-09,3.063488362688485,1.9749503236676305,3899.044802245966,2.113585102968816,3.138698678933003,1.7699455338185168,,,,,,,,,-0.43901100901489226,,,,0.024803412270578983,,0.6365663963178296,0.3960731477278137,0.4301220891631996
2019-12-10,1.6441788943605813,0.3751313235231128,2637.400210664102,1.0074380334256574,0.7856396978503888,1.6063478059192626,,,,,,,,,-1.4777202254893558,,,,-1.5059867082632394,,0.7530655695163048,0.8609416019615614,-0.20090683062219947
2019-12-11,0.7166222194554139,1.7368566144013542,12177.784821174344,1.384255370450461,1.4501329935847815,1.4632857595354292,,,,,,,,,0.885283403827739,,,,-2.7199564530375673,,1.017802129411066,-1.4350909463915775,-0.33503893959548475
2019-12-12,2.1889414302859294,3.164871246526044,4364.297599875414,3.955767555103417,2.323748399975821,1.9984655460053182,,,,,,,,,0.368694312562589,,,,0.4898179936835714,,1.2746350918429912,1.0259483739265738,0.9842853733724196
2019-12-13,3.966511176177113,4.512874493223158,19937.128596578485,5.580673835139416,4.185788555857669,2.35293680026826,,,,,,,,,0.12904739900548032,,,,0.3328121748176592,,1.3905569472916537,1.0210174831215861,0.5723098880205059
2019-12-16,3.697651976839445,3.758138911281032,907.2961812049324,3.089659219446075,3.830195819697977,2.70957451779094,1.297659031296472,,1.3876480414668548,,,1910.9422818982907,,,0.016225847107911563,0.7362297220395999,,,-0.3003802200920791,0.9000014276990256,1.3567980944219313,-0.5221096078685421,0.578403103121421
2019-12-17,3.7496885809326272,5.015113633507193,35472.30759341444,8.272784552564039,3.851015834740116,3.637570979787756,1.4958995312659846,,1.6150292935777346,,,4020.909285425737,,,0.29078328843320383,0.8885884265985342,,,1.4865397784495875,1.0367770568468944,1.5770007834584687,-0.6886788976531905,1.5347105537274652
2019-12-18,5.863819466416343,1.4983647447605293,-5056.073053499105,2.2496056617378315,1.1668356909542528,3.589872605859591,1.5332749968211112,,1.6055012272702214,,,3904.917794227139,,,-1.3644268340657062,0.8507107474858273,,,0.07952254544361301,1.0500402310642325,0.6679873887437334,0.8152648819728658,-1.433420058791093
2019-12-19,0.7893864437692226,-1.7736402365776325,1632.8097252569514,-0.1216779686081324,-0.4999105782270483,2.602170309238856,1.4104091622803971,,1.7604873732477855,,,3561.6563049735532,,,,0.612465982844408,,,-0.9722459032624239,1.0508963542355647,0.9060823995861912,1.9152674004400128,1.5970639665842945
2019-12-20,-1.7793592556427331,-2.0318707221208845,-26.43479771483544,-2.572194747259678,-1.3951226374015118,1.2932212661700473,1.2924734908444304,,1.9095879704748984,,,3829.253698112842,,,0.1327035759291746,0.00057839413908788,,,0.16303009221129328,1.068650928656146,0.8995167086918057,1.2613645732195433,1.8786624704672519
2019-12-23,-1.82611144325368,0.2497215965849619,-6882.204569556828,-1.067092583103781,-0.168742151176283,0.5915378032308334,1.2744389602473734,,1.9180529760113407,,,3608.420918090988,,,,-0.7675357374080868,,,-0.10719505080276101,1.0593345235638345,0.8824747347678596,0.7047604018869271,1.2551650282944238
2019-12-24,0.3050596460872592,-0.575388961735265,7044.059532123547,-0.7000414862784847,-0.0156772999512186,-0.5265627158176582,1.2797506084013084,,1.9124900005199985,,,3623.3312372323403,,,,,,,-0.3792650669024471,1.0412713880449809,0.45762749648358947,0.37602377443171,1.7210691928288535
2019-12-26,-1.6527354491381985,1.032024765399826,-13574.344607589665,-0.1196213635690215,-0.5761956409877005,-0.6198307116897988,1.3366568534455217,,1.885830285300185,,,2974.5043641755874,,,,,,,-0.7840038815178253,1.0317111138877069,0.4681939077051133,-0.2455129296603387,-0.7628403414193362
2019-12-27,1.6443425434744583,2.9386879658828717,25512.11298684612,2.372148075652693,1.9326716623261435,0.32263492880230193,1.4835431832450734,,1.8907207038161824,,,4331.982259327292,,,0.5806225769268276,-1.5256671157157875,,,-0.8221712303583542,0.9988881571059915,0.4265747302309774,1.2567768812777422,1.5501820963983048
2019-12-30,2.923886871562507,1.6420528149101177,-17174.05201530527,1.3890368195101122,1.2278716137733712,1.0574196362085024,1.5415085482418107,,1.876138257679945,,,3417.708216071317,,,-0.576966676022118,-0.3769298788121742,,,-1.8253253175131368,0.9993211371573523,0.6533930542157803,-0.4942503400682,1.30126017466319
2019-12-31,3.2501694527563245,-0.1661993723275703,121.11446814399916,2.650778929325302,1.0153762449933144,0.9742354424259959,1.5113233243165716,,1.8995459327746425,,,3489.3293313533386,,,,-0.43908791796937774,,,0.49188906413609357,0.9554606148572237,0.8374438520020243,1.1329774307369664,-0.8772600153447331
2020-01-02,-0.9555246056727124,1.0214204596095993,-3477.9675926481696,0.1399821693254441,1.3193142626220098,1.2935973266949687,1.5027383491460824,,1.9014467852474135,,,3292.0810967179523,,,,-0.1498620471687145,,,0.164948255596262,0.9512395016009234,0.915403167604459,-0.4770163928120119,0.4680075266984785
2020-01-03,0.6284295403429248,1.870790998123386,-5316.008023573861,0.75319780731928,1.0892788755096827,1.4613505732396808,1.4736695567362257,,1.8905811700827218,,,3014.852895318767,,,1.090892699963627,-0.008394529026865091,,,-1.0904028737447156,0.9500158664517883,0.9443689052962945,0.7114734099143767,-0.17582323741280928
2020-01-06,1.8762438696042096,0.2338270647014919,1252.0757871258938,0.8604669770470448,0.8264771889773117,0.920378393003405,1.4609122942624704,,1.8984200057082037,,,3111.4321769551543,,,-2.08244531318016,-0.46203149641651836,,,-3.3816951503705415,1.1474249976176332,1.5702367398121808,-0.2387733186056749,0.9950504881227805
2020-01-07,0.2010303234091726,0.3964944007404458,-5980.731952683283,-0.0755975355176286,0.7797728656998588,0.6712667101694704,1.3437111032040703,,1.887588876703803,,,2873.4807846041595,,,0.6792061598486682,-0.6940240053837917,,,-0.1562206860588833,1.1504558338302464,1.5623600186399846,0.3881809929166496,0.21958395479669157
