Date,WBD_Open,WBD_Adj Close,WBD_Volume,WBD_High,WBD_Low,WBD_MA_5,WBD_MA_20,WBD_MA_250,WBD_realVolatility20,WBD_realVolatility60,WBD_realVolatility250,WBD_avgVolume_20,WBD_avgVolume_60,WBD_avgVolume_250,WBD_log1DayRet,WBD_logMA5_20,WBD_logMA20_250,WBD_logMA5_250,WBD_log1DayRange,WBD_HL_20_realVol_20,WBD_HL_5_realVol_20,WBD_logD2,WBD_logD5
2019-11-18,1.332420359553918,1.2159229194300334,-607307.2333246814,0.9976671971061536,0.6022220137138365,,,,,,,,,,-0.09149371467412153,,,,-0.9277431021583633,,,,
2019-11-19,1.3042254838727845,1.5153428536053075,-1396685.7440167596,1.5671179571322646,2.0372938748163136,,,,,,,,,,0.1500323537317117,,,,-0.754648361363378,,,,
2019-11-20,0.4868335330231819,0.3585621551792695,-120738.94523812692,0.082737838193033,0.4331564914261445,,,,,,,,,,-0.3058202226544938,,,,-1.0486266872240246,,,-0.15389648717772286,
2019-11-21,0.874590130546629,0.8785658621090011,-344463.15647486737,0.6545261425162536,0.5364912447619936,,,,,,,,,,0.004535521533061726,,,,-2.1367749545598445,,,-0.4513357765489626,
2019-11-22,1.5916860877381431,1.5636014948117172,-302874.6242478001,1.5653490643013992,1.9310358623444848,1.1063990570270659,,,,,,,,,-0.017802075967766666,,,,-1.0059780549895547,,0.5494044200133992,0.18651221340759858,
2019-11-25,0.6651057395839537,0.804727447767327,-355681.15835887427,1.091101803513013,1.0226184956556672,1.0241599626945246,,,,,,,,,0.1905576109785379,,,,-2.6811652443236373,,0.8367709759502912,-2.6058761632641314,-0.8886865773952379
2019-11-26,0.7915539828962146,0.0314854640133503,-629382.061228218,0.3424269816579635,0.3972095824063437,0.7273884847761329,,,,,,,,,-3.2244721008428856,,,,-2.9043826400350237,,0.8921659016795607,0.4266498065694514,0.394645041469706
2019-11-27,0.6937798006402716,0.1031472280950058,11496.510781260207,0.5214438264509038,0.2723122399547399,0.6763054993592803,,,,,,,,,-1.9059972534239196,,,,-1.389774062279196,,0.815209853510111,-0.3544200314910382,-1.3648658911860976
2019-11-29,-0.0883442949535897,0.4520580072772624,1013618.0570500246,0.340126000313397,0.2991882801032162,0.5910039283929326,,,,,,,,,,,,,-3.1957033864211444,,0.9740365194776093,-0.8661382977684917,-0.8521244952639823
2019-12-02,0.5506031844528181,1.1868846628129326,48086.79246954015,0.6790179277479762,0.6134066164655749,0.5156605619931757,,,,,,,,,0.7680728466273697,,,,-2.724007169810722,,0.6949676388941312,0.08041565478281854,-0.9762614825141771
2019-12-03,1.3215358996812956,2.666286554981193,-125187.24825032055,2.551786677938642,1.7501861943385624,0.8879723834359489,,,,,,,,,0.7018920804184314,,,,-0.22114494535820617,,1.2520637770113594,0.794904057370652,0.6214143662916799
2019-12-04,3.061167929743373,2.4375435992297323,1852736.6678961895,2.5892047696098217,2.887277779703192,1.3691840104792252,,,,,,,,,-0.22780570893773203,,,,-1.2104168221710854,,1.2038524333383032,0.22367056155335494,0.8779897798609012
2019-12-05,2.8021777223102884,3.191415206265649,320756.19338664506,3.048897910000949,3.182978437585815,1.986837606113354,,,,,,,,,0.13006758389403275,,,,-2.009314707404778,,1.189535292162741,-0.6441119963447457,1.127610408892995
2019-12-06,1.868756308923773,0.0379165599109825,3562739.064254235,1.5832737909304804,0.1253076992117616,1.904009316640098,,,,,,,,,-3.8976404595215604,,,,0.37704237660732726,,1.266285342009482,0.8753133249941705,-0.88154770320439
2019-12-09,0.0775907663066242,0.1761392190945141,-2230235.8826521104,-0.5553337704417185,0.3389548651365253,1.7018602278964141,,,,,,,,,0.8198262707159177,,,,-0.11172669732760217,,0.9603601015920333,1.1036913640233426,0.01068812170609316
2019-12-10,0.0468335648166142,0.89220515373305,1101241.4742628871,0.3741089912852118,0.4371199911578909,1.3470439476467857,,,,,,,,,2.9470959563129693,,,,-2.7644459666779753,,1.2998253432475615,-0.15748621040372593,0.5732827685438833
2019-12-11,1.2111742285755085,0.3135854449380861,2006675.1213122308,0.8176243484872767,0.9271884915415444,0.9222523167884564,,,,,,,,,-1.3512737302864708,,,,-2.2112451199109726,,1.3868046759999935,-1.9845225231431274,0.7532814018163364
2019-12-12,0.6908971989144366,0.2665977294615729,5945771.5397063885,0.5482465991642851,-0.0124087675521291,0.33728882142764116,,,,,,,,,-0.9522501501703182,,,,-0.5786488818096122,,1.3625792852075953,-0.4690322223798339,1.073232077644167
2019-12-13,0.4905360231137976,0.2521496661911051,-1079767.3542128876,0.9980053549073986,0.678626923980099,0.38013544268366567,,,,,,,,,-0.6654758932556655,,,,-1.1413785754523604,,1.108328333177978,-2.78976289779306,-1.54069057511429
2019-12-16,0.5448571680926957,1.0805070733300255,-697962.9003734188,0.4330131681646065,1.1058685414827494,0.5610090135307679,0.9712322151118558,,0.9174124632342427,,,398641.7556370668,,,0.6846620388534924,-0.5488286178816683,,,-0.3962248709185555,1.0556339068404372,1.0328610667230842,-0.20590629035080305,-0.10051908295668653
2019-12-17,0.4991181800693187,0.1445072431700023,1310531.2237076238,0.1188553713004942,-0.0695900296357336,0.4114694314181584,0.9176614312988545,,0.9335126359232365,,,494533.678488682,,,-1.2395132694768756,-0.8020937797534023,,,-1.6689469642564825,1.0492584136601213,0.7546677350017604,-2.228940442961488,-0.2907562454658643
