Date,DDD_Open,DDD_Adj Close,DDD_Volume,DDD_High,DDD_Low,DDD_MA_5,DDD_MA_20,DDD_MA_250,DDD_realVolatility20,DDD_realVolatility60,DDD_realVolatility250,DDD_avgVolume_20,DDD_avgVolume_60,DDD_avgVolume_250,DDD_log1DayRet,DDD_logMA5_20,DDD_logMA20_250,DDD_logMA5_250,DDD_log1DayRange,DDD_HL_20_realVol_20,DDD_HL_5_realVol_20,DDD_logD2,DDD_logD5
2019-11-18,0.2998605621629968,0.4536306382000852,-985066.6857844046,0.2739159904238768,0.4587528362837751,,,,,,,,,,0.413965720848789,,,,-1.6882817572898172,,,,
2019-11-19,0.6415186716182655,0.4484093803185613,528788.0464425413,0.5929757072835349,0.4985864803968374,,,,,,,,,,-0.3581316793059165,,,,-2.3603283343060393,,,,
2019-11-20,0.0373204869329946,0.0302596420800274,-120383.69870071836,-0.0713049276808144,-0.0075141765489812,,,,,,,,,,-0.2097275432667382,,,,-2.7521470657257505,,,-0.8595064249422226,
2019-11-21,0.2442825678728963,0.2660170764615799,-623079.6124182725,0.1864509530053428,0.24022707927866,,,,,,,,,,0.08523488363915784,,,,-2.922925659866969,,,-1.7015953959986374,
2019-11-22,0.4428835923860585,0.5262765059907348,-151265.98011579807,0.4130682261801155,0.5686262683041718,0.3449186486101977,,,,,,,,,0.17251978702935256,,,,-1.8607363557595473,,0.538943246768348,-0.7011453530152157,
2019-11-25,0.1938894235208499,0.7238490124680323,156547.1212935166,0.8205924210564612,0.4483338977485083,0.3989623234637872,,,,,,,,,1.3172948096114052,,,,-0.9881667109495795,,0.7800890494672831,-0.7812531141622715,-1.3085248532960547
2019-11-26,0.6635480547392323,0.2171678586148395,-448120.657722394,0.3426174232904495,0.4700135934255405,0.3527140191230428,,,,,,,,,-1.1169306807676862,,,,-2.0604535980299166,,0.7739607620248765,-1.1740624542538427,-1.4642925661645276
2019-11-27,0.5890316088319691,0.525523096982127,31354.40673830011,0.4581287380077885,0.6163314098187325,0.4517667101034627,,,,,,,,,-0.11408570571780498,,,,-1.8438783349736003,,0.689573594550139,-1.6178435637154498,-0.7026654258732755
2019-11-29,0.392078512871957,0.5593065594249547,-200030.38622926525,0.4897062596188313,0.63738996461952,0.5104246066961377,,,,,,,,,0.35523562200333986,,,,-1.912682420509462,,0.4251172405930564,-1.0725390662116052,-1.226595161250309
2019-12-02,0.5589159100874586,0.7082730126510963,249596.82348677985,0.5915363172373649,0.511749561705038,0.54682390802821,,,,,,,,,0.23683059779614365,,,,-2.5283977590738935,,0.5589812902125071,-1.6996366418080637,-1.7037677862633902
2019-12-03,0.8384428843627543,0.7675293629350222,101217.4751060102,0.7302934044333673,0.8950321862219335,0.555559978121608,,,,,,,,,-0.08836972587515149,,,,-1.8033942002483112,,0.29541595252958885,-1.5691466018533373,-3.1308569240660042
2019-12-04,0.8746056997198908,0.7445543744107557,-167284.20288683195,0.8373470866189159,0.7514114534617073,0.6610372812807912,,,,,,,,,-0.1609872716423015,,,,-2.4541567146187737,,0.35258027153385013,-3.316451119719122,-0.6398215727088823
2019-12-05,0.8063953491379454,1.2759768334683823,798714.166315916,1.1883597202704603,0.8773342239057174,0.8111280285780422,,,,,,,,,0.4588931782884697,,,,-1.167880388283031,,0.552403820761432,-0.6763933716155418,-0.2870772733979312
2019-12-06,0.9602740762408456,0.4430838226163214,-372270.1268563396,0.7129060732913128,0.767391931169306,0.7878834812163156,,,,,,,,,-0.77345977181557,,,,-2.909814099463088,,0.688317731023196,-1.19908293990875,-2.152246784095547
2019-12-09,0.1964239782542494,-0.1481412994033517,237259.2280210333,0.0865062457029504,-0.0843756987551138,0.6166006188054259,,,,,,,,,,,,,-1.7667823441899349,,0.6740559042974745,0.3535527680262612,-0.1550010105257654
2019-12-10,-0.1578387307668869,0.6523129712608187,189497.43331119305,0.3280239728818843,0.0702291436394366,0.5935573404705853,,,,,,,,,,,,,-1.3555912459223898,,0.7369165630695684,-1.564325222632721,-2.1609432520038707
2019-12-11,0.9962611618996196,0.6330364617456405,15587.489503575256,0.763733670826654,1.0745295067362957,0.5712537579375623,,,,,,,,,-0.4534814119767829,,,,-1.1686190585525242,,0.7329385716277845,-0.24695254793603474,-2.1935700492799985
2019-12-12,0.7732779576080704,0.9432938699520051,619790.3612721646,0.8710743346216825,0.7965719078639317,0.5047171652342868,,,,,,,,,0.19873930023388228,,,,-2.596923580197602,,0.7643206524877801,-1.2344976542015318,-1.1005653040124976
2019-12-13,0.2933755162869653,-0.5347909176010734,4747300.921633846,0.1901742330000253,-0.3968801388536915,0.30914221719080787,,,,,,,,,,,,,-0.5326378367763056,,0.7647889578363075,0.15514508182856185,-0.02237369463726782
2019-12-16,-0.0194650115799346,0.4238708493248682,-2015536.5615660471,0.0037558264119885,0.4104610517095368,0.42354464693645183,0.4829719555950714,,0.3922671328281257,,,129630.77804224021,,,,-0.13129965678244646,,,-0.8996666181122797,0.7016643139186114,0.7827679231811605,-0.655036659158578,-0.5585950487925347
2019-12-17,0.3062555136159179,-0.0965172341986146,392429.80813865946,0.1342810329206063,0.096555279613165,0.27377860584456515,0.4554645619751364,,0.41316558682247223,,,198505.6027383934,,,,-0.5089981414920769,,,-3.277412306139484,0.7659970714684686,1.1809120119677254,-0.8249117157910697,-0.2892430161448387
2019-12-18,0.1086728271706132,-0.0831267160836901,56872.75719982805,-0.0239260500643778,-0.0553607791474188,0.13054597027869902,0.42888775715502386,,0.43038015623135006,,,174909.83827625777,,,,-1.1894698189566162,,,-3.459841975506471,0.8329152415216061,1.356984229358205,-0.6792490773579896,-0.33384723599093447
2019-12-19,-0.1811531112124962,-0.1175674883526962,-502996.29597574566,-0.2357495853713622,-0.0999055686646572,-0.08162630138224122,0.42149640063338767,,0.4387740586816123,,,155779.2084125064,,,-0.4323300543230553,,,,-1.9962479874606167,0.8145628672743516,1.3342902388852578,-3.86084264509853,0.05908118031582633
2019-12-20,-0.3604098127340824,-0.0197555356185352,940029.05374822,-0.3021338158030984,-0.3763338246042691,0.021380775014266416,0.40720777002938197,,0.4486457381344062,,,233934.64172083102,,,-2.9038080161480284,-2.946831392220971,,,-2.6009910101946487,0.7978609599841339,1.0412209812420272,-2.7587460876814265,-0.6635196777996205
2019-12-23,-0.0300142130853817,0.1882886364150024,-540224.6898638764,0.0399698161821362,0.1102410744115856,-0.02573566756770674,0.39030837655059525,,0.4502872417607265,,,214486.7062334271,,,,,,,-2.6553924082965334,0.8123537331997769,0.5851979823302033,-1.184640468096983,-1.4456953270417336
2019-12-24,0.5752185121390507,0.7603812795808347,521783.9761702533,0.6867224139840982,0.7927876114297696,0.1456440351881831,0.39213498990623535,,0.45178309124594973,,,232748.5489772639,,,0.2790700014191871,-0.9904406130009129,,,-2.243701303706061,0.7779143461953637,0.5553104190052162,-0.24828597057824425,-0.1544357877239616
2019-12-26,0.5496362295405071,0.2779397950246638,-691405.2481095011,0.4608596017221922,0.4959821204968033,0.21785733740985389,0.3951735867267266,,0.45074754594119165,,,220584.31945790857,,,-0.6818521329914086,-0.5954846954198519,,,-3.3489127936920635,0.829448542239164,0.5124975942219584,-2.4118291553149915,-1.0186930963222203
2019-12-27,0.3727704209938682,0.2866984621197321,450642.3728970364,0.3042275072025981,0.3535626508541067,0.2987105275043396,0.38323235498360686,,0.45027580149293234,,,241548.71776584542,,,-0.2625317280359626,-0.24916650719778935,,,-3.0091185989207125,0.849265584312496,0.42160224418817704,-0.7472173427499957,-0.9056823243523591
2019-12-30,0.2366244341461127,0.4005096527762726,-559449.73581833,0.2591863458726902,0.3321966125729432,0.3827635651833011,0.3752925096511727,,0.44840378933227093,,,223577.75028639217,,,0.5262636498576879,0.0197117276320729,,,-2.617155207993092,0.8520072137619642,0.4200257636664946,-2.0990741441779233,-0.8668693660144114
2019-12-31,0.3354953143607861,0.2926207727541783,-784350.4653944182,0.2276535192254973,0.3134599321938145,0.4036299924511363,0.35450989765632684,,0.4417413787881923,,,171880.38584233227,,,-0.13673051041871656,0.12976233240693727,,,-2.4556615320608755,0.850774218709632,0.4430918831307417,-5.129028596364637,-2.2601758499633577
2020-01-02,0.4793135581831622,0.4712244219635515,1148613.792782785,0.5641064009099184,0.6100920377709356,0.34579862092767966,0.3396946506077533,,0.4320222240581664,,,224250.201726171,,,-0.01702053294423108,0.017809457536674834,,,-3.0794261734025725,0.8659153839230703,0.36160754100806763,-2.649100828500309,-1.2407859781892008
2020-01-03,0.4870569852921251,0.7434433036088954,-264466.8350863119,0.5651110658593232,0.4349596005208722,0.438899322644526,0.33963909706766027,,0.4319674912623088,,,219391.070116197,,,0.4229113777611656,0.25638647876108583,,,-2.039056388761677,0.8664907636102517,0.4257286830201503,-0.7966815183522455,-0.7646356450555434
2020-01-06,0.7514494023192366,0.2592037826771269,139821.52576991706,0.6738777659292392,0.4930741280635802,0.43340038675600495,0.2888004445280975,,0.37158072495431504,,,186446.43808889703,,,-1.0643893199764296,0.40592603523622856,,,-1.710343710288105,0.8385778010519351,0.5281680094083515,-1.5510716539241827,-3.5937627678426343
2020-01-07,0.0451508063478831,0.1809734030572745,-204481.60271036136,-0.0229363235726962,0.1281242138416995,0.3894931368122053,0.2756949235501452,,0.37047343000898886,,,194835.86429619594,,,1.3883419370191576,0.34555133973584323,,,-1.890074612481055,0.8296161894802113,0.5464381666386068,-0.5754176564657316,-1.5162379133185495
2020-01-08,0.2622495615644347,0.5246182896298475,26785.88756370847,0.5338634527172292,0.4132648573318658,0.4358926401873392,0.30933290300180516,,0.36036940912077225,,,184312.19727332972,,,0.6933743553261658,0.34297792196585636,,,-2.1152876416444113,0.8228929693432214,0.5331012481371593,-1.3264624978667925,-1.4610286104952217
2020-01-09,0.6542064139069979,0.6817220032645812,144442.7869759854,0.6302783013856104,0.4750953265023492,0.4779921564475451,0.31080335460199326,,0.36189931572952194,,,182059.4649565693,,,0.04119903564201339,0.43043391137332054,,,-1.863150375167407,0.8013168860805042,0.15837509431267174,-0.6916510998324147,-1.5582811161821055
2020-01-10,0.7275652531983718,0.8003209423022204,374802.39335792325,0.7848866242627359,0.7725622697655021,0.48936768418621013,0.31916757862982226,,0.3715433861639335,,,200020.21014928672,,,0.09530913495405598,0.4273978276246933,,,-4.396177933874511,0.8866045057889139,1.127998230455832,-1.2884323394086372,-2.8668530081793078
2020-01-13,0.5895724035223724,0.4727950248343173,-45748.91364990221,0.4295215577937874,0.6154533681899998,0.5320859326176481,0.29564263637393784,,0.34380568064150124,,,166743.24640318338,,,-0.22073559108986687,0.5876535883830086,,,-1.6823752832601457,0.9015092977492012,1.132303373698964,-1.56577047356779,-1.543691173873416
2020-01-14,0.6815737668283859,0.6519930937313383,-190201.6315073818,0.7262807413865602,0.7917061456919932,0.6262898707524609,0.35498183694055846,,0.29134782262330733,,,-80131.881253878,,,-0.04437051770607262,0.5677466916258878,,,-2.726844650907024,0.7896923886231572,1.1014681011491536,-1.9083302620942704,-0.7528553797375238
