Date,DDD_Open,DDD_Adj Close,DDD_Volume,DDD_High,DDD_Low,DDD_MA_5,DDD_MA_20,DDD_MA_250,DDD_realVolatility20,DDD_realVolatility60,DDD_realVolatility250,DDD_avgVolume_20,DDD_avgVolume_60,DDD_avgVolume_250,DDD_log1DayRet,DDD_logMA5_20,DDD_logMA20_250,DDD_logMA5_250,DDD_log1DayRange,DDD_HL_20_realVol_20,DDD_HL_5_realVol_20,DDD_logD2,DDD_logD5
2020-01-15,0.7182903393223485,0.7098810557435851,-14838.032839952502,0.619795169259489,0.7536638779381439,0.6633424239752085,0.3692823472614943,,0.30174101728839114,,,19903.04518242673,,,-0.01177643074760778,0.5857298132632452,,,-2.0108957453154517,0.7055290864355794,1.1128589103720754,-1.4393322040982637,-1.6859801042856553
2020-01-16,0.4016304707055607,0.4239254975397992,448069.4154552575,0.4546429775037151,0.3821155359195387,0.611783122830252,0.395304483848415,,0.2811984484406723,,,22685.02554825663,,,0.054025287672921425,0.43672153210806286,,,-2.6237902841269776,0.6853446575449166,1.0480046385291735,-1.4781132194432893,-1.3555847427784435
2020-01-17,0.4870214910882078,0.2863117812530555,-370187.5597481569,0.4130363690373562,0.3372236378680062,0.5089812906204191,0.41377640871525223,,0.25940595463362187,,,1332.0097008573823,,,-0.5312268903679179,0.2070855063792051,,,-2.579489043057785,0.6495621700446528,0.4547380907079729,-0.8590382021383849,-0.6655141906329508
2020-01-21,-0.0208010107488814,-0.3090921081891622,800837.6791952795,-0.0956693139560611,-0.2232040158276351,0.3526038640157232,0.4042001777234289,,0.282555631082139,,,66523.70845940863,,,2.698637738011024,-0.13656501611960886,,,-2.059366779873854,0.647225984765126,0.3378457175487567,-0.310585558654106,-0.2460448800255929
2020-01-22,0.1127170422709644,0.1546288138199667,-448597.2155058864,0.1370354825498339,0.1243178635383035,0.25313100803344885,0.412919395195354,,0.2712488595374693,,,-2907.60500329668,,,0.3161468677374654,-0.48934523187465995,,,-4.364766923219504,0.7719551591291792,0.9582835505807528,-2.0273580071228374,-0.698432563799572
2020-01-23,-0.1858677399853912,0.5374047227618748,-196387.63155892515,0.3732589074431578,0.1061573186068542,0.21863574143710682,0.43037519951269765,,0.26723599358786515,,,14284.247911950884,,,,-0.6772503213176794,,,-1.3201262104140388,0.8207058941191651,1.1230761038307722,-0.1666488211241213,-1.7574952520295455
2020-01-24,0.918769509591466,0.4205696774027938,31085.372688262723,0.6547850905083878,0.6680988827833385,0.2179645774097057,0.4133846194037957,,0.25570387768936187,,,-10250.682262148644,,,-0.7814251182304084,-0.6400458807964908,,,-4.31895476792694,0.9118233069769032,1.3656769912303681,-1.324481312274398,-5.697059086269485
2020-01-27,0.3017960899213019,0.1194910517975689,-215151.26504609128,0.1672342305159926,0.2816044681014729,0.1846004315186084,0.40546218224244085,,0.26248587096409953,,,13562.016891021845,,,-0.9265101021765036,-0.786833947512176,,,-2.1683143948502557,0.899640636268987,1.4037974098840011,-0.8724803965809155,-1.7908355194682053
2020-01-28,0.0036584741571195,0.2255297344568045,168825.5239485465,0.0366764695219039,0.2120235059160222,0.2915248000478018,0.4024037458592945,,0.26429266080440833,,,-528.8255564026476,,,4.121405846843127,-0.32233084801504225,,,-1.7409882036273503,0.9103170871351342,1.4547138606607861,-1.6345509057738838,-0.6261956181883617
2020-01-29,0.3277583883369885,0.3256435002462288,2829309.100558301,0.2318751627658235,0.3085045419418399,0.32572773733305416,0.39866043823279235,,0.26485049419433093,,,168909.1162624289,,,-0.006473490552334075,-0.20204815168858023,,,-2.568774735611444,0.9100203614181662,1.1578243894825562,-1.5791393428749723,-1.7660058406337322
2020-01-30,0.2836881611154256,0.083298667855332,-658119.0538219153,0.1758260953658581,0.041457622362893,0.23490652635174564,0.38819433298785,,0.27326368118160066,,,175220.68684105406,,,-1.225443053737433,-0.5023183976405237,,,-2.0071694542811063,0.9163035001971682,1.027596089076568,-1.950302314296624,-0.7894245071055483
2020-01-31,0.1590928197893406,0.1217060321206879,-988939.7302128104,0.1538758763614769,0.2921959451476246,0.17513379729532444,0.37071841349570683,,0.27879454925458785,,,68343.01069127428,,,-0.2678792398917825,-0.7498925433804201,,,-1.978184940310033,0.910397527932736,0.3067959625379404,-1.589941860923843,-1.2077678454532212
2020-02-03,-0.0327485657143524,-0.1457350082939212,1078607.3031451686,-0.0538242981851544,-0.1047647362586765,0.12208858527702642,0.326259497900566,,0.28700541007533537,,,135496.7176028483,,,1.492930794752768,-0.9829461804801798,,,-2.9770982096734953,0.914532356000218,0.505503101364083,-1.4738862288194603,-1.3271727596931822
2020-02-04,-0.1543931047275881,0.0320138134317629,-243409.65793914397,-0.1548596561440227,-0.048311697765655,0.08338540107201808,0.31489999943829783,,0.2942048420489423,,,116335.15841739524,,,,-1.3287818793791661,,,-2.23916008178141,0.8993856311428944,0.4210392289579634,-2.4113712618527465,-1.6423954906978668
2020-02-05,-0.0173166104658983,-0.0584322394053762,-71876.1253173328,-0.0459561558306536,-0.0344659149662964,0.0065702531416970845,0.30292971731516527,,0.30462644655514654,,,122965.43228704669,,,1.216201598727024,-3.8309484608549087,,,-4.4662572243858225,0.9901191329935544,1.0493112639767308,-2.4383730997031834,-0.9569155071673457
2020-02-06,-0.0010777434300806,0.4375501342920058,281549.4830786588,0.3895740796360263,0.1972772849253461,0.07742054642903184,0.2985763095482732,,0.3019015138526483,,,135703.61206279421,,,,-1.3497733404318166,,,-1.6487152946975083,1.007737439676004,1.1211348571331996,-0.9025448388824027,-1.0377482608668487
2020-02-07,0.5154522381691162,0.4713780968933658,-520995.1277398917,0.4137782638193439,0.5342268168868598,0.1473549593835674,0.2880591142297124,,0.29133030308468083,,,102431.71632700037,,,-0.0893841222270243,-0.670321351031133,,,-2.1165325627163996,0.9997188074699608,1.101579488695843,-0.6352361925218316,-1.0507595215103538
2020-02-10,0.3713332713957804,0.2310844348362319,-263943.3358931476,0.305112228235358,0.2942958797265564,0.222718848009598,0.259597288856413,,0.2652928856082835,,,70494.4298644468,,,-0.474316802513739,-0.1532213364710984,,,-4.526696538602853,1.0124084714767394,1.3843837641349894,-1.5776209847082945,-0.9759891369473093
2020-02-11,0.4002661682462038,0.2394820117745304,-284371.9715700429,0.3260100944366613,0.3650841803313893,0.26421248767815153,0.24793163820342362,,0.2605111968071371,,,58563.27696843977,,,-0.5136514398123248,0.06360060121449947,,,-3.24229579655724,0.9974669840388783,1.3177353559545921,-1.4614659166275508,-1.572777212055762
2020-02-12,0.3056844207778049,0.429926778951792,28104.78182490077,0.2971695566199832,0.385896642941689,0.36188429134958516,0.2368283224644463,,0.24675221841700398,,,69478.5976350539,,,0.34106164753647084,0.42398902271545774,,,-2.4221900662520355,0.999106708137107,1.1304923042788912,-1.6152430088714222,-0.7167044502638363
2020-02-13,0.2602615156824877,0.0119375349694044,53783.55132392352,0.2080311820440359,0.105820452892277,0.27676177148506487,0.20193114642573726,,0.22469713048413542,0.32966924572261946,,72909.6768432477,74147.83335597157,,-3.08199931987921,0.3152303253919373,,,-2.2807186248072995,0.9915457721618985,0.9984208682771735,-1.4804095572591291,-0.8542257377213567
2020-02-14,0.0335015309341315,0.2454823758866107,113044.52133647144,0.0034024264682797,0.0341418270288693,0.2315826272837139,0.19300899034307786,,0.21888597473594865,0.3296703594612725,,56158.432137308395,92449.68680798616,,1.9916340186952606,0.1821999612485087,,,-3.4822100413679493,1.0073252134284685,0.9070833104497227,-1.6904071993131953,-1.4876817976674168
2020-02-18,0.2340933264314788,0.0412031395077043,-324531.9979994004,0.1807835141514386,0.17861988224921,0.1936063682180084,0.1807535582558103,,0.22024460349794445,0.3317516072637486,,58441.21022474622,78227.68606728714,,-1.7372054116539613,0.06869252108187067,,,-6.135967033100391,1.2619455489757327,1.5542335747392837,-3.531342359069778,-1.6613561634951997
2020-02-19,0.0335072880280202,0.3092759903268405,-276003.3162925262,0.1291695910631167,0.1781566859606957,0.2075651639284704,0.2116719631816104,,0.18905531150778226,0.3292662681686526,,4599.160450355936,75634.02577409033,,2.2224710825902303,-0.019592399418424722,,,-3.016198384996495,1.2463106801216466,1.5673009220108052,-2.752102180784179,-2.6622075400939167
2020-02-20,0.3730007850905927,0.1610751190596371,170405.88055740576,0.3701138226350817,0.323511446449797,0.1537948319500394,0.21199427844359392,,0.18895841193517934,0.32997515224472834,,35549.315253520545,88858.78399035164,,-0.8397096902611602,-0.3209398317326989,,,-3.066103748050009,1.2018160147092236,1.4841921576637205,-2.121330942743043,-1.3135955016999268
2020-02-21,0.1107107150264781,0.2992067259138906,-592090.9584868548,0.1354450223850953,0.2469769376617314,0.21124867013893667,0.2000843786011947,,0.17430727357735581,0.32915076183503456,,15764.148907124065,81511.70101750069,,0.9942140971021829,0.05429680043498902,,,-2.193444493374678,1.1569510546426875,1.5039132918676623,-4.59826762229315,-1.2473355552786896
2020-02-24,0.3407564297643883,0.5291637899193891,1296569.445162526,0.5050329257736603,0.4466026456461769,0.26798495294549235,0.2055140842270245,,0.18301097820388115,0.32625206173448884,,79038.35253083723,100512.07308198418,,0.4401300658645875,0.2654162652365255,,,-2.8399210281865956,1.1097919571964245,1.5411932580781005,-0.9994314164145809,-1.2599034520635497
2020-02-25,0.4466509320488061,0.2372386176974794,-978711.7225915294,0.2729594113623896,0.3351779815854732,0.3071920485834473,0.21140146252202002,,0.1819890980210048,0.3261373706076343,,40860.32965356533,91668.88866749858,,-0.6327109165461481,0.37371412574012314,,,-2.7771017671549534,1.0982304942145122,0.3483105177840384,-2.7811354098839485,-1.6294596249598434
2020-02-26,0.2799325359707412,0.4759182737926508,-202794.1343336236,0.3959112787573939,0.4144336550820906,0.34052050527660943,0.22392088948881234,,0.1913821498739136,0.32571486191547444,,22279.346739456825,87766.41298296653,,0.5306975146012564,0.41918252730282746,,,-3.988775746726569,1.0898392314446468,0.652736847773992,-2.932841682130683,-1.7919057791359658
2020-02-27,0.4588974693731265,0.3865356619549205,-3265.9349811187712,0.3070580172042412,0.3027028801698233,0.3856126138556661,0.22696549757424692,,0.19355756663531215,0.32447323614332046,,-119349.40503751417,91045.82050376898,,-0.1716026741000243,0.5300352616183526,,,-5.436399203175489,1.212082993588869,1.2884040510860637,-1.901817371970932,-1.4896101114236344
2020-02-28,0.4296206203183708,0.3645359727396506,509481.3275139502,0.445035060400766,0.4176049620158935,0.3986784632208181,0.24102736281846285,,0.19278524417036316,0.3207598244954334,,-60969.38597072088,95377.22890422183,,-0.16427730369876284,0.5032447697120165,,,-3.59611438727739,1.1855649223036897,1.0836185654971413,-2.194786841552961,-2.7283154589612795
2020-03-02,0.3142205917612317,0.3235295135162443,-431241.4401141212,0.3090317352890839,0.3869810845310475,0.35755160794018914,0.25111853688824065,,0.19148852460530932,0.31552468849381327,,-33084.471465786424,86502.91365055296,,0.02919508088095299,0.35335462341840884,,,-2.5516960319164887,1.1605822925892737,1.1483808409210412,-2.7645229630879133,-1.581656045273288
2020-03-03,0.2928333390948134,0.3419023351537396,308634.3687529796,0.3368359320409269,0.3530470718892102,0.3784843514314412,0.2755004040606237,,0.1678891706520564,0.3105963700384223,,-71583.11818539587,94434.88984454982,,0.15492148791991078,0.3175856331440425,,,-4.122056628107501,1.1745575433163062,1.0392755374113416,-3.788318090499467,-2.257002759308466
2020-03-04,0.2823747074781737,0.1361862679666421,-370345.2315163349,0.2020345950665198,0.1981988605240552,0.3105379502662394,0.28070902678736764,,0.1614292761075959,0.28451105176195013,,-77929.89686425542,74950.56654734565,,-0.7292113727863222,0.10098747600281666,,,-5.563394326007052,1.2483206793115313,1.270889716515016,-1.6748128069698673,-1.079598190337994
2020-03-05,0.1707872365860314,0.4537040216478205,66446.99421452521,0.3248702394397256,0.2684415138482121,0.32397162220481945,0.3063158398400275,,0.14453648325186189,0.2846081524222818,,-71013.74088766253,82262.51856519337,,0.9770264994288965,0.05603920018363974,,,-2.874776931138555,1.2323382061472765,1.1887074452245925,-2.191028633454692,-2.7005529802352783
2020-03-06,0.5305014400739756,0.1867245377963993,-42795.395638349815,0.3695832894140878,0.3735178915241457,0.2884093352161692,0.29377456001524715,,0.14342778676628293,0.27899942160411284,,-87230.98482351296,77594.94150420367,,-1.0441882016872712,-0.018431896650877626,,,-5.537945517839551,1.2491715311141112,1.4233430135644904,-2.985024411289175,-1.7270316444537595
2020-03-09,0.1837024772576949,0.3500378227933209,59897.26068750024,0.2689239887001617,0.314940507909033,0.2937109970715845,0.2877075463102449,,0.1379827288272542,0.2752439836842051,,-58186.36540214337,75434.93862714212,,0.6447237362944536,0.02065178071401193,,,-3.0787548337224346,1.207323427907189,1.2905583724752632,-2.266579168138755,-3.630297037513347
2020-03-10,0.2363513021245609,0.2300196016423106,270375.5155374843,0.1964972167699397,0.1968996920500103,0.2713344503692987,0.2876543046505489,,0.13800593067943082,0.2717633682374794,,-31470.42283061177,79681.40572770727,,-0.02715473670686414,-0.0584072339209988,,,-7.8178768789653805,1.5190704900266443,2.0464448528873285,-3.1397166494117585,-2.190303978417093
2020-03-11,0.2662846884953733,0.2806444224737667,103153.85747966076,0.231745854595804,0.1857379853299425,0.30022608127072364,0.2897124251855107,,0.13755591257370148,0.25782199624236724,,-12094.131378126582,71070.79733116554,,0.0525224736234667,0.03564700138321984,,,-3.0789428261270277,1.5226686108439211,2.165862051645467,-2.66796351225134,-1.9347654015543947
2020-03-12,0.2862081303405306,0.4251695998354989,-13932.2016010941,0.4164588627990682,0.4246719969721733,0.2945191969082593,0.2894745662296961,,0.13730457925818876,0.23534994842556425,,-14195.980549426324,-8283.088056083463,,0.39576887314096004,0.017276746690323874,,,-4.802020677683337,1.5027616224539389,1.9721154919400543,-1.6339867946140922,-3.55664413760206
2020-03-13,0.4561684950356151,0.4882468296591691,158098.49744320754,0.4061298341813995,0.4646863771675873,0.3548236552808133,0.3132900309641843,,0.1275969154877564,0.2360987051229835,,-8980.233243462124,27944.162927404115,,0.06795882854145159,0.1244915423734575,,,-2.8377624447774474,1.4758570489071743,2.1062632827061325,-1.572130532452222,-1.1989113290214675
2020-03-16,0.5629335262478277,0.6376287238905896,1659911.2201672408,0.5817508900816355,0.4487608549305344,0.412341835500267,0.3328973483643832,,0.145502261824932,0.23449123307532174,,68363.10169807635,49068.85312788047,,0.12459462591685093,0.21401852386917855,,,-2.0174810772432337,1.5349231208341063,2.3069212690868106,-1.5490056665085294,-1.2462162909887469
2020-03-17,-0.0723258730660738,-0.281429754826072,6399633.61234979,-0.0522511656516861,-0.2634266269649279,0.3100519642065905,0.3167657036476944,,0.19047792173977776,0.24138040012504455,,404571.38221553585,154781.5340470465,,1.3587009554156744,-0.021422485487725705,,,-1.555065920864076,1.520181036500873,1.248253844008309,-0.26178487251661514,-0.6705067083292374
2020-03-18,0.0640003296210114,0.0170014073218238,-2927377.981041908,0.0278253711113478,0.1472036209162155,0.2573233611762019,0.3021519744974436,,0.20194921856331932,0.23800070414937455,,272002.64897806675,114375.17262927709,,-1.3255921094081782,-0.16059660891160593,,,-2.1254582570555214,1.5520581274285996,1.2785745225040797,-0.47702451155117154,-1.3331593062375304
2020-03-19,0.0759673950041373,0.1168342914383524,-733112.7675790417,0.1430918561246335,0.2283406780926196,0.19565629949677257,0.29993993311637934,,0.20380955411997925,0.23547174537677998,,226826.71657124435,86489.47560715608,,0.4304523832560586,-0.42722268573972316,,,-2.462180981471336,1.5686361162109836,0.4822573370278004,-0.9206400608467824,-1.1765674245459703
2020-03-20,0.2380996247879094,0.1167641382131883,114720.25909916498,0.2405861169511691,0.1593704774989444,0.12135976120757641,0.29081780373134425,,0.20788621913471117,0.23626921636866233,,262167.27745054534,97405.2247565401,,-0.7125331902293316,-0.8739375996691597,,,-2.5106474462688544,1.5556110414313704,0.38677519474909067,-2.3049606033723182,-0.9902530069030395
2020-03-23,0.1607493341917232,0.0391659991130763,571174.5179190035,0.1106353012464547,0.075468803303468,0.001667216252073768,0.2663179141910286,,0.20719071457327523,0.23110677177412242,,225897.53108836926,98228.40045235262,,-1.4120372203731162,-5.073535440616643,,,-3.3476614125753974,1.547039006121996,0.6525829536857026,-2.5553081830768702,-0.5133910369971507
2020-03-24,-0.0143917960184527,0.2086752079796738,221809.0514850409,0.0256942025997615,0.0184835379790611,0.09968820881322293,0.2648897437051383,,0.2074999219503185,0.2313666478926357,,285923.5697921977,113448.6387789283,,,-0.9772662746126162,,,-4.932194151531357,1.5613915262284666,1.1312805646270514,-2.3869338023970186,-0.7131357010094653
2020-03-25,0.1634241982347601,0.0615518176965776,-834971.4724589562,0.0907826838134253,0.156753177076637,0.10859829088817367,0.24417142090033464,,0.20600158765663903,0.23330339593151841,,254314.70288593112,92021.74135632844,,-0.976469879246828,-0.8102148535996816,,,-2.7185477086916108,1.5753068239282209,1.033624098088466,-3.7993276195637433,-3.111133913553226
