Date,QQQ_Open,QQQ_Adj Close,QQQ_Volume,QQQ_High,QQQ_Low,QQQ_MA_5,QQQ_MA_20,QQQ_MA_250,QQQ_realVolatility20,QQQ_realVolatility60,QQQ_realVolatility250,QQQ_avgVolume_20,QQQ_avgVolume_60,QQQ_avgVolume_250,QQQ_log1DayRet,QQQ_logMA5_20,QQQ_logMA20_250,QQQ_logMA5_250,QQQ_log1DayRange,QQQ_HL_20_realVol_20,QQQ_HL_5_realVol_20,QQQ_logD2,QQQ_logD5
2019-11-18,12.082896479555046,15.341707321200488,-18618387.933872767,13.48596194977776,13.845517264790317,,,,,,,,,,0.23878414982708576,,,,-1.0228872471411217,,,,
2019-11-19,19.66953686634153,22.400081468765933,13674593.177443417,21.93763815897557,20.88159069252947,,,,,,,,,,0.1299935089074503,,,,0.05453313355995948,,,,
2019-11-20,17.118960601571985,15.07931341226734,-11207838.130898671,16.382273505727397,17.317639418017592,,,,,,,,,,-0.12686282449270775,,,,-0.06681747620791617,,,-1.3379084350888348,
2019-11-21,18.619812692161474,18.55393352943355,13542979.140837,17.888662210733372,18.276892730226397,,,,,,,,,,-0.003544395622855317,,,,-0.9461559933750031,,,1.3470721121918496,
2019-11-22,20.738026565792296,18.17127028179709,4565897.390592188,18.10425128696852,18.590746606312933,17.909261202692882,,,,,,,,,-0.1321272562498682,,,,-0.720527998482702,,0.502021862504104,1.1288041815754122,
2019-11-25,14.80608949812003,13.814556863184066,-20523086.770743743,15.64406902429522,17.04798659652019,17.603831111089598,,,,,,,,,-0.06931566735914468,,,,0.3392665946386897,,0.5426674557352795,1.5559056220487857,0.4234035531549376
2019-11-26,12.346481434300046,6.586712089834606,26133912.012399565,10.489468062085024,7.029747879448422,14.441157235303331,,,,,,,,,-0.6283168185180584,,,,1.2411877137289644,,0.8760422951911151,2.44967302094328,2.760855745462143
2019-11-27,11.91049186562529,16.196941131657525,-21153398.92076089,13.636613504783751,15.602037959616837,14.664682779181367,,,,,,,,,0.30740272432068066,,,,0.6757082295435971,,0.9296646093575704,0.8681017796994204,0.1112083312569952
2019-11-29,15.400846534969787,13.521359169241949,-4439556.362592809,15.41015385853467,15.717023927054017,13.658167907143048,,,,,,,,,-0.13015188188066806,,,,-1.1813308505605316,,1.0002283900086109,1.936530162696429,1.6159316544170026
2019-12-02,13.34822942328779,16.538385888904315,-12242528.602736397,14.123719082578988,13.8793134641148,13.331591028564493,,,,,,,,,0.21430034791501193,,,,-1.408926063142926,,1.1694573307655036,-1.074569378073382,0.490348017172907
2019-12-03,18.635959877173804,16.41228429815129,-4559234.662950899,16.169940135285827,18.752907045370165,13.851136515557936,,,,,,,,,-0.12706294397011011,,,,0.9489387033790476,,1.251303303306747,1.0615765647083082,0.9546369993370769
2019-12-04,17.04732765315751,11.042513198129711,6495682.913788315,15.494278026916902,12.772144421836655,14.742296737216957,,,,,,,,,-0.43424079586004427,,,,1.0014159864487662,,1.1979418879937291,1.7039973906733392,1.4942068670451465
