Date,Open,Adj Close,Volume,High,Low,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,logDayRet,logMA5_20,logMA20_250,logMA5_250,logDayRange_20,HL_20_realVol_20
2021-02-11,2.747139646387275,3.1795854199617253,-344169.55202905287,2.4843517584186543,2.86047882155885,,,,,,,,,,0.14619057542890926,,,,-0.9778282587955377,
2021-02-12,2.648521349659603,-0.4332127552887641,172451.89185557445,2.3599376520559403,0.112467056195058,,,,,,,,,,,,,,0.8098054042350655,
2021-02-16,-2.372681419361712,0.0660898976308317,145654.27172094095,-1.315230434287237,-0.6917003815018177,,,,,,,,,,,,,,-0.47235831488663554,
2021-02-17,2.88571484548654,4.273815850341919,-457337.4619828288,2.767489665096221,3.171035151445871,,,,,,,,,,0.3927344206144029,,,,-0.9074660681345478,
2021-02-18,3.150462095980835,2.806751858387344,-418207.29679999856,3.0218091782736565,3.885799815852579,1.978606054206611,,,,,,,,,-0.11552124674521023,,,,-0.1461933463722993,
2021-02-19,2.691462114905697,2.024857420929173,-252793.6994292452,2.427556784508738,2.417123888819411,1.7476604544001006,,,,,,,,,-0.2845852944286546,,,,-4.5627914176938065,
2021-02-22,2.555525220950422,-0.6572016365123474,-5033.13730192557,2.039394316997061,-0.126635148502288,1.702862678155384,,,,,,,,,,,,,0.7728957521332458,
2021-02-23,-0.7801611178981034,1.586376637242715,24464.94515717484,0.0938156632029532,0.7560864332553976,2.0069200260777604,,,,,,,,,,,,,-0.4120807884641639,
2021-02-24,2.366819097253831,0.9660312977111474,-229294.7122794173,1.269024023858833,1.9153202714574815,1.3453631155516064,,,,,,,,,-0.8961059466030133,,,,-0.43649729270469184,
2021-02-25,-0.9344956112597628,-0.9699998415990408,205916.3765513386,-1.0142102358566945,-1.042779029148619,0.5900127755543295,,,,,,,,,0.037288977664111246,,,,-3.5554403005259445,
2021-02-26,0.1543264541904108,0.8278276455203368,296135.3085296961,-0.1429508573553874,0.3156640533808428,0.3506068204725622,,,,,,,,,1.679734783988898,,,,-0.77954439548848,
2021-03-01,0.6068323315826447,3.5445281853260227,-322054.7167334391,2.772930874500865,1.7335385019176712,1.1909527848402361,,,,,,,,,1.7649078089495494,,,,0.038636285277030016,
2021-03-02,3.531024998602525,6.047811718846745,3210154.563527614,5.957418808533184,4.273046814357848,2.0832398011610422,,,,,,,,,0.5381083105769011,,,,0.5213927905795095,
2021-03-03,6.624163122292828,3.389936858581521,-998546.5843681413,4.170758132434514,4.5324087848207455,2.568020913335117,,,,,,,,,-0.6699127472980142,,,,-1.017076581772447,
2021-03-04,3.373439643535015,2.1583115692026027,-797997.5923672159,3.241383274412037,3.5433178572234567,3.1936831954954457,,,,,,,,,-0.4466066544770314,,,,-1.1975448982785162,
2021-03-05,1.7895077408502686,1.2429724442808876,-35420.073924908414,1.1669857991651114,1.088339106394642,3.276712155247556,,,,,,,,,-0.3644349333575203,,,,-2.54278970032422,
2021-03-08,1.9251436291167607,5.2472057962798,-517708.6576756257,3.882760560422071,3.4777772680730834,3.6172476774383115,,,,,,,,,1.0026951281546577,,,,-0.9039094661858347,
2021-03-09,4.898048482380602,2.8976102594851483,-468599.1043539373,3.217430605471108,4.521885255839976,2.987207385565992,,,,,,,,,-0.5249505080600759,,,,0.26578506099562915,
2021-03-10,2.129941895106448,2.3111482600178874,-397314.0826337994,2.9175532841010394,2.915481953477723,2.7714496658532655,,,,,,,,,0.08164978323156831,,,,-6.179564065024527,
2021-03-11,2.603426194110881,1.9772244976891784,-123842.15180584196,1.834755828233391,2.5283025971755606,2.7352322515505803,2.1243835692017417,,1.8891354674156293,,,-65677.07331715192,,,-0.27513425203474595,0.25273467535658817,,,-0.36593660250740156,1.803724320149436
2021-03-12,2.073412219991852,0.2891288668800271,407437.13200206286,1.3437589736633695,0.1256024819877552,2.5444635360704084,1.9798607415476568,,1.914553615598022,,,-28096.739115596145,,,-1.9700784496837938,0.2508933267736323,,,0.1973386435268309,1.826988002821762
2021-03-15,0.1010768673812734,0.8362312718351603,-375967.4033873436,0.2968703586122814,0.9464603946819494,1.6622686311814803,2.043332942903853,,1.850308447244607,,,-55517.70387774204,,,2.11302392521734,-0.20639895555641447,,,-0.43141382881500895,1.7812219476123627
2021-03-16,0.8377476468991247,1.93227110744202,-25615.309657728765,1.484111906387696,1.812585180980875,1.4692008007728545,2.1366420033944125,,1.7914695335742965,,,-64081.18294667553,,,0.8357344119115689,-0.374516859321434,,,-1.1132998002477743,1.7749817030211659
2021-03-17,1.9708854347734217,2.743404475587681,-230118.01270162532,2.144927563598067,2.72923208734791,1.5556520438868133,2.0601214346567005,,1.7268992504297234,,,-52720.21048261536,,,0.3307167574134519,-0.2808701513582292,,,-0.5373329872818667,1.7794333716330017
2021-03-18,3.0110103885449178,1.7234998346265868,306149.79708936275,2.340700056573056,1.1215376556300498,1.504907111274295,2.0059588334686627,,1.7192199082597655,,,-16502.35578814729,,,-0.5579186886685298,-0.28739099141605245,,,0.19816406635315925,1.7909730296102673
2021-03-19,2.5941526115413893,0.6115597696742512,271165.1364672224,2.6099980709954806,1.5539946553321329,1.56939329183314,1.9352939509059166,,1.7472195331911335,,,9695.58600667609,,,-1.4450025025875464,-0.209570121206224,,,0.05449141980852404,1.6098218227196512
2021-03-22,0.447778919826554,2.4698626408589988,1933125.7034094671,1.6715673674140064,1.5685732236321923,1.8961195656379075,2.091647164774484,,1.6396172468931918,,,106603.52804224573,,,1.7076181890050202,-0.09814240880266739,,,-2.273083148856135,1.5900580776343505
2021-03-23,1.8412966272551048,5.352279181637009,4628139.219685773,5.114268318991954,-0.1787113522796666,2.5801211804769055,2.2799422919941987,,1.7880579196227275,,,336787.2417686757,,,1.0670524732784534,0.12368623489043161,,,1.6663813521867483,1.6964820553107836
2021-03-24,5.460594110491776,2.51916392530471,-1677750.5722163157,3.1112377792998487,4.815888429267318,2.535273070420311,2.3575989233738768,,1.761520354030136,,,264364.44877183076,,,-0.7736305244817852,0.07265765554933042,,,0.5333601923613607,1.7246445317792445
2021-03-25,1.7644468535187272,2.672855488205052,-1216173.2548037788,1.531452477275934,2.202655412849623,2.725144201136004,2.539741689864081,,1.5781247800860698,,,193259.96720407484,,,0.415310128346852,0.07045896560812284,,,-0.39868375021878677,1.6064446079678718
2021-03-26,1.481292998381896,-0.2819186663962227,398586.5343733921,1.8323455207418744,1.4302598098916732,2.5464485139219093,2.4842543742682532,,1.6589251313321347,,,198382.52849625965,,,,0.024727084840436897,,,-0.9110900020192138,1.6069996016277797
2021-03-29,1.2569579635193762,5.765827615213532,-128360.06871654186,4.098463272206033,2.5216190011834776,3.205641508792816,2.5953193457626287,,1.8018477805232354,,,208067.26089710448,,,1.5232542148583335,0.211202658095984,,,0.4554255529605584,1.6200025634237851
2021-03-30,4.649307558434131,1.9916648763425044,1188032.0460106842,4.284345132025564,4.347567902491118,2.5335186477339153,2.3925120036374166,,1.6109580645854116,,,106961.13502125803,,,-0.8477473861045133,0.05726524484338771,,,-2.7610907505424764,1.6557409570535317
