Date,SBUX_Open,SBUX_Adj Close,SBUX_Volume,SBUX_High,SBUX_Low,SBUX_MA_5,SBUX_MA_20,SBUX_MA_250,SBUX_realVolatility20,SBUX_realVolatility60,SBUX_realVolatility250,SBUX_avgVolume_20,SBUX_avgVolume_60,SBUX_avgVolume_250,SBUX_log1DayRet,SBUX_logMA5_20,SBUX_logMA20_250,SBUX_logMA5_250,SBUX_log1DayRange,SBUX_HL_20_realVol_20,SBUX_HL_5_realVol_20,SBUX_logD2,SBUX_logD5
2019-11-18,6.959005828630488,3.502515083926476,-5126030.021958891,4.690130845280208,5.206371915779137,,,,,,,,,,-0.6865553175927361,,,,-0.6611814317108627,,,,
2019-11-19,5.685893954712412,5.739458246392118,-1941176.4937158152,5.323901979592442,7.028736234408484,,,,,,,,,,0.009376460904692333,,,,0.5334678947585719,,,,
2019-11-20,3.472027974501593,3.774593915621729,-1352335.9621931408,3.657696631184159,3.6790734579107394,,,,,,,,,,0.08355395095620646,,,,-3.8454478069182487,,,-1.3016634322675222,
2019-11-21,5.141895288408641,4.895857516802209,459704.43783579394,4.611667986737238,4.848083258621145,,,,,,,,,,-0.04903230182892181,,,,-1.4421653936590282,,,-0.17007596552498866,
2019-11-22,8.137998764319654,7.738984680544711,2388226.5041975714,7.969720144093415,8.136939756289898,5.130281888657448,,,,,,,,,-0.050273796965874695,,,,-1.7884472873845323,,1.613128203067344,1.3773521900458823,
2019-11-25,5.6272788350101735,4.265759459495477,-3347189.4055691594,5.655737286967167,6.307489157108982,5.282930763771249,,,,,,,,,-0.2770057593045865,,,,-0.42809135675673865,,1.6443552548472613,-0.46187982518959897,-0.2701770164489998
2019-11-26,2.7736961122630674,2.166336981774961,-639855.7463904051,2.330369088984014,2.371574332311411,4.568306510847817,,,,,,,,,-0.24714305292248334,,,,-3.1891897654961046,,1.373911948568618,1.7178702908651298,1.2734395176249262
2019-11-27,5.021860509596628,7.680094029109554,506050.37912674434,7.723837437021309,6.425289503616419,5.349406533545382,,,,,,,,,0.4248313059754947,,,,0.2612466658828491,,1.3251456533501316,1.2279826188717666,1.362385845126677
2019-11-29,7.40378719042527,3.579092622777658,4328425.427560281,5.51449633732598,5.127866443978974,5.086053554740472,,,,,,,,,-0.7268823408218358,,,,-0.9502873914853676,,1.3318024491553186,0.34554215244335973,0.2751778905188724
2019-12-02,4.341702526073561,4.577149169368688,-4825572.740130695,3.63912772319361,4.891182000718231,4.453686452505268,,,,,,,,,0.05280979391788577,,,,0.22478562439365588,,1.4181176348573779,1.1323516153247477,1.1511527169332254
2019-12-03,5.657503797325319,6.408781730794239,-1992215.370466534,6.297976685377748,7.119165594887249,4.88229090676502,,,,,,,,,0.12468642554361117,,,,-0.197002099153224,,1.437565419713446,1.0401668497960235,0.7622171090173542
2019-12-04,7.162895010497245,6.219314574864868,3300082.267999963,6.950145327603593,6.289508482089545,5.692886425383001,,,,,,,,,-0.14125452661591315,,,,-0.41455099174972576,,0.5002534913355176,0.4960157401202166,1.399451819155663
2019-12-05,5.517100227757602,3.7824844342408497,13134222.596245006,5.069351514418784,5.481755610241464,4.913364506409261,,,,,,,,,-0.37747134973324825,,,,-0.8857515952138691,,0.490055924849498,0.9655749821737446,1.3603634408280163
