Date,PEP_Open,PEP_Adj Close,PEP_Volume,PEP_High,PEP_Low,PEP_MA_5,PEP_MA_20,PEP_MA_250,PEP_realVolatility20,PEP_realVolatility60,PEP_realVolatility250,PEP_avgVolume_20,PEP_avgVolume_60,PEP_avgVolume_250,PEP_log1DayRet,PEP_logMA5_20,PEP_logMA20_250,PEP_logMA5_250,PEP_log1DayRange,PEP_HL_20_realVol_20,PEP_HL_5_realVol_20,PEP_logD2,PEP_logD5
2019-11-18,9.08625349451512,6.306922486346707,-1984363.36216436,7.683258607999221,7.923656928421551,,,,,,,,,,-0.36511482890323693,,,,-1.4254580629414582,,,,
2019-11-19,10.33963885187768,13.8805262810408,1453550.062145352,13.418689114577193,11.301282400897849,,,,,,,,,,0.2945019296755904,,,,0.7501920916406118,,,,
2019-11-20,13.25335814104112,7.509111698013214,-20715.733728083786,9.670743926558472,11.0930489336088,,,,,,,,,,-0.5681337887021708,,,,0.3522787999775893,,,0.18414423775676306,
2019-11-21,10.751463737544045,8.69069689490017,-1132426.3664434657,8.883685862033104,10.080070876707993,,,,,,,,,,-0.21278877583437616,,,,0.1793045223482457,,,1.6467008230614626,
2019-11-22,10.871229607217444,10.040793646958631,-211739.44465859796,9.94367236309256,10.604187455171656,9.285610201451906,,,,,,,,,-0.07946365443356869,,,,-0.4147353058045018,,0.8456666866516973,0.9288838838112099,
2019-11-25,9.30710710279196,6.289659261271922,-1069727.6459059129,8.683423010255083,9.363959843898144,9.282157556436948,,,,,,,,,-0.3918714151587212,,,,-0.38487333103280125,,0.49816526716440096,0.8759009912638203,-4.05917675824481
2019-11-26,4.5333273601668935,4.031363756804666,-218523.51434250083,4.308325711178,5.291188204543602,7.312325051589721,,,,,,,,,-0.11735146655673745,,,,-0.017286053293597902,,0.33926450292799953,1.7933298838402754,2.2873864286491545
2019-11-27,7.078860103774929,7.282120703496716,-524538.3425722495,7.172862387744104,7.696282246142559,7.266926852686422,,,,,,,,,0.028309232761089046,,,,-0.6473713484547975,,0.33220709555636063,-0.007567116319223332,-1.482844934021166
2019-11-29,7.446887875296781,4.815256556973125,1098337.19756802,7.748406881819022,6.530357453086808,6.491838785101012,,,,,,,,,-0.4360068835653933,,,,0.1972507503462327,,0.33814332598963653,-0.2434830024597463,1.3546592919433516
2019-12-02,5.9281435991960905,9.559399729739027,-1014361.2760115396,8.305276232172545,7.787599916261399,6.395560001657091,,,,,,,,,0.4778138237293247,,,,-0.6584051047954103,,0.38193167103413095,0.8229813207432657,-0.7310693893183049
2019-12-03,10.351343350159084,8.07313061370887,-465748.79454970174,8.3599110196958,10.876217970746964,6.752254272144481,,,,,,,,,-0.24857496421348324,,,,0.9227923310197242,,0.6586151986859183,1.181074852813804,0.5785616631349301
2019-12-04,11.167513718989014,9.372178393315693,2358599.7761865426,10.55748889025412,10.017393915542968,7.820417199446686,,,,,,,,,-0.1752634475420456,,,,-0.6160102757940048,,0.7060365737848014,-1.6754637448131098,1.6753781949907285
2019-12-05,9.646600555580449,5.708324347862998,1132741.35051909,8.53537119496292,7.462372149793325,7.505657928319943,,,,,,,,,-0.52468005787276,,,,0.07045757377826374,,0.6532563470948523,0.8606961013985936,0.45349076146840805
2019-12-06,4.841097733447256,5.769724782390071,907505.6713857958,4.716495243404552,5.5563778530020045,7.696551573403331,,,,,,,,,0.175482881912882,,,,-0.17449314739000876,,0.643894168343321,1.2816151718969377,-0.046600925614073654
2019-12-09,5.48883531189388,4.476504046318581,-1560592.4940619469,5.579914213684006,5.93287382714675,6.679972436719242,,,,,,,,,-0.2038736908250746,,,,-1.0414016380480842,,0.743349741324355,0.20849299533682453,1.6258811156140878
2019-12-10,5.569266661589424,6.31535392191968,257146.3191871983,5.56684622788579,6.474612387555794,6.328417098361404,,,,,,,,,0.1257204122049766,,,,-0.09676846695134456,,0.4522634711528098,-0.6058157656502977,0.5640497671840523
2019-12-11,7.831721501868003,6.957878012982476,-1555295.3094082116,8.280529698975457,8.263228529987416,5.845557022294761,,,,,,,,,-0.1183078009225292,,,,-4.056981208198188,,1.7300371258676002,0.9088124255812127,0.8814095475494952
2019-12-12,7.315995874760574,5.894473048560897,-99978.60740963882,6.458274723994137,7.60650095576058,5.882786762434341,,,,,,,,,-0.21604802622628855,,,,0.13821834448106485,,1.7413332793566096,-0.8654054464838467,-1.6812094585540127
2019-12-13,7.288001345991873,6.959974254592339,1152156.5366223538,6.685580891325856,6.982472214893207,6.120836656874795,,,,,,,,,-0.046053569357020055,,,,-1.214389121056912,,1.6718946684043017,-6.167609247285594,0.17416292565804542
2019-12-16,8.839447631835966,9.124271855292392,-795285.7747740559,10.077927441192202,9.58388483866034,7.050390218669557,7.352883214624448,,2.305050105497113,,,-114662.98762079564,,,0.03171370999349633,-0.04200954494563246,,,-0.7051335255696258,1.0478949444649903,1.6892710006214964,1.1724198463569109,1.5363870632617576
2019-12-17,8.46029182480693,8.020997263015929,-884132.0429280419,9.632869038365952,9.18331266988804,7.391518886888806,7.43858695345791,,2.2959610269449358,,,-59651.42165897973,,,-0.0533209065237925,-0.006347658623290808,,,-0.7994940303122184,1.026101184653373,1.602913154157366,0.05923354499859187,0.5339423657220257
2019-12-18,9.436789691750036,6.348814240620342,-140156.09359408636,8.958053747278,8.253893272002912,7.269706132416379,7.062001351436886,,1.7322026084871853,,,-139336.72944595164,,,-0.3963477855852001,0.028987379903839584,,,-0.3507490009663222,0.9894122584804745,0.5085469864076901,1.020815639790993,-0.49583230023224456
2019-12-19,7.064878287036166,6.846153884141145,1084160.5721594836,6.6740280271462495,6.780463647297992,7.46004229953243,7.028853460743283,,1.7295374872174727,,,-84092.91415157328,,,-0.03144877057305403,0.05953748421178654,,,-2.240214982237285,1.0448514443595476,0.7269033699245364,0.16113484413695833,-0.049525557145314314
2019-12-20,7.147000396079619,7.005629048372086,844242.0697934818,6.541515107960706,6.099338513778832,7.469173258288379,6.94460006841688,,1.6847855019717457,,,14740.507660274103,,,-0.019978767989282137,0.07281992908480613,,,-0.8160459423489043,1.0295970198418736,0.7278541151776816,-0.42035317580003395,-3.0866466658499645
2019-12-23,8.509307910356668,9.54393429842608,15358259.981381346,11.224257152607764,9.500561967561213,7.553105746915117,6.919757100990251,,1.6397901320838637,,,793240.4789622712,,,0.11474518805538475,0.08757816788349924,,,0.5444703497917879,1.0627096676859968,1.0076035490520479,0.9924293661430856,-0.8683045976747583
2019-12-24,11.130951035580864,7.850543997150183,-4005851.1549862423,9.65972835663699,10.65154770579862,7.5190150937419675,6.997801337784165,,1.6453578201272359,,,646434.3035082548,,,-0.34914678118448894,0.07183915269234649,,,-0.008214295980853848,1.0699853493370093,1.0554369813471083,-0.1685193090243621,-1.7692941203251327
2019-12-26,7.067046681126257,4.298886737586685,-1820145.738873576,5.825502875686638,5.623123634877771,7.109029593135236,7.011177486823266,,1.6208778394644583,,,566353.192281701,,,-0.4970865762511456,0.013860090325747807,,,-1.5976119120025771,1.0846124059274949,1.1338452066458586,1.6572843096506933,0.7178044281511571
2019-12-27,5.949171294581973,5.457933366246621,1198075.0785684772,5.105293949749509,6.00098776371334,6.831385489556331,6.919968119960761,,1.6557782164326966,,,652483.8633387374,,,-0.08618171788038335,-0.012883656144017907,,,-0.11015664989546164,1.0915067954853446,0.8271739548900471,0.872385083987946,0.32802272402916405
2019-12-30,5.409372228506342,5.065404600798502,-2543310.0719692344,5.155681110171656,6.050556990410826,6.443340600041614,6.932475522152029,,1.6399116619226775,,,470401.4998618746,,,-0.06569903082433126,-0.07316983527973142,,,-0.11107025162143931,1.0813283419513908,0.7975504120500011,-0.2658972760340386,0.6628036610086886
2019-12-31,5.060709746499995,5.983375091074151,-2374873.6956939376,5.321795894434601,6.201812271901048,5.731228758571229,6.753674290218785,,1.5296638458435838,,,402375.8788777548,,,0.16747806568171042,-0.1641567453085638,,,-0.12781476092573688,1.08750071143893,0.6761910453577642,-0.6435159895289047,1.269917613244889
2020-01-02,8.378670230152125,5.43323367156637,903173.112738656,7.478879815237846,6.854908124429869,5.247766693454466,6.6216794431116615,,1.5237022742212163,,,470821.97424217267,,,-0.43315474182978114,-0.23254643571155628,,,-0.4716502789367447,1.0263984914099678,0.6414800860040738,-1.0001369303272565,0.882655486356729
2020-01-03,5.322422484345566,6.813697266289566,311023.24158219295,5.845127674425584,6.086985160969292,5.750728799195042,6.493755386760354,,1.3813806761114475,,,368443.1475119552,,,0.2470063361467395,-0.12151441093149942,,,-1.4194066248740418,1.0390246306658095,0.564439663842213,-0.18594149059708878,0.9221974642139175
2020-01-06,7.814772265689541,7.820281100893254,-516409.0397735057,8.334245923875244,8.098070527946163,6.223198346124368,6.599353224411867,,1.3987925123854652,,,285985.6279973254,,,0.0007046775348331199,-0.05868766977848288,,,-1.4431805469058572,1.0328030062267162,0.6699200754072399,0.870057217007168,0.8596559273654854
