Date,UPS_Open,UPS_Adj Close,UPS_Volume,UPS_High,UPS_Low,UPS_MA_5,UPS_MA_20,UPS_MA_250,UPS_realVolatility20,UPS_realVolatility60,UPS_realVolatility250,UPS_avgVolume_20,UPS_avgVolume_60,UPS_avgVolume_250,UPS_log1DayRet,UPS_logMA5_20,UPS_logMA20_250,UPS_logMA5_250,UPS_log1DayRange,UPS_HL_20_realVol_20,UPS_HL_5_realVol_20,UPS_logD2,UPS_logD5
2019-11-18,6.579273513226013,5.566196501710117,-2016726.9048339168,6.46783309573992,8.5405893743267,,,,,,,,,,-0.16721236450051377,,,,0.7288792571191343,,,,
2019-11-19,8.21351715578568,8.075390384254497,-116175.4847646244,7.699633742907395,8.477151648264666,,,,,,,,,,-0.01696001798769174,,,,-0.2516486057955006,,,,
2019-11-20,6.413142527396275,5.301647015395687,-562668.2039506938,4.896892511944117,5.705205591594179,,,,,,,,,,-0.19033187477662525,,,,-0.2128058206955879,,,-1.3297269513672805,
2019-11-21,6.592272917442102,7.587773631441657,260038.46343166893,8.033075614781922,7.744373452662344,,,,,,,,,,0.14064002612613577,,,,-1.242359703184457,,,-0.718225524268677,
2019-11-22,8.319647687185991,6.970013099688472,1607421.337709363,8.101789882740078,7.091662649057426,6.700204126498086,,,,,,,,,-0.17700280443691332,,,,0.010076296862337568,,0.7064147912036881,0.511844754851116,
2019-11-25,6.778197396974889,5.0283516657969685,-670723.0474227322,6.41340099323962,7.916761829233991,6.592635159315456,,,,,,,,,-0.2986189661804898,,,,0.40770315913215444,,0.6095228235988598,0.939781438325973,-0.6201851695016183
2019-11-26,5.268416543214059,4.958190289888087,-678328.1250088424,5.577419076859769,6.310630393371028,5.969195140442174,,,,,,,,,-0.06068903797173314,,,,-0.3103213287231776,,0.6099392651791311,0.6990411816597837,1.1369351932600806
2019-11-27,6.957867983317399,2.552884039291065,1010206.0048303506,5.591347029127533,3.556407803403161,5.41944254522125,,,,,,,,,-1.0026493873066382,,,,0.7104659539396969,,0.7541241789568436,0.9064293181761245,1.0111509836049763
2019-11-29,3.315577671546521,5.57173677979992,-566387.3183612074,4.264491958386628,5.597742510562227,5.016235174892903,,,,,,,,,0.5190749466458323,,,,0.2876199846560729,,0.38912219024091066,-0.4884992395247947,0.7011336296262473
2019-12-02,6.578447477615029,5.738766031340255,-1419042.4584083003,5.275001395664731,6.073175683803086,4.769985761223259,,,,,,,,,-0.13655456174430053,,,,-0.22542829919107246,,0.4328488484960161,1.158729171269293,0.20802753246434622
2019-12-03,6.78454063487203,7.477509918192226,874109.2597431084,8.407244592810812,7.0494904929360445,5.25981741170231,,,,,,,,,0.0972532499712841,,,,0.30583193753773597,,0.42134340356808103,0.6448877731701715,0.895744395071871
2019-12-04,4.5373995368099,0.8786315872661561,6329751.960259569,2.782763299655599,2.774141580886905,4.443905671177925,,,,,,,,,-1.6417436549679105,,,,-4.753470821062735,,2.2708052336749898,1.5810661009195102,1.4059888214441585
2019-12-05,2.122945894623413,3.010607160490125,2794459.632106977,2.3580041118783868,2.3365140172249284,4.5354502954177365,,,,,,,,,0.34933707581123474,,,,-3.8401631638023592,,2.451391500451923,1.4966952730938792,-0.7814908165419343
2019-12-06,3.342424569712989,2.3828559470077835,-1485947.781543415,2.390430127997348,2.438969925407534,3.897674128859309,,,,,,,,,-0.3383967166926276,,,,-3.0253712523597636,,2.236721647103839,0.40827738976223504,1.1596700191240474
2019-12-09,1.676659633759428,0.8447325737473932,-811803.1035052733,1.4975173661146073,1.9365847481489311,2.9188674373407366,,,,,,,,,-0.6855386833457464,,,,-0.8231023878577072,,2.110000141470437,0.772824246045015,1.5880168014484521
2019-12-10,1.5339321704993267,1.09352195558683,-768881.706329301,1.0086838408356726,1.458077372491232,1.6420698448196576,,,,,,,,,-0.3384308453597055,,,,-0.7998563126243029,,1.784835781112679,0.2541257993320272,1.853792974588931
2019-12-11,2.7352179857444554,4.259462977920421,-48125.60755355377,4.503920147124404,4.504812209610293,2.3182361229505104,,,,,,,,,0.44293195583277883,,,,-7.021974376392909,,2.5695425552604814,1.2280985453012014,1.21812165281474
2019-12-12,4.855832948972662,3.887331719233579,-1361524.2149593034,4.585293067625031,5.3620152910589525,2.4935810346992016,,,,,,,,,-0.2224576633011016,,,,-0.25267249133046094,,2.802259407790162,1.027406171060289,-0.13156240806926484
2019-12-13,5.192556128747697,3.718586490758192,-936272.2059003984,4.196404771742081,4.513566156176239,2.760727143449283,,,,,,,,,-0.33388246581699327,,,,-1.1483445354904869,,2.8206252705445114,-0.6145643308920277,0.2894783659629564
2019-12-16,4.318571844320147,5.5853464290657655,-456264.5530321244,5.009172980376832,5.418858915596331,3.7088499145129576,4.52447680989376,,2.21260759064643,,,48855.79712536752,,,0.25722170307235326,-0.19878011587173802,,,-0.8923644244803832,2.0196752563538416,2.813505098670438,0.5294597508858994,1.556166632663321
2019-12-17,5.1590463637390656,3.9408502541420063,-656364.3368895873,4.607545863104718,4.807204808231916,4.278315574223993,4.443209497515354,,2.202156445187957,,,116873.925522584,,,-0.26935524861262794,-0.03781760040222266,,,-1.611144642433516,1.9743569231517963,2.7479574925280685,-1.5038904790193224,1.0463811155062779
2019-12-18,5.43514066844854,3.242875255039536,-40197.07773874793,4.945781387477098,4.569115257646764,4.074998029647816,4.201583741054606,,2.0419388535169034,,,120672.84587387783,,,-0.516425041526565,-0.030591272244849962,,,-0.9763960811740797,1.9619810914683744,0.49074151465282406,0.8512064294095724,0.016451649310963594
2019-12-19,2.9260148695693147,1.8788010597171123,49295.06392662413,2.8959920063279725,2.2611991393064983,3.673291897744522,4.030441443270678,,2.0878112160559152,,,151271.00926774374,,,-0.44300754525118324,-0.09278767434553362,,,-0.45445652696914146,1.9558578401875866,0.4194925669187712,0.7237002429362193,0.6974034395831755
2019-12-20,1.399755927309812,3.8110161610549937,311969.10963656567,2.426954659066084,2.003195138438187,3.6917778318038827,3.841603569751345,,1.912569202213564,,,153867.54157798854,,,1.0015979787296299,-0.039781736457746686,,,-0.8585891529814093,1.958156530531433,0.41673767911471266,-0.5653858170553687,-2.3813072447701087
2019-12-23,3.774889126519597,3.118796248992645,100825.73002134544,3.4881707822856143,4.897509441927234,3.1984677957892584,3.6490427272165524,,1.7695436340933768,,,78537.76119358766,,,-0.1909239020672256,-0.1317929853586255,,,0.3431205586432552,1.970932390896968,0.7210169042596998,0.21510749999291376,0.9028204861322314
2019-12-24,6.299262448565962,8.000980830881765,1607266.9559750073,8.923286863645302,6.795017390736362,4.01049391113721,3.7976741854707923,,2.001176689227947,,,192437.26136347465,,,0.2391315831369484,0.05452558069907673,,,0.7553091954683231,1.9877524418148855,0.7585474860229747,1.4326923018762465,1.4012151348550244
2019-12-26,7.799788567471708,6.1790055420785,-992244.506654316,6.939145367619929,7.927851677536729,4.597719968545003,3.8587149480803142,,2.056298112168274,,,176741.44228120096,,,-0.2329392835937259,0.1752263085604225,,,-0.011357948065632827,1.9961355614244591,0.6367585750682165,1.1184833100586462,1.0770924854621673
2019-12-27,7.875294938598131,6.231272526028562,-646552.4485302027,7.20007859844462,7.54882321493001,5.468214261807293,4.042634372417188,,2.097444367261608,,,93903.51961317328,,,-0.23415006679969025,0.30205555092307623,,,-1.0534153825667376,1.9449132477114313,0.7744529039444062,0.5708147334868411,1.4707438369377304
2019-12-30,5.933295117950365,5.76774100821352,1842496.320638964,5.957881845220314,6.74795330654716,5.859559231238999,4.052434583837869,,2.10540785461378,,,214347.70156318188,,,-0.028299230328400427,0.36875655192498613,,,-0.23563188023633683,1.9258186761121556,0.6792275457629079,-0.888518636821903,0.6712720792231183
2019-12-31,5.999599900356031,5.86942326313028,-2175894.109705468,5.501171952008164,5.450914248598068,6.409684634066525,4.058967445427369,,2.111110745248239,,,176505.11899832345,,,-0.02193640631383555,0.4568814531871809,,,-2.9905914420990087,1.9416166283508132,1.4299691735390074,-1.016527554708742,1.0118288908302162
