Date,BOX_Open,BOX_Adj Close,BOX_Volume,BOX_High,BOX_Low,BOX_MA_5,BOX_MA_20,BOX_MA_250,BOX_realVolatility20,BOX_realVolatility60,BOX_realVolatility250,BOX_avgVolume_20,BOX_avgVolume_60,BOX_avgVolume_250,BOX_log1DayRet,BOX_logMA5_20,BOX_logMA20_250,BOX_logMA5_250,BOX_log1DayRange,BOX_HL_20_realVol_20,BOX_HL_5_realVol_20,BOX_logD2,BOX_logD5
2019-11-18,1.4762283782300205,1.2287455815355504,156700.91151623894,1.085744989924576,1.3534551120342115,,,,,,,,,,-0.18349664543640434,,,,-1.3178505177786732,,,,
2019-11-19,1.6239093326806948,1.1369752787997118,-245699.1532486193,1.4693904762960803,1.436431627924378,,,,,,,,,,-0.356464938499277,,,,-3.4124955147302245,,,,
2019-11-20,0.5095610756640419,1.0886559645362135,-178891.0691128641,0.7208231334437727,0.7733167743400919,,,,,,,,,,0.7591494351148431,,,,-2.9470632425052745,,,-1.9654729397393276,
2019-11-21,1.2547258371995866,1.1205434362076137,-624400.3761780058,0.9795324484783308,1.2547345632664957,,,,,,,,,,-0.1131033137740835,,,,-1.2902494884024567,,,-4.108534205193194,
2019-11-22,1.2075950838874103,1.1651024540930468,324699.45979143376,1.298219339807929,1.254843697413989,1.1480045430344272,,,,,,,,,-0.03582182128625178,,,,-3.1378572305898564,,1.0331052253095518,-2.5711642658191742,
2019-11-25,1.0516182560243357,1.6162591434926394,-338324.6428222293,1.6774623746728885,1.2552011204584377,1.225507255425845,,,,,,,,,0.42978413435556695,,,,-0.8621310706844599,,1.1662886865413256,-0.7017526873787033,-0.9480044322022325
2019-11-26,1.3719262870834985,1.117032933236624,-18082.93251277879,1.1086259565966543,1.2851527245071317,1.2215187863132275,,,,,,,,,-0.20553979794279323,,,,-1.7342827545584856,,1.0075444791440618,-3.0351069647476883,-3.9149098903189
2019-11-27,1.5875871571875564,1.0568078020258227,-619859.6808837359,1.2634573349578808,1.2597016215526935,1.2151491538111494,,,,,,,,,-0.4069624955552214,,,,-5.584477023745621,,1.913825886317741,-0.5807987228998102,-3.4467755906096618
2019-11-29,0.8694260199077046,1.275307574410521,-264355.8859400267,1.2341158021850305,1.3116908937267429,1.2461019814517307,,,,,,,,,0.3831094166447329,,,,-2.5565088886069796,,1.789883012587504,-1.843423519659891,-1.8658530100209703
2019-12-02,1.344480047660154,1.1255713595604817,-456715.6262696773,0.9654342252808732,1.2754989034851911,1.2381957625452178,,,,,,,,,-0.1777165747502197,,,,-1.1709743638963437,,1.902789675368355,-2.677081361372789,-3.2306677134010333
