Date,CRM_Open,CRM_Adj Close,CRM_Volume,CRM_High,CRM_Low,CRM_MA_5,CRM_MA_20,CRM_MA_250,CRM_realVolatility20,CRM_realVolatility60,CRM_realVolatility250,CRM_avgVolume_20,CRM_avgVolume_60,CRM_avgVolume_250,CRM_log1DayRet,CRM_logMA5_20,CRM_logMA20_250,CRM_logMA5_250,CRM_log1DayRange,CRM_HL_20_realVol_20,CRM_HL_5_realVol_20,CRM_logD2,CRM_logD5
2019-11-18,12.14706648010717,8.865486581859955,-2167580.008563068,9.556868017982184,9.792357973395951,,,,,,,,,,-0.31492187267771776,,,,-1.446087018606135,,,,
2019-11-19,12.02473373337061,14.2477578086272,1154914.4507176178,12.70557783117259,14.689128220760496,,,,,,,,,,0.16963387457972795,,,,0.6848883650296508,,,,
2019-11-20,9.95261363616588,9.354371820435716,-2904110.1409617583,9.16238582406406,10.60170475497101,,,,,,,,,,-0.06199138527862388,,,,0.36417003705689943,,,-0.7156275029894572,
2019-11-21,11.617623703292068,11.00625288095398,-1002325.9934881736,10.030990894073229,10.529337565477247,,,,,,,,,,-0.05405967491486906,,,,-0.6964593168244116,,,1.176037705814766,
2019-11-22,13.394626208194891,15.662832475830754,2138264.0358351744,14.771563341915908,13.426196592896003,11.827340313541521,,,,,,,,,0.1564369502200892,,,,0.296666651735729,,0.8858528948283453,1.8418916936054965,
2019-11-25,12.21154957763585,12.68042370895978,-1786787.4927042397,12.96979193250155,14.333806751777177,12.590327738961486,,,,,,,,,0.037677173378459806,,,,0.3104324239338247,,0.5212779365407962,0.5153180146539523,1.3389241841549613
2019-11-26,10.448345370239975,-0.502215870491284,8326828.468206551,7.422075658919923,-0.2639906864055206,9.640333003137789,,,,,,,,,,,,,2.0394091240759202,,0.9861696762487664,2.782851401975401,2.6912412983176934
2019-11-27,4.357577712623126,8.65711372394098,-3045550.478789076,4.577087389148602,7.934176075809333,9.500881383838841,,,,,,,,,0.6864650463177686,,,,1.2110741360763222,,1.0364344362118545,1.3921049431980128,-0.3605996405021796
2019-11-29,6.649803125412873,5.6282021046849735,-901952.7807060322,7.719759141615498,8.556939753908964,8.425271228585041,,,,,,,,,-0.16679719985160552,,,,-0.17771544647410747,,0.8850943799633242,1.8132629328073449,1.6823259992801625
2019-12-02,7.568874739712015,9.16394206287474,111616.55530105252,5.932033644822809,8.085891888343156,7.125493145993839,,,,,,,,,0.19123203324813473,,,,0.767260765760932,,0.851067709226809,-0.6795829147074701,1.8716314566306405
2019-12-03,9.774551522112176,12.047721920264436,-1584081.008722812,11.01623027530016,11.074253524770114,6.998952788254769,,,,,,,,,0.20909336507574006,,,,-2.8469114958255415,,1.8810775341369692,1.8593433198234977,-0.45775607575040456
2019-12-04,12.9010965773152,6.963147102033162,-1007403.4332354958,11.757305977299254,9.633747884976929,8.492025382759659,,,,,,,,,-0.6166807717675415,,,,0.7530930272711781,,1.6387368204035526,0.7888186409316673,2.0102740530541516
2019-12-05,9.143037903820527,14.042056993632087,-84538.57291768398,11.3433540830204,11.637075133456063,9.56901403669788,,,,,,,,,0.4290641925448582,,,,-1.2251247700886843,,1.5250683703712489,0.690310698228616,1.6836067756765563
2019-12-06,13.14090903844449,12.742330528107942,1394315.1005147183,13.788847696463804,13.787671435696351,10.991839721382473,,,,,,,,,-0.030800628264380507,,,,-6.745414713055123,,3.12150165753188,1.7542623969383162,1.962082725573469
2019-12-09,8.043368139097907,5.713655942512688,-1909405.772180914,6.600777005986359,6.894486743794516,10.301782497310063,,,,,,,,,-0.341988829315832,,,,-1.2251632856984702,,2.814425858362189,2.119671487107938,1.238457161042757
2019-12-10,6.156133768499643,13.068171331704631,907115.1645924504,10.3851779693034,8.432627214648264,10.505872379598102,,,,,,,,,0.7527306589189805,,,,0.6691365970955823,,3.0590885643329107,-1.1213463494140823,0.020243129711914522
2019-12-11,14.656006548963989,12.683282824202864,-396239.7622795738,11.87051307306497,13.920718945217033,11.649899524032042,,,,,,,,,-0.14456544146830225,,,,0.7179402135480505,,3.0524919940435624,1.9415616913008298,1.743992532762256
2019-12-12,13.453646904152675,11.712428347627366,-1278900.8349323317,12.235940058349655,14.080539514570305,11.183973794831099,,,,,,,,,-0.13859968463745842,,,,0.6122621570241704,,3.209694397414553,0.3043496317872437,0.8457088754782481
