Date,DOCU_Open,DOCU_Adj Close,DOCU_Volume,DOCU_High,DOCU_Low,DOCU_MA_5,DOCU_MA_20,DOCU_MA_250,DOCU_realVolatility20,DOCU_realVolatility60,DOCU_realVolatility250,DOCU_avgVolume_20,DOCU_avgVolume_60,DOCU_avgVolume_250,DOCU_log1DayRet,DOCU_logMA5_20,DOCU_logMA20_250,DOCU_logMA5_250,DOCU_log1DayRange,DOCU_HL_20_realVol_20,DOCU_HL_5_realVol_20,DOCU_logD2,DOCU_logD5
2019-11-18,8.952436946725726,10.732621308678958,12534.22656627698,9.998383420780442,10.424175048953082,,,,,,,,,,0.18136204420667829,,,,-0.8538051881236564,,,,
2019-11-19,11.835409105487429,13.114300740032164,619544.0852853572,12.756551692539333,13.24390349600921,,,,,,,,,,0.10260748452999326,,,,-0.7187690276417401,,,,
2019-11-20,11.530039323707044,12.328346639533947,-586289.0648073838,11.7214853726301,10.98049424340524,,,,,,,,,,0.06694547085899487,,,,-0.29976662511417,,,0.4673283857551914,
2019-11-21,14.60205937453756,10.49490292735895,1570412.2996196623,13.565103418386258,12.644020981631911,,,,,,,,,,-0.3302728680058603,,,,-0.0822057388558233,,,0.9629444488640322,
2019-11-22,7.927501888517597,9.29034898128586,-911349.0106067106,7.935274373399963,8.21063196607193,11.192104119377976,,,,,,,,,0.1586381517284547,,,,-1.289684689032551,,0.4744758475074773,1.1111986333530364,
2019-11-25,10.541063134737442,10.386737291224051,-552377.7624280492,9.954521717993003,12.309740150415353,11.122927315886994,,,,,,,,,-0.014748672848391355,,,,0.8566334757880778,,0.7968453874738903,-2.224091558809739,-1.0616517697876318
2019-11-26,10.261660024358946,6.864952309714653,57991.52611793252,8.715239911024014,6.122333581626535,9.873057629823492,,,,,,,,,-0.40198553007910537,,,,0.9527793814911747,,0.921645069898283,0.8859950869180191,1.8324772071645832
2019-11-27,7.821978861012354,10.11705532113183,-133674.6762149774,7.958360246542455,9.142425917865296,9.430799366143068,,,,,,,,,0.25728507151929797,,,,0.16895400056794355,,0.9036919503556068,-1.3105119027870278,0.7935766518580963
2019-11-29,9.287241838127883,9.290735198092506,-166903.20229464862,9.855446856336885,10.612700770055936,9.18996582028978,,,,,,,,,0.0003760753928142291,,,,-0.2780566607566162,,0.9188354529084501,0.8861543128558305,0.18578864720585322
2019-12-02,10.040957410270266,11.580866743527366,237406.4135424178,9.973818542702633,8.824540675589304,9.648069372738082,,,,,,,,,0.1426818483564604,,,,0.13913380349664908,,0.5220435306443985,0.3810435974033059,0.8287778890587555
2019-12-03,12.513899760342127,13.01934557587782,-348289.2416696183,13.064689051172564,14.620670164892417,10.174591029668836,,,,,,,,,0.039596365184896475,,,,0.44210628797036,,0.45342808447687416,1.3160356113680918,0.967975097951635
2019-12-04,13.213297678828924,6.541642468785938,321355.63311364665,12.598489241434365,8.421897164062798,10.109929061483092,,,,,,,,,-0.7030354464624189,,,,1.4294956215101455,,0.6404867727874162,1.6172521564955618,-1.1291441557139597
2019-12-05,5.022191335677391,7.404758690464178,465744.0639816709,4.9549055196081895,6.318075436939068,9.567469735349562,,,,,,,,,0.3882565003032337,,,,0.3098128091637377,,0.6319056099616259,1.7253680120934833,0.9977957411867534
2019-12-06,7.478428024937429,9.10557392811964,-625545.3130237546,9.6751670558712,10.01087019578418,9.530437481354989,,,,,,,,,0.19686413277648085,,,,-1.0915280217095913,,0.900498894760309,0.9415418067719858,-1.6865281040563163
2019-12-09,7.284625826501426,7.209313744749039,-1089247.0188631876,6.400965889375186,7.428901193478694,8.656126881599324,,,,,,,,,-0.010392310412279542,,,,0.027552231301110352,,0.9051737781306307,-1.6324765468107811,1.475118323270756
2019-12-10,7.74332797791341,11.161444590670357,100969.1969914129,10.819245911113724,9.07749285295374,8.28454668455783,,,,,,,,,0.3656338256874148,,,,0.5548921107238701,,0.9133521942848493,0.7206994382944801,0.6194473479099825
2019-12-11,13.20349881481694,11.64898426618251,-155572.07085554185,12.005973906288858,12.59785067068141,9.306015044037144,,,,,,,,,-0.12526286743970996,,,,-0.5244568340239745,,0.6645262206229605,1.4905801668063128,1.6306790726624336
2019-12-12,12.233282703366172,16.15770864454339,865231.5202620898,14.420208554043713,13.778222041090856,11.056605034852987,,,,,,,,,0.27823692354704777,,,,-0.44318798337443854,,0.6195609232983168,1.6086904439237102,2.1693907811604625
2019-12-13,17.031271484586654,14.728293318265486,1166554.2677041553,15.24314904273328,15.55814159203456,12.181148912882156,,,,,,,,,-0.1452807939217202,,,,-1.1552062934480556,,0.6403252917640764,1.1247052380796125,1.7268154241249045
2019-12-16,14.232297470365694,11.370023236346585,86416.36356213083,13.953719285756392,13.157754917329086,13.013290811201665,10.627397796229262,,2.556167486647931,,,46745.611799144055,,,-0.22453350024598684,0.2025358410006577,,,-0.2282008574219384,0.7344292518564417,0.6165863643652779,1.5660470813175622,1.425685610595821
2019-12-17,11.67113450573433,15.120279831881732,1325224.5686168205,13.254046977043942,13.69664740310722,13.80505785944394,10.8467807223894,,2.7468469178221206,,,112380.12890167124,,,0.25891822083359656,0.24116670822193934,,,-0.8150878887283315,0.7323975405386584,0.3596969970165858,-0.9365278438236966,1.375949850994152
2019-12-18,15.56031922941149,12.253362791699075,-837316.3772301814,13.98017789524542,12.71114335615924,13.925933564547254,10.803733824972745,,2.716014467723439,,,39537.105775894306,,,-0.23892362164195344,0.2538610269877046,,,0.23825640592386083,0.7211741521106041,0.5359186694278205,-0.12404560489951395,-0.5035545794653197
2019-12-19,12.0633328425658,10.401633779016535,792023.0891119814,12.87631028255501,9.14939914496587,12.774718591441882,10.707398181946875,,2.693164703457794,,,108452.71347186257,,,-0.14820762027941903,0.17653318635848136,,,1.315579777333654,0.7802794951258006,0.9689355932391748,1.5515219052406872,1.7502557954601439
2019-12-20,8.803434331436648,13.449009727415032,-98275.64298498536,11.163415278445726,11.413314457356435,12.518861873271792,10.85510352194968,,2.7610498438359343,,,25018.316341630183,,,0.42376356683621863,0.14260111676565823,,,-1.386697726818059,0.8419212385072514,1.0336056891657286,0.1786874076962153,0.24630022659592615
2019-12-23,13.211404561041718,15.628013888267075,-347529.11570413574,13.829370909691493,14.923077653653491,13.37046000365589,11.17198676729874,,2.9304970418316345,,,53209.31108675893,,,0.1679846273989919,0.179638332550707,,,0.08957260953002827,0.7888889992369279,1.039288390504071,1.6537188987149014,1.4487973710533049
2019-12-24,16.513354596582104,10.142633996891403,1215468.8006002828,14.332571577122948,12.53493571191521,12.374930836657825,11.159781602582106,,2.9344453111354323,,,141601.63923817553,,,-0.4874216955959899,0.10335633238161727,,,0.5864723934076498,0.7762027633407145,0.989978320776429,1.1958526440371122,1.6049570553698702
2019-12-26,10.81265809789673,15.053651673245623,-303129.36521997536,14.53985531405597,13.442695097247253,12.934988612967135,11.569216570758657,,2.874317694833917,,,123545.59467128012,,,0.3309031039376661,0.1115881085184665,,,0.09272522059120344,0.7447966288551209,0.9895590033111665,-0.55449504505972,1.0297225838402053
2019-12-27,17.013677302673244,14.287229303621558,1400782.3395286663,17.30155071643442,15.990419695542954,13.71210771788814,11.777725269883142,,2.9144074542172764,,,200268.44545846232,,,-0.17465148523441615,0.1520691590147604,,,0.27089013944579665,0.7465505131836838,0.7636746941551205,1.4218051497387518,1.3572762602587982
2019-12-30,15.830959386178264,16.84717914274316,1326444.211857231,15.984258403968028,17.18604033364555,14.391741600953765,12.155547467115674,,3.0611392450333637,,,274935.8161660563,,,0.06221575523073925,0.16886889489371845,,,0.1838053967566558,0.745332529735515,0.20516047720007227,0.5841843340131575,1.2232368793724495
2019-12-31,18.01543154816909,14.298829317900982,-1038976.2970208824,14.098706943299137,14.981132910073285,14.125904686880546,12.291445595834356,,3.094434130756654,,,211116.68063789132,,,-0.23105103081536074,0.13910678320370118,,,-0.1250803840345851,0.7451116747310186,0.2606809301247743,-4.456748949885793,0.28456564922004285
2020-01-02,14.92974752495607,9.22127224324889,1736227.5508697624,13.200052032634858,8.539161038946531,13.941632336152043,12.10154192920291,,3.1631911533850823,,,315342.52026486036,,,-0.48184268543613634,0.14154661911252808,,,1.5392066302233967,0.8171580896077788,0.6578435760253967,2.031551253059548,-0.081902536303733
2020-01-03,4.577019345125905,8.224175623941889,512492.9111232641,4.15455843512747,2.1089262251903733,12.575737126291296,12.185668586960707,,3.0269815497545784,,,324899.3841653412,,,0.5860300752783913,0.03150877741626768,,,0.715706890831519,0.767515420380751,0.6458031251010861,1.8041249824921448,1.9212479575074068
2020-01-06,8.702634837555593,10.750574918142078,347688.75177553017,12.72038979476595,14.722516028481053,11.868406249195399,12.352959398344602,,2.835233201556269,,,318996.61855503416,,,0.21133339920032967,-0.04001572928491156,,,0.694209732708969,0.7801860250724725,0.6331113339298708,0.4248118634668524,1.2631811914200317
2020-01-07,12.617358465153458,22.26355709912137,5051719.336358758,20.431883953085705,14.88252651953448,12.951681840471043,13.01085855689469,,3.4924746706305902,,,602859.8510241598,,,0.567877609060602,-0.004558630857977381,,,1.7136821433170655,0.8196792588678583,0.7411954008700958,2.6418663431528424,1.6894273183261768
2020-01-08,23.48437585435484,23.633782322492493,663501.0269638542,24.607805174024435,23.10740600364082,14.818672441389344,13.83208198578186,,3.956677473084239,,,690497.2533155119,,,0.006341800047347286,0.06889736138414426,,,0.4057311862953013,0.8206489202755406,0.5758976084224798,2.5559247117522523,2.233765742657662
2020-01-09,26.573672042103567,18.73902405325778,1813513.040888173,20.094037230162087,17.66509630653593,16.722222803391123,14.210960958911233,,4.049206723648986,,,776124.4455103499,,,-0.3493127555996416,0.16272497624534749,,,0.8874553284505582,0.8318072616890367,0.4953449065210836,1.2597479582308493,2.2531586665035994
2020-01-10,14.887639131571577,16.480578108738513,-1659218.403454821,16.070006488207696,19.80645664058659,18.373503300350446,14.452540651039033,,4.032405898048907,,,700942.1288803859,,,0.10165132311247585,0.24003936603466816,,,1.3181360035736456,0.8488875869404181,0.5171576871408569,1.9675603981041507,2.1109889581319226
2020-01-13,16.18280818531187,8.101676605644542,3652776.2377265305,13.601511749830877,9.984554215150638,17.84372363785094,14.049739049094091,,4.249622539474579,,,840319.364753608,,,-0.6918784270030403,0.23904800687774366,,,1.2856332124200454,0.857749051375372,0.49582886510532365,2.364371152796729,0.9741438224249801
2020-01-14,7.211355070421362,10.650698080756383,1806225.3953023932,10.226181215199034,4.82346172386093,15.521151834177942,13.845859287218634,,4.312700016990068,,,872302.9211335198,,,0.38996856066542845,0.1142175086193967,,,1.6869024363085767,0.8245757376059167,0.48792301134612104,1.7629964217599476,2.45211302020586
