Date,CPRI_Open,CPRI_Adj Close,CPRI_Volume,CPRI_High,CPRI_Low,CPRI_MA_5,CPRI_MA_20,CPRI_MA_250,CPRI_realVolatility20,CPRI_realVolatility60,CPRI_realVolatility250,CPRI_avgVolume_20,CPRI_avgVolume_60,CPRI_avgVolume_250,CPRI_log1DayRet,CPRI_logMA5_20,CPRI_logMA20_250,CPRI_logMA5_250,CPRI_log1DayRange,CPRI_HL_20_realVol_20,CPRI_HL_5_realVol_20,CPRI_logD2,CPRI_logD5
2019-11-18,-0.3732195502821547,-0.0614363705009335,-2404398.2873392594,-0.8547579480145,-0.6453931169935334,,,,,,,,,,-1.8041648399209835,,,,-1.5636769458403523,,,,
2019-11-19,0.1881760949462965,1.4235312094182024,-821443.8612955255,0.6958777445910798,1.163958576363699,,,,,,,,,,2.023517631232514,,,,-0.7591142805155724,,,,
2019-11-20,0.2595506679803225,-0.314324860498079,2460577.072114078,-0.4189997467853104,0.1202674576695841,,,,,,,,,,,,,,-0.6175440898084645,,,-1.374806638413313,
2019-11-21,0.1943370704148463,-1.082763547616814,-2131845.6757435966,-0.2472426383254031,-0.5285443243145576,,,,,,,,,,,,,,-1.2683275699417047,,,0.9188054700818722,
2019-11-22,-0.2862652466974467,0.2151462496728484,736361.2865358288,0.5467662567807281,0.1883999838643966,0.03603053609504484,,,,,,,,,,,,,-1.0261997068956046,,0.38199613030690943,-0.6358766760128652,
2019-11-25,-0.6543161327372822,-0.7009496425478243,-1151958.0486387785,-0.5531413827477287,-0.3059433051286273,-0.09187211831433333,,,,,,,,,0.068845429805107,,,,-1.3975653300505972,,0.32943034726969334,-0.9628219485815686,-0.44704790439143344
2019-11-26,-1.0723071037211973,-1.0582662847671562,-139074.3329198286,-1.392693145697839,-0.9051268395972488,-0.588231617151405,,,,,,,,,-0.013180510279926769,,,,-0.7183289852790672,,0.337712514200748,0.2417003318380386,0.9089830936815725
2019-11-27,-0.4602813958357448,-0.9535516814415104,-379437.64706587605,-0.8950667111405552,-0.784655067904243,-0.7160769813400913,,,,,,,,,0.7283555928677738,,,,-2.2035396866030577,,0.5562410531817982,-1.3759399974685274,-0.4474959252360463
2019-11-29,-1.0916927717619966,-0.0007082826863005,-316101.6713680327,-0.4012945404608441,-0.4559662025158548,-0.4996659283539886,,,,,,,,,-7.340396762721263,,,,-2.9064097649457867,,0.8952418381196575,0.05596247873759244,0.0788622557654986
2019-12-02,0.0319579026535912,0.5859233620505311,2157514.944197486,0.3630280923648961,0.3273777641983715,-0.42551050587845207,,,,,,,,,2.908769504901322,,,,-3.333996926932094,,1.070686540043278,0.43144147746313055,-0.9921541721747826
2019-12-03,0.8027774836309227,1.577229882909112,-1839033.589288521,1.1211108258824964,0.8093167917962862,0.0301253992129352,,,,,,,,,0.6753477794011854,,,,-1.1654124563253172,,1.11358609496775,0.45611903635516604,0.8233766702854179
2019-12-04,2.1013001536746287,2.009998476432552,602080.7956540687,1.8730455452231676,1.953768912808533,0.6437783514528769,,,,,,,,,-0.044422309873665244,,,,-2.516727184464031,,0.8218956542696844,0.3535225604623904,1.1211121774346806
2019-12-05,2.51297075246363,2.753002211025624,1930343.368859721,2.830524298952234,2.7171960528048267,1.3850891299463037,,,,,,,,,0.09122640929397013,,,,-2.1774668379821285,,0.8237343669954585,0.16192523219343774,1.3101025749973678
2019-12-06,1.7366730668836396,0.450481936059953,367205.51999543793,1.055713576545264,0.9538931079705292,1.4753271736955544,,,,,,,,,-1.3494085527098882,,,,-2.284544128527425,,0.7775871278122968,0.44437586321184747,-0.7958662573438742
2019-12-09,-0.4708481101822315,-0.4935048774910768,-490855.19134472543,-0.6210728804436876,-0.5899053266276955,1.2594415257872327,,,,,,,,,0.04699718397408145,,,,-3.468377667076478,,0.8234207121697912,1.1775796763974724,0.07643149311847845
2019-12-10,-0.8210624228018819,0.0687385978732635,-2340809.881404602,-0.4233128395570116,-0.5400928624459933,0.9577432687800631,,,,,,,,,,,,,-2.147463260125894,,0.5502220212107951,-0.9630067857581508,0.4111100023618738
2019-12-11,1.1368079805290543,0.1759532537224597,-705074.8082261733,1.0124974498613817,0.9554555905616572,0.5909342242380446,,,,,,,,,-1.8657612410185307,,,,-2.8639699069886158,,0.5713840925081061,-0.4012866532022176,0.6065240314965149
2019-12-12,0.0216640526993909,-0.2901454020106158,-769842.1239414609,-0.1540777776492063,0.0265320146969081,-0.01769529836920327,,,,,,,,,,,,,-1.7114164182835947,,0.682400074178597,-1.0247560628090207,1.1128923787873517
2019-12-13,0.2653147248447141,0.83252718362146,3086060.168772565,0.4716967477732812,0.7926946195327513,0.05871375114309814,,,,,,,,,1.1435491120981733,,,,-1.1363207859069033,,0.9220992213542513,-0.42071997939525096,-0.9622162282762114
2019-12-16,0.9877747351181778,1.5194462273960472,-1157821.9336614376,1.1355405297345111,1.1067886453917488,0.46130397212052293,0.33281638203108715,,1.0679815798003904,,,-165377.6948054316,,,0.4306465525174521,0.3264662686481262,,,-3.5490519715296336,0.9440145641171581,0.948730159066544,0.5931012007095726,0.6996018566890957
