Date,ZS_Open,ZS_Adj Close,ZS_Volume,ZS_High,ZS_Low,ZS_MA_5,ZS_MA_20,ZS_MA_250,ZS_realVolatility20,ZS_realVolatility60,ZS_realVolatility250,ZS_avgVolume_20,ZS_avgVolume_60,ZS_avgVolume_250,ZS_log1DayRet,ZS_logMA5_20,ZS_logMA20_250,ZS_logMA5_250,ZS_log1DayRange,ZS_HL_20_realVol_20,ZS_HL_5_realVol_20,ZS_logD2,ZS_logD5
2019-11-18,5.537377448999337,4.035162181117023,-1044109.8080728566,3.469520918331483,4.965933312702717,,,,,,,,,,-0.31647450952058764,,,,0.4030705062504106,,,,
2019-11-19,4.662594146193136,8.617032166804947,585838.5570143326,6.886572235144733,6.265689563785628,,,,,,,,,,0.6141687522186585,,,,-0.47661314990861814,,,,
2019-11-20,7.426884092553593,9.975898943260916,1179679.123982106,9.24119320158286,7.758811961877143,,,,,,,,,,0.2950656760019663,,,,0.3936497405566106,,,1.7818331597139274,
2019-11-21,10.831055865366928,8.095803008283546,-248680.38986252667,10.67134616727897,10.797448910751193,,,,,,,,,,-0.29107177048603944,,,,-2.0706582799257736,,,-0.651565490320483,
2019-11-22,7.777221781942408,4.790328818834858,-775261.6946547341,5.113263060242822,5.9721367144892525,7.102845023660258,,,,,,,,,-0.4846001209740048,,,,-0.15213345251155364,,1.0162817745401782,1.6458797921316186,
2019-11-25,5.03240961406533,8.017481039361478,343641.1842847145,6.342995194468422,5.54282963118667,7.899308795309149,,,,,,,,,0.4657253697493233,,,,-0.2229366186240662,,0.9305555927228848,-2.546927141621472,1.3818642773343364
2019-11-26,8.086375744832395,1.4184818927738476,2589963.2372864205,6.670869611671535,2.8630765794388395,6.459598740502929,,,,,,,,,-1.740593428572531,,,,1.3370497646728328,,1.2450783084709363,1.2154606435163777,1.973879654919196
2019-11-27,3.152986874417614,5.418134734548715,-2436954.7324392074,3.1399962151484075,6.291141275104785,5.548045898760489,,,,,,,,,0.5414013936355297,,,,1.1477658978806526,,1.366129029547292,0.9552599921899606,1.516832198180468
2019-11-29,3.4967317212045046,4.303996602733683,748951.2543547903,2.8980854110885303,3.948222375337551,4.789684617650517,,,,,,,,,0.20771529523486476,,,,0.04892059780452015,,0.749723154643974,1.05970329304528,1.3328425297007576
2019-12-02,4.858937472784405,5.833972753710377,-513262.4349795189,5.204496382370415,5.722002102114402,4.99841340462562,,,,,,,,,0.1828784141649185,,,,-0.6587347012583076,,0.8725294097471248,-0.8774594715630246,0.04271837273839903
2019-12-03,6.646868742763374,8.211914071889026,-159530.78795459983,7.974203006694232,7.337256911961582,5.03730001113113,,,,,,,,,0.21144015735098146,,,,-0.4510702506443675,,0.9136932688076169,1.3630046155223658,-1.6376674809814347
2019-12-04,8.177852055156286,2.818072200182101,342317.4700835091,6.281886896533671,4.182622369872256,5.31721807261278,,,,,,,,,-1.0653764969682715,,,,0.7415870579868132,,0.769713400986951,1.1038984766340112,0.3361795562289519
2019-12-05,2.38326360350829,4.136270722258637,-291016.74321775744,2.756820198623764,3.433037318150973,5.060845270154765,,,,,,,,,0.5513237798150281,,,,-0.39124107177474776,,0.5571886998399064,1.4050286114414425,0.24831527821543925
2019-12-06,4.332071743209248,4.841521231894248,-820138.340097084,5.033801858142418,5.519265040348728,5.168350195986878,,,,,,,,,0.11118308523315253,,,,-0.7226518289228393,,0.5965131815012176,0.7048034968337767,-0.6207806983360268
2019-12-09,3.7388658628764375,4.454822060099694,-432331.6249136495,3.561675155868976,4.219545517860951,4.892520057264742,,,,,,,,,0.17520479829074723,,,,-0.41874738531674344,,0.5690971365098643,-1.1439716306448846,0.321467870295991
2019-12-10,4.543868345488576,6.760936582489791,-62536.19083095808,5.503015043650713,4.965238752671972,4.602324559384894,,,,,,,,,0.3973827204284566,,,,-0.6203126213204542,,0.5888533381497538,0.6520206347705051,0.3722374599286675
2019-12-11,7.849221167075015,7.793283824550201,365855.9503797924,7.526359800205597,8.401610231142016,5.5973668842585145,,,,,,,,,-0.007151997840816935,,,,-0.13324522678939305,,0.2279508015645168,1.2055101513373683,1.604467907267287
2019-12-12,7.987254978934807,7.733372607109644,732471.1193134373,7.551718288521194,7.140400973404617,6.316787261228716,,,,,,,,,-0.03230207517261461,,,,-0.8883903061233013,,0.2915261131030037,-0.027950990106021114,1.2801284892639713
