Date,PM_Open,PM_Adj Close,PM_Volume,PM_High,PM_Low,PM_MA_5,PM_MA_20,PM_MA_250,PM_realVolatility20,PM_realVolatility60,PM_realVolatility250,PM_avgVolume_20,PM_avgVolume_60,PM_avgVolume_250,PM_log1DayRet,PM_logMA5_20,PM_logMA20_250,PM_logMA5_250,PM_log1DayRange,PM_HL_20_realVol_20,PM_HL_5_realVol_20,PM_logD2,PM_logD5
2019-11-18,3.769367275666241,2.60708087859706,-1394969.028153154,2.641240083358923,3.5817230401234355,,,,,,,,,,-0.36867599788868477,,,,-0.06136175186775449,,,,
2019-11-19,3.430713945209192,5.7457297883812615,-483962.0181385381,5.513983484651334,4.504618935901888,,,,,,,,,,0.5156885466030586,,,,0.009320973195163592,,,,
2019-11-20,5.038880865791121,3.05444779874027,-578898.2497052089,3.0739733908182885,3.9252373891991112,,,,,,,,,,-0.5005851839789499,,,,-0.1610329771533919,,,-0.8043761706497983,
2019-11-21,4.891379374907558,3.4286013103228683,-1443219.5339899454,4.354571570339239,4.501823778491023,,,,,,,,,,-0.3553219477021865,,,,-1.915608460625468,,,0.8403286940891944,
2019-11-22,4.98541871849428,5.6012628128613855,97627.65401793458,6.535478557506259,6.252446884009288,4.087424517780569,,,,,,,,,0.11647467904368293,,,,-1.2621964671175319,,0.8649953484776407,0.9348435644319989,
2019-11-25,4.382099354364435,3.629130731200263,510824.40691531263,4.577534455051911,4.783539184137261,4.29183448830121,,,,,,,,,-0.18853476259717242,,,,-1.5798561537310556,,0.8608528974779239,-1.6067943054572977,0.021810270047022733
2019-11-26,1.2440643861988576,0.0241808221538875,2006299.709851444,2.010198004421241,0.5395152318714409,3.147524695055735,,,,,,,,,-3.9405791833442567,,,,0.38572676407963524,,0.9777268816080424,1.7186656988786033,1.744239567023966
2019-11-27,3.478697641704983,2.533859400453608,-1781221.053508412,1.595175234727222,2.777517298313761,3.0434070153984023,,,,,,,,,-0.3169143877113972,,,,0.16749727101481068,,1.0488116441283244,0.09100212320964943,-0.652795571943404
2019-11-29,2.8878645522655404,1.5925768586545033,-117302.3272633357,2.251372331958912,3.003404906949733,2.676202125064729,,,,,,,,,-0.5951639495547362,,,,-0.28497563816354354,,0.8692300239502251,0.45005346433555987,0.6076026100117758
2019-12-02,2.719363647245551,3.8108167417475656,-1239871.1907202606,3.369324844829549,3.780416808131101,2.3181129108419656,,,,,,,,,0.3374456343598035,,,,-0.888938334523707,,0.8024537051648212,0.24448017108440837,0.5824647905466319
2019-12-03,4.686335465985991,4.278702827071953,-890906.1846499429,4.562552249754951,4.924593117809117,2.4480273300163033,,,,,,,,,-0.09100104063929734,,,,-1.0159981783512932,,0.6214430082267957,0.9880999951463547,-0.43144144691984426
2019-12-04,6.323400293102559,5.6174685684895,1002859.6013959334,7.2647338555036285,6.794177139331424,3.566684879283426,,,,,,,,,-0.11837595476063353,,,,-0.7538387827535812,,0.489511527318195,0.5914753127692309,1.7215672620997655
2019-12-05,6.981862303186972,3.8924817017672098,-549947.3336147824,5.528845152242866,5.648894029531284,3.8384093395461463,,,,,,,,,-0.5842687629819489,,,,-2.1198563083917707,,0.6778116982868464,-0.9513452100571614,0.30647117256276246
2019-12-06,3.472611912296962,2.3284481237495958,4400330.780788907,2.827670548223012,1.5707539091756288,3.9855835925651646,,,,,,,,,-0.3997050189259446,,,,0.22866161002427626,,0.8361172289602518,1.1905897832836487,-0.3067000871076518
2019-12-09,2.8097437117967274,1.9460889116078877,-2237565.254002399,2.492625768715918,3.2719712789360926,3.612638026537229,,,,,,,,,-0.3672716012815465,,,,-0.24930080099242635,,0.8874983109880212,0.6659778082876119,0.6231151068642036
2019-12-10,2.052834435915877,2.656343924663084,-758877.3298627883,1.8004426610765665,1.7534803713007818,3.288166246055455,,,,,,,,,0.2577292231046514,,,,-3.0584103445193325,,1.3641243361006166,-1.115059401210823,0.48388120273840274
2019-12-11,3.7999240852800753,1.920040151045285,-1262495.3179809125,3.725637892801977,3.8072448061711626,2.548680562566612,,,,,,,,,-0.6826349911511213,,,,-2.5058412979392513,,1.4464367019983448,-3.6477850910854057,1.307637555697827
2019-12-12,2.2828988588453,1.8962730257077496,2830605.2659788528,1.703057771094031,0.9310442713348266,2.1494388273547202,,,,,,,,,-0.18555567033625028,,,,-0.25875324237553143,,1.4987385938434328,-0.2743435619537002,0.6912497195485806
2019-12-13,3.3201753712788857,1.2366519837762624,1089953.7982881663,2.8756634392286813,2.7945039822216344,1.9310795993600536,,,,,,,,,-0.9876098892841423,,,,-2.5113394544480023,,1.353998860078128,-0.3806922539532979,0.08782417488879352
2019-12-16,2.1440350837283333,3.508663114844701,-596418.3209413234,2.747794781267629,4.139573905617127,2.243594440007416,3.065442473791795,,1.5110656425660078,,,-69857.59626472266,,,0.492545479209404,-0.31211268186707486,,,0.3305828742857319,1.0721218559253451,1.5251343433355773,0.47771760558913723,0.4463345915723624
2019-12-17,3.1062415295778507,2.390022066788561,-1655274.231795067,2.5874951838921234,3.1916596804773505,2.1903300684325115,3.05458953320137,,1.5153045515424977,,,-82872.8564468183,,,-0.2621108850958964,-0.33259297592792636,,,-0.5039087727868021,1.0589251025516864,1.3301637227763194,0.14268816377737634,-1.3230497096413112
2019-12-18,3.2737018819905046,1.4739246992124393,67475.09136727639,3.188397654422729,2.3848937481446697,2.1011069780659426,2.840999278742929,,1.4136674831044387,,,-55301.000971527574,,,-0.7979927121535829,-0.30169151074140754,,,-0.2187732322382175,1.0498349144099037,1.0937273975096007,0.7103672679453898,-0.8071774998489388
2019-12-19,1.167190996119615,1.242590182523088,-237890.39916208992,0.958879525670632,1.3504038961376423,1.9703704094290102,2.75040639793207,,1.4566701261161756,,,-38250.608444371625,,,0.06259805375088665,-0.33352713165987774,,,-0.9377075165307843,1.0349782641683092,1.0777652089257665,0.13752630107344677,-0.42513299440978747
2019-12-20,1.1390398848829832,1.2017639277615757,1208230.8972745752,0.7297797832538464,0.8641471703222123,1.963392798226073,2.6390645288040053,,1.4868949312483977,,,94321.91311885441,,,0.05360471598282862,-0.29575051295516813,,,-2.0071775360800808,1.0396775164983503,0.8792091865880799,-1.3013623157895742,-3.355610742885557
2019-12-23,2.186285757462578,1.6221809415734612,-1560130.1812611464,1.9193657737866872,2.487407862966954,1.586096363571825,2.440110435239609,,1.3273252313117125,,,11434.021354900358,,,-0.2984325987525677,-0.4307674183855581,,,-0.5655597623368207,1.040415232616504,0.6974647188780104,-0.9686615564563462,0.6347138107466445
2019-12-24,3.4611622249716447,2.307124316294704,2317141.0134901484,3.377243339171386,3.069587295943485,1.5695168134730537,2.374010114494331,,1.2975804228078591,,,101749.85168364215,,,-0.40560257153766055,-0.41381274683409963,,,-1.1787728627969458,1.0307949958173004,0.6796335643920416,0.1001714252653906,-2.49014735238569
2019-12-26,1.3386183420591422,2.486044968643036,-769479.279382973,1.7695411025266807,2.138707745037173,1.771940867359173,2.4971033218187886,,1.1738017287753661,,,-37039.09777807871,,,0.6190550876688321,-0.34305590776186917,,,-0.9965071311652907,0.9855879760749906,0.535012499077439,-0.14633989863987643,0.012047407114833443
2019-12-27,3.1548353552456803,4.060949514360409,349501.9989577206,4.265736594192411,3.441720841683683,2.335612733726637,2.5734578275141287,,1.22487514218379,,,69497.05484522793,,,0.25248050751293605,-0.09697618333848068,,,-0.19356563213315203,0.9668529525607836,0.6864347610344317,0.5617992299561664,1.0361549184195387
2019-12-30,4.394531768696162,3.309713532748028,1779247.147212591,4.690265264078668,4.907435264342162,2.757202654723928,2.6593146612188048,,1.2126217841259244,,,164324.52856902426,,,-0.2834993485450684,0.036148191423389,,,-1.527074820795672,0.9594187667942184,0.5222197334669323,-0.19398705801597965,0.7457157238404333
2019-12-31,3.9825000930214713,3.093723892005258,-3257118.9811218204,2.943832973186637,3.703187947580816,3.0515112448102872,2.623460018731689,,1.187115554743622,,,63462.13904894628,,,-0.25253427780816357,0.1511428936456011,,,-0.2752859239691088,0.974421492360838,0.5805055790118772,-0.03332348876367463,0.38631147646236297
2020-01-02,4.78962387441419,4.437280927126125,1691728.665244009,5.128346469602647,5.676561378736224,3.477542566976571,2.6313889237343977,,1.199220879712866,,,192593.88154364386,,,-0.07641010020500674,0.2788140707503754,,,-0.6010878989608751,0.978826550807438,0.5515572060945158,0.12006256389268788,0.7561955032303488
2020-01-03,6.110845438515966,5.190151958365128,946414.072627617,5.903984333471897,6.111115537984304,4.018363964920989,2.6100230932281794,,1.145838013185436,,,189771.60510522808,,,-0.16330215743625645,0.43151577661872065,,,-1.5744028482831836,0.9853538235567534,0.6717727161081265,0.7402349757401868,0.994771724602872
2020-01-06,6.484472920324457,3.940032085955252,184371.2022795286,5.79300951970599,5.571378051453685,3.994180479239958,2.6124006124375816,,1.1486848563035583,,,226487.53189994363,,,-0.49822167080255925,0.42456884808289186,,,-1.5067393294420601,0.9590517959495362,0.6127615666680389,-0.6986646917266426,-2.112647376207729
2020-01-07,3.3676169011470662,3.708297857048095,1941398.29159624,3.6712140337713066,3.409256937066744,4.073897344099971,2.6813930991025066,,1.1719355014924762,,,103540.90744031026,,,0.09636762947958388,0.4182636471070343,,,-1.3395745416660523,0.9159739746176254,0.5849621884686949,0.39329407487315715,-0.9198361988707259
2020-01-08,4.443393808380399,4.022932853860233,-2760059.0792343784,4.82937350613463,5.475022824657586,4.259739136470967,2.7852352962151237,,1.1951352313030654,,,77416.21617871127,,,-0.0994072534538858,0.42487556605436605,,,-0.43749877317991787,0.9078790591668968,0.5327712508436203,-2.49011095385627,-0.07342163343267771
2020-01-09,5.287175610476687,3.7413487892603854,-472495.5977122984,4.46988985735571,4.643916209660205,4.120552708897819,2.839485539444989,,1.2134616522695778,,,91735.30278623577,,,-0.3458380069743755,0.3723644193278066,,,-1.748548541209175,0.7994317569939,0.5153709019088507,-3.4097055069614925,-0.362503126467917
2020-01-10,4.871072321390869,4.0770558115307125,937234.0994854196,4.649533923952951,5.200658901038786,3.8979334795309355,2.94733632246926,,1.2232583532510155,,,201721.7736595524,,,-0.17793898894784999,0.2795447147391804,,,-0.5957936768811118,0.7241195839998981,0.5773420155105132,-2.9164968269422324,0.10714545385838366
2020-01-13,4.206591987181525,4.641444149755124,-590433.9593226081,5.1287684705285415,4.452367475014782,4.03821589229091,3.084594878671629,,1.2527722527684924,,,30669.81239447933,,,0.0983727413482706,0.26938265459850225,,,-0.39096919017618176,0.7182256771435154,0.608027747183735,-0.10525456516551308,-0.35465974182335486
2020-01-14,6.831060260416187,4.747454885276646,991303.0456710696,6.631695137957848,6.744870234891387,4.24604729793662,3.260135023746648,,1.2258885421332737,,,25737.274763624497,,,-0.36387123649938746,0.2642198897813424,,,-2.178819129167983,0.6828915358099351,0.8330545799286146,-0.3998821114591121,0.03840983469995276
2020-01-15,4.53317508677587,5.777385149172801,230951.76817754933,6.1482462534420605,4.89544422958793,4.596937756999134,3.373571125463053,,1.348891916300972,,,67105.77921956814,,,0.24252858784953482,0.30941851237005646,,,0.22538266171776006,0.6730672261231483,0.9957946358897275,0.12746138181785366,0.562156725766988
2020-01-16,6.333228538791964,3.1825009671634987,-570166.2945911065,4.8466677416745085,5.247287384925024,4.485168192579756,3.4131950704818004,,1.329986476970749,,,121361.17607976617,,,-0.688142788504976,0.2731271725121709,,,-0.9147428223781467,0.665683912350291,0.8902971104377633,0.4478563782634818,-0.5818780752738182
2020-01-17,4.545801374635467,3.327950004616838,-20721.54940695362,4.248413306914287,4.697125450191898,4.3353470311969815,3.50589633575202,,1.249906169242386,,,116951.34404105468,,,-0.3118475319437662,0.21235544196826753,,,-0.8013737031223402,0.6444963463352916,0.8849142914307526,0.895857444732687,-0.28887504120428775
2020-01-21,2.7881565346413524,0.3767042804283065,1517818.539700068,2.5871281879630885,0.8465501547628165,3.482399057331618,3.4626020406472806,,1.343891510783792,,,204736.79098416257,,,-2.001675438561618,0.005701099258621762,,,0.5542172610479044,0.7299889631594089,1.0773924323254993,1.0316875224390507,1.4503811871320496
2020-01-22,2.2359531803666286,1.3501178601648505,1520235.059049162,1.9203054563068136,1.404045837256703,2.802931652309259,3.4700197372674446,,1.3311044772555782,,,220336.9990728919,,,-0.5044757235950968,-0.21349439379464477,,,-0.6611455023378913,0.6833611758033528,0.6639873670973193,0.6820013683518696,1.222991896830592
2020-01-23,0.2773216037097015,3.580285956179523,527023.8286830457,2.623426695392844,2.1278645759362576,2.3635118137106033,3.5679249879977477,,1.2580453744594424,,,324694.6995701015,,,2.558020095289937,-0.41183562131816975,,,-0.7020625658517712,0.6812026046664238,0.6001838945171428,1.1642694575581662,0.7871379416747074
2020-01-24,6.562454465059552,5.1660888672104335,286257.71912139794,5.855682833875264,6.866768574104057,2.76022939371999,3.710873215543534,,1.2696188954846344,,,223150.53485166404,,,-0.23924879238548705,-0.295953427053686,,,0.011024743790360296,0.7019025446608989,0.5847875283772384,1.3391951558227912,0.6849072756177328
2020-01-27,5.461421963888185,3.6593071825410206,-1069537.890227228,4.912482872120222,5.244537017363335,2.826500829304827,3.769536326238433,,1.2367261166799488,,,208147.60430945124,,,-0.400435353689463,-0.2879125129716913,,,-1.1024572352813984,0.7039976218391274,0.657718357634579,-2.5380387744850816,-1.1045583980171263
2020-01-28,3.434763807959534,4.079579729048319,-1020353.1611892534,4.033248240583525,4.293892749371999,3.5670759190288295,3.7704678369728284,,1.236964156759703,,,139654.84630210255,,,0.17204581263337135,-0.05545289857841927,,,-1.3445978353658348,0.6998791622495343,0.5163912239337721,0.08296993132059252,1.309109666102501
2020-01-29,4.352706355077828,2.788953275460983,4910817.84288612,3.762861425236359,3.124732843732076,3.8548430020880557,3.744429824108477,,1.2525561846916393,,,296233.381085779,,,-0.4451314468840502,0.02906092492447079,,,-0.4492154775355168,0.6860014260485628,0.5348847919069833,-0.13885536030285597,0.3638340470041049
2020-01-30,2.6679869561234,3.0880028475718504,-2716453.568816785,2.3867824862613247,3.363600148854104,3.7563863803665214,3.7441437718868067,,1.252713254233417,,,323266.6517010308,,,0.1462003152710421,0.0032644677385199453,,,-0.023455274251681316,0.6981818079728024,0.6192158633378758,-0.008458793457075883,-0.708701303983401
2020-01-31,3.947570704673801,2.7762138389548525,379764.4660170679,3.4880325184622976,3.3568374032090844,3.278411374715405,3.661090417478243,,1.2593860554135428,,,257668.44173968368,,,-0.3520123072393178,-0.11040206322420178,,,-2.0310696344669794,0.7502706963324851,0.7824430839494295,-4.363052860104327,0.8712410751434679
2020-02-03,1.73434642329903,1.8822769194120847,114168.95759559236,1.806301851030021,1.9332107133139476,2.923005322089618,3.4956966655305903,,1.2652034971798876,,,216056.18598808246,,,0.08185153020511574,-0.17892038098607613,,,-2.0642860699474976,0.7824512105606192,0.9226298919399434,0.1870818155626107,0.5749435794883506
2020-02-04,2.202230325568273,3.0420202025164897,-416192.5751943225,2.328647590260964,2.727580675424626,2.7154934167832523,3.450796071358652,,1.2645391296178203,,,186027.99711438993,,,0.3230512038292993,-0.23963127556826894,,,-0.9189615825132932,0.7683897488932585,0.923573004222718,-1.3249871918246516,0.03687134644727381
2020-02-05,2.990667630691881,1.4801014914140325,4543706.042320418,2.7421647855766764,1.79343561515239,2.453723059973862,3.339386253076949,,1.3367519945149828,,,316143.38465059886,,,-0.7033859896297898,-0.3081805461155066,,,-0.05263190527031696,0.7786716203784948,1.00646509746994,-0.9108668974978347,0.26915025213417304
2020-02-06,2.224342116881459,3.656208162487388,-4010416.520903385,3.0055876094773453,3.239671801580677,2.5673641229569695,3.321050018508307,,1.3293771358844173,,,253625.51256714854,,,0.496965395103252,-0.25740126406548397,,,-1.452074433021865,0.7880832621730148,0.8430254592865843,-0.48745427395019925,-0.5652724556537779
