Date,LYFT_Open,LYFT_Adj Close,LYFT_Volume,LYFT_High,LYFT_Low,LYFT_MA_5,LYFT_MA_20,LYFT_MA_250,LYFT_realVolatility20,LYFT_realVolatility60,LYFT_realVolatility250,LYFT_avgVolume_20,LYFT_avgVolume_60,LYFT_avgVolume_250,LYFT_log1DayRet,LYFT_logMA5_20,LYFT_logMA20_250,LYFT_logMA5_250,LYFT_log1DayRange,LYFT_HL_20_realVol_20,LYFT_HL_5_realVol_20,LYFT_logD2,LYFT_logD5
2019-11-18,2.4409962144609985,2.6296477123120283,-3528405.99563637,1.6917415440697177,1.989926068860008,,,,,,,,,,0.07444364693157825,,,,-1.2100427734029064,,,,
2019-11-19,3.022282754815066,2.011962873389276,-2360051.0311068376,2.8029327330929164,2.6292184715348377,,,,,,,,,,-0.4069016254544824,,,,-1.7503435045684606,,,,
2019-11-20,0.3923384067032884,-0.2260847861099364,-250591.40511210635,-0.5111089638990052,0.6585999690910995,,,,,,,,,,,,,,0.15675494263784331,,,1.0493283770731643,
2019-11-21,0.3122990348210699,-0.5288777962680911,-379171.267222954,-0.0923270023433318,-0.0536937378772108,,,,,,,,,,,,,,-3.253641599891436,,,0.9324949985772437,
2019-11-22,1.2066120335272714,2.2145490433715054,1226129.9804378096,1.780177632747371,1.8554653002069408,1.2202394093389564,,,,,,,,,0.6072323305498629,,,,-2.5864389363468687,,1.3120191555133507,0.8922577717526367,
2019-11-25,0.5182140289785764,2.513706871958565,-1729668.9271948822,1.6639587461309802,1.19730017310496,1.1970512412682637,,,,,,,,,1.5791254438067328,,,,-0.7621573957129683,,1.37028227386717,1.1127073739974032,-2.1546752149213533
2019-11-26,2.6071819317396496,1.029419496380477,-1259683.578953369,1.570999622835778,2.0243380185551523,1.000542565866504,,,,,,,,,-0.9292748707628006,,,,-0.7911164219544685,,1.4171712162905772,0.1698520909671395,-0.017610786586010514
2019-11-27,1.6595867031293992,2.733388165155219,-2123846.4507982144,1.87122578735368,1.9485425047176328,1.592437156119535,,,,,,,,,0.49897332847269005,,,,-2.5598450807430364,,1.1426034046364264,-1.5155774502506782,1.0850111954769235
2019-11-29,2.7108634197617647,1.4218225261681212,-394351.9115093053,2.5531972257928395,2.609608453360696,1.9825772206067775,,,,,,,,,-0.6453276714227172,,,,-2.8750870699379347,,1.046492110255055,-0.9354658301493707,0.6681884478113042
2019-12-02,1.656269737573595,3.420373914646852,-790550.5502766985,2.228554962409252,1.8517006222512256,2.2237421948618468,,,,,,,,,0.7251819491593621,,,,-0.9758965318211332,,1.0359379687309715,-0.3754417300729882,0.18716387322912123
2019-12-03,3.457657110255287,4.833145201774308,4304258.046997657,4.823239471937448,3.9834212126755766,2.6876298608249956,,,,,,,,,0.3349062122847378,,,,-0.17456976857513232,,1.1773967046756122,1.2271000974983175,0.8413250571501203
2019-12-04,5.270787516149071,1.823595982049099,-56757.44871035963,3.564494779689234,3.226609921497179,2.8464651579587197,,,,,,,,,-1.0613694191459484,,,,-1.0850500977721582,,1.1414857279676918,0.4679878067136325,-0.23044956829239718
2019-12-05,2.386541356638755,3.509560505461188,-1200665.9375009527,2.612796974674854,3.3499248946810134,3.0016996260199136,,,,,,,,,0.3856456307943511,,,,-0.3049938333246864,,1.0786091079989546,0.28034373482948427,-0.2533806954336566
2019-12-06,2.2689364505263576,1.587449660169607,-2021639.5552872608,2.221123062016087,2.171639147849828,3.034825052820211,,,,,,,,,-0.35718245655189784,,,,-3.0061076285586954,,1.1332357141557086,-1.4433036581181071,-1.798016197787382
2019-12-09,0.0824355219689607,-1.238114320855221,1682922.2294686465,-0.1951554292453821,-0.7919769876462688,2.103127405719796,,,,,,,,,,,,,-0.5161371074191351,,1.1649768663376199,1.5576549879481176,1.5386909825218915
2019-12-10,-1.2943015090737229,-2.1740751087085712,6665241.678224054,-1.886112534711554,-2.3895190969425286,0.7016833436232204,,,,,,,,,0.5186321623225189,,,,-0.6863571605475027,,1.0926521258364685,1.3248243988371289,1.9469410903787647
2019-12-11,-0.8270600341893832,-0.8452015153615982,394151.9896147223,-0.7346913644879471,-0.2383265351421144,0.167923844141081,,,,,,,,,0.021697793522283973,,,,-0.7004440796004598,,1.109117629027141,-0.9341675607024075,0.981627995461039
2019-12-12,-1.246790232514229,-0.7245929170315755,8549979.385030525,-1.7458196702199942,-1.2083650186460666,-0.6789068403574717,,,,,,,,,-0.5427177104102519,,,,-0.6209108917043833,,1.0646870892474283,0.37120638346553364,1.4431834078834658
2019-12-13,3.524063349796357,5.528057196873501,21468373.160995908,6.365307648428441,4.032100771766238,0.10921466698330703,,,,,,,,,0.4502217485834324,,,,0.847243663202364,,0.6650670046825423,1.8521109105552895,1.3713349085556545
2019-12-16,3.930094104746477,3.9124829829653898,-10444943.848431606,3.3011697359672745,4.918015507708507,1.1393341277474291,1.6716107844170072,,2.099755541617296,,,887536.4281514203,,,-0.0044911643676029565,-0.3833437098371457,,,0.48047719678895634,1.1848813562204636,0.7421995909842231,1.5340839736163097,1.6391126892747214
2019-12-17,2.2587887375909403,1.5314245831543225,-1632399.3081949186,1.2784991679400122,1.6036333544471653,1.8804340661200079,1.6166996279591221,,2.0877084651061466,,,982336.7625234928,,,-0.38863031048943913,0.15111583192401612,,,-1.1235173003040657,1.1846883635367826,0.8422467088599841,1.385452159997862,1.3098181192525853
2019-12-18,1.426344266557166,0.0382684692624302,1145945.9559733924,1.6497482687343918,0.6653243360226959,2.0571280630448134,1.5180149077527796,,2.1145167978543236,,,1157636.6118775043,,,-3.6182436927159642,0.30390736634612336,,,-0.01569864878220613,1.1990904179487696,0.7998989126942506,1.354342936116472,-0.12389796106035232
2019-12-19,0.331889908268046,-0.2199269456053301,2565864.751397988,-0.4640622022460334,-0.9740377480511704,2.1580612573300626,1.51832279977801,,2.114249907144198,,,1298459.419703009,,,,0.3516039481494262,,,-0.6733925038150672,1.1699465542374494,0.8089579719876618,0.5603877920119492,-0.6838585112768293
2019-12-20,-1.0284590164895882,-0.0901813794478911,-656490.8004279807,-1.3031909471333414,-0.7174177100570454,1.0344135420657843,1.54025762061902,,2.094072252990568,,,1284593.4430427577,,,-2.4339938909707612,-0.3981150484502792,,,-0.5348225317429416,1.0550829755984268,0.6196340096676181,-2.052216733236815,1.7260181941957213
2019-12-23,-0.0175570182177331,0.9003635138719339,-5261622.692986466,0.2298932059154488,0.8990082219826654,0.43198964824709307,1.4745483441440412,,2.092418328644604,,,960205.809371544,,,,-1.2277053889568827,,,-0.401799311258345,0.9857280618061128,0.40367667100548676,0.11358799050349035,1.102643973524694
2019-12-24,2.758637970366632,3.171871666464547,2857688.958543093,3.277784714432101,3.2461346180396866,0.760079064909138,1.5074565838693403,,2.114678919869108,,,1189573.7036584427,,,0.1395847757890295,-0.6847566674554124,,,-3.4530140848226734,1.1472471027393918,1.384358538932246,1.182356765842333,0.49496881645879626
2019-12-26,2.392754073354596,2.3601079199840385,-2400583.89657453,2.594621372058455,2.250905837092194,1.2244469550534596,1.5739910050495185,,2.1197744419303883,,,1132528.6877773846,,,-0.013737687667313784,-0.251125158477742,,,-1.0679408969442494,1.1467905345139369,1.2695454244458935,0.37826135608792294,0.8423597382158159
2019-12-27,2.8393262800328856,2.132464701423384,-754664.429714621,2.387469635798709,2.4396488066642767,1.6949252844592024,1.5439448318629267,,2.1066944130904233,,,1200987.7888315644,,,-0.28628835111717627,0.09329793959028798,,,-2.9530718892892662,1.178375226505908,1.4216287385770423,0.03865032459069076,0.8554325327678723
2019-12-30,1.58531781639633,1.509057426599533,-2654201.0245703566,1.0319927560107551,1.5456931793399882,2.0147730456686874,1.5483065768844972,,2.106518560012765,,,1087995.3331785118,,,-0.049299667180424805,0.2633447539908417,,,-0.666115017430545,1.0930219439706064,1.3961229909694588,-0.16128381799210828,0.4695277698222371
2019-12-31,1.3083866534127786,2.510476806221714,-942375.0829334576,1.7951826739014043,1.6709826435723087,2.3367957041386433,1.5028117214632404,,2.0735264676086302,,,1080404.106545674,,,0.6516778818045261,0.4414427993009782,,,-2.085861865287172,1.1257508123259568,1.1900352931453868,-0.9728290605992782,0.4763045444397838
2020-01-02,3.6840673615404,3.290661280749031,1630813.118862576,3.5909300305137,3.4938760728329825,2.3605536269955403,1.4256875254119765,,1.9691976772523299,,,946731.8601389198,,,-0.11292886134921737,0.5042420078953124,,,-2.332488190386972,1.151927220740039,0.9373121183865843,0.5775140002666616,-2.130401297722881
2020-01-03,3.107839113357734,3.8527446943109176,794220.984573571,3.321158223579729,2.5561630867626945,2.659080981860916,1.5271449610250676,,2.0417156548024193,,,989280.7818031164,,,0.2148581360783809,0.5545806139155007,,,-0.2678858022777234,1.164851580459796,1.1436145572468481,0.2943606371747105,0.4005442031758682
2020-01-06,3.08651395766054,0.9827836528599718,-1926717.346749736,2.401464321752851,2.4518155734989726,2.4291447721482333,1.4008061183950067,,1.9901147978803335,,,952978.2113406772,,,-1.144408556711086,0.5504913800208159,,,-2.9887317992304308,1.2326772636968455,1.153752424661408,0.8363283263949035,0.1394845548314972
2020-01-07,0.7053078588135868,1.2501041838387366,-776633.0191336684,0.8250841861793248,1.3659526129321122,2.3773541235960742,1.3839388445784633,,1.9898792138558525,,,1015228.5381483568,,,0.5723477872302855,0.5410544877217279,,,-0.6145792334986184,1.1555385372205227,1.165117113623706,0.956526510624834,-1.351107763461175
2020-01-08,0.9882919698000237,2.915119467348017,1053206.1186019648,2.1337461886835527,1.65360837420112,2.4582826558213347,1.591600533988625,,1.9172300493596792,,,983742.7326050227,,,1.0816879115140774,0.43472286368927004,,,-0.7336821027843272,1.1515754328121097,1.1974312357142363,0.6587295377086955,-0.904750919554075
2020-01-09,3.26641533798621,1.4240970093037577,-1144110.8824689733,2.2963084832447507,2.6901376226384066,2.08496980153228,1.7715091398892415,,1.702012004973796,,,593275.1045703713,,,-0.8301552215169459,0.16292256675137812,,,-0.9318381201015954,1.1490295154793106,1.0790682044279474,-1.7487412135773583,0.624099452985537
