Date,MCD_Open,MCD_Adj Close,MCD_Volume,MCD_High,MCD_Low,MCD_MA_5,MCD_MA_20,MCD_MA_250,MCD_realVolatility20,MCD_realVolatility60,MCD_realVolatility250,MCD_avgVolume_20,MCD_avgVolume_60,MCD_avgVolume_250,MCD_log1DayRet,MCD_logMA5_20,MCD_logMA20_250,MCD_logMA5_250,MCD_log1DayRange,MCD_HL_20_realVol_20,MCD_HL_5_realVol_20,MCD_logD2,MCD_logD5
2019-11-18,14.9072653850978,9.787838130036178,-2134085.391355143,10.807234552102926,11.185706429308992,,,,,,,,,,-0.42070809599620723,,,,-0.9716135095095405,,,,
2019-11-19,14.130569658827852,13.906097060937824,-405773.8609432951,12.804286195230432,16.359279178756083,,,,,,,,,,-0.01601313000042103,,,,1.2683530895614563,,,,
2019-11-20,7.842899455363948,6.293295593178783,667431.0706820851,8.260199348275592,9.026074944801508,,,,,,,,,,-0.22012371929824395,,,,-0.26673552905506004,,,1.2512024763770289,
2019-11-21,8.01646685829813,10.00398799381091,2365867.788308669,8.567369837197248,5.437344736816897,,,,,,,,,,0.22148602942356488,,,,1.1410410238107545,,,1.3615171934061074,
2019-11-22,14.446837858217435,15.627619122971325,567427.8357844241,16.185463054963677,15.957275068264394,11.123767580187003,,,,,,,,,0.07856424817574091,,,,-1.4775854866766036,,1.2339307413461753,2.2336983083574578,
2019-11-25,14.168683826474307,8.412048657133212,-1999783.8530646756,11.87646855838507,13.85539331561688,10.84860968560641,,,,,,,,,-0.5213691228008502,,,,0.6825536452972276,,1.1475801498990303,0.4649529815942245,0.3190277284617835
2019-11-26,5.451433382369345,5.8892176220615085,156393.35154563328,5.205617242285968,6.979250127088761,9.245233797831148,,,,,,,,,0.07724457723761365,,,,0.5730299204216412,,1.0326572651230612,2.2760769872360727,2.0815492487634213
2019-11-27,11.810856107942982,16.001212356647457,-519537.2484239489,16.468881976571197,13.808563941993953,11.186817150524883,,,,,,,,,0.3036453739893674,,,,0.9784456775178013,,1.0626314627340099,2.0267214008195515,2.272941713813246
2019-11-29,16.091776973264615,8.278647695483059,569561.3679779801,12.509472156759472,12.409821416140131,10.841749090859313,,,,,,,,,-0.6646287612553932,,,,-2.306083800144825,,1.4809290346815824,0.8710548745030611,0.5454243054202456
2019-12-02,10.286089292845318,11.300992722772506,-1472528.8950411454,8.948629989978201,11.199195730381092,9.976423810819549,,,,,,,,,0.09409814510960354,,,,0.8111816247896074,,1.3800702037805843,1.5476092382358637,1.4647881159849019
2019-12-03,12.85145897811627,12.20875376927529,75346.63603939395,14.131496777660672,15.021921647802486,10.735764833247964,,,,,,,,,-0.05130412753410021,,,,-0.1160565479847606,,1.3485657964229132,1.3686664163037525,1.334133614852639
2019-12-04,16.714893023852667,11.156803716712972,-327462.7599432077,13.914708095211353,13.724115813613167,11.789282052178256,,,,,,,,,-0.4042506092238945,,,,-1.6576187838695817,,1.4701719679202432,-1.9366302979564012,1.661572211062203
2019-12-05,12.503854954229212,12.522263959391267,-530914.5988152209,13.044911215910446,14.03010303954622,11.093492372727018,,,,,,,,,0.0014711836498449685,,,,-0.014918911962465033,,1.2826885927267342,-1.159923415080233,1.2467300634228902
2019-12-06,5.910812975697809,11.206699953440108,3354830.8624406178,10.289236954068317,6.818052023676671,11.679102824318429,,,,,,,,,0.6397284282759573,,,,1.244496014167288,,1.1128691498312164,-2.997809695358474,1.074337443602724
2019-12-09,10.919418996257932,6.466981195670883,-1759173.2661920334,8.252925176222035,10.82600119521777,10.712300518898104,,,,,,,,,-0.5238333487062466,,,,0.9451020777507423,,1.1370157406903163,1.8009310751253147,1.5756766668671165
2019-12-10,7.843196305868219,7.803751936106153,-223982.6451695333,6.6118662868974525,7.333226753067592,9.831300152264276,,,,,,,,,-0.005041807860266305,,,,-0.3266163135528389,,1.149927747706668,1.22464211986109,1.4827406755445007
2019-12-11,11.407002646200226,6.175935629119365,-326210.0452041975,9.876178780629544,9.215977809857662,8.835126534745555,,,,,,,,,-0.6135670441041757,,,,-0.4152109891432195,,0.7600454463274057,-1.234275437981275,1.6056041906233387
2019-12-12,7.705294186526515,5.563237939332439,-75573.80055571813,6.957508303638178,7.248109569658013,7.44332133073379,,,,,,,,,-0.32572734734843584,,,,-1.2358031712834063,,1.0294768176572007,0.8067053023897841,1.9400395249071423
2019-12-13,7.955740881178912,10.85095939458148,-933963.6854249376,8.855411777321436,9.97203851089273,7.372173218962064,,,,,,,,,0.31035970806176777,,,,0.11031229554849595,,0.7971163799260186,1.5422342462490375,-1.0335535810610923
2019-12-16,12.529153897901494,9.538277744273287,-95786.86552463938,10.921055470834077,11.236953114477004,7.986432528682545,9.9497311096468,,3.140048993116259,,,-152395.9001439446,,,-0.27274530131044594,-0.219801358608024,,,-1.1523370303885998,1.0747715517729435,0.5750377765986396,1.3800347618777542,1.1220998009784964
2019-12-17,7.146017505733397,8.966884831074935,-930150.914083446,9.606836694405844,9.062917431951972,8.219059107676301,9.908683444698738,,3.1476334063842804,,,-92199.17628035978,,,0.22698311892383793,-0.18695574959528033,,,-0.6089544577475837,1.0624460391785069,0.5544935952637154,0.6334367526037864,0.1511171361130248
2019-12-18,11.36508748961974,5.075854616525305,465483.6564187165,9.478888468536468,7.515762957814672,7.99904290515749,9.467171322478112,,3.1765802941670267,,,-48636.3004122592,,,-0.806051247342136,-0.16850826612320563,,,0.674537851468293,1.0302634935673725,0.8237536950525586,1.4956919206824215,0.09538382490523915
2019-12-19,4.63232893202543,3.670222198503666,1217943.4151921384,3.645122109085591,3.233208253340564,7.620439756991734,9.336017652744356,,3.36318842484906,,,-21110.68318675654,,,-0.2328075459231122,-0.20304570688304902,,,-0.8869410394920606,1.0441259479139022,0.7513491044595592,1.667076930251138,0.6381711874745863
2019-12-20,1.395946732473135,8.266570242605354,746347.103216914,5.81227610485243,3.100714605051408,7.10356192659651,9.24914676518408,,3.3674626837625605,,,-102086.71744134428,,,1.7786468538758615,-0.26393496761773927,,,0.9975246681411655,1.0352279146101466,0.9675801995769205,1.1602452258319733,0.9494891751911778
2019-12-23,7.906539815371545,6.297308757640224,2536889.282928972,6.114876447013174,9.353610400310316,6.455368129269897,8.782631246917523,,3.0705048190483857,,,-3613.645084116887,,,-0.2275678809430402,-0.307863996418605,,,1.1751824982843455,1.0273114198600513,0.9517577836086905,0.9658754599651218,1.175872355040212
2019-12-24,14.576438236966112,12.641140555044274,-783810.6067989822,13.554522483354674,14.709080920569008,7.1902192740637645,8.994085841813078,,3.187050267494417,,,57185.01722916778,,,-0.14244978728615107,-0.22384556428902047,,,0.14371796543426515,1.0147284976070778,0.829615614905869,1.475808300686562,1.3013505880640512
2019-12-26,11.362136535170904,9.927345945778567,-1259776.117339352,11.083909486195012,11.461185387629286,8.160517539914418,9.19599225799893,,3.106901845593373,,,-13623.45621508148,,,-0.13499330491244582,-0.11946017403876899,,,-0.9747785251509122,1.0234280914376637,1.0114680384806531,1.2892428928904935,1.579286148251539
2019-12-27,12.542810608080757,13.698426176673324,1060949.8870173227,13.547972444640791,13.26865718895256,10.16615833554835,9.080852949000223,,2.8754834090281274,,,65400.9005569821,,,0.0881333071030781,0.11289626859714645,,,-1.2754141863689743,1.0189438226521765,1.114984461169566,0.055704889523659665,2.305401520951725
2019-12-30,13.504726942319737,12.339478367982068,-1524245.960630074,12.624103861815414,13.257367173494302,10.98073996062369,9.283894482625172,,2.9580423909034397,,,-39289.4658734206,,,-0.0902360220884939,0.1678617026488409,,,-0.45686896911499664,0.8987340232124719,0.9749248970894028,0.8805111787689814,1.404357271421122
2019-12-31,12.338852435147544,10.661245141868548,-1056734.1321631265,11.551804940614318,13.082841413457714,11.853527237469356,9.251907103579976,,2.9384763920046275,,,-18499.727729519655,,,-0.14613780165204196,0.24779577682691836,,,0.4259449392810068,0.8809805038515669,0.7200682284085929,1.1109297940350542,1.4733744904650141
2020-01-02,16.828320039727387,10.937848528629956,890007.4250914361,16.563043545376814,13.161756707989085,11.512868832186493,9.188361841547708,,2.8844129467366058,,,22233.311723082454,,,-0.4308340671832796,0.22552777258666118,,,1.2241538416006543,0.9346539787598136,1.0298241815645786,0.33763573046546036,0.5325628646160647
2020-01-03,13.127299709666886,13.21131213023648,293878.88580023404,11.806091884906806,13.271648798587222,12.169662069078075,9.291087262223884,,2.992756503248857,,,53300.394010254546,,,0.006379433054585523,0.269890557338139,,,0.38223531608884015,0.864792722115541,0.9543964119149235,0.9361196287734945,1.189051894478066
2020-01-06,13.407729590703994,12.637892973855102,-230457.4403883596,13.699134043375736,13.83699691298878,11.95755542851443,9.296868712947077,,2.9994313091394047,,,68323.25193159761,,,-0.05913169606146042,0.25168568609039776,,,-1.9814957863267555,0.9716331735729224,1.2173914924047078,0.5306543949705012,0.058771803177682956
2020-01-07,10.735317653590982,10.650740855428596,2099947.5738850525,10.870812617663203,11.743105242175147,11.619807926003736,9.2690707580465,,2.983332958390489,,,5579.087503819343,,,-0.007909567727235854,0.22602808898055823,,,-0.13663033279830827,0.9187193546976554,1.201000301928404,0.9402303878181012,0.5239812157740196
2020-01-08,10.684042370236966,11.823274788975256,-2483654.435794148,10.529981816666291,11.730139998262658,11.852213855425079,9.53688543771172,,2.9588670799098855,,,-30644.970976286393,,,0.10131876750497568,0.21734771525293947,,,0.18245336610369792,0.8852789752361763,1.1833483803823448,-0.20503576032457402,0.15016817196544113
2020-01-09,12.761286656841063,11.390309351451265,972.5030687178952,11.674340588583576,12.148669951235306,11.942706019989341,9.716213308478974,,2.9569832804812757,,,-19397.213564373833,,,-0.11365317100177968,0.20632475187622637,,,-0.7458533406740055,0.893194603981691,0.9517531266742253,-0.30168837634358825,-0.7930540989907926
2020-01-10,12.036660777538131,16.353491849791084,602839.9087858102,16.621418224044348,13.801310861144032,12.571141963900262,10.22509111951256,,3.182782795610205,,,27055.284135126556,,,0.3064843859798513,0.20655925350396184,,,1.0367749561757706,0.9351749478259253,1.1256599047389133,1.5107698546418784,1.144916737292023
