Date,Open,Adj Close,Volume,High,Low,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,logDayRet,logMA5_20,logMA20_250,logMA5_250,logDayRange_20,HL_20_realVol_20
2019-11-18,7.520152901510471,13.729959709032457,42789932.388741605,13.638480891422232,8.513587038064813,,,,,,,,,,0.6019938148522834,,,,1.6341098132699692,
2019-11-19,15.297180867125846,16.056149513859495,49420957.13781413,15.823880378077275,15.136124944164736,,,,,,,,,,0.048423369104438715,,,,-0.3743219782089728,
2019-11-20,13.95185553433437,13.454164007241944,6342911.729985163,14.139598308376051,14.053792995342064,,,,,,,,,,-0.0363238628850809,,,,-2.4556743509323593,
2019-11-21,15.789549241080536,16.63206651326358,116220215.90586476,18.272333593608565,15.952487625130232,,,,,,,,,,0.051984268914942136,,,,0.8415007905768424,
2019-11-22,13.92528788089247,11.600770473762452,-17697517.333637625,11.082458255302583,11.771303888368138,14.294622043431986,,,,,,,,,-0.18263494321382515,,,,-0.37273807796788483,
2019-11-25,13.011389507057885,12.176352308985033,-33188732.558091745,13.46164780721,14.592262559221084,13.9839005634225,,,,,,,,,-0.06632935441640088,,,,0.1227615131228807,
2019-11-26,13.055207501111552,7.925859334064938,25887675.52759078,11.059075386235705,6.944512241193024,12.357842527463589,,,,,,,,,-0.4990563491979222,,,,1.414532666899976,
2019-11-27,9.335293889893592,10.810071028839346,-50350850.73740989,9.093382321390592,12.30316420488839,11.82902393178307,,,,,,,,,0.14667594321085406,,,,1.1662029857671754,
2019-11-29,11.436537884669193,11.750382442219715,-2124760.5625289083,11.108581642709453,12.184371744333362,10.852687117574296,,,,,,,,,0.027072480644281187,,,,0.07305536987017802,
2019-12-02,11.366120408578055,11.069798123413634,-27940491.333527647,10.078386073406293,10.881820498269391,10.746492647504533,,,,,,,,,-0.02641652638325609,,,,-0.2188597090041985,
2019-12-03,11.862811014484038,8.631421946232436,22473610.705211625,11.061442616940395,9.40228701929415,10.037506574954014,,,,,,,,,-0.31799912254761215,,,,0.5063087968321461,
2019-12-04,7.263731348407774,6.019199984633247,1052038.8938898891,6.66133753213515,6.672168338397469,9.656174705067675,,,,,,,,,-0.18793929906874918,,,,-4.525360773619376,
2019-12-05,6.490950128625684,10.443951685757156,-10859029.18551594,9.025175800314171,8.143949302114407,9.582950836451237,,,,,,,,,0.4756141059330959,,,,-0.1264405939207627,
2019-12-06,12.170336498492134,14.321890440723678,95080832.74649198,12.927372354774718,12.538016478322277,10.09725243615203,,,,,,,,,0.16278761038423145,,,,-0.9432615040912975,
2019-12-09,6.015536985963536,2.1056989253372933,52352742.919962645,5.13768223311682,3.4992935449106426,8.304432596536762,,,,,,,,,-1.0496981768529847,,,,0.49371325166818336,
2019-12-10,3.578437425246108,7.498487033098442,-59452321.73760171,5.579021254504511,6.27917553324636,8.077845613909963,,,,,,,,,0.7397750395366133,,,,-0.356454570020206,
2019-12-11,10.01529701008792,7.567127319553549,-48903048.58234909,8.030639414433551,9.401102341541858,8.387431080894023,,,,,,,,,-0.28030011199970783,,,,0.3151485857624362,
2019-12-12,7.963031956014674,9.286503655251252,-26516822.86209524,8.086412065679013,8.99069806596934,8.155941474792844,,,,,,,,,0.15375229992481657,,,,-0.10060959662245582,
2019-12-13,10.228599416488876,9.293936851999549,-11965013.265863374,8.845859468443223,9.604161637479391,7.150350757048017,,,,,,,,,-0.09582542500786972,,,,-0.27667333288613144,
2019-12-16,8.906608798402303,9.27753033565385,-14180561.145589689,8.896729265128357,9.526219746346698,8.584717039111329,10.482566081646151,,3.4863255676868277,,,5422088.432567086,,,0.040801820962503496,-0.19972997015057556,,,-0.4628445467902339,1.3546106148844463
