Date,SKX_Open,SKX_Adj Close,SKX_Volume,SKX_High,SKX_Low,SKX_MA_5,SKX_MA_20,SKX_MA_250,SKX_realVolatility20,SKX_realVolatility60,SKX_realVolatility250,SKX_avgVolume_20,SKX_avgVolume_60,SKX_avgVolume_250,SKX_log1DayRet,SKX_logMA5_20,SKX_logMA20_250,SKX_logMA5_250,SKX_log1DayRange,SKX_HL_20_realVol_20,SKX_HL_5_realVol_20,SKX_logD2,SKX_logD5
2019-11-18,1.6428034117520376,0.6721624634733665,-376227.7199397199,0.9476651785027812,0.6977817607838936,,,,,,,,,,-0.8936593864463946,,,,-1.3867607990095814,,,,
2019-11-19,0.7368086338299698,2.3071623608176037,-136864.8626590632,1.5821516464927718,1.5968627683387346,,,,,,,,,,1.1414454302821955,,,,-4.219151483105253,,,,
2019-11-20,0.6585965036685941,-0.0475216952737795,-27503.53620286775,0.015346047552029,0.6652284309580772,,,,,,,,,,,,,,-0.43096388107170813,,,-0.3289428316219102,
2019-11-21,0.6280932625439384,0.4093147254486702,221720.78356039943,0.2567142566333338,0.416832026962787,,,,,,,,,,-0.4282043026735951,,,,-1.8318456699518877,,,0.640720420552838,
2019-11-22,1.6720058061345462,2.3417385684641445,752158.2427505946,2.8572872215439595,2.047094317047346,1.136571284586001,,,,,,,,,0.33686964424925053,,,,-0.2104829059702205,,1.6011969262701067,0.8709838049539934,
2019-11-25,1.5949633207752782,0.17932322764619,-518378.6633578043,0.6191053024171822,0.7450994983235972,1.0380034374205658,,,,,,,,,-2.1854161000848116,,,,-2.07151943732645,,1.605981995497999,-1.469712936818377,-0.7075722517763877
2019-11-26,-0.7888083083454482,0.1841608041299842,-58143.38229256915,-0.3752215615272476,0.0937038089952189,0.6134031260830419,,,,,,,,,,,,,-0.7573116478831061,,0.8408184076985362,0.7689861870497152,0.7528309159698466
2019-11-27,1.3554936411272074,1.0902052663379571,-191081.8978740084,0.8101926922106237,1.086648330894498,0.8409485184053892,,,,,,,,,-0.21779970252884912,,,,-1.285704909647753,,0.7642506410819094,-0.09334187562561767,0.12903237863180214
2019-11-29,0.9598061472321008,0.6624721171462618,-60532.75968299108,1.0661572035042577,1.0706934818524625,0.8915799967449075,,,,,,,,,-0.370752864456436,,,,-5.395648350196713,,2.047974648133626,-0.7374934760222317,-1.3737438821080756
2019-12-02,1.652579218788354,1.6719390204987017,3584116.622511192,2.033323004991498,1.5304317563642442,0.7576200871518189,,,,,,,,,0.011646812656740745,,,,-0.6873813377705967,,1.9560927813708373,-0.5417424029984446,-0.4007767935021608
2019-12-03,1.4069517353908196,2.184003883864545,-1271302.457489821,1.6180917268261688,1.4657755740678091,1.1585562183954898,,,,,,,,,0.4397343618682696,,,,-1.8817969658843765,,1.9571565433873752,0.4197175686898648,0.6954847743665725
2019-12-04,2.4875363686573344,3.276647043488399,316294.26362313563,3.0157218378087656,2.9050070195994806,1.7770534662671729,,,,,,,,,0.27552784620109705,,,,-2.200797589063418,,1.8300705801935584,0.4729418228926738,1.128975375592606
2019-12-05,3.7758033229651744,4.465045655909211,103284.36205897645,4.178040302698069,3.934984061914737,2.4520215441814237,,,,,,,,,0.16766627871621254,,,,-1.4144624188677106,,1.8132296177569354,0.8246322561747563,1.2163480312273045
2019-12-06,3.461083605794986,1.043995580623271,492687.0536148823,2.815919021921236,2.110970561010962,2.5283262368768256,,,,,,,,,-1.1985264645723301,,,,-0.349630583933986,,0.7812325463146025,0.8031898759756385,-0.9635829269325946
2019-12-09,0.315167989869245,0.7854241403651123,-1176928.7387434791,-0.0647165359143606,0.5731561965179743,2.351023260850108,,,,,,,,,0.9131180802238585,,,,-0.44961649448210184,,0.8338287259579892,1.302809897854585,-0.12045736834806928
2019-12-10,0.5957204205312792,0.2486214869388021,51975.68621346541,0.6961302731413994,0.5389954074035259,1.9639467814649592,,,,,,,,,-0.8738398568237149,,,,-1.8506508249394675,,0.8281120463026652,-0.22894271691187454,0.6603049281075125
2019-12-11,1.1416320458653288,1.3358924949596869,151073.23309012735,1.7768556826089856,1.7553151035744037,1.5757958717592166,,,,,,,,,0.15714074623541732,,,,-3.837816725786887,,1.4133263731955643,-0.5969858093135457,0.6630768399972671
2019-12-12,1.2253136859086418,0.7681100703841146,-633260.6661955081,0.7293527232831956,0.8778052667344625,0.8364087546541974,,,,,,,,,-0.46701911663709617,,,,-1.907489944532367,,1.4160480355229048,-0.6549104447280036,1.3075042563580461
2019-12-13,1.1816000279833825,1.6121383244117915,-474955.0063654429,1.3334644042713537,1.7904557398159362,0.9500373034119015,,,,,,,,,0.3106919736738434,,,,-0.7830908476887093,,1.3246306363079174,-1.2864641232700915,-0.5653825823470934
2019-12-16,1.9835752745710948,2.5608414895090377,609812.63325595,2.329706381014404,2.3042642815260983,1.3051207732406866,1.3875838514571535,,1.1732204873227137,,,67897.15949377241,,,0.25543500069038044,-0.061268415257979304,,,-3.67135001685935,1.4316615169855262,1.3078499226871352,0.583740389272742,0.5740355215677957
