Date,M_Open,M_Adj Close,M_Volume,M_High,M_Low,M_MA_5,M_MA_20,M_MA_250,M_realVolatility20,M_realVolatility60,M_realVolatility250,M_avgVolume_20,M_avgVolume_60,M_avgVolume_250,M_log1DayRet,M_logMA5_20,M_logMA20_250,M_logMA5_250,M_log1DayRange,M_HL_20_realVol_20,M_HL_5_realVol_20,M_logD2,M_logD5
2019-12-12,-0.293056571771098,-0.3155898880145424,-2821932.688467168,-0.4355142820243785,-0.3231581073426062,-0.24755814402312307,,,,,,,,,0.0740778798497999,,,,-2.186081322521691,,0.9528081476587266,-2.784669472488432,-0.5096495159745564
2019-12-13,-0.2585571093891885,-0.1149263349953058,-862342.2020036727,-0.2126640669678878,-0.0424663488153567,-0.2688662907832505,,,,,,,,,-0.8108252377628157,,,,-1.7707944697921303,,1.094640535068143,-1.9818022140792362,-2.239227889957054
2019-12-16,-0.0466614081860958,0.1562331239255221,-2229274.8514397107,-0.1172525467379159,0.0475284012607244,-0.15617409152087428,-0.17696431087037692,,0.30043745994968507,,,660235.1522256958,,,,-0.12497672243824486,,,-1.8031382749941145,0.9573940130753783,1.145228735620156,-0.7511513384204285,-0.5736571647357351
2019-12-17,0.0664121523088727,-0.0482218397089493,567755.0423249528,0.0711938643810543,-0.0319781729559078,-0.11505038097284011,-0.16802541541682275,,0.3015280105060244,,,1108986.4437013308,,,,-0.37874512236077434,,,-2.271357418687083,0.9574143277976276,0.6688164067113453,-2.7074829327339915,-1.5817325124091584
2019-12-18,-0.0526977244343997,-0.2740848657229646,6302973.813547261,-0.1190591369383069,-0.1887305466985536,-0.119317960903248,-0.1795646372998649,,0.3009190215402416,,,1726713.224078007,,,1.6488655123457594,-0.40874336929911687,,,-2.6639652353199894,0.9574459808982065,0.36868076422217894,-0.843230832787482,-3.847270461005842
2019-12-19,-0.3463391703326341,-0.1069174854934043,4016564.440343234,-0.422936763543976,-0.2642929141405075,-0.07758348039902038,-0.16127316828770816,,0.29317886814348765,,,2174506.9776522163,,,-1.1753611826433168,-0.731745101587839,,,-1.8410935300406017,0.9313232717352115,0.3893830980050819,-2.835389732336251,-1.5669897088074696
2019-12-20,-0.3438205261126814,-0.0878749420529168,4266641.966817882,-0.1923589764986868,-0.3183551749989357,-0.07217320181054257,-0.15444418909905935,,0.29322039872413735,,,2821716.8530158596,,,-1.3642051041058467,-0.7607639845310659,,,-2.071503543118747,0.896727834709186,0.3531387615372909,-1.6808806198018318,-3.6100167799179133
2019-12-23,-0.217499211928406,0.2141058812469958,5366271.751286309,0.1634250951628235,-0.0417490031093055,-0.060598650346247826,-0.1421635712365234,,0.30359989632133294,,,2853080.242185876,,,,-0.8527056834650208,,,-1.5838964003967992,0.9131014236269215,0.41252208342752045,-1.1362413649176446,-2.849508517711458
2019-12-24,0.5496325243944993,0.1960903372873401,3008949.0461473465,0.3311008351338187,0.3813755280175415,-0.011736214946989953,-0.10066252055826527,,0.2892293863612447,,,2725723.0920087853,,,-1.0306744598847668,-2.1490941854951213,,,-2.9902534520696227,0.9062347503024141,0.5831231143711987,-1.2589033041389517,-1.409308457522283
2019-12-26,0.0094720227099394,-0.1944857655720659,6215041.967094153,-0.1477121096718141,-0.0510972042664739,0.004183605083189784,-0.08878364552769122,,0.279621296006546,,,3099726.619645226,,,,,,,-2.337022249404405,0.8772337319386561,0.5389742557997674,-0.8950390402264257,-2.530752490832649
2019-12-27,-0.0831833513905331,-0.0501961323980033,-5111115.123228692,-0.2027061524090507,0.0071735549421547,0.015527875702269983,-0.05739116376079647,,0.24280409080245668,,,1991573.2439605366,,,-0.5051092444594446,,,,-1.5612207345270652,0.8730639170647784,0.5928329123137018,-1.4012599096506482,-2.8696045413410975
2019-12-30,-0.2286546338465678,0.2603151457108947,25256662.38991489,0.1549346180299684,-0.0845094363243914,0.08516589325503228,-0.02566673604904595,,0.24067670233671273,,,3367386.797829368,,,,,,,-1.4294354829283604,0.8743098725858445,0.6677334194319317,-0.7878955134073223,-1.0550067191301775
2019-12-31,0.2532308477901459,-0.0042578044023953,-6530387.640861504,0.09362629732039,0.200939316310027,0.04149315612515407,-0.015720459373368755,,0.2370374005496665,,,3140333.527139147,,,,,,,-2.232005304090248,0.8683420204590877,0.63356082564207,-3.080455477777331,-1.5215933234356491
2020-01-02,0.3099667761141935,0.930159210067354,29925200.22273392,0.9076579902701448,0.4738062380227674,0.18830693068115684,0.01969786330100291,,0.31462045016805285,,,4437625.482826221,,,1.0988906472056719,2.2575630735936376,,,-0.8350523879185311,0.9155240375806362,0.6179017131865103,-0.40071033345170637,-0.3091524226442203
2020-01-03,1.4167614066911818,1.6130776156693036,49382598.39457918,1.683487458142504,1.4517385203894593,0.5498196069294308,0.07681708076188498,,0.467408567312333,,,5602566.525088242,,,0.12977034946965244,1.968163215847006,,,-1.46210065813656,0.9339712278575624,0.4970091191644573,0.48077999264680576,0.5919797401296994
2020-01-06,1.7100394321314851,0.4522698500956785,5233991.419883706,1.209244004326127,0.9304997345174132,0.6503128034281671,0.08517476367707341,,0.4727925912352937,,,5755166.366358782,,,-1.3299926937802562,2.0327482941903074,,,-1.2774605131591414,0.8800420977308917,0.5049735549479805,-0.7383760377771241,-0.6882273378704062
2020-01-07,-0.0673803294425967,0.0874759742276571,-9449386.193209397,-0.0452601524738049,0.1992260021211853,0.6157449691315195,0.0899678424481897,,0.4722798085560826,,,4873960.795582631,,,,1.9233805663071168,,,-1.4085965990939564,0.8976949412170308,0.5052428649847439,0.42238885123535397,-1.755393761477466
2020-01-08,-0.0080396077685254,0.2790675554238442,-8324844.093429372,0.1823097140183502,0.2675886807143373,0.6724100410967675,0.12428261383869987,,0.45899897865449996,,,4790664.197442513,,,,1.688310218485672,,,-2.4618274352422884,0.8171848457514069,0.5970715898841851,-1.7532950342589193,-1.2611593603516151
2020-01-09,0.4201844576578457,0.8410655203365982,18545873.666467477,0.6954689510266308,0.4490979588589985,0.6545913031506163,0.17902790947798577,,0.476488303550177,,,6011573.203105355,,,0.6939757648282237,1.2964693636746443,,,-1.4009167808454932,0.6308135158976322,0.48529375036149824,-0.2829074277523184,-2.4180667693393656
2020-01-10,1.1394826434839436,1.40015745302322,12784080.560964791,1.4240015299384492,1.2091050926508258,0.6120072706213996,0.261673130432693,,0.537141759834945,,,6777166.09447328,,,0.2060103588495475,0.8496480314423356,,,-1.537599053937251,0.5331663704160271,0.48100117245001034,0.11430133498648971,-1.5468380067943304
2020-01-13,1.2732413221574426,1.2405774678643642,22221487.820958454,1.4657381710710276,1.111412946101173,0.7696687941751368,0.3394814982266384,,0.5612881050439915,,,8029337.11994456,,,-0.025988900150687888,0.8185408364867746,,,-1.0375400730042175,0.5570900870158203,0.5325779952446255,-0.9175116080208215,-0.23786688742283474
2020-01-14,2.5491052243983017,1.455659012660198,13040440.793225251,2.169625174955176,2.0633715984856584,1.043305401861645,0.4180107656094136,,0.6027075422638871,,,8724476.269706007,,,-0.5602836774552273,0.9146420358895697,,,-2.2419268108545483,0.5657356637385657,0.5962963535986167,-2.8913441570574165,0.31348361027372107
2020-01-15,1.5638854256523178,1.8004360150598329,6252673.932423055,1.4458821993224475,1.768731026566754,1.3475790937888426,0.500220910166129,,0.6731416183133767,,,9148573.708899144,,,0.14085548397369854,0.9910151765692912,,,-1.1305710924257633,0.5865471198850591,0.4762998735145151,-0.5800711214540599,0.4196102322211651
2020-01-16,2.3108429553358425,0.6865435398623623,70899638.97804949,2.1326961922213954,1.0071925510019026,1.3166746976939954,0.5369591791446947,,0.6615852489963242,,,12665167.90568537,,,-1.2136980065227454,0.8969425935937443,,,0.11823061656109833,0.7128502440282597,0.8606261856320516,-0.2625141610642381,-1.8674189243218753
2020-01-17,-0.1513153531177478,-0.0229621414819813,-19392958.76709892,-0.3013360877093278,0.0488849694389958,1.0320507787929551,0.5495153153567439,,0.6476179877685591,,,11380371.276653063,,,-1.8855192530941574,0.6302665041916389,,,-1.049190732016516,0.6851706046721405,0.8352310714698401,0.6007018791677233,0.35285135950117075
2020-01-21,-0.9398240106428392,-0.70020649441412,-1450878.583717361,-0.5279764551136177,-0.7311788187512995,0.6438939863372584,0.5198508649107081,,0.6913782227484857,,,11106999.125450034,,,-0.29431735145331933,0.21399212287232633,,,-1.5935529312702563,0.6825994791496756,0.8665549329039837,0.3269629046703382,0.6630919957143573
2020-01-22,0.2278150623541854,0.4134209552215946,-19900150.359468438,-0.0738429452428199,0.3383773826308358,0.4354463748495377,0.5449156597744336,,0.6771264703965408,,,9898659.509135718,,,0.5959321661189593,-0.2242593759433373,,,-0.8861972961821784,0.6887579718094271,0.6310863339135971,-0.8292347592665632,0.0413703792709077
2020-01-23,-0.2189273271922251,0.2263745303068445,-11538806.239284322,0.0389273459636578,0.0479527303921223,0.12063407789893998,0.5455290922274261,,0.676816491374275,,,9053405.609607184,,,,-1.5089943211363133,,,-4.7077141797186295,0.9921326253496631,1.831689501209855,-0.0762537846023624,0.4536592119724276
2020-01-24,1.35035404608099,0.7054463335240131,20613315.191511795,1.0705132830413495,0.987576923354319,0.12441463663127014,0.5709968920392597,,0.6725452284142297,,,9933623.916875407,,,-0.6492913937176132,-1.5237639354360615,,,-2.4896817160479165,0.9630433480366554,1.5633126017707124,-1.2309145684959,-3.968445555054016
2020-01-27,0.1399243361963655,0.0767280259093521,-21859057.16118888,0.1457277423639968,0.2810868611842689,0.14435267010953684,0.5845575816133306,,0.6588940002554272,,,8529918.960461255,,,-0.6008347826666904,-1.3985958869623454,,,-1.9998238930429304,0.9532489361121919,1.4504149655113543,-1.899479403476174,-2.3056882288303324
2020-01-28,-0.1020950722383728,0.3951579080695584,-18772801.71341925,0.0794599686411192,0.1688944520909849,0.3634255506062725,0.6068252836367087,,0.6436625348122892,,,7846834.630951728,,,,-0.5126664504138391,,,-2.4142489502581337,0.9689076116537338,1.3906829099572262,-1.170253009369319,0.09108709556326142
2020-01-29,0.5306564020764055,-0.0032640538686647,17752734.942709625,0.2441360872839109,0.1813623039010652,0.28008854878822065,0.5936463236577307,,0.6537500624948537,,,7471638.258591464,,,,-0.7511779284689397,,,-2.768217754726124,0.9969721101895069,1.0602988078576225,-2.5258276519841436,-0.8754247165062093
2020-01-30,-0.0947624914228448,0.3726170408781701,-18442844.874223053,0.0514964269154223,0.2671456918470705,0.30933705090248576,0.6124900659217589,,0.6409145030867969,,,6876015.396923387,,,,-0.6831012613345028,,,-1.5341019645115384,0.991070710326895,0.48158251418891,-3.792425297668341,-1.92248900395015
2020-01-31,0.3885438102916874,0.3967129167298813,-10227441.295365578,0.2559667398291507,0.4554394447730185,0.2475903675436594,0.5858177512548853,,0.6380923234079238,,,4868383.321018413,,,0.020806956185144696,-0.8612330997638558,,,-1.6120778693365336,0.9701446851958663,0.5262429896177456,-0.9163483070352079,-1.1752771032706633
2020-02-03,0.1903183610856551,0.0293109118362124,2945412.387749836,0.1712454613507219,-0.019417468264903,0.23810694472903146,0.5066294160632309,,0.6010996780167444,,,2546524.0206769453,,,-1.8707383902850332,-0.7550598811955358,,,-1.6572481763805809,0.9681314892056934,0.5582885211025627,-1.0691327253660103,-3.048772059050929
2020-02-04,-0.1380856891599888,-0.059592462747096,-2517643.896083057,-0.1307218766438183,0.0252211057903206,0.14715687056570056,0.48103630042109213,,0.6142881090545602,,,2158942.254878607,,,-0.8403453262990345,-1.1844435714211625,,,-1.858264835760046,0.9617585736673255,0.507511172869136,-0.7845930017757858,-0.7880066461545415
2020-02-05,-0.0153332553337204,-0.327427969314785,28996612.465818025,-0.0397898239277489,-0.2016830851649729,0.08232408747647652,0.46029110324396993,,0.6349374282705861,,,4081242.187829978,,,3.061244068984407,-1.7211953786703227,,,-1.8208180421591011,0.9577086489991005,0.13844110788052058,-1.0307511901718687,-1.1265059792493306
2020-02-06,-0.241620776934389,0.4992269659019026,-12458205.776217084,0.1530497112880695,-0.0134261573209721,0.10764607248122302,0.47129907376787294,,0.6335370938906896,,,3874574.103690592,,,,-1.4766441296624206,,,-1.7929049133445105,0.9451300266170429,0.10745653350583621,-0.5819288836837009,-2.066644375632976
2020-02-07,0.5058240841693307,0.5495126715683396,-4141308.35582934,0.4783117217136672,0.4804181924390223,0.1382060234489147,0.4567214313294599,,0.6279103072919243,,,2740215.002575752,,,0.08284288466135592,-1.1953281501855488,,,-6.162741373933449,1.3570771457097592,1.9604562607384448,-0.13131597318441887,-1.8786270067113555
2020-02-10,0.5826637955082035,0.1354351754151519,8600804.424784731,0.5857524686230153,0.3579730722367493,0.15943087616470258,0.39348531744905657,,0.5904651571921704,,,2531051.1957667484,,,-1.4591172242929376,-0.9034333044407777,,,-1.4793776781251047,1.3582031182473746,1.984629339932344,-1.0111735791594638,-2.2431445735601954
2020-02-11,0.3133656887814453,0.4441189354481567,-9680447.638092134,0.1748091684298272,0.4447548499156131,0.2601731558037531,0.3536623908282462,,0.5561907225699622,,,935954.4228142195,,,0.3487215558585191,-0.306995366641701,,,-1.3095345199053836,1.3493293501368349,2.051521943027315,-2.2500520742406667,-0.6857517975501866
2020-02-12,0.5105330163079405,0.1918178010381437,-7579810.392394604,0.374651133862808,0.4096154276528301,0.36402230987433887,0.29047033024714347,,0.4925522501746769,,,-95058.13646677331,,,-0.9789093414052311,0.22571371894664458,,,-3.3534279156558475,1.3814794978982112,2.036673937869643,-2.875594224267155,-0.6553779619443516
2020-02-13,0.0086112220510159,0.2205452946809192,-1297995.6360616572,0.2331651971999013,0.2008454329305138,0.3082859756301422,0.2114757942281978,,0.34102300206111474,0.5391900614060936,,-472591.61489100894,3112072.415411277,,3.243036849561682,0.37691730065385926,,,-3.4320763390010294,1.3944580752093763,1.960600654492512,-1.4980144303066147,-1.2776851119206485
2020-02-14,0.3004548182928035,0.537073039351009,-3890785.009583708,0.2946531046010747,0.3429207557253928,0.3057980491866761,0.20400226920263012,,0.3315707594818628,0.5384792597788007,,-4212112.814272669,3187347.1783713447,,0.5808367113768937,0.40479379677349087,,,-3.03099369168457,1.2942845779132384,1.0411190533572463,-1.063471314286866,-4.386867756631409
2020-02-18,0.4158484815849697,0.2046340508905837,177389.99439191073,0.263335357053676,0.3429491656556491,0.31963782428176246,0.21538207882125837,,0.3272486384850268,0.537601549323306,,-3233595.376198127,3291163.041510981,,-0.7090977006449629,0.39477499397486937,,,-2.5305677262776705,1.257946041482354,0.8702955609550416,-4.140729263048509,-2.6707706668455833
2020-02-19,0.2067133873896915,0.4146047069361946,-10890612.36251793,0.3499285899865541,0.3713502920866922,0.31373497857937,0.2711226388887741,,0.24857369719395742,0.5310834849797677,,-3705582.065138156,3191974.6793213645,,0.6959923210586305,0.1459773517235496,,,-3.843350753994533,1.280386799138755,0.49008947227484706,-2.0999027933165317,-3.5228828094770486
2020-02-20,0.4708896235481923,0.1840741293021555,6089415.6540079545,0.2999443603774416,0.3292052240120116,0.31218624423217234,0.25965529759280215,,0.24694847210862703,0.5280304281297733,,-2406103.7644643364,3438090.8658957467,,-0.9392851685269314,0.18424497345079222,,,-3.5315043679484375,1.2370892009471113,0.5067543948375999,-3.884411652194848,-4.860879319370654
2020-02-21,0.1161967247073896,0.4157139572669894,-4614161.76079049,0.2942059562703711,0.3039671338262177,0.3512199767493864,0.2691222689408094,,0.24922423157903018,0.5276235582360961,,-2059871.5405396447,3282204.770417805,,1.274712763693341,0.26624693383591763,,,-4.6293422346211175,1.2303889193019548,0.7989363484746679,-6.804070869490482,-1.6338911579214532
2020-02-24,0.6446238183836615,0.8040475265598053,4459594.375941653,0.7594857640005479,0.7894308442145741,0.4046148741911456,0.274052328592599,,0.2590896884598216,0.5205976027960647,,-2867557.5813181517,3263929.8091886803,,0.22099146072804418,0.3896166183460292,,,-3.5083902345574542,1.2438697193943131,0.7541819969301241,-0.4780787095125113,-1.3206021786725242
2020-02-25,0.5566228809273515,0.2833776356148965,-9454865.065181851,0.4706701846648364,0.4084144459404015,0.4203635911360082,0.2843848090778762,,0.25489283037138716,0.5128904488786776,,-2247347.9765178002,3127432.5345295607,,-0.6751075470454332,0.39079174739116823,,,-2.7765045595420683,1.2324894935775965,0.6695668212208237,-2.0224087054641697,-2.541558468413002
2020-02-26,0.4239595182687914,0.153511806607832,-9487122.848062765,0.2138609515747465,0.3967540358741726,0.36814501107033565,0.2723025040047899,,0.2550927763030251,0.49813443848791356,,-1783064.0332499756,2685114.6138874297,,-1.015860494811401,0.3015633169774495,,,-1.6988535356756576,1.2530265716651463,1.081275457846099,-0.42995907100453407,-1.3428789950356295
2020-02-27,0.1406865362467542,0.052626704233238,-1692438.665963767,0.0978206931479999,0.1223856234169895,0.3418555260565522,0.27509704190988504,,0.2522048568194124,0.49172911009625864,,-2755322.7136836452,2694567.4475790625,,-0.9833105923738944,0.21726429428772814,,,-3.7064354519981784,1.2724756856881434,1.0962402049612852,-1.4664163692837744,-2.0291483166712343
2020-02-28,0.1711619316360266,0.5497803343481129,10423603.769528093,0.5870912257360601,0.3278657816002681,0.3686688014727769,0.2839552065833822,,0.2588344243741629,0.4887614094087427,,-1312000.2814960883,2901449.5475221486,,1.166908729311448,0.26108218158709523,,,-1.350057155217662,1.2824600795067171,1.0552990436366532,-0.9256631971795752,-2.009420250325538
2020-03-02,0.2689407083541484,0.1006355639721512,13974063.787942678,0.0021205602093843,0.2233334784141432,0.22798640895524608,0.2691513389454957,,0.2605074628499463,0.48931296479770425,,-101925.02733067535,3068027.9255046532,,-0.9829852264640224,-0.16598780238084349,,,-1.5086296104751944,1.2875077043842926,1.006593411049897,-3.0363697072126246,-0.3518125522804232
2020-03-03,0.1738072798359198,0.4270180337515867,-5578567.17527796,0.4247977084914192,0.298238251852605,0.2567144885825841,0.2890366950412644,,0.25638258222735194,0.4890743843708266,,-528124.0054820651,2540322.180094374,,0.8988791477103758,-0.11858912453594662,,,-2.067043068281,1.2723900093301326,0.9551258800472733,-2.0975053088023743,-1.9404423378605509
2020-03-04,0.4295379659121492,0.1601326977591473,-11370199.885737743,0.273370684201641,0.4040859489435124,0.25803866681284715,0.30002295306657656,,0.24511742991009156,0.4893652006263047,,-970751.8049647994,2314452.272090863,,-0.9867073006234818,-0.15074953689171453,,,-2.0347338729614535,1.2663355881928235,0.9344173091183524,-2.8218271392379686,-5.017525303090698
2020-03-05,0.255416117918319,0.032971810697334,1968019.329826219,0.0556411902468685,0.0800417925019303,0.25410768810566636,0.31804294206718253,,0.20681746172851645,0.4889685533803393,,-2322181.4617643896,2211007.1738827396,,-2.047241075017572,-0.2244282655214339,,,-3.7131474644030904,1.261711235942449,0.937242712545862,-0.9312870591687704,-3.9294289367648556
2020-03-06,0.0635399843163666,0.3685357430162685,-2239834.870630078,0.3091797195948382,0.2515006624486036,0.21785876983929747,0.3115083809229008,,0.20281747688999863,0.48041672856004736,,-1811262.9164850395,2284658.4615493556,,1.757868320888707,-0.35757923484189363,,,-2.852861132424853,1.2359538205981357,0.860528302972247,-1.5682813566515243,-1.7079078266203573
2020-03-09,0.4569573040525201,0.3629364546556175,-2721672.593478594,0.4653024297683412,0.542951629345513,0.27031894797599076,0.3021795700772647,,0.19545115419874676,0.47488053830569205,,-1740281.1283675022,2337169.025771201,,-0.23036219705312896,-0.11141889294774215,,,-2.5555540375259294,0.9742486014694108,0.688949244432678,-1.1087697697818126,-1.338262996448028
2020-03-10,0.2550864619179647,0.0846147907535908,-5398902.316438386,0.1191183059888754,0.1832522361127244,0.20183829937639158,0.29963855084418667,,0.19804618338991042,0.47004533142311156,,-2440266.4654286583,2289316.94160379,,-1.1034934710997408,-0.39511003905021413,,,-2.7467817239965155,0.9276559125494137,0.6088867061862034,-1.2590594166671392,-1.0717661633867517
2020-03-11,0.2087843860076974,0.0570438852877619,1070174.518859655,0.1113875425148585,0.1001439721325967,0.1812205368821145,0.2802847983361669,,0.20205650067678171,0.463950682133326,,-1902735.3575810685,2354185.3950592373,,-1.2974811846263237,-0.4360914977627725,,,-4.487958835289146,0.9295108582554057,0.8120946198099717,-1.184521319170146,-2.2721644052787755
2020-03-12,0.1054629234335982,0.1975749821185011,-1323465.3503115063,0.0864195506693308,0.0311297448703804,0.2141411711663479,0.2805726573901848,,0.20192789315942924,0.46067683417000616,,-1589918.1054769137,2346500.0092541063,,0.6277587140867372,-0.27019724367260317,,,-2.895166731046668,0.9251454013529583,0.782680466531266,-2.1807198111441792,-1.804217723481483
2020-03-13,0.1535632984943946,0.2409061772893084,-4953153.800827939,0.2382864768656025,0.363730043397803,0.18861525802095588,0.2815907015206042,,0.2016604785763288,0.46026599330960516,,-1772676.0137152276,2301102.0267643025,,0.4502947017693894,-0.40074533515370075,,,-2.075899290607883,0.9371881711514549,0.9123096498546146,-1.693568214609073,-2.058623228587073
2020-03-16,0.3792516739195459,0.4900851240156596,6910120.628625497,0.5718302090155953,0.4790474062496876,0.21404499189296433,0.27924130575383677,,0.19878053619532599,0.4579876478490007,,-1232630.7318047674,2406808.119869312,,0.25637906651589604,-0.265890067775612,,,-2.3774939713854786,0.9429181340675815,0.9348635189051228,-1.229255939758647,-2.062398252288374
2020-03-17,0.4877824906776187,0.2269713954372547,-8728810.397354543,0.2494520856535196,0.3956801161215999,0.24251631282969713,0.2803581729811703,,0.19840167696528754,0.45111597357776856,,-1677940.7513920902,2156278.383020948,,-0.7650455924160854,-0.1449989974063748,,,-1.9225880231758514,0.9631554654969187,1.0391511912569171,-4.273367272849361,-1.9494200688376602
2020-03-18,0.2065112134963538,0.6247893469559962,5177673.379718706,0.5735541116752403,0.3004391640251862,0.35606540516334395,0.29086740498216035,,0.21105039378407567,0.4484806437230685,,-874526.4642802585,2175630.1986772064,,1.107059834481074,0.20224692599822588,,,-1.2978625187521948,0.9878583797726598,0.5881795933360485,-2.004673845349472,-0.5660820915674151
2020-03-19,0.7403112314957747,0.9360034990092584,5366986.144117676,1.0474505212719984,0.7759765456087271,0.5037511085414954,0.3284638734675155,,0.25369158574168915,0.4506006866815723,,-910647.9397747724,2193969.2682988695,,0.2345485338480276,0.4276554561837626,,,-1.3038889981130293,1.012875094927569,0.48031670271207433,-0.3438544734017731,-0.3032309766980009
2020-03-20,1.2450285824139042,0.5573021338213859,4121625.6986284,1.088436344802748,0.9051074272138716,0.567030299847911,0.33554328229523533,,0.2581901588627933,0.45066736749996383,,-473858.5668038279,2173225.1674212376,,-0.8038062429734069,0.524661784762722,,,-1.696473375592655,0.9065986244502537,0.4542140401941166,-2.695817134091548,-1.150760822778144
2020-03-23,0.6249571835395553,0.6118622712566042,-4301923.248522112,0.4451526714096658,0.4957849474972438,0.5913857292960999,0.3259340195300753,,0.24296309040536807,0.45093488520484043,,-911934.4480270162,2051377.2958434133,,-0.021175930833899046,0.5957735099492849,,,-2.9831660386961834,0.8809244801415982,0.6920213425207045,-1.1265759700359637,-2.1055625665897666
2020-03-24,0.4059605673380995,0.4041995481081333,-8840022.090228532,0.2885252992073779,0.6148927727046427,0.6268313598302756,0.3319751151547371,,0.24335103009438364,0.44435071311725133,,-881192.2992793501,1800459.5615547018,,-0.004347343123677365,0.6356175291135815,,,-1.1197313131333397,0.9209001378324785,0.7582714531132949,-1.8766470874130923,-1.7303173783126464
2020-03-25,0.5076268741906782,0.6446132039740657,25160789.1784549,1.118131247709755,0.5987868135686938,0.6307961312338894,0.3565301850230488,,0.2491046225004028,0.44145548724496464,,851203.3020465331,2304991.299916095,,0.2389037750755833,0.5705638152181707,,,-0.6551879663368401,0.9852546114763869,0.8834301635197576,-3.4188238373839317,-3.9208691666884743
