Date,ULTA_Open,ULTA_Adj Close,ULTA_Volume,ULTA_High,ULTA_Low,ULTA_MA_5,ULTA_MA_20,ULTA_MA_250,ULTA_realVolatility20,ULTA_realVolatility60,ULTA_realVolatility250,ULTA_avgVolume_20,ULTA_avgVolume_60,ULTA_avgVolume_250,ULTA_log1DayRet,ULTA_logMA5_20,ULTA_logMA20_250,ULTA_logMA5_250,ULTA_log1DayRange,ULTA_HL_20_realVol_20,ULTA_HL_5_realVol_20,ULTA_logD2,ULTA_logD5
2019-11-18,11.824648817277875,14.59803244840694,-482595.012991132,5.669260863579694,13.070040963769202,,,,,,,,,,0.2107005202155489,,,,2.0015854135984656,,,,
2019-11-19,16.145558777108334,15.554191212300566,-201267.0550509008,16.94604403222587,20.42840214117325,,,,,,,,,,-0.037314879882373524,,,,1.2477096818209108,,,,
2019-11-20,3.1399160276812097,10.038777280794308,-158070.94956926117,4.640417441811337,6.800417612442146,,,,,,,,,,1.1622592652798884,,,,0.7701083006918155,,,1.5171592697489664,
2019-11-21,16.762449528341705,18.330146732095045,-49444.09322381206,15.928518117483408,16.931191207449217,,,,,,,,,,0.08940582922691559,,,,0.0026695236148636487,,,1.0209950193873965,
2019-11-22,28.984501326308475,21.12186509622694,21315.72712537553,25.864263929479165,20.369690326829755,15.92860255396476,,,,,,,,,-0.3164524856808088,,,,1.7037609875107085,,0.7908799300623268,2.405420326197354,
2019-11-25,8.481288246126155,9.308975649890044,-200072.3055679507,8.606283703218708,14.805265934287576,14.87079119426138,,,,,,,,,0.09311670428838327,,,,1.8243851222967142,,0.745581810988012,2.199574157377167,1.6656399310159506
2019-11-26,3.6469244664523046,5.109273246277979,-152161.63052072498,4.526270574762009,7.169385845866884,12.781807601056864,,,,,,,,,0.3371729717711668,,,,0.9719582484073381,,0.7430178383909224,2.7733754033468516,2.3461155410784613
2019-11-27,12.428550603042623,15.622983707437584,-207420.55275224417,12.942021647341562,13.404653364117706,13.89864888638552,,,,,,,,,0.2287468505911355,,,,-0.770823969545993,,1.116307764741912,1.842770666274919,1.7199423322988658
2019-11-29,16.136219928198756,14.758896347283551,-84128.34192510427,18.41947731999608,18.8580207470049,13.18439880942322,,,,,,,,,-0.08922038706193894,,,,-0.8242964367056861,,1.3001666498018483,2.26691885769754,1.2729157823154458
2019-12-02,13.955071290118385,13.024440888760836,440101.84093322034,9.858988289839516,8.001510303718703,11.56491396793,,,,,,,,,-0.06901531483572144,,,,0.6192196461914001,,1.1475352749694552,0.9549508335590914,2.091546012027706
2019-12-03,14.803993636169167,10.139781206129982,-280269.07770511124,12.592606994315702,14.819309540401376,11.731075079177987,,,,,,,,,-0.3784305640259209,,,,0.8005218122621537,,0.882566919551213,1.5302031588610014,-0.18535949918364877
2019-12-04,12.86069743731801,21.65804529654369,281048.58684146754,19.377672395233333,16.346282995058573,15.040829489231129,,,,,,,,,0.5212010422384344,,,,1.1090210623327739,,0.9156271821571799,2.155662078129344,2.8063119027118186
2019-12-05,24.36541474148268,23.949882160941517,38281.13780373207,24.58947809378941,26.57183391120321,16.706209179931914,,,,,,,,,-0.01720129453556591,,,,0.6842859442219558,,0.7517779720961623,2.625400277663238,2.1194910523317123
