Date,FL_Open,FL_Adj Close,FL_Volume,FL_High,FL_Low,FL_MA_5,FL_MA_20,FL_MA_250,FL_realVolatility20,FL_realVolatility60,FL_realVolatility250,FL_avgVolume_20,FL_avgVolume_60,FL_avgVolume_250,FL_log1DayRet,FL_logMA5_20,FL_logMA20_250,FL_logMA5_250,FL_log1DayRange,FL_HL_20_realVol_20,FL_HL_5_realVol_20,FL_logD2,FL_logD5
2019-11-18,2.353243250721768,-0.0984093870278073,-1210231.213414285,1.3664857676417306,0.4622649181404092,,,,,,,,,,,,,,-0.10068164588125865,,,,
2019-11-19,0.573715862973394,0.7465737494965179,379102.34852865245,-0.093900700063191,0.8607652134994819,,,,,,,,,,0.26336014427967025,,,,-0.04639382843593699,,,,
2019-11-20,-0.6040876703590605,-0.2076550626291453,80282.34050243627,-1.011581653390504,-0.0767031986202866,,,,,,,,,,-1.0678409866349368,,,,-0.0673387530416824,,,-2.2141560283862978,
2019-11-21,-0.4606782466799384,0.0454838385013882,-452674.59812133806,-0.8062610641959136,-0.4584397826934001,,,,,,,,,,,,,,-1.0560664900250247,,,-0.35511913912360477,
2019-11-22,0.8721974012329614,1.272097634511118,1648922.6856518637,1.517249995847969,1.4046830707700533,0.3516181545704143,,,,,,,,,0.37740672179537216,,,,-2.1842073446328514,,0.9375350557884706,0.3918749772869945,
2019-11-25,0.1879488496558412,0.3898011815872237,-333121.3041114318,0.2392385054656287,0.402801310404886,0.4492602682934205,,,,,,,,,0.7294669688224302,,,,-1.8105582343342759,,0.9793238183587796,-1.0661915378881759,-0.7170084731317631
2019-11-26,-0.1871161532289438,0.8902856974930664,-569566.0955049284,0.3674416770023683,0.1994388849325332,0.4780026578927302,,,,,,,,,,,,,-1.7837746802536758,,0.8401154012817929,-0.9628271030717122,-1.9399443439356723
2019-11-27,1.7296948074245029,-0.2987874286932772,696944.2585191573,0.7894049822842639,0.423769936851496,0.45977618467990383,,,,,,,,,,,,,-1.0061195866855261,,0.5154828108798518,-0.3731112686145934,-2.3954422571972813
2019-11-29,-0.6234139822625995,0.6115455564595376,493790.6981065567,-0.0808221666801145,0.0463031568649672,0.5729885282715337,,,,,,,,,,,,,-2.062581879522597,,0.4589439935849873,-1.277475325322871,-0.5690521643947508
2019-12-02,0.9379457033621694,1.4282906111888425,-790461.1909522973,1.0965397682599196,1.3565113883007245,0.6042271236070785,,,,,,,,,0.4205415696408235,,,,-1.3471828076135188,,0.4209155195249757,0.5464309862629405,-1.8566630062383778
2019-12-03,1.823980703714717,2.527992153443084,651016.5237610801,2.722753099830392,2.147229109936987,1.0318653179782507,,,,,,,,,0.3264040599278473,,,,-0.5524743663833519,,0.6021298260242162,0.6504727405838411,0.7599601312779285
2019-12-04,3.105431601475836,2.204153929673748,258017.6054567853,3.384993816294532,2.8939391822708758,1.294638964414387,,,,,,,,,-0.34280897790947246,,,,-0.7111998864538228,,0.6002037866488992,-0.2537789102857404,0.2729756351106733
2019-12-05,3.6940828126763634,3.5411127886061493,-196502.8732246554,3.27068333409127,3.32429591019611,2.0626190078742725,,,,,,,,,-0.0422912748710773,,,,-2.9259716096047836,,0.9863164364027058,0.013035305207902673,1.3454463811837432
2019-12-06,2.2815633026655817,0.8518321616803419,-646373.8907840485,1.5290915184669842,1.7841110471978396,2.110676328918433,,,,,,,,,-0.9852266319649077,,,,-1.3664151534978024,,0.9385334165026291,0.3018229433826375,-1.4259228796959549
2019-12-09,-0.0176933776893761,-0.265964729833076,-570487.3431417919,-0.2995017600534488,-0.1855889593503548,1.7718252607140497,,,,,,,,,2.7101732776496568,,,,-2.1723220293907963,,1.0016031569726396,1.3368618392732308,0.5272433174693811
2019-12-10,-0.6493509871093934,0.1267300810656682,264478.15215055016,-0.5925410717657584,-0.4537477354793999,1.2915728462385663,,,,,,,,,,,,,-1.9747692415261997,,0.8375441460335354,-0.32144283319114547,0.8759944626267381
2019-12-11,1.0856909844949456,0.1772715138808287,-463589.1901468965,1.0726706026155457,0.8098398939797509,0.8861963630799824,,,,,,,,,-1.8122893813782286,,,,-1.3362451474639345,,0.6556857361759162,-0.8136523695598293,0.7064988568049974
2019-12-12,0.0901940234163589,0.4732197880726936,259511.8742000908,-0.2073801451846577,-0.0720849749981553,0.27261776297329127,,,,,,,,,1.6575967831656822,,,,-2.000296441512008,,0.3898249313939423,-1.0599021664008297,1.120991006929898
