Date,DKS_Open,DKS_Adj Close,DKS_Volume,DKS_High,DKS_Low,DKS_MA_5,DKS_MA_20,DKS_MA_250,DKS_realVolatility20,DKS_realVolatility60,DKS_realVolatility250,DKS_avgVolume_20,DKS_avgVolume_60,DKS_avgVolume_250,DKS_log1DayRet,DKS_logMA5_20,DKS_logMA20_250,DKS_logMA5_250,DKS_log1DayRange,DKS_HL_20_realVol_20,DKS_HL_5_realVol_20,DKS_logD2,DKS_logD5
2019-11-18,3.185051011903063,-0.0854388698400505,-1178748.576234355,1.998226891945059,0.8505173052686601,,,,,,,,,,,,,,0.13776829261583928,,,,
2019-11-19,-1.561247656599882,1.850745957940891,7259747.651755337,0.6514888931925,-0.6130937638630201,,,,,,,,,,,,,,0.2347421523743044,,,,
2019-11-20,1.3504831849645846,0.3819073676766518,3471239.170326014,0.4400233486334208,2.2907964449514093,,,,,,,,,,-1.2630396359775002,,,,0.6156034417001819,,,-0.7606848880616714,
2019-11-21,1.0126840492603255,0.4153384437255365,-2429339.5203925846,0.0639749123084314,0.6998818974518919,,,,,,,,,,-0.8912658445897964,,,,-0.45270297611198923,,,0.3614487909279255,
2019-11-22,2.041876403914806,2.155322811677184,187673.0020349631,1.9436263628654231,1.83728643569906,0.9435751422360426,,,,,,,,,0.05407131800471861,,,,-2.24111445581907,,1.1290151294155908,0.5729073166213111,
2019-11-25,0.7979621895544753,1.475978161503381,-1259407.5086338185,1.560620115190087,1.6896400179011124,1.2558585485047289,,,,,,,,,0.6150149945049562,,,,-2.047788601939514,,1.3063940887386616,0.058872233424248445,0.44559376238340886
2019-11-26,0.9951750559347126,1.1416813211317771,-1745422.553198835,1.0548315208525487,1.4977966825154423,1.1140456211429062,,,,,,,,,0.13733864067715454,,,,-0.8142641538739175,,1.1812830685528046,0.013549283032138702,-0.3438085904430308
2019-11-27,2.482773544655018,0.5258084987799876,315199.6733462007,1.6533524460801807,1.3926897827315263,1.1428258473635733,,,,,,,,,-1.552194503347876,,,,-1.3445281852203603,,0.7695217279109179,-0.05111471799285005,-1.9386288047768594
2019-11-29,0.3533822711773915,1.294462416622194,-766397.9937593299,0.9996119033986588,0.9067162975254136,1.3186506419429047,,,,,,,,,1.2983003734675171,,,,-2.3762789338154997,,0.6635155026612143,-1.8787491305161976,-0.12882935267921272
2019-12-02,1.434393587397775,2.345509879732889,-114293.7798272604,2.0786587264362524,1.7321683468277875,1.3566880555540457,,,,,,,,,0.4917606382678804,,,,-1.0599002252153542,,0.6618069923792375,0.5986724112271943,-1.6597471224772866
2019-12-03,2.9738520256220795,3.528492921953074,575774.5438287433,3.572314840766307,3.009269205323413,1.7671910076439843,,,,,,,,,0.1710127547032131,,,,-0.5743945965024053,,0.6997474120041541,0.8038073555810314,0.7190657537678902
2019-12-04,4.816672558079475,1.932500202178744,-57953.78569702525,3.717568649686029,3.037542966299423,1.9253547838533778,,,,,,,,,-0.9132687429205284,,,,-0.3856247118390559,,0.7850626042669111,-0.8842842539611457,-0.23468631208935536
2019-12-05,3.2192311679424748,3.8862374152746,-61077.66813166184,3.4475748787362583,4.171365638169917,2.5974405671523,,,,,,,,,0.18829888078890195,,,,-0.3232529346738933,,0.8512599165500371,-1.0279362531964646,1.212068619546705
2019-12-06,2.505223778401444,0.9554062281564272,-436742.4761652923,1.7435159611313047,2.157722498997217,2.529629329459147,,,,,,,,,-0.9639967223902738,,,,-0.8813905458238522,,0.3177280621871877,-0.023172445257573768,-1.0815894376496888
2019-12-09,0.5374662514093949,-0.3867464489324987,-106549.70411810884,0.3840213189153445,-0.3062918276016795,1.9831780637260692,,,,,,,,,,,,,-0.37060994881111037,,0.2301127377060303,1.4523123804336249,1.0051277618553882
2019-12-10,-0.900490542502002,0.6463560733282634,-522209.71322417445,-0.3661572066322733,0.0024182114611122,1.4067506940011072,,,,,,,,,,,,,-0.9981099258959901,,0.3211313028078002,-1.1742517018960263,1.0585319803586835
2019-12-11,1.728933593627996,1.007612189028812,-875614.6696908757,1.4249197171804262,1.877247700647917,1.2217730913711207,,,,,,,,,-0.5399214360625698,,,,-0.7933477351495265,,0.3071517654420549,0.33243455181850945,-0.07808261566383472
2019-12-12,1.2201799427300628,1.3726834024439505,-795810.070675813,0.9304515494975724,1.3740671137442604,0.7190622888049909,,,,,,,,,0.11776917011726187,,,,-0.8127969379025681,,0.23786722891729822,-0.3197544992165905,0.9216976930107732
2019-12-13,1.8523253846887613,1.261896204061916,-529806.9034423655,2.190187366851081,1.9948663529836068,0.7803602839860886,,,,,,,,,-0.383826300909124,,,,-1.633110849000009,,0.4593414424898024,-1.3693034672277333,-1.1825702291798807
2019-12-16,2.106125049246689,3.010880844466506,397372.2437938538,2.5041369948483947,2.3039952512854214,1.4598857426658896,1.4358317510455119,,1.1338033292156933,,,66381.56809468052,,,0.35738288574886545,0.016613875458284844,,,-1.608729445641109,0.8090346271541691,0.4201069175600136,0.49359651664200793,1.2230773331254066
2019-12-17,2.060914148112829,2.183281449929833,120154.88232973544,2.453870181224623,2.6579393059164858,1.7672708179862036,1.549267767034006,,1.086078216466962,,,131326.74102288505,,,0.057679351717361924,0.13165403492972674,,,-1.589296496004702,0.7857913346537907,0.4425058726062362,-0.08187703934141358,0.42978391204505884
2019-12-18,2.8178717281557226,0.7330540817643474,2504734.541051802,2.225987253529823,1.483865852239756,1.7123591965333105,1.4933831732251788,,1.0984344332137475,,,-106423.9145122917,,,-1.3465176921078001,0.13682793464203624,,,-0.2982424355995289,0.7509471521530475,0.6059333144228217,0.8232218141534589,-1.2925923564109023
