Date,Open,Adj Close,Volume,High,Low,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,logDayRet,logMA5_20,logMA20_250,logMA5_250,logDayRange_20,HL_20_realVol_20
2019-11-18,3.34794662600828,2.009589894596552,-11149601.697669435,2.6933247174065897,2.4937880028942985,,,,,,,,,,-0.5104165417331827,,,,-1.6117570269410844,
2019-11-19,2.7280756270165334,3.035794548517305,-1637269.290645104,3.0611476520145158,2.9419053268413933,,,,,,,,,,0.10687672336683177,,,,-2.1265975104200656,
2019-11-20,2.6688940424654923,2.0592008058338784,-2447530.30570662,2.2635294791600487,2.780282930463219,,,,,,,,,,-0.2593462211027112,,,,-0.660189401578179,
2019-11-21,2.5533105069167554,2.001321322603996,-2492213.2315563224,2.3345595547997497,2.526967206714829,,,,,,,,,,-0.2435831314732568,,,,-1.6481389706729745,
2019-11-22,2.793210486501131,2.832069014327097,1943670.544522416,2.9810597577135347,2.9157584517611745,2.3875951171757657,,,,,,,,,0.013815898721077087,,,,-2.7287432436292876,
2019-11-25,2.4271727649275903,1.6931414083428962,-1449712.920991607,2.502534411582907,2.5610079118237365,2.3243054199250346,,,,,,,,,-0.36014148380229893,,,,-2.8391816147103333,
2019-11-26,1.817010413411932,1.5198027071401157,723803.9903124683,1.4938065978375832,1.783921605013404,2.0211070516495964,,,,,,,,,-0.17861199199982045,,,,-1.2374778581489336,
2019-11-27,3.171582479010155,2.232242043070777,-3583321.864234004,2.912845341602885,2.761693013167012,2.0557152990969763,,,,,,,,,-0.3512241871873813,,,,-1.889467153072988,
2019-11-29,1.9973200885308808,2.369803193300804,-1726262.5060807504,2.855782519700231,2.589677269045694,2.129411673236338,,,,,,,,,0.17100058461567466,,,,-1.3238633693083968,
2019-12-02,2.713664003374685,2.6995690175685887,-4065175.021652434,2.5904069548992616,2.9003567152459446,2.1029116738846363,,,,,,,,,-0.0052076153401656375,,,,-1.1713450580344333,
2019-12-03,3.164856244664648,3.1188768231115773,3667178.417950533,3.526099460212194,3.3421543381100776,2.3880587568383724,,,,,,,,,-0.014634689821420526,,,,-1.693117815303382,
2019-12-04,4.116343549440835,2.267253977730548,13467919.752734097,3.579204355607409,2.6809968662833263,2.537549010956459,,,,,,,,,-0.5963958835373845,,,,-0.10735418021576344,
2019-12-05,2.727804446161393,2.44650531924238,-2246100.454402223,2.443691403357807,2.9255543342312755,2.5804016661907796,,,,,,,,,-0.10883644748331175,,,,-0.7300955811551822,
2019-12-06,2.319158651946047,2.5042312240338447,3580332.369820904,2.542336761594637,2.365718548586589,2.6072872723373877,,,,,,,,,0.0767773209596147,,,,-1.7337648647140558,
2019-12-09,2.323353462948692,1.7480569588114427,-4337021.14095303,1.990629926118558,2.4666086422269267,2.4169848605859583,,,,,,,,,-0.28450673834183593,,,,-0.7423821398084695,
2019-12-10,2.1506802505704243,1.9551195721493075,-4030205.996273715,2.2093674583185425,2.4500933560757403,2.1842334103935044,,,,,,,,,-0.09533283391947889,,,,-1.4240963464736158,
2019-12-11,3.412603435078825,2.718528468994037,2279187.032490596,3.146653135601284,3.22613895367925,2.2744883086462027,,,,,,,,,-0.2273847408314251,,,,-2.532176662191458,
