Date,JWN_Open,JWN_Adj Close,JWN_Volume,JWN_High,JWN_Low,JWN_MA_5,JWN_MA_20,JWN_MA_250,JWN_realVolatility20,JWN_realVolatility60,JWN_realVolatility250,JWN_avgVolume_20,JWN_avgVolume_60,JWN_avgVolume_250,JWN_log1DayRet,JWN_logMA5_20,JWN_logMA20_250,JWN_logMA5_250,JWN_log1DayRange,JWN_HL_20_realVol_20,JWN_HL_5_realVol_20,JWN_logD2,JWN_logD5
2019-12-03,0.7600826918144019,2.5705147152738324,501269.7455228353,2.4765851885756938,1.0444465999247203,0.4001790569106568,,,,,,,,,1.2184342037724172,,,,0.359168843639792,,1.299381531582352,0.648087397862709,1.2318068821795447
2019-12-04,3.604899696496512,1.739921172011455,1534164.3876653588,2.833421725447355,2.5386084929436947,0.9373781387501161,,,,,,,,,-0.7284541381506855,,,,-1.2214132332982661,,1.270116281900109,0.20213046317238725,0.9880513889399788
2019-12-05,2.381045864611531,1.0746669476058006,601470.5559266787,1.5927341025767667,1.66565281730478,1.3119300747377518,,,,,,,,,-0.7955290326747617,,,,-2.6184099551085076,,1.0657155262908347,0.4026931147942355,0.6274131076687959
2019-12-06,-0.093750957836427,-0.4613872763393924,1202059.1566119157,-0.2252428818874534,-0.1440698082224969,1.0879258089884687,,,,,,,,,1.5935958874350291,,,,-2.5111716919190106,,1.2304594308434074,0.7890519328214148,0.11334772864926351
2019-12-09,-1.1513535058696842,-0.8235344590098368,-1852576.3794446692,-1.4459733918892486,-0.7437269888557996,0.8200362199083717,,,,,,,,,-0.3350880975866945,,,,-0.3534709350707822,,1.3091303863640806,0.6409068097400246,0.2922575480308997
2019-12-10,-1.2093512004200182,0.0162668146974311,-973767.3935759432,-0.6152701750836762,-0.7358635452489608,0.30918663979309147,,,,,,,,,,,,,-2.115330969954023,,0.9612112141971151,-0.7388684673769668,0.9377578165555752
2019-12-11,1.0647041745721069,-0.3636328796710462,-580115.2325911103,0.4093881524488338,0.3802860826787082,-0.11152417054340875,,,,,,,,,,,,,-3.5369459812128787,,1.169668209881487,-0.7767427703504167,0.7436283197879464
2019-12-12,-0.3975768389695506,-0.2292450502823158,-463869.6185371834,-0.7855679660480881,-0.2431524450434423,-0.372306570121032,,,,,,,,,-0.5505967010103918,,,,-0.61172292734382,,1.3344773411238302,-1.4044100030590088,0.2653689749450403
2019-12-13,-0.2234287861214667,0.1171296511657029,-644731.1425901735,0.1649058869612716,0.603986423886937,-0.2566031846200129,,,,,,,,,,,,,-0.8230724273213134,,1.331246606090523,-0.7323818296698935,-0.5472874717478146
2019-12-16,0.3695563699342248,0.82554611910642,136586.63865754707,0.1704176280933236,0.5545580475647842,0.07321293100323842,0.15353792176121592,,1.0195025159788393,,,-177013.13982562668,,,0.8037418438026401,-0.7405755254047715,,,-0.9567471175305481,1.291309998186051,1.2258694884335397,0.05334280362722905,0.5002179072206411
2019-12-17,0.3460276718107753,-0.3059504710705027,970931.1797582408,-0.1020804229500171,-0.1248726551405532,0.008769473849651665,0.09550501248829972,,1.010483374574501,,,-51841.33259593684,,,,-2.3879019226518854,,,-3.781335494468462,1.3677000793624903,1.574751328253882,-0.8601937036024874,-1.1325291604916943
2019-12-18,0.0045142995701858,-0.8149330273525983,-121570.41321569076,0.3277639172651909,-0.4908194766926943,-0.08149055568665876,0.02840849148227793,,1.0247754373536972,,,-23421.806795652163,,,,,,,-0.20018000103494035,1.401090975289332,1.4302460269101034,0.49498836163997334,-0.7956226449133562
2019-12-19,-1.1719404457648448,-0.8824954883632561,96981.7905569272,-1.597709290748492,-1.077742775379539,-0.21214064330284682,0.04095388463883829,,1.0112504194858054,,,-29365.518273247406,,,-0.2836624781939245,,,,-0.6539908630012601,1.3951673980581196,1.425465378542627,-0.5507018550835927,-0.4257947039640506
2019-12-20,-1.438640792899049,-0.3089433417666036,1647756.6302818768,-0.265718245644539,-1.3649981799064026,-0.2973552418893081,0.08543527485431524,,0.9726890208148518,,,157621.09811459802,,,-1.5382961528950345,,,,0.09465536024029533,1.4210160046889195,1.5528910038213726,-0.6812389941198344,-0.8531446024791117
2019-12-23,-0.4309100405904651,0.5145167688652581,2289619.0126965665,0.3511662024481286,0.079279991883741,-0.35956111193754053,0.06209592981163299,,0.9555100853279838,,,248290.3557525265,,,,,,,-1.302371643729481,1.4188147276026184,1.5526393311279238,0.33433585420091083,-1.1678679974900328
2019-12-24,1.6194162230681162,0.4802764758686795,1621892.6754018543,0.738705980992842,1.2141369354058185,-0.20231572254970404,0.12895486200092393,,0.9343702092095579,,,373689.3233199457,,,-1.2154590776761174,,,,-0.743533613822003,1.2010048808866065,0.5365800784970836,-0.23671039410576677,-0.2405097916654649
2019-12-26,0.0236186618662141,-0.4386269349098732,444468.9201383181,-0.5335983437953402,-0.236103375971183,-0.12705450406115903,0.15432722711472238,,0.9102195357848906,,,384003.3418832696,,,,,,,-1.2123579690162933,1.1908417131356483,0.5569285530451855,-0.047989595745976873,-0.9773523911265506
2019-12-27,-0.1407286971316068,-0.6550550188929218,1423700.697421398,-0.3969529178979218,-0.3793401605647517,-0.08156641016709218,0.1614791127866952,,0.9028745123155159,,,448511.41758842225,,,1.5378853273810942,,,,-4.039131791038237,1.2712780679482456,1.5545481277972193,0.1269246741596851,-1.480866747491267
2019-12-30,-0.90845736230502,0.5706364198174523,3262894.762833056,-0.0374386230584047,-0.0648756685336948,0.094349542149719,0.15707923115721661,,0.9005356535661175,,,566811.237067978,,,,-0.5097439159804976,,,-3.5958611541048238,1.3603924780669312,1.5191299350930885,0.009220712991655524,-0.1283110292246517
2019-12-31,0.5787640082934224,-0.0051423433555157,-1653393.3086680202,0.0020002228114073,0.2440096448642403,-0.00958228029443577,0.13102643966990843,,0.8971388339767523,,,472188.6332424892,,,,,,,-1.4187786194807475,1.3535166483484395,1.5031511394296824,-0.4309172704446635,-0.6545822357973515
2020-01-02,0.7891827326502714,1.1888748072193316,4471930.47549619,0.9880639337625468,1.363627271481782,0.13213738597569463,0.061944444267183395,,0.7385903123801983,,,670721.6697411569,,,0.4097647043008163,0.7576042610363495,,,-0.9793281463183753,1.2848696245895084,1.4486690109314828,-0.4808811557705538,-0.3444664414072608
2020-01-03,2.0230373611739427,3.3155756812447006,5391543.453634883,3.175947781585553,2.286831326668384,0.8829779092066093,0.1407271697288457,,0.9736305716791426,,,863590.623039633,,,0.4940312418437098,1.836477132954881,,,-0.11752705663999262,1.3263416136603912,1.7046691253975224,1.2001810320148227,1.3228759101107286
2020-01-06,2.902874050294397,0.5156142037148026,2240737.888906813,1.9703412876687008,1.4296648911828864,1.1171117537281543,0.11277453253429578,,0.9532173522804963,,,945553.9896886398,,,-1.7280977584129256,2.2931113039974544,,,-0.6149343371704497,1.318932980470948,1.3458473552433081,-0.3956227976862272,0.1575755704233262
2020-01-07,-0.9666713473849882,-0.9781194049230368,14840472.278353063,-1.333048318879296,-0.6602270775410553,0.8073605887800565,0.08693792610511357,,0.9763217838952775,,,1627474.6457756972,,,0.011773184088543569,2.2285760237656405,,,-0.39627559927266015,1.316150168422649,0.5082524490856893,1.4571476876590508,0.4374519148842408
2020-01-08,-0.4840343011382408,0.361848898560563,-5373889.730686238,0.4631243158115055,0.258560344241447,0.8807588371632722,0.14620709398363357,,0.9538630510210332,,,1451408.9782136187,,,,1.795759782252194,,,-1.5868745330035832,1.2948392216195153,0.5691506311550544,-1.8723278315312246,-1.0024172952012025
2020-01-09,0.6885422288592924,1.458490128665698,157752.16617329977,0.8573382633522826,0.5566995515277497,0.9346819014525455,0.2183182596820469,,0.9970599296913334,,,1507984.956201081,,,0.7505803702742052,1.4542523540935324,,,-1.201846028103527,1.2854541143001297,0.6004792085575896,0.8906075375910815,-1.3107590712680885
2020-01-10,1.877632149223622,2.478115867516664,1129376.9681900982,2.516763763860654,2.449898170952711,0.7671899387069382,0.3604056970414324,,1.1062664299630156,,,1593459.5662401416,,,0.2774870526776345,0.7555040760201067,,,-2.70507075045758,1.2241162431776313,0.9154483554573488,0.7496536728411416,-0.1773820000424804
2020-01-13,2.260031420962921,3.366980939845252,2018211.8791786805,3.4476292727908984,2.447305254671452,1.337463285933028,0.5402169965478107,,1.2834543742616753,,,1717563.6411259347,,,0.3986377630228075,0.9065591243247453,,,0.00032396563691206926,1.2507036875971629,1.0605697156681488,0.646312778509636,1.0477984358670716
2020-01-14,5.794501194449804,3.449273136204871,2539101.5988448765,5.688947319916489,4.325205212787321,2.2229417941586096,0.7068241707997692,,1.4331836698143248,,,1876755.2781976871,,,-0.5187458742393574,1.1458047927865935,,,0.3102324705254203,1.2987575146638035,1.2250583618494753,-0.029266858112525797,1.4878108196017474
2020-01-15,4.45249549332317,3.387243047902418,-2560232.8348303046,3.216813349711865,3.529342893035796,2.8280206240269807,0.8349090172395691,,1.553751471947391,,,1741914.3045232943,,,-0.2734483937023375,1.2200095622614386,,,-1.1630562756375962,1.2970817853956818,1.191677024455792,-3.899002735368837,1.107041380297941
2020-01-16,1.765403827798707,0.4795574352148097,2136616.111184935,1.2556242816486822,1.274593396544601,2.632234085336803,0.8741844125538348,,1.5331871231322702,,,1800198.5510946293,,,-1.3032710721967273,1.1022968749444502,,,-3.9649431542197417,1.3163332676441106,1.8144891544181418,1.0884662246604448,-0.021292389120565153
2020-01-17,0.2806773048257494,-0.3015856291003924,-706169.9180322485,-0.1333711374962636,0.2503124569276433,2.076293786013392,0.899851782466445,,1.5075028763824254,,,1770968.5758538016,,,,0.8361096860804621,,,-0.9579370389010408,1.294506746760235,1.689405137432456,1.305308975953772,1.022343546619798
2020-01-21,-2.232190290046809,-1.6379722615133137,5437087.787437867,-1.6135558625968809,-1.5683774647219924,1.0753031457416786,0.8620779438089423,,1.5629591594885455,,,2037973.8756978482,,,-0.3095242453579121,0.2210122082191215,,,-3.0971362295075426,1.3434517843250984,1.727292372145417,0.7502501718745969,1.61042806234556
2020-01-22,0.2241011187726478,0.107923466367275,-866081.6913296059,-0.3435978253122709,-0.3737535678782606,0.4070332117741593,0.8829212842156362,,1.5492401291591102,,,1912281.9596172743,,,-0.7306750419170751,-0.7743412672574843,,,-3.5013799074117355,1.3684194516177568,1.3841932655892708,-0.892796164781422,1.206374818130863
2020-01-23,-1.2480451891928634,-0.0825859401242201,-1095468.7879926898,-0.6670560197644182,-0.2922022362931571,-0.2869325858311683,0.8530661487661622,,1.5624105921234186,,,1743027.5695828118,,,-2.715494307938312,,,,-0.9812192397899892,1.3741457925616196,1.4309126149061295,0.4417239529678832,1.24410530975488
2020-01-24,2.285244983918336,2.2664324148722343,10805685.525658123,2.449278269107157,2.378756725374089,0.07044241010031663,0.94237394571634,,1.5907714897468246,,,2202217.212095625,,,-0.008266260774348933,-2.593606667797633,,,-2.651837030979244,1.3779154536443523,1.1961985574097636,0.7694176817101338,0.5804682727099968
2020-01-27,1.0703574897405037,0.3713137617390245,-6565443.988226406,0.4889755207672017,1.1145655932442828,0.20502228826820001,0.9828709805487849,,1.56384598151421,,,1851721.5666773885,,,-1.0587005500555786,-1.5673591643317208,,,-0.46905995867956624,1.401406571360345,1.338493140845829,-0.7898790263534985,-0.39615945406481357
2020-01-28,0.0023135157289075,0.5093348070962822,-3843879.054514189,0.3941415508394588,0.387366679498264,0.6344837019901192,1.041090471848245,,1.5207393556501647,,,1588342.5790806091,,,5.394337246476278,-0.49521237299270143,,,-4.994534902626238,1.4997300365008424,1.8491897560450086,0.5636633613192561,0.7642145308448877
2020-01-29,1.1281434729708175,-0.4034802996540048,21649629.606141403,0.5458043095656038,-0.14160346823577,0.5322029487858633,0.9923846358746722,,1.5518804908254984,,,2507679.3212460265,,,,-0.6230858706350724,,,-0.3748275998189903,1.4582918990484852,1.959536988017635,-0.2551580121753283,-0.6705958520120021
2020-01-30,-0.7015031564253498,0.3052727246493898,-11214271.082534356,-0.4026797331934677,0.2984180928561564,0.6097746817405852,1.0079053892749177,,1.5429052044221185,,,2029635.4325527097,,,,-0.5025400696437478,,,-0.35510784954477687,1.482270951353676,2.0503736494791545,-1.589331005715539,-0.9471142717672533
2020-01-31,0.286760028054303,0.394314713485258,-1767159.5831478452,-0.1310607934920877,0.413679728899778,0.23535114146318997,0.9681773845882139,,1.5482205443819668,,,1717680.929620508,,,0.31850362882914246,-1.414336701128101,,,-0.6074457033961986,1.4913205874919202,2.034104765405254,-0.2259035902958936,0.627070250751401
2020-02-03,0.0881013404656787,-0.6625636090810012,1552094.8679148098,-0.1790306743018508,-0.6093576932600335,0.028575667299184815,0.7692704200719287,,1.4850218506545405,,,1525708.5003345045,,,,-3.292886997319092,,,-0.8432098501300423,1.4652437673587102,1.9997176669391874,-0.03269228272544347,0.03331617216721545
2020-02-04,-1.0121594064986397,-0.5967449394750872,1056435.84216836,-0.863031421321196,-0.6444341726856742,-0.19264028201508906,0.7136524629124341,,1.515538767927921,,,1466493.3979975819,,,-0.5283515687053334,,,,-1.520524289615696,1.450114009632962,0.4793051433983915,-0.008980551751017982,0.10082200409155403
2020-02-05,-0.5934494061099684,-0.765726672112276,2172476.2462467784,-0.4748844349330188,-0.6103010915752254,-0.2650895565067433,0.7242720995529722,,1.5037586666584317,,,833093.5963922675,,,0.25487331738419894,,,,-1.9993989080330843,1.426926497304339,0.6788035934047995,-2.2714444063656405,-1.0154307117493009
2020-02-06,-0.4358547934411731,0.7332248825303616,-1601390.349768998,-0.0272598533389043,-0.1435788987166155,-0.17949912493054895,0.7428408987514621,,1.5013388059204202,,,1021718.5654381294,,,,,,,-2.1514184720934724,1.4315373782895722,0.684400430139809,0.28515625175476833,-0.8487438703001982
2020-02-07,0.5260157071450546,0.1339482608619313,-3473851.0567434235,0.2160070995050205,0.7497261138072933,-0.2315724154552143,0.6766138053612738,,1.4973172827516603,,,840138.4042922932,,,-1.3678774613649207,,,,-0.627885768953899,1.4469069825185406,0.6783348833851169,-0.10572176648526393,-1.3456652071185986
2020-02-10,0.1907671433497828,-0.0534689540955781,2584931.0985800624,0.5875575388598335,0.2846566343430847,-0.10975348445812969,0.5500345642806617,,1.4430301986402128,,,912916.1108117916,,,,,,,-1.1943495747640716,1.4272817680845673,0.6180945933031362,-0.23991613214319532,-0.49578159644429337
2020-02-11,0.5216337141564527,0.4794571716703331,-2784146.8105238853,0.1667810095541497,0.4998181173045832,0.10548693777095437,0.4056583758719158,,1.281801600944978,,,672798.1763266632,,,-0.08431107295257748,-1.3469242340012029,,,-1.0995013605240902,1.3846637316613495,0.6425744835490534,-1.0627368450551817,0.0734382797376959
2020-02-12,0.6238053309174454,0.7036288947492366,-1864566.745089986,0.4625787791544713,0.5847620402165177,0.3993580511432569,0.26837616379913404,,1.0678448301747658,,,452614.75912992016,,,0.12041272901841703,0.39746879312351546,,,-2.10223322147956,1.3115245314623218,0.667150829094464,-0.27826277518609943,0.3848239147795762
2020-02-13,0.2426555208903842,0.0233307414757337,-299540.1050200034,0.0519932629286135,0.2277339052637881,0.25737922293233134,0.10018054847779982,,0.7756993572277585,1.1915127949569866,,565649.3956204352,710183.5201060342,,-2.3418709604769354,0.9435765300778416,,,-1.7387459938899679,1.3046603492862514,0.5756239037504025,-0.7849852486982967,-0.3426394171690123
2020-02-14,0.0097078867709345,1.054618481985889,221410.3305791281,0.6679943662957921,0.2263010348348579,0.44151326715712286,0.1289336008163538,,0.8007552536798209,1.1931897494596668,,469889.1065901449,739415.441696279,,4.687995727741272,1.2309105202857251,,,-0.8171394579332112,1.211408581428193,0.5195519471745011,-1.0469987219487589,-0.08265337294556803
2020-02-18,1.0073100246610576,0.0127864374698791,-274828.24675671663,0.3507751009758699,0.6170103277470105,0.4547643454702143,0.14465220414486737,,0.7949237770819417,1.1938617816759196,,491456.1901539214,746334.3197373567,,-4.36665367839457,1.1454470936535324,,,-1.3233750498034995,1.2038797206185952,0.5105060067789325,-4.552169469519395,-2.714238435307042
2020-02-19,-0.0822666793183604,0.7580049306709498,-1583831.0284928856,0.4935037739560979,0.4707122858226906,0.5104738972703377,0.26445106375408056,,0.6850888786878869,1.1786987855944375,,140410.24935738376,716339.535593995,,,0.6576832845848385,,,-3.7813681402079307,1.2565602509224083,1.1289055788974651,-1.2153251614651677,-1.2781657477797106
2020-02-20,1.1484905932926903,0.2407903422727031,2914722.66962812,0.6045187582606584,0.6801459559254308,0.417906186775031,0.27109440754935193,,0.6841346790691677,1.1603411978638138,,329450.46740527,799784.5083790475,,-1.5622772258775255,0.43278984622855043,,,-2.5819393030233173,1.2011165107130548,1.1646235446156092,-1.4783925238461746,-0.7703769844602376
2020-02-21,0.0183172995143401,0.0603546079585211,-1355033.8405281303,0.0260096440934987,0.3471785173405362,0.4253109600715884,0.278241434953489,,0.6809847667274969,1.1587883856154955,,316472.21477849805,769263.3800379452,,1.1923913565814945,0.42433136429697116,,,-1.135788209304521,1.1973439869665348,1.2338752003767848,-0.3600372720733573,-3.2961925342115084
2020-02-24,0.6997785605389897,1.3521253672484352,4164776.765606164,1.0792408199531138,0.9402484476286102,0.48481233712409766,0.23252608257229906,,0.5605256112429998,1.1533280142111675,,-15573.223224099911,853444.437397157,,0.6586690366492289,0.7347594804525315,,,-1.973336222720436,1.1759453981152292,1.0712910867711036,0.10556201783305821,-1.2123179105246138
2020-02-25,0.7842235750629563,0.7802036447814551,-476462.5368879605,1.015848993151204,1.0206528782590514,0.6382957785864128,0.2529705767244206,,0.5731684514844052,1.1397532820860172,,288875.8493428224,841533.5859678269,,-0.0051391833101667814,0.9255285942817306,,,-5.33833029098558,1.4130048298298612,1.6412846635509506,-0.32871376003534813,-0.2647246785491909
2020-02-26,0.8846785278395863,-0.0835512354685104,-1940715.186552425,0.3678573926913735,0.3236512826517472,0.46998454535852086,0.22332627459618096,,0.5745418321198772,1.130040588855303,,384034.04274091055,806962.679803314,,,0.7440659950159032,,,-3.1188922632615856,1.243905446246396,1.5843720782621078,0.36163623824149754,-0.1725025223148751
2020-02-27,-0.0735218063511524,-0.0769545218510145,3519332.7135750065,-0.2652513657902009,-0.3837108145641821,0.40643557253377727,0.23965256348633046,,0.5602546010178086,1.1320063610863256,,-522480.8018874094,850669.918808865,,0.04563257478816958,0.5282352009336962,,,-2.133184581411229,1.2042747344368114,1.614339909480262,-0.15413281891555083,-1.146506532304514
2020-02-28,0.1572868976842549,1.1872659912173518,1473639.6926853908,1.002716441324905,0.7693749902931444,0.6318178491855434,0.28375222681472856,,0.5990601735008438,1.1358492907470008,,111914.736873578,871246.267556259,,2.0213369449452654,0.8004997227213752,,,-1.4552524430758877,1.1579733004158446,1.5395699536392997,0.23966017910184745,0.1194806013173128
2020-03-02,0.8205089421332641,0.2978293617657037,961016.9948679368,0.2645097841971502,0.5903155034626248,0.42095864808899713,0.27892795922875085,,0.5985111953900453,1.1021525676398873,,248323.5657743671,878908.7217120106,,-1.0134040978896306,0.41158106796204735,,,-1.121454028439497,1.1337604382507651,1.6938549499584599,-0.9814057294977888,0.052873250807410475
2020-03-03,0.2935189436884151,0.7846057553649857,-1752830.1703261023,0.74188988734514,0.7555282608216629,0.4218390702057032,0.3512864274510502,,0.5652519732023797,1.0898332195181286,,83077.3138623215,824125.4790788197,,0.9832391878930218,0.1830219677637291,,,-4.294867880266494,1.2231526137175717,1.2944777577724582,-0.9096621598483333,-5.4256711749915425
2020-03-04,0.7190883793103904,0.313293484080809,-3293168.822945792,0.5554957548228927,0.7905444428268424,0.5012080141155671,0.396788348628845,,0.5197143732468107,1.0865139250921305,,-134402.9193933861,759214.8227642785,,-0.8308438698885651,0.2336182011045155,,,-1.4479626033018802,1.2249914830205662,1.2861282571108978,-4.169232627439431,-0.9242102094445256
2020-03-05,0.4465280177982507,-0.3700254804584375,5306194.1374234725,-0.0176528103805928,-0.4040325757976291,0.4425938223940825,0.41657340821153693,,0.4790720673620344,1.085338626710261,,22282.975165448617,827617.072444471,,,0.060589773698022716,,,-0.9509345449481058,1.2504242762338036,1.381471386120804,0.14378101665085727,-1.227340519738284
2020-03-06,-0.4215491059277934,0.1879202112281461,-1053021.6520284628,-0.1191772619528848,0.2576483526368633,0.2427246663962414,0.38930817464642614,,0.475606932902823,1.073658345080954,,49701.41005247536,840942.9845680746,,,-0.4724435118722169,,,-0.9759727593182598,1.2713415969930517,1.4317763069881313,-2.0764598086460686,-0.0006544341060875974
2020-03-09,0.3374816707719503,0.483425271133532,-1930853.7827857016,0.3473554237630445,0.5805655719999976,0.27984384826980707,0.40678202516000617,,0.4721384593486989,1.072328848864024,,126851.27375036148,824991.5447479119,,0.3593855447821007,-0.3740457144045761,,,-1.4558153081415308,1.2387226896563142,1.40210016538899,-0.15846744012074523,-1.6841834989169506
2020-03-10,0.2112800514184858,0.0024632964045565,151545.86896280013,-0.1186804657565492,-0.0526858316628597,0.12341535647772121,0.4095786376850129,,0.4694266391209541,1.0687494844395158,,5182.012269498338,837185.896440477,,-4.451684056560144,-1.1995733698331057,,,-2.718181841871632,1.2332816849876416,0.7183709004685602,-1.6849326890143064,-0.24571838244456704
2020-03-11,0.2152658870889947,-0.0063784560048265,-21177.81720745284,0.1079869293739683,0.1514364224940987,0.05948096846059413,0.3852868563012549,,0.4781103980768309,1.0667695279839138,,143330.46193531997,844564.0931293058,,,-1.8683317345734463,,,-3.136156093158566,1.2322990155012261,1.0167998330368386,-0.7137505249822859,-1.1404599962846214
2020-03-12,0.0922640788673163,0.654280020573573,877823.5131345047,0.5122251494768086,0.3015096176820062,0.2643420686669963,0.38281941259247176,,0.4765056693564222,1.0662360611720993,,280449.9748465445,869940.0040580506,,1.9588805381111203,-0.37031939131431374,,,-1.5572462456785632,1.2401110122563712,0.9141292347042345,-0.4279918544711855,0.024014822974106526
2020-03-13,0.6862673741049452,0.8411004933613295,2024338.9973123905,0.6660328553303465,0.9206063645101406,0.39497812509363295,0.42370790018675153,,0.4791136268713119,1.0663301430534036,,396643.92996316415,901402.5433689647,,0.20344383557463855,-0.07021391930949607,,,-1.3681656470554937,1.2493571586429937,0.8195913851951219,-0.16548927854202317,-0.42590210491036756
2020-03-16,1.163868936842233,1.6662059584954498,3633804.178553309,1.6501483449346033,1.3523915088250753,0.6315342625660165,0.45428727401222957,,0.5374647495038488,1.0729165405921621,,567263.6223618733,945783.760015549,,0.3587994148957277,0.32942243609032174,,,-1.211478111784332,1.230445174147206,0.8694298046605444,0.011855384315540358,0.16786818096460634
2020-03-17,1.4749476802566068,0.7866731732419758,-2774082.733365412,0.971870716246551,1.2581499949648125,0.7883762379335003,0.4929816108008344,,0.5318345184643749,1.0598505212816414,,442300.8980314385,901575.221346387,,-0.6285649167446897,0.4695035624767473,,,-1.250787445612394,1.2331282577530633,0.8113829155847964,-2.910889043108156,-0.24307859440926471
2020-03-18,0.888666763320419,1.4836883663845375,1017570.5740687568,1.4567770548605523,0.9234389937206072,1.0863896024113733,0.5292657825865138,,0.5739540985963394,1.0510495795595813,,572370.9781595205,916918.3677382509,,0.5125640851441904,0.7191244558423858,,,-0.6285997948242678,1.2150382868706155,0.3482315613629803,-1.700908715477016,0.39882096619294427
2020-03-19,1.7609287748700382,1.9586078810832264,-302870.8528093975,1.9795436064172949,2.0053387443016124,1.347255174513304,0.6151566595270399,,0.651770816139574,1.060296919849815,,411491.30203764467,884407.9096867295,,0.10639257327859442,0.7839476312965157,,,-3.6575692589104896,1.2652593505697314,1.172725066112775,0.15865597956989666,0.2656878586732541
2020-03-20,2.813362849333936,1.4355542659408354,1924854.175524504,2.2673253751181246,2.172033660136448,1.4661459290292052,0.6839166424261556,,0.6626099491632669,1.0658423733956774,,575485.7028402764,878328.495733862,,-0.6728294886747241,0.7625563774064134,,,-2.3508124082850266,1.2482860273107788,1.2012658687910276,-3.033764404122489,-0.5201123243616025
2020-03-23,1.4757081570584525,1.2926506213833662,-2053300.4518261785,1.2740259389142707,1.1994919985389938,1.3914348616067884,0.6809429051329022,,0.6595797802912282,1.0693841465237854,,264581.8419686593,817075.2769467279,,-0.13244312552763585,0.7146123053443533,,,-2.596500681832564,1.2525376086490043,1.1854928115208563,-0.4065297851258618,-0.9846891271183327
2020-03-24,0.913469312218723,1.083271559196664,-707709.2978185168,0.9406703595346038,1.4030710667022923,1.4507545387977259,0.6960963008536627,,0.6654356463099649,1.0619051404063373,,253019.50392213147,797872.3066474475,,0.170491181126354,0.734351057594323,,,-0.7713234322832517,1.0360527485536597,1.286156898420482,-1.0433212815721498,-1.215376291118169
2020-03-25,1.0469594459296871,1.4094554704420013,7975770.704254415,2.237176441765836,1.1589407664200593,1.4359079596092186,0.7707466361491881,,0.6570614391270743,1.052505775526952,,748843.7984624734,907073.4734279977,,0.2973132410764511,0.6221929502040022,,,0.0753260713620676,1.0849452548709575,1.4954337858843605,-2.1472506935368005,-2.6005478855120123
2020-03-26,1.677795118573593,1.2324721255035789,-3100419.4025671696,0.842283266919214,1.3705344655298592,1.290680808493289,0.836217968516918,,0.6329433427696373,1.0548229403141536,,417856.1926553647,801018.2373379939,,-0.30845849155023164,0.4340358096699558,,,-0.6381833534669734,1.1084272808312996,1.1602363695981754,-1.9024637955969257,-0.3200182904814689
