Date,GS_Open,GS_Adj Close,GS_Volume,GS_High,GS_Low,GS_MA_5,GS_MA_20,GS_MA_250,GS_realVolatility20,GS_realVolatility60,GS_realVolatility250,GS_avgVolume_20,GS_avgVolume_60,GS_avgVolume_250,GS_log1DayRet,GS_logMA5_20,GS_logMA20_250,GS_logMA5_250,GS_log1DayRange,GS_HL_20_realVol_20,GS_HL_5_realVol_20,GS_logD2,GS_logD5
2019-11-18,18.804104290337307,10.097465506952346,-597594.8579820208,14.002907903231415,15.608524250750932,,,,,,,,,,-0.6217907068740144,,,,0.4735077000123827,,,,
2019-11-19,13.62033453015897,9.78372870183702,-575242.2275226112,11.536735535962336,9.189902826729565,,,,,,,,,,-0.33084319286245073,,,,0.8530666357740274,,,,
2019-11-20,1.159713378146833,10.072195902943363,1741310.7438945705,9.803681353177067,5.015054237387275,,,,,,,,,,2.1616058600228127,,,,1.5662437556833295,,,-3.678153028105171,
2019-11-21,12.910723079010085,8.3447423558614,-465094.92867212975,7.04009902901079,10.821250552257212,,,,,,,,,,-0.43642652994428094,,,,1.3300285990189153,,,0.36393893930956883,
2019-11-22,16.848100498091995,14.650051530960836,813696.1341896579,15.403957320490631,15.569859601950242,10.589636799710993,,,,,,,,,-0.13979406743167677,,,,-1.7963563298633567,,1.3438147912999139,1.5212306849949806,
2019-11-25,9.461777536081286,8.871570003966738,-228941.3822859982,13.297031498030762,12.099981075582235,10.344457699113871,,,,,,,,,-0.06440848339959901,,,,0.17986054970579313,,1.3508571455483507,-0.6408818273745237,0.20367159977503135
2019-11-26,6.079781730232341,3.4761121819877303,-766312.006140925,4.888359885811013,6.997977067756963,9.082934395144013,,,,,,,,,-0.559054315519339,,,,0.7465065006701271,,1.3432654980464789,2.4135842231515534,1.8417578745846896
2019-11-27,10.199415532375326,8.384260793973482,-1775723.2211202271,6.902267668052346,9.556207867897244,8.745347373350038,,,,,,,,,-0.19597418465464053,,,,0.976045403570595,,1.2375066337577196,-0.7188564292635553,0.5235059528814437
2019-11-29,9.085148981860186,7.194420589524199,-1187258.5464635966,8.873629910170052,9.39174950865825,8.515283020082597,,,,,,,,,-0.23333529288130936,,,,-0.657549178260168,,1.133658289634071,1.3132688357075355,0.14004170005428615
2019-12-02,9.239208188173706,9.433679198896428,-766556.9282185,7.6607399861838275,8.40919179304754,7.472008553669715,,,,,,,,,0.020829991441870376,,,,-0.2897484634829647,,0.6848654312596408,0.04823611063673158,1.6518022047577892
2019-12-03,11.353254411384071,14.6492406484589,123477.62784690388,14.5892188980566,14.087614604086356,8.627542682568148,,,,,,,,,0.2548840661419045,,,,-0.6899437291533288,,0.7907003938397766,2.0088608109615778,1.7540005987738638
2019-12-04,20.359562512691294,14.686917933456414,474003.9178244525,17.802589227102715,17.710604051733426,10.869703832861884,,,,,,,,,-0.3265935428060802,,,,-2.3861278522074505,,1.2022251981234386,1.6588447882187751,2.41687811241968
2019-12-05,18.510125110169,15.054773702099652,-99203.73386713164,17.341323264079577,18.71506993022137,12.203806414487119,,,,,,,,,-0.2066227552116466,,,,0.3175417999023906,,1.0050068391526334,-0.9025528954546101,1.897696754741091
2019-12-06,8.781446084230197,6.853559698475749,-424014.47842836427,8.433772963112318,8.616178995015261,12.13563423627743,,,,,,,,,-0.2478729148548493,,,,-1.701520132245368,,1.0882864143810334,2.0583913114106527,-1.0762808290699093
2019-12-09,3.942435281038513,3.3158917064614712,-261452.30421859652,2.5865618621943582,4.536470239173724,10.912076737790438,,,,,,,,,-0.17307204514680316,,,,0.6677823853073432,,1.2976234762384353,2.4629065795107534,1.8112005103158588
2019-12-10,3.604452506981716,5.5095663998321385,159578.0287941366,3.4747335287946584,2.898463186402523,9.084141888065085,,,,,,,,,0.4243160380122839,,,,-0.551178383963102,,1.3009347568900365,0.29564525596026103,2.212624744636923
2019-12-11,10.54299063496724,8.84648447946985,311584.8428683034,12.40676362506477,12.532164000267954,7.916055197267772,,,,,,,,,-0.17544109818089376,,,,-2.0762436587368764,,1.2062924560802881,1.710295002015314,1.7648050156588926
2019-12-12,9.939858581735308,7.0368537954786206,-708977.8564129816,8.732736509065106,7.330861670450133,6.312471215943566,,,,,,,,,-0.34539162715042765,,,,0.3378105111714891,,1.2104622332065436,0.42349321785706123,2.0816790249737442
2019-12-13,9.088702545606893,12.602576438109152,-240947.90068731108,11.30002731469294,12.44497169302788,7.462274563870247,,,,,,,,,0.3268691085242026,,,,0.13535605795284425,,1.0898434991976294,1.3233790441771138,1.7490288383838972
2019-12-16,15.143518518308966,13.1445170204736,-385067.3510212346,12.82799346512931,14.284679341694698,9.427999626672673,9.600430429460953,,3.602011752696638,,,-242936.82138118017,,,-0.14156790478516595,-0.01812398839469026,,,0.37616390792592647,1.1406390257494206,1.0315279816532994,1.8095442491295206,2.2852990783992593
2019-12-17,9.79213664003531,9.220728877413308,-309460.4606422789,10.291196814616724,10.66889061469196,10.170232122188906,9.556593597984001,,3.600979257962311,,,-228530.10151419308,,,-0.06012559153129625,0.06223368864298065,,,-0.9736714643435492,1.1475935611195724,1.0682047771333272,1.2184221757455305,1.3113451638150329
2019-12-18,11.700120111778771,4.244654968684898,1113115.4913392947,9.868532834889947,6.2995070145160525,9.249866220031915,9.279639911326395,,3.790604836227494,,,-144112.2155710978,,,-1.0139385707168007,-0.003213654665977419,,,1.2722926791060887,1.171079009549317,0.8026740705207301,2.1860357768189487,1.5264539441613787
2019-12-19,2.776972163172374,1.981255653081277,382215.27060828265,2.655686425653812,2.44185140844472,8.238746591552447,8.875092898833293,,4.1190834285707965,,,-212066.98923541218,,,-0.3376303722801202,-0.07440058310546967,,,-1.542550508914297,1.1355545671958354,1.1178956478086406,1.979548444680394,1.6204961723561087
2019-12-20,0.0611760538886159,7.482436342471047,1027121.0142554007,4.280136969388749,0.5008332816147032,7.214718572424826,8.831977598163775,,4.129426872056065,,,-137456.19208903567,,,4.806557895549337,-0.2022557675275735,,,1.3295397830792415,1.135517273143916,1.305062743322544,1.1748883340711058,1.6331818011063892
2019-12-23,8.720383122549563,4.82800315218104,-695637.3220380268,5.563919803748092,9.376540081717891,5.551415798766314,8.340875179224785,,3.9825233663063924,,,-212922.8649004199,,,-0.5912302168970286,-0.4071151543190534,,,1.3383166897558396,1.136811512447339,1.422979333051471,1.046177114197526,2.118243160810648
2019-12-24,11.99249698401968,15.3108131216014,1477361.3831960035,15.640202614025014,12.595286290936173,6.769432647603932,8.662837335106518,,4.277078197404371,,,-127607.72662631981,,,0.24427811584407125,-0.24662502624797522,,,1.1134734206820889,1.1701620433376183,1.2580993583558997,2.0577551806098433,1.8066619148261431
2019-12-26,12.85062469323988,7.509124663167938,-1537009.4703593669,10.729440855910354,12.743855689659014,7.422326586500541,8.864487959165528,,4.11153855092594,,,-166142.5998372419,,,-0.537273521606044,-0.17756061387161792,,,0.7003287481354096,1.1684213631545093,1.2186921022417747,0.9862351812356797,1.183097328245063
2019-12-27,11.45105241282647,11.782661807329674,-163249.88551667563,12.026209591091517,13.608725413456426,9.38260781735022,9.034408009833339,,4.160578779732171,,,-85518.93305706434,,,0.028547473013130802,0.03781734326565334,,,0.459015873321067,1.1485576451171042,0.39296744466892525,1.2607740267576173,2.2825258605109076
2019-12-30,10.030549358130004,9.003627699797448,-596995.7452443352,8.335564409041908,9.21060938834269,9.6868460888155,9.124868365347002,,4.138075016916822,,,-56005.792996101256,,,-0.10800779809496941,0.059765418242729275,,,-0.13347998903053088,1.142113863341999,0.5768602416159803,0.40179373460965406,0.4194938155717372
2019-12-31,9.966666297993214,9.07465022725384,-305264.7320791024,8.820917019212402,10.343995194333758,10.53617550383006,9.10691691676487,,4.137443557938087,,,-32941.18318913138,,,-0.0937613177811153,0.14578039630523776,,,0.4207334022879898,1.1474242812227087,0.454152870165103,0.9962146312875005,1.4461297480601167
2020-01-02,15.598841620439115,23.824534330573528,3565075.350757842,25.71526897307021,17.34720557149261,12.238919745624486,9.565681600870603,,5.165329530385802,,,139138.70295641554,,,0.42351924753946907,0.24643915686722298,,,2.124422483964228,1.2376259691671798,0.8453879009228077,2.696038794162483,2.1416791218583353
2020-01-03,30.148237687581386,28.85707703071985,3926436.471407373,31.23105573591195,28.490845690407525,16.50851021913487,10.274189555733775,,6.6602637833274425,,,311760.3306355615,,,-0.04377120274538049,0.47424113688202585,,,1.0080345764050536,1.110532075017109,0.8552675104802832,2.9847940084294606,3.0609558272321804
