Date,MRK_Open,MRK_Adj Close,MRK_Volume,MRK_High,MRK_Low,MRK_MA_5,MRK_MA_20,MRK_MA_250,MRK_realVolatility20,MRK_realVolatility60,MRK_realVolatility250,MRK_avgVolume_20,MRK_avgVolume_60,MRK_avgVolume_250,MRK_log1DayRet,MRK_logMA5_20,MRK_logMA20_250,MRK_logMA5_250,MRK_log1DayRange,MRK_HL_20_realVol_20,MRK_HL_5_realVol_20,MRK_logD2,MRK_logD5
2019-11-18,6.227957140083532,3.6977742318442,-5061287.111461297,4.920852547283346,5.3922057846674605,,,,,,,,,,-0.5213172924574995,,,,-0.7521474928404188,,,,
2019-11-19,6.109023594644825,6.168543056628501,2251243.192411492,5.7661380361215535,6.077179772401706,,,,,,,,,,0.009695720649542963,,,,-1.1678281755492261,,,,
2019-11-20,4.5645755213284005,4.558151569540456,-633709.4092864245,5.124812489224119,5.32759703359136,,,,,,,,,,-0.0014083404634910909,,,,-1.5956112213762315,,,-0.15038422120060696,
2019-11-21,6.223508773134171,5.400144954708466,-1835721.0039809933,5.436000402898415,6.806562066347702,,,,,,,,,,-0.14190806246192564,,,,0.31522062914458127,,,-0.26344731826252693,
2019-11-22,6.772260044321904,5.320378828922316,5394538.432890235,5.976268609639512,6.044096440237254,5.0289985283287875,,,,,,,,,-0.24129035420063485,,,,-2.6907826874673253,,1.1038650278536735,-0.2715105271017862,
2019-11-25,4.862848321062927,4.652776934908268,-1230817.1685753092,5.443934600560063,4.058162740358988,5.219999068941601,,,,,,,,,-0.04416010887576916,,,,0.3262572841896186,,1.2964775217754145,-0.2911975514464289,-0.0460411080718332
2019-11-26,3.9748311936468,0.7998662482494012,6218912.216260996,3.538304718627749,2.229078737298444,4.146263707265781,,,,,,,,,-1.6032930351776642,,,,0.2694361086429835,,1.3951628421794988,1.5086253902182702,1.6805814737595437
2019-11-27,2.204041574792356,3.8645280045989097,-2636785.933904985,2.733443651345013,4.103147070964958,4.007538994277472,,,,,,,,,0.5615467997191543,,,,0.31459423437517975,,1.3405482879167292,-0.23794133760278618,-0.36582587926371707
2019-11-29,4.394765915991584,4.449107493421003,-4151793.250878582,4.836921541774878,5.389474640702971,3.8173315020199796,,,,,,,,,0.012289244503128429,,,,-0.5932057435509948,,1.2983954124787231,1.294519267949589,-0.05020182574310363
2019-12-02,5.57915441132733,4.574830396216562,-2332669.859379123,4.706748694662707,5.622181088643906,3.668221815478829,,,,,,,,,-0.19846759954627244,,,,-0.08835876360065886,,0.39599451908670585,-0.3420644959311728,-0.29363518014613693
2019-12-03,4.581088776063595,6.441975073072506,3629719.738831856,7.025869254232205,4.912048307818985,4.026061443111677,,,,,,,,,0.34089848755672864,,,,0.7484971849078219,,0.5016879356635726,0.68957459629946,0.5817675519792324
2019-12-04,4.566079209538046,2.902477868716552,8945071.582212653,3.440860776428337,4.21320011924081,4.446583767205107,,,,,,,,,-0.45309008598697836,,,,-0.2583312623083844,,0.5202445340565208,0.5142313342447263,0.7431802008575099
2019-12-05,5.530287097308161,3.4279603794389857,-1792337.176950058,4.246292100021435,3.3754699471785443,4.359270242173122,,,,,,,,,-0.47827428777177006,,,,-0.1383175103002985,,0.49600216612491105,1.1032729753196664,-0.828811989791781
2019-12-06,2.773602182787372,2.5220881173079803,-1643069.2565332754,2.686112515422387,4.056020916854202,3.973866366950517,,,,,,,,,-0.09505972598711056,,,,0.31474387733603765,,0.4141602913896821,-0.9665588902916795,0.6559744444481139
2019-12-09,2.8553122050073583,1.7984798818230343,-2464930.1639732798,2.1183515996538205,2.0341764830061564,3.4185962640718115,,,,,,,,,-0.46223939289293037,,,,-2.474855928160324,,1.2466080886494388,0.4882612508998026,1.0211373006655835
2019-12-10,2.7232201078207794,2.0100140613653608,-1744629.4146021055,2.295161329100992,2.4616121084768707,2.5322040617303827,,,,,,,,,-0.3036733255132174,,,,-1.793055632629748,,1.1979889617219768,-0.6692860238891308,1.4888421524088036
2019-12-11,2.597703220661764,3.602098511670782,-2442953.6368203685,3.726377153928823,3.6180276671577616,2.672128190321229,,,,,,,,,0.32688891758702054,,,,-2.2223932877801498,,1.2672978574988978,0.5897949967683472,-0.35721702947736633
2019-12-12,4.225674872121417,2.5933692720083386,3597723.987187449,3.468949894909123,3.886385640576656,2.505209968835099,,,,,,,,,-0.4882210735725918,,,,-0.8736246491281819,,1.1405122145604116,-0.5389589974765524,-0.18081336576924253
2019-12-13,2.6249960710445563,1.6985795658151588,1640730.9084373144,2.159256515576182,2.235529157161743,2.340508258536535,,,,,,,,,-0.4352870470219274,,,,-2.5734409687451945,,0.6918353095457909,0.6437042499590586,-0.19418134509192098
2019-12-16,2.7873095158402847,3.150059949745625,-2675452.3640767587,2.812165435933018,3.5609056446024496,2.610824272121053,3.6816602200001207,,1.5328295622712291,,,51589.215390471814,,,0.12234468499499492,-0.34369781263455934,,,-0.2893632065402429,1.1088234962962686,0.949382460552292,-0.5857455295098796,0.30127432872542886
2019-12-17,2.7602862499092,4.332059826398108,873543.1266692048,4.189518547724049,3.4815570742901656,3.0752334251276023,3.7133744997278155,,1.5397266836807446,,,348330.7272969969,,,0.45070875129821086,-0.18856022288420224,,,-0.34536560282286166,1.1127208429477387,1.069965220045719,0.9683062644064563,0.8424485923979025
2019-12-18,5.171781194791983,3.1345178923688835,-738401.7075487683,4.418774709184852,4.711091190191851,2.981717301267223,3.5616732415148347,,1.4307039828176022,,,198848.48229898387,,,-0.5007417743693303,-0.17773103597720036,,,-1.229918224578296,1.114060802493794,0.9298746544767457,-4.164205550480017,-0.7601834974161957
2019-12-19,2.8971902036852555,3.9262359600130736,1144710.1119545978,4.186893187497532,3.682052405637407,3.24829063886817,3.5300774610384655,,1.41442446716842,,,287769.45836103504,,,0.3039398239073807,-0.08319091363513616,,,-0.6835121828643493,1.0958804450013842,0.9433102532671022,-0.901836040148251,0.28733202719663986
2019-12-20,4.048810443431428,5.502814612955007,1054518.8783430858,5.345720953099999,4.491864275721525,4.009137648296139,3.535210943950793,,1.4217362861527165,,,432281.4524772389,,,0.3068365888464599,0.1258031973529353,,,-0.15799192436152681,1.0778059554412311,0.4310472295994763,0.8621710134734033,1.3361149322431933
2019-12-23,6.579914791672401,4.310703965455595,-1317884.7840299727,5.084081451604526,5.696800688827068,4.2412664514381335,3.4847272007774572,,1.3720698954552337,,,96660.29163122857,,,-0.4229205718289112,0.19647215298543805,,,-0.4898484622853761,0.973518005327631,0.4106004987462357,-0.9558947043113389,0.1489750370164386
2019-12-24,6.074014604483217,4.1304082012226,2794138.97817659,5.1477568315976825,5.268340265262275,4.200936126403032,3.458608764093173,,1.353511232634983,,,297908.09896882356,,,-0.38564353088940834,0.1944409707857717,,,-2.11541337008986,1.00234779828963,0.765751180132664,0.31656570390351924,-1.601213698307645
2019-12-26,3.8635640537923095,2.225907911995847,-549513.3690246344,3.593567665698643,3.0725161633615983,4.019214130328424,3.529910847280495,,1.238777418611667,,,-40513.18029545797,,,-0.551425204744296,0.12981377865385257,,,-0.651906389260179,0.9745919013888737,0.7536966503722384,0.7346710343800074,-0.09583934137527701
2019-12-27,2.9595884449817547,2.5365598425673426,570858.8288530475,2.655052737914524,3.178467657342076,3.741278906839278,3.463512439178917,,1.2553762901806274,,,119869.05784244365,,,-0.15424144949001142,0.0771442766944779,,,-0.6473807844632451,0.9408796810901402,0.7555002893181728,0.4661514432549641,0.32907071095993007
2019-12-30,2.474195180444461,2.7236879908865745,-1563967.4460488418,2.2930968055892578,3.244818025522534,3.185453582425592,3.377241464052196,,1.243308657730487,,,249260.34808393064,,,0.09607167741653315,-0.05846455043068829,,,-0.049483123280207396,0.955763151324926,0.7801576164894927,-0.69759690814846,1.022136713618885
2019-12-31,2.6880902440194845,2.875595067989309,-3203421.6316525107,2.725333503750335,3.3850418558754214,2.898431802932335,3.2922796976408337,,1.2148981280786173,,,205722.75947026126,,,0.06742863798080749,-0.12741040891628355,,,-0.4159574323437074,0.9456614866598206,0.7879447508405366,-1.081651267200625,0.3612407330684194
2020-01-02,5.193698885749214,3.831470303277648,11157885.325045194,5.001541359156391,4.400939566885285,2.838644223343344,3.16175445915109,,0.9752996992586133,,,582131.0387809282,,,-0.3041975173604731,-0.10780053007831239,,,-0.509823139302983,0.8752375427596883,0.2473642496477547,0.10236010006141225,-1.2075194263446731
2020-01-03,3.186333083302955,3.7959417450386175,-1095245.4341122769,3.341813707468063,3.224551870685943,3.152650989951898,3.206427652967194,,0.9832287264663533,,,80115.18796468173,,,0.17506178227892705,-0.016913753718896196,,,-2.1433459233855667,0.9057039617520634,0.8080664705032481,-0.08300485703927855,0.45109716883679596
2020-01-06,5.178302863815276,4.905716263567818,1062360.2084025284,6.210603355915396,6.01238857866619,3.6264822741519938,3.280315447173635,,1.0537490151831421,,,222850.05723231105,,,-0.05407626053271531,0.10032351725231978,,,-1.6184041026041238,0.8941780879771861,0.8889168389913178,0.07161898317268792,0.8625339512790536
2020-01-07,5.339255286767788,5.667755337097795,1373929.4778965209,5.645990004210304,4.72499321178168,4.215295743394238,3.437598808163126,,1.1636501595897613,,,373699.9939538009,,,0.059706971407167485,0.20394654672625576,,,-0.08229872543797123,0.8662912474328818,0.8807131388066766,0.6269077962058274,1.0797920763560775
2020-01-08,5.480586831937224,3.805346022693435,-6073326.30235281,4.608241580269649,5.358880116484087,4.401245934335063,3.5379421152066457,,1.099634000309389,,,193280.1870348243,,,-0.3648052552205662,0.21834243301059267,,,-0.2868310530522834,0.8160228999778194,0.9020675682432033,0.09564670578618,-0.07283851933787651
2020-01-09,4.366250851174364,5.125046741034154,2559122.49721892,5.017408769758745,4.593654688805955,4.659961221886364,3.6936937491900856,,1.092410884813705,,,408467.7826258756,,,0.16023493310175524,0.2323801532086659,,,-0.8586019897667946,0.7921551183634824,0.8747028612092722,-0.6111827585990453,0.2574108146409308
2020-01-10,5.896991702463993,5.604409870296635,3193857.3586214697,6.195762818926575,6.523593979087302,5.021654846937968,3.793809317121378,,1.1723986467922554,,,690308.3323979676,,,-0.0508885752572956,0.2803889189767314,,,-1.1152565587376835,0.7321965141911484,0.6226446709223386,0.5872664449462904,0.5924801472936865
2020-01-13,5.441578735292588,4.494676435771083,-2572700.600804312,5.214644707526958,5.4887452371764525,4.93944688137862,3.8888746753095154,,1.1467405323591244,,,381787.1029983795,,,-0.19117554526952335,0.23913352837265353,,,-1.2942603433531379,0.7387147578477192,0.5242217947180916,-0.4614478461433064,-0.8890651645659247
2020-01-14,5.917966770032599,5.0945896000481525,383067.8443436315,5.998717246893428,5.839865490566154,4.824813733968692,4.058675177021165,,1.0529401124566071,,,318903.94979369536,,,-0.14981382501364277,0.1729155204028955,,,-1.8397838618135767,0.6645841093168428,0.5706466829657445,-0.6736970266526978,-0.5565803596757655
2020-01-15,4.463060619444562,5.2661763028841975,-257135.48526699003,5.4988209174825045,5.059060681577705,5.1169797900068446,4.164480994678094,,1.0631025757486534,,,439819.7937341837,,,0.1654697717604976,0.2059727235041718,,,-0.8215256189900011,0.6518569588467992,0.4135786625776797,-0.25941877942376573,0.37900495914233995
2020-01-16,6.682068630104723,4.320395824235092,-1108018.6721402304,5.573956899815009,5.9739603262158525,4.956049606647032,4.163897794569943,,1.0630090015832372,,,340741.70379371196,,,-0.4360805907355143,0.1741573676895691,,,-0.9162821659087346,0.6401684009725944,0.4028322484492376,-0.2559330803787075,-0.21734673934207885
2020-01-17,4.99808521618975,4.026418141057725,-229333.5490116049,4.610769296627865,4.366401231315187,4.64045126079925,4.208492807004385,,1.035915003140159,,,366195.1117205702,,,-0.21617770032757314,0.09770703548280867,,,-1.409079725882273,0.6463053023102165,0.40923003146104314,0.21491632981086584,0.4561529811164805
2020-01-21,3.5385054980381057,0.4606906429644439,5069700.785477548,3.772552150513647,1.2605732570029673,3.8336541022379222,4.0352155411519535,,1.3328862607291414,,,562444.6453967176,,,-2.03873298002991,-0.051241296131862096,,,0.9210708463057962,0.7641426217891348,1.0520619822928667,1.35059080265064,1.3947549176633094
