Date,GOGO_Open,GOGO_Adj Close,GOGO_Volume,GOGO_High,GOGO_Low,GOGO_MA_5,GOGO_MA_20,GOGO_MA_250,GOGO_realVolatility20,GOGO_realVolatility60,GOGO_realVolatility250,GOGO_avgVolume_20,GOGO_avgVolume_60,GOGO_avgVolume_250,GOGO_log1DayRet,GOGO_logMA5_20,GOGO_logMA20_250,GOGO_logMA5_250,GOGO_log1DayRange,GOGO_HL_20_realVol_20,GOGO_HL_5_realVol_20,GOGO_logD2,GOGO_logD5
2019-12-03,-0.1668979545838707,-0.151204065160367,69710.38636085391,-0.1834850077810763,-0.1376891168230037,-0.18876480936551818,,,,,,,,,-0.0987522258881169,,,,-3.0835609089594658,,1.617076421995958,-5.707520945789502,-2.4598346623309455
2019-12-04,-0.1265575986010469,-0.055056810574809,794592.1865723801,-0.0724172419732793,-0.092556602096279,-0.14161535617370719,,,,,,,,,-0.8323319577679786,,,,-3.90507916364631,,0.8140204576110125,-2.2437471395675224,-1.444994954740251
2019-12-05,-0.0341892785092057,0.0149902323154622,2577246.8922324805,0.2171780528912585,0.0113711067290316,-0.10005419201895635,,,,,,,,,,,,,-1.5808167041487278,,0.9618125657206605,-1.7945977083658633,-1.5711511892860588
2019-12-06,0.0479199605115328,-0.066969850087404,-1991117.725763441,-0.1428886036544498,-0.1102928531678739,-0.08387152800986361,,,,,,,,,,,,,-3.423573352278707,,0.9457933519580799,-4.430121721407633,-2.5143768201955305
2019-12-09,-0.1766068553200845,-0.1126592418800025,-988848.3956307204,-0.1493942301647806,-0.0149790589224512,-0.07417994707742406,,,,,,,,,-0.44955840159344457,,,,-2.006821975996367,,0.975447301877164,-2.0584672544142544,-3.027059803030471
2019-12-10,-0.0912030126697609,-0.167379525439109,510167.6659935857,-0.1551934422889855,-0.1271060107661714,-0.07741503913317246,,,,,,,,,0.6071759111758042,,,,-3.572433079468709,,1.0337390324689963,-2.2984967083227392,-4.124259982818156
2019-12-11,-0.1368256366365867,-0.1800660972075085,-168732.6426087434,-0.1772206656447019,-0.1675085974893382,-0.10241689645971234,,,,,,,,,0.27461660024964757,,,,-4.6343860270450845,,1.2419025726389161,-2.6970085551455045,-2.0793672513778327
2019-12-12,-0.1765580821223927,-0.0853659023758603,-278116.6151482279,-0.1833810441521177,-0.1597337041336157,-0.12248812339797685,,,,,,,,,-0.7267031479583436,,,,-3.7445046431603473,,0.9466367173351802,-2.500869910599094,-2.299030072660425
2019-12-13,-0.0909320796363284,-0.1140342611672429,-425261.4722178652,-0.0621676013009941,-0.0246377834264019,-0.13190100561394463,,,,,,,,,0.22638608958156126,,,,-3.2826195186422877,,0.9506912068614728,-2.7176182890094984,-3.0562381669723444
2019-12-16,-0.0852098574066901,-0.1099937667950328,606196.2280405429,-0.0955648216932802,-0.0706622253944786,-0.1313679105969507,-0.1344215629030765,,0.06709191481792273,,,13900.98687552876,,,0.25530657428268533,-0.022978988852079718,,,-3.692783211918935,1.1318736709235975,0.5072402489145462,-3.7038767770980545,-5.927372968970919
2019-12-17,-0.0453476981581566,0.1870352830535941,3442985.747698767,0.1283294587184271,0.0008950252536061,-0.06048494889841007,-0.11973738618413562,,0.09834841975636817,,,226038.60794668784,,,,-0.6829063406160997,,,-2.0601532939889027,1.1690553874340022,0.9357788844805378,-1.2004139969967516,-1.03728727643821
2019-12-18,0.1082532816733814,0.1462312335322857,494504.80648184754,0.2258158393484823,0.1576788597717184,0.004774517249548765,-0.10442404666764571,,0.11429445316905402,,,237530.2934254107,,,0.30071547803805726,,,,-2.686235194459631,1.1637813071595011,0.716307083676747,-1.3616993129870454,-1.1199462558031001
2019-12-19,0.1420031828634682,-0.0414960634777643,-1539625.675399508,0.0069238400603635,-0.0138171386483954,0.013548485029167964,-0.10171824987434055,,0.11515140391392836,,,172354.1583297411,,,,,,,-3.8756438878650723,1.1583314956981994,0.7478216752676022,-1.4760818941120588,-3.1265282360675157
2019-12-20,-0.0980166292088602,0.0684770768670255,-774349.8245418092,-0.0053292831360998,-0.0544232926697514,0.05005075263602164,-0.08967393337695291,,0.11986944449694446,,,148376.97721681482,,,,,,,-3.0140182570495404,1.1629524623715382,0.7428040039334045,-2.5542032674192248,-1.700942981674175
2019-12-23,0.0483187585483484,0.1592741316854444,778356.2308640503,0.0817049587520239,0.1271952919731553,0.10390433233211709,-0.07687453756448309,,0.13211918058416763,,,192790.07334117492,,,1.192806955316452,,,,-3.0902554322757805,1.1575418053114952,0.6599002354515325,-1.6055943326435622,-1.3120484898329188
2019-12-24,0.261375443054137,0.1435256374776221,420957.9706129462,0.1506319930272526,0.170935192356999,0.09520240321692268,-0.057865598545044514,,0.13523358327559262,,,186300.84761559538,,,-0.5994441752145063,,,,-3.8969768029017957,1.0758638710437025,0.5453062666322169,-2.5896199001592506,-3.134772628088931
2019-12-26,0.0782163495418544,0.2617041857961037,389017.233950044,0.3243748506287762,0.1826703999011374,0.11829699366968627,-0.03024018542854613,,0.14143541624593042,,,192139.8212786677,,,1.2077361049199513,,,,-1.954011723268264,0.8508190814602078,0.7961897767532073,-2.2785751122641926,-2.1587189559786406
2019-12-27,0.3282481036894251,0.3977246850578113,1470563.728972766,0.524812105624481,0.3838754536478956,0.2061411433768014,-0.0007131717527409625,,0.16533249439784076,,,284353.9004377293,,,0.19199028369705493,,,,-1.9594447663208179,0.8511115308343222,0.8297867831352219,-1.3696376669679127,-0.8227531482460753
2019-12-30,0.4468815020379375,0.3854824690255221,170227.66100385645,0.304418879638177,0.4149450880307916,0.26954222180850074,0.025955110205178527,,0.1824721982650066,,,284833.2871157593,,,-0.14779774732704729,2.340356529991228,,,-2.202502606123403,0.8642871936023327,0.8523475765781287,-2.089263352298383,-1.1488364952858128
2019-12-31,0.3166392645697173,0.0876226466966247,-351370.7483121797,0.1653219841800313,0.1525173654138971,0.2552119248107368,0.03839209986711978,,0.17745855575894415,,,260355.1819580813,,,-1.2847236707796874,1.8942425718930151,,,-4.3579493320398255,0.8924410944483473,1.1599876569781733,-1.1708538796590706,-2.635941399328594
2020-01-02,0.1625127234539545,0.2533755406648377,-533790.2558270721,0.2514724036037152,0.2729334071047971,0.27718190544817983,0.05862108015838001,,0.17776776428821361,,,230180.149848685,,,0.44411644173940024,1.5535796274632478,,,-3.8415177814058654,0.9076175529210384,1.1479654908168504,-2.0241436209814734,-2.2086403614699255
2020-01-03,0.2472447273958358,0.0392912552128339,-173519.45410277392,0.179053949252965,0.04409365993044,0.23269931933152593,0.06333848344776216,,0.17583366598721295,,,181774.56781492732,,,-1.8393766648368488,1.30125404743131,,,-2.0027746969817177,0.9226718595092245,1.138479586809881,-3.0296740022341893,-1.503219577184014
2020-01-06,0.0245284084084727,0.022091966898752,-865906.2083072965,-0.0821894421599143,0.0982003392673889,0.15757277569971406,0.06369357017692664,,0.1757380352749548,,,9616.912787938467,,,-0.10461791899363301,0.9058038011341748,,,-1.7126353169307644,0.9120800177366193,1.1920720493398966,-1.4641107292744147,-0.9791434263921235
2020-01-07,-0.0317355681255879,0.0716925167359767,889094.5875261535,0.0411095876641651,0.0015251487834941,0.094814785241805,0.07062668851809568,,0.17302615788796552,,,153627.5284524182,,,,0.29451726216476076,,,-3.229319195508569,0.9089276262649651,1.1459028617782754,-3.429557921042367,-1.1590314586682886
2020-01-08,0.1254015282276952,0.2042800559024302,508043.053195932,0.1279602277310521,0.1193015705964433,0.11814626708296609,0.08647365340721731,,0.1698404730394915,,,228472.10089375084,,,0.48797106048703287,0.31208362575168963,,,-4.749195633719326,0.95062425438092,1.2663778273318922,-1.7027156694892578,-2.1485137659796627
2020-01-09,0.1953215643944961,0.1899322750267349,-380930.1774656365,0.1395755520452291,0.2234745030102707,0.10545761395534554,0.10433924343050952,,0.1602545020638151,,,183917.2087207897,,,-0.027979687163281943,0.010661562164604317,,,-2.47814216898355,0.9581869638518429,1.2144216504118162,-2.1350408660099927,-2.7576092269699415
2020-01-10,0.2096932794087636,0.5381073700551016,2406173.876732408,0.5235227052781368,0.3026015000875166,0.20522083692379905,0.14024791679364,,0.17311820370709993,,,312662.53468784725,,,0.9424122240477669,0.3806749618330752,,,-1.509949178638029,0.9535376451901816,1.314656506977177,-1.0971314432031667,-0.6955177584762549
2020-01-13,0.6289145083589167,0.8276595792000241,3753996.7801961647,1.040109364422273,0.6687078135864728,0.36633435938405345,0.18589919087243426,,0.22353390869024095,,,514268.2044550668,,,0.2746066029092899,0.6783419243683014,,,-0.9904714544238916,1.0310581607967717,1.4839439274314452,-0.449844509934442,-0.21620814158695778
2020-01-14,1.4562986429572835,0.5844788775509291,3674552.772476868,1.1188029951680625,0.7574766650284008,0.468891631547044,0.22082484780834283,,0.22871384316889096,,,719258.9166898036,,,-0.9129326770235436,0.7530018355124953,,,-1.0179737673707814,1.1006612022116964,1.5731454538507819,-3.0710700709535015,-0.6678959712041376
2020-01-15,0.3070277330890079,0.7833498960698182,-1657958.6376105065,0.3882181967739049,0.6334774265201144,0.5847055995805215,0.2654920309515854,,0.24719273837901806,,,606051.1734072511,,,0.9366413828635035,0.7895236469962232,,,-1.4054395472133716,1.112606225399463,0.6032929759843235,-3.116552044999065,-0.54633218663264
2020-01-16,0.5052094623158179,0.2309497267592726,-2012174.7493579783,0.3011289324007071,0.341969251337153,0.5929090899270291,0.26768775313686927,,0.2466536068648033,,,333293.1485544138,,,-0.7827730663826842,0.7952198808761873,,,-3.1980854763027007,1.112549195695335,0.9092781235600657,-1.0397893337026902,-3.193757650828834
2020-01-17,0.2411121306117221,0.1868415627327637,-848728.0723575156,0.1928733548696009,0.1603947308775444,0.5226559284625616,0.2697182695968932,,0.24576668377435493,,,266131.50461244566,,,-0.25500109791788894,0.6615453987055878,,,-3.4271731293626586,1.1257745840769828,1.2050882796364886,-0.5166620671527244,-1.0462120562938693
2020-01-21,-0.0922619998392855,-0.4349808422253507,811593.5377906698,-0.1221134550334432,-0.2873701143493692,0.2701278441774866,0.25004403065951386,,0.28466313958709766,,,383692.46527195454,,,1.5506696352379195,0.07725831889518861,,,-1.8002555026300713,1.1067753873471002,1.082343743186314,-0.4065698646500764,0.2332051008737342
2020-01-22,-0.0916964148145169,0.2177904917461739,-1044641.3495591636,-0.1126469822174167,0.0758957002356846,0.19679016701653554,0.2575097014034713,,0.28159208693108706,,,370177.8890210868,,,,-0.26891937572435787,,,-1.6684308656140099,1.120577315938443,0.9388742259204159,-3.4754168842172932,-1.0032428766050812
2020-01-23,-0.0082732853147258,0.4627218355218541,368400.2952886382,0.3579714771573936,0.1256430450644692,0.1326645549069427,0.2726820865952918,,0.2841835704356298,,,349680.0922423162,,,,-0.7204827999383125,,,-1.4596032528385348,1.1364663567928324,0.9262011296939874,-0.10791635932631048,-1.1374735175339628
2020-01-24,0.6041408732173443,0.2396871993763858,-420683.2174142618,0.372835927382424,0.4386910110004365,0.13441204943036536,0.27749016469023,,0.2826929387106005,,,307598.0328409558,,,-0.9244726672143077,-0.7248754124305007,,,-2.7202986538027933,1.0866025078965147,0.831574616543928,-3.8214189899813538,-4.7401343053769684
2020-01-27,0.1625116037050455,0.1499808206085129,-104815.48542131018,0.0775155109630305,0.2607099542501172,0.12703990100551518,0.27190399643085045,,0.28412154409151,,,282906.3968723881,,,-0.08024198332484729,-0.7609478314348054,,,-1.6972071586044786,1.0934499994529412,0.4916252464916025,-1.1623798593416839,-3.30060819334979
2020-01-28,0.1009401454418255,0.0073728079972916,19745.79386859783,0.0607882874302128,0.0718869603031853,0.21551063105004364,0.25238640257782446,,0.28839876989784463,,,210365.5001171797,,,-2.6167290844442856,-0.1579510163575184,,,-4.5009297388053024,1.1867506216421124,1.2678251385107873,-1.4596636894282125,-0.8156456031988214
2020-01-29,0.0873373562150363,0.3929998966885732,1313947.8484612072,0.2557247150575275,0.1446659622650548,0.2505525120385235,0.252762273960977,,0.2885862021475932,,,267551.50949004723,,,1.504031071427233,-0.008780890934933781,,,-2.1976959132652945,1.1868142039140952,1.2113415770931377,-1.4146153363356602,-1.7417734207425506
2020-01-30,0.2544903197030994,0.0317981554178619,323539.2249090504,0.1190483619830091,0.1980513887765267,0.16436777601772506,0.24997104939703885,,0.2905309252339548,,,301297.00815110875,,,-2.0798545163609883,-0.41923865495964574,,,-2.538269113407077,1.1035730950960587,1.0633733833597612,-3.7121338571802314,-0.8418242808830969
2020-01-31,0.1081681151197198,0.2468199793885745,-1111931.8948413804,0.1568764536788909,0.2030290076389782,0.1657943320201628,0.24964327133322572,,0.2905305801225789,,,272389.92620039335,,,0.8249726041934169,-0.4092849277104598,,,-3.0758029791509074,1.0637606861591433,1.0743178020453785,-1.9229171056709278,-4.943054217015786
2020-02-03,0.1799915636695139,0.1152464729382372,121412.9440079122,0.1054351214908611,0.1603541183377237,0.15884746248610768,0.2534410322194959,,0.2881226356878728,,,287136.5461059277,,,-0.44583690345346744,-0.46718679514253797,,,-2.9018959639654542,1.0664653017452699,0.8825867863326614,-2.4835277906068947,-3.360026235198595
2020-02-04,0.0440368857894817,0.4531608580795361,617052.7653418393,0.3795559022545041,0.1715434160789801,0.24800507250255657,0.27499447677853506,,0.28602107118628034,,,361284.4947883844,,,2.331219561422851,-0.10330181342803511,,,-1.5701571713925098,1.0718587492534721,0.6002463553952275,-1.5782257268573985,-0.807911663947642
2020-02-05,0.4494775026455742,0.0862801961941277,-666190.6401994119,0.2595059177432453,0.2430860368485683,0.18666113240366747,0.2757238607514426,,0.28549345672363063,,,283520.23340210615,,,-1.6504857074854216,-0.3901050135705679,,,-4.1092624286579165,1.1241802122708704,0.9184224723244084,-3.5416229965474244,-1.1818209761640042
2020-02-06,0.1562623887875203,0.1999537414374796,-1083432.3914982425,0.1798628941739932,0.2583511035167447,0.22029224960759103,0.2755075450281951,,0.28555207108224673,,,203946.46116739744,,,0.24654947326963256,-0.22365994278294837,,,-2.5448068649302376,0.9866248382997285,0.9178916497949509,-1.3735474823059335,-1.7828656208919946
2020-02-07,0.1622612830192482,0.5839904596616363,2150001.148857652,0.4596200616572208,0.2345401060416982,0.28772634566220334,0.2952104542599402,,0.29283857685806514,,,330493.0274835619,,,1.28067675238194,-0.025678666511321942,,,-1.4912995816113088,1.0039089004362443,1.0761714802419065,-0.6977371715349793,-1.0871666003608016
2020-02-10,0.5388937074030666,0.2882878992044113,-67880.7337390855,0.3008754003878477,0.3687195777391665,0.3223346309154382,0.28271948071740566,,0.28720639300663675,,,206790.2969599872,,,-0.6255587172941145,0.13113506053628934,,,-2.690541712871268,0.9901658706081373,1.0616448241510243,-2.4266284084970313,-1.7542242549639162
2020-02-11,0.3218042895252839,0.3288586228980397,-1153029.711563438,0.2827864939638407,0.4563574169432454,0.29747418387913893,0.2577794329023064,,0.25751767658288516,,,-38561.027627992924,,,0.02168437651924711,0.1432231362982802,,,-1.7511689851429018,0.9489346448810065,1.0252740141340275,-1.3659748605096744,-2.085039298475126
2020-02-12,0.3576380765986684,0.5163812207943046,373658.5282959235,0.5695547650707624,0.4578909467957002,0.3834943887991743,0.25437455006447524,,0.25338780495774016,,,-203605.73983704014,,,0.367323776877002,0.4105172017396248,,,-2.192262544135032,0.8944482647339883,0.5102741652661001,-1.478000428551397,-0.8437351569581835
2020-02-13,0.4604405925682129,0.2867574765426006,-491862.4795986628,0.3305495027974725,0.3888785351878794,0.4008551358201985,0.22954492908811433,,0.2210984241432516,0.26468005097705644,,-145300.93193644792,158217.07611544392,,-0.47354701195413074,0.5575013249438071,,,-2.8416553268951237,0.863542303333906,0.5822154696289418,-3.1676803093191666,-2.444105627076658
2020-02-14,0.2763712169406487,0.4868781423885009,209892.0744869907,0.4763802145077807,0.3560137996189829,0.38143267236557143,0.24234134986957576,,0.22846734092628684,0.26713773651545447,,-34197.590744199486,175044.72191896738,,0.566268919858768,0.45358708486591987,,,-2.117214731126449,0.8525477452251092,0.4445285828131564,-3.5232606683416234,-2.3318870603072095
2020-02-18,0.5604698759288405,0.4163333654374379,235479.77789244105,0.3974358904403181,0.398770251746229,0.40704176561217675,0.25381594000480945,,0.2312789227730674,0.2668907299207122,,20012.80176829834,174558.19993538488,,-0.2972891975012869,0.47230643970383096,,,-6.619302524149143,1.2488770115086691,2.003829967787525,-2.0434885548501187,-2.0553698731873413
2020-02-19,0.3685350141634846,0.4203139197186476,2716419.0640202644,0.8327618808176456,0.4724628255003833,0.4253328249762983,0.2965806781020094,,0.16749123713292927,0.26749122129732517,,115254.07807977808,223766.90056049122,,0.13146613479564176,0.36055269708976245,,,-1.0208208831652978,1.2875121395092084,2.1485232481380456,-2.709588042927228,-2.3919049854222787
2020-02-20,0.5527505313950289,0.0933030203954343,-1088012.0499941804,0.2286051460488942,0.2044249404492477,0.34071718489652425,0.2903563045344724,,0.1728022952973446,0.26427175396057867,,113085.54305802724,210546.80309864294,,-1.7790543008323199,0.15994395821085036,,,-3.722220930951304,1.2924183937225548,2.1209293470776323,-1.1300090126738074,-0.8601982461030666
2020-02-21,0.0360984883164925,0.3623223094608101,-351232.85120543,0.0415209273732175,0.1277879876368781,0.35583015148016617,0.2853363282314202,,0.16894677740130165,0.26357156538068766,,77103.88573332383,206524.68377227162,,2.3062831837464297,0.22078493086187315,,,-2.4503074424721563,1.2614691899886599,2.1474778930000324,-2.847456929625583,-2.5827642770627484
2020-02-24,0.4185651763608629,0.2381329181481146,-331991.2941702639,0.3307136706754536,0.3879162601310857,0.3060811066320889,0.28525861417000664,,0.16896923676098044,0.2585284358669647,,81538.48189552371,191812.45411735825,,-0.564003618428711,0.07045393423084022,,,-2.861156111417691,1.2617603571425315,2.079616357177498,-1.932195344151253,-1.3913261021613617
2020-02-25,0.1661828825380618,0.2509958675420183,-604120.9328852124,0.1322644387716156,0.2813657896990853,0.27301360705300504,0.29030936651668193,,0.16619980189526093,0.25159005708625937,,56573.209522328594,177206.47589112812,,0.41234759105549573,-0.06142549883807262,,,-1.9031289967060807,1.2535764738445736,1.0139182473119226,-2.195288475522372,-1.7997664523589678
2020-02-26,0.2127775107053855,0.2875181654608245,-614530.84867356,0.236831849060584,0.2539305116967085,0.24645445620144035,0.30431663438985856,,0.152325090797277,0.24721669533967774,,24859.37739522072,173192.92598337654,,0.30103897334570306,-0.21089150529951123,,,-4.068755026945732,1.225302628236438,0.8928045292971135,-3.008103536783824,-2.0189430134010125
2020-02-27,0.3535981821571115,0.2124950324344974,-302900.58441896026,0.2284203413626491,0.2606285859448229,0.27029285860925295,0.29529139117715475,,0.15214140197687842,0.24333111940666716,,-55983.044248787664,165467.25078567292,,-0.5092425784794838,-0.08845660282767807,,,-3.4355328162805177,1.2280793243169845,0.842716741578789,-3.2570753468192084,-2.1270195396914735
2020-02-28,0.1589896880294459,0.4573720483829797,410607.1086024954,0.3714799846807719,0.308605069595961,0.2893028063936869,0.3165700858254107,,0.14282468365189385,0.24123861680578876,,-51629.65006411542,170007.5133483582,,1.0566578249770984,-0.09007074470666178,,,-2.7666080011029326,1.2266247899138079,0.8075509349584036,-1.7728167237469168,-2.353354956793506
2020-03-02,0.4755873410334326,0.1311268037699569,135706.91299218894,0.3615565104084748,0.2558732207787968,0.2679015835180554,0.31078542704447976,,0.148045832681412,0.23695491659731474,,10752.290327563049,171107.45545888043,,-1.2883857248956263,-0.1484830414748186,,,-2.247308491038327,1.2310400656243474,0.8787914214767347,-2.508770393411334,-2.234869302431771
2020-03-03,0.0957032528336361,0.1941881730852803,-347132.28544488235,0.1180905983428735,0.2342425672839745,0.25654004462670776,0.31473251205183195,,0.14354197082333164,0.23446619355652662,,-12674.971145076677,152078.71425859272,,0.7075753655255672,-0.2044383381609227,,,-2.152855868199531,1.2380388794021702,0.8137805872284771,-1.3349023454741862,-2.868083496642052
2020-03-04,0.1766398072058588,0.2573498180680658,-143208.73471832855,0.2228366860528718,0.1939576311622843,0.25050637514815605,0.30494196005125845,,0.14024319455942608,0.23312465868343485,,-50688.04614808507,106737.78714274592,,0.37632364751912284,-0.19663709369081128,,,-3.5446386908881684,1.2194509632431687,0.6479677263355482,-2.069704981807847,-3.5009620038192875
2020-03-05,0.2940413637989798,0.1239923456727378,-468999.5281103343,0.1636864723641915,0.2340753390311296,0.23280583779580408,0.3068275675251889,,0.13737264043165612,0.23050502089170874,,-40828.49054363119,132106.4237702977,,-0.8635006153820364,-0.2760811285075174,,,-2.6537201722597494,1.1817186205469152,0.5524154578498983,-2.656466408284684,-2.4247223685391357
2020-03-06,0.1177756128820726,0.2614666397490177,-633591.7342446167,0.1646158739161092,0.2164103101449717,0.1936247560690117,0.3099032124407658,,0.1355301503991856,0.22644067149984662,,-18336.4576809499,138027.36812673276,,0.7975254742943856,-0.47033799187120395,,,-2.9604725441946464,1.1815053831212075,0.5672306607622253,-5.492673849993244,-1.6301233452552282
2020-03-09,0.2402980210501688,0.2548143136363703,-326052.5731742645,0.2215870177335541,0.2533164635437201,0.21836225804229437,0.29344440513950254,,0.11953707476058927,0.22055709948607055,,-142139.14378254573,124090.36414060192,,0.05865519070873554,-0.29553278324199495,,,-3.450510139339561,1.1503183819389269,0.5760655332226942,-2.0339179032688968,-2.0899969758504753
2020-03-10,0.203874384310883,0.4207954129769669,289259.6141196531,0.380343580551894,0.2442052706262933,0.2636837060206317,0.3000697808281303,,0.12286212002152862,0.21515121588393482,,-124282.1263896088,131723.56841940852,,0.72464271964169,-0.12926474875317734,,,-1.994083925277668,1.1665441809845407,0.6327471268700342,-1.8367854554766168,-1.4845369808029203
2020-03-11,0.3524038742656561,-0.1834835367212712,1702178.0135065971,0.2036130922674357,-0.1322991634330279,0.17551703506276428,0.27445267284716474,,0.16330101350873852,0.2180276085584215,,18478.259863892956,164728.47889698893,,,-0.4470427297905256,,,-1.0909052968715194,1.2075335380774581,0.9159817423535291,-0.82485657606942,-0.8190883552463296
2020-03-12,-0.0756893337720594,0.286387358766901,-1275327.7089744443,0.0411961186115319,0.1744956959068435,0.20799603768159694,0.26295297974579457,,0.15315031399083232,0.21309917844686752,,-63971.05199962544,150560.7082843793,,,-0.23445620204527035,,,-2.0151562228804343,1.2128984319153575,0.9214802519017503,-2.00687492553042,-1.817723559274302
2020-03-13,0.197375776874122,0.4367187038314681,40752.17328668013,0.4280077965429951,0.3156306802085604,0.243046450498087,0.27045104111023793,,0.15797215096823572,0.20927110306757674,,-37340.31935535829,141136.64070514825,,0.7941798809076376,-0.10683850847195155,,,-2.1858949535807266,1.2204342003702515,0.8450966142091687,-0.4777096596929375,-1.7415299752055533
2020-03-16,0.5187219422364588,0.2997740030843192,598741.9012924738,0.3663128713513672,0.4709286805653359,0.2520383883876768,0.26109583414502885,,0.14980997738065838,0.20915513167976355,,-17897.828015084135,93732.57659837669,,-0.5483391151135826,-0.03530610977929799,,,-2.2574605990588767,1.2169260845759915,0.47060666067777607,-4.313497761783743,-3.101988980717068
2020-03-17,0.3015239998161569,0.2105328586883845,-960092.3136459644,0.2008944913343819,0.2704560866540251,0.20998587752996029,0.2508058088075762,,0.1455945683033672,0.208742054980974,,-77676.43259200439,69489.29126291316,,-0.35920787515702796,-0.17763869100652513,,,-2.665542655319091,0.8127204265450052,0.5833590818107928,-1.4863982939907325,-1.5593982706699538
2020-03-18,0.1568393158441141,0.1986315599684673,-106321.19511577173,0.2365305090498166,0.2200774540205046,0.28640889686790805,0.23972169082006717,,0.14035477364531002,0.20517180696576184,,-218813.4455488062,93377.69926764209,,0.23622983592545777,0.17794187020933092,,,-4.107244102946252,0.7954511336763977,0.85091704905484,-2.291225427839449,-0.9620334155224446
2020-03-19,0.278863433891674,0.5920745443980127,2505353.125361345,0.6492603531794541,0.325626917611971,0.3475463339941304,0.26466026702019607,,0.15636752286525574,0.20791298215206716,,-39145.18678102996,148039.41509936133,,0.7529103688224315,0.27245099908916565,,,-1.1281437753792039,0.8350807383378736,1.0776438946640068,-0.9635351663117833,-1.1851929690826428
2020-03-20,0.5614017704973615,0.1476758991968116,-265090.8993201894,0.4435937021690264,0.3696944072775734,0.28973777306719906,0.2539279465069962,,0.15667751923561654,0.20802383093472007,,-34838.08918676793,130648.62959629067,,-1.3354168154408814,0.13192573150865672,,,-2.605051992461146,0.8343669100332748,1.0663733286595838,-2.976799421036455,-1.241180488914654
2020-03-23,0.1894377480744959,0.2814448275837651,-473555.6691379291,0.2711514618963266,0.3210834844006904,0.2860719379670883,0.2560935419787787,,0.15674702303747437,0.2073562467497501,,-41916.30793515119,115740.06893377609,,0.3958759696471911,0.1107005344521551,,,-2.997092748493206,0.8371150567971998,1.0664816686936882,-1.169153697331451,-3.999261199017585
2020-03-24,0.2116405451460816,0.2854442548245659,-579350.1441589254,0.2442839881661478,0.2769083955916236,0.30105421719432457,0.2578159613429061,,0.15687727333335816,0.20735707911648724,,-40677.76849883684,99600.61263195993,,0.29915746162605217,0.15504436984397496,,,-3.422694576708039,0.8383959519010958,1.1129965807223205,-1.982181586630493,-2.5914492486819194
