Date,AA_Open,AA_Adj Close,AA_Volume,AA_High,AA_Low,AA_MA_5,AA_MA_20,AA_MA_250,AA_realVolatility20,AA_realVolatility60,AA_realVolatility250,AA_avgVolume_20,AA_avgVolume_60,AA_avgVolume_250,AA_log1DayRet,AA_logMA5_20,AA_logMA20_250,AA_logMA5_250,AA_log1DayRange,AA_HL_20_realVol_20,AA_HL_5_realVol_20,AA_logD2,AA_logD5
2019-11-18,0.0650782287455147,0.2653779982209583,-1368616.1021272177,-0.0134006191208193,0.0485936505008455,,,,,,,,,,1.4055651526043644,,,,-2.7807133236655606,,,,
2019-11-19,0.4705636272999518,0.326887340748403,1137395.779771694,0.6830276904987516,0.5573198036384328,,,,,,,,,,-0.36431559542074365,,,,-2.073794421835383,,,,
2019-11-20,-0.3732796507420728,-0.2387711528373017,-1137567.002675755,-0.58739763561662,-0.3080059282245084,,,,,,,,,,-0.4468222989190482,,,,-1.2751405126566036,,,-0.684883120051382,
2019-11-21,-0.125542191836339,-0.3420244955750302,-843808.8816655297,-0.2026859128761016,-0.2865979061219921,,,,,,,,,,1.0022404669824319,,,,-2.4779867288132262,,,-0.402103011808124,
2019-11-22,-0.0190238719662092,0.4618855254630016,1887110.414515428,0.1131187331200465,0.3107153057077365,0.0946710432040062,,,,,,,,,,,,,-1.6215278390227974,,0.6126968165878468,-0.355737271833082,
2019-11-25,0.0120208449005856,0.0743161872886206,-1706152.9133175062,0.2968207598450361,0.171516095208319,0.05645868101753866,,,,,,,,,1.8216865740394341,,,,-2.077007190025906,,0.464615760546126,-0.8762514046853234,-1.6551582858415443
2019-11-26,-0.1516242525722306,-0.027757600010176,-1738190.769250509,-0.3047589653193334,-0.0683388219267877,-0.014470307134177135,,,,,,,,,-1.697895760866321,,,,-1.4421447881439506,,0.49232452355273437,-0.7140784685888062,-1.0366381568846053
2019-11-27,0.4755656112131854,0.2641342081348279,1433479.8177346718,0.3224905074473536,0.2926064689799332,0.08611076506024878,,,,,,,,,-0.5880475179704098,,,,-3.510430771644796,,0.8239044240161096,-1.6616894508107707,-0.6873532757454479
2019-11-29,0.5240688228496015,-0.0824360253217593,12897678.457132772,0.4522890965251109,0.0868623586076484,0.13802845911090295,,,,,,,,,,,,,-1.0066894633380528,,0.9624214901307949,-2.9062860657930174,-1.3486577086467129
2019-12-02,-0.2795784690433676,-0.106532866806897,-2821417.7401235364,-0.3379056459637972,-0.1040296085058596,0.02434478065692324,,,,,,,,,-0.9648294550567251,,,,-1.4529640584471606,,0.978809466518707,-0.9924509913788376,-0.564897525313138
2019-12-03,-0.0994180229761489,0.2067938113503142,-1413192.0676615585,-0.020619795691287,-0.011412075847172,0.05084030546926196,,,,,,,,,,,,,-4.687713033295288,,1.5984654882969596,-1.240533624337018,-2.0213415228229357
2019-12-04,0.3357041448777513,0.59404321371201,2538442.276256057,0.6432259431107425,0.4251234696832586,0.17520046821369917,,,,,,,,,0.5707218161938505,,,,-1.5227902650434268,,1.586494034887405,-0.35585231022478103,-0.47513547270252454
2019-12-05,0.8033812491285843,1.171957094860626,1686810.7113346104,1.146745685287124,1.0238444362339507,0.3567650455588588,,,,,,,,,0.3776009787301758,,,,-2.096374099295207,,1.4687765879301369,-0.03545798624665505,-0.09670597807928935
2019-12-06,0.944863247095471,0.2032272920239233,-246046.1263004383,0.4324800645835136,0.5173650584480249,0.4138977090279953,,,,,,,,,-1.5367151871269085,,,,-2.466457951999553,,1.321586922883605,-0.9395186183739992,-1.2529413736987407
2019-12-09,-0.113017930887505,-0.1162681191147916,-1189328.880946544,-0.0147652399173185,-0.0288816232278064,0.4119506585664164,,,,,,,,,0.028352409130748654,,,,-4.260419219210221,,1.3892587504839808,0.2532654679676847,-4.63200172288781
