Date,TPR_Open,TPR_Adj Close,TPR_Volume,TPR_High,TPR_Low,TPR_MA_5,TPR_MA_20,TPR_MA_250,TPR_realVolatility20,TPR_realVolatility60,TPR_realVolatility250,TPR_avgVolume_20,TPR_avgVolume_60,TPR_avgVolume_250,TPR_log1DayRet,TPR_logMA5_20,TPR_logMA20_250,TPR_logMA5_250,TPR_log1DayRange,TPR_HL_20_realVol_20,TPR_HL_5_realVol_20,TPR_logD2,TPR_logD5
2019-11-18,1.3397802056596897,0.1082225754041061,-2543538.376637805,0.5334193579074995,0.1368150744994007,,,,,,,,,,-2.5160708640755614,,,,-0.924816262631772,,,,
2019-11-19,0.1644819228449936,0.9436768580335712,-1655556.932185663,0.2903136340333141,0.9920748504616608,,,,,,,,,,1.746983123491347,,,,-0.35416208035758917,,,,
2019-11-20,-0.1426226447159368,-0.2020826669689839,176761.47952601453,-0.4848620981876248,-0.2735342328098191,,,,,,,,,,0.34847456188259746,,,,-1.554344487154346,,,-1.1701988131391245,
2019-11-21,0.1176348157630204,0.164925221644772,-735331.7955324571,0.0080866622076225,0.2473455878855084,,,,,,,,,,0.33790712496425307,,,,-1.4302089424363449,,,-0.2500631075808531,
2019-11-22,0.9623757356510954,0.9950997788873828,-236850.33423801232,1.482355797963546,1.4228489962336432,0.4019683534001697,,,,,,,,,0.033438060409665606,,,,-2.821664658175709,,0.9170591656597756,0.17997083422299398,
2019-11-25,0.1947409934203641,-0.2761212376959978,-282505.10741329566,0.0904707156853987,-0.1002761187197176,0.32509959078014883,,,,,,,,,,,,,-1.6568082044723613,,0.8763608335053641,-0.8186050591051406,-0.956217780363247
2019-11-26,-0.7319482979884864,-0.3044312010255279,884862.2446770361,-0.7967830207786673,-0.5438958042209219,0.07547797896832906,,,,,,,,,-0.8772647594849244,,,,-1.37481167400274,,0.5993580792904687,0.262003414686663,0.22162885198343782
2019-11-27,0.2458667905341425,-0.3180559424785905,-1071491.8989839489,-0.0472704435515378,-0.0422610527795441,0.05228332386640773,,,,,,,,,,,,,-5.2964409736760025,,1.6616066357650943,-3.171641518451484,-2.1543954979560107
2019-11-29,-0.3797498416128455,0.269735613404606,-627288.7292947546,0.1133640867935046,0.154428240352793,0.07324540221837453,,,,,,,,,,,,,-3.192619714219915,,1.5573572428815887,-0.5548353074095479,-2.255602353997343
2019-12-02,0.4324556824548491,0.0789841950120191,2655191.704576101,-0.0250305402721586,0.2112731967367906,-0.1099777145566982,,,,,,,,,-1.7002320834964868,,,,-1.4426372802340497,,1.6846296771501446,-0.9237179014139486,-0.08761273899839833
2019-12-03,0.3600039488762085,1.46015587419323,1123377.673623065,1.3779953242123444,0.5115748361350612,0.23727770782114735,,,,,,,,,1.400183471659076,,,,-0.1433849362096654,,2.001059666617665,0.17430640510358297,0.5517432301634798
2019-12-04,2.1253888439252897,1.825337280710345,-187074.59177937545,1.7602930010558016,1.896905073077868,0.6632314041683219,,,,,,,,,-0.1521899897061295,,,,-1.990609960771761,,1.9489233144480282,0.5575296624584614,0.7560132797929936
2019-12-05,2.310745986371874,2.0699351485631112,1355523.197613995,2.222151417233343,2.514669966045467,1.1408296223766623,,,,,,,,,-0.1100531326338853,,,,-1.2292271995785513,,1.1150085394413614,-0.49465823259186215,0.8704524648038411
2019-12-06,1.1779824436921658,-0.550640716189827,6631159.475088339,0.7253417878217387,-0.7198819470565496,0.9767543564577756,,,,,,,,,,,,,0.36826414340468094,,0.9711407306098891,0.8654091408936185,-0.19799210547411872
2019-12-09,-0.9557399706316474,0.5115228866641122,-3319647.0907994374,-0.4391020400778096,0.011441679854764,1.0632620947881943,,,,,,,,,,,,,-0.7973001590674755,,0.920482002684198,0.44366752213685706,-0.8380834961442848
2019-12-10,0.1830592890468185,0.1630343348201659,-395189.011191552,0.3717588876416187,0.5160037672582956,0.8038377869135814,,,,,,,,,-0.1158492625392499,,,,-1.9362428708154418,,0.9689125025704535,-0.33732753086708994,0.26014760901881673
2019-12-11,1.1055902232757813,0.3660912698749925,-925088.6293400666,0.6735852529764621,0.8874400265008919,0.511988584746511,,,,,,,,,-1.1052519365049882,,,,-1.5424581227232774,,0.8849913544537444,-1.9280492905530728,0.37791987138917116
2019-12-12,0.3867652207496146,-0.2226605806185855,-73641.09028893802,0.2461902220612248,-0.0429724754971125,0.05346943891017162,,,,,,,,,,,,,-1.2407657819464764,,0.8856640256980588,-0.9527085965389244,0.8296846818259286
2019-12-13,-0.1449039325763763,0.5300864840955786,517242.4713845602,0.0173509949410579,0.5800830800448615,0.2696148789672527,,,,,,,,,,,,,-0.5749516342576833,,0.5504914036237804,-1.8079180331655216,0.07763414814636614
2019-12-16,0.8890210244734309,0.7846470079845869,-459825.507862899,0.5242115033193286,0.7741518469667188,0.32423970323134765,0.4198731092157534,,0.732837120760574,,,41554.45754704536,,,-0.12488693951795973,-0.2584694776698384,,,-1.3865330150059034,1.2133639676543166,0.4984310474514696,0.007281017545956085,-1.2978289302707309
2019-12-17,0.1936877254381297,-0.2718853143726427,-598910.6663496224,-0.0196124964976363,-0.1211404210036448,0.23725577339278595,0.4008677147269159,,0.7461527368235148,,,138785.84306145448,,,,-0.524492712588225,,,-2.2874214000525925,1.2160778493640485,0.6151923058911197,-0.22068183573860226,-0.8325939794545678
2019-12-18,-0.1665367992369812,-0.5335359031202351,87301.85016693035,0.0060099826020429,-0.3794290523042107,0.05733033879374041,0.32700707666922557,,0.7625267796718583,,,225928.78217908414,,,1.1643100643591842,-1.741151855413824,,,-0.9533722439941422,1.1910423386603028,0.6385911867115839,0.27625420574181736,-0.10577485371150841
2019-12-19,-0.8048794815464912,-1.2585415843161876,4715915.281930251,-1.0140522432897416,-1.3798340366273454,-0.14984586194578,0.27418413080186543,,0.8343203358027208,,,452886.47229929594,,,0.4470163029456963,,,,-1.0057183164411834,1.199026363308647,0.6515142805729554,-0.013433557607037815,0.0352522759444766
2019-12-20,-1.5900070865619478,-0.0937056402007785,-461846.1637712335,-0.9368716261698876,-0.7850271828347726,-0.27460428680505145,0.26125258770958787,,0.8380986912802775,,,466560.7538873572,,,-2.8313353704835347,,,,-1.884898681277375,1.200012735400126,0.5753490471373816,-0.8213663925888547,-0.47193810025466715
2019-12-23,-0.40695487788979,-0.285214701107483,2047037.4461135524,-0.4303670250063103,-0.2543505800694934,-0.4885766286234654,0.19723686370984456,,0.8279306305022076,,,580755.1429049353,,,-0.3554600802891143,,,,-1.7371778511679579,1.1668757268977326,0.5788733842792556,-0.027035299250248973,0.06752939628192312
2019-12-24,0.9144834388861778,0.9836591920396832,-74969.88458859734,0.8084644782412997,1.1356081639489712,-0.2374677273410002,0.26022588519662865,,0.8378843438378721,,,591131.9040461702,,,0.07292012931312002,,,,-1.1173557987614988,1.1708760192181082,0.43745287973922703,0.0745180894102849,0.22756934814078117
2019-12-26,0.4535152683121151,0.0267592793445832,376478.5674441597,0.0582322471351055,0.155353790947057,-0.12540869084803652,0.27678540921513417,,0.8293668470788456,,,565712.7201845265,,,-2.8301476321354637,,,,-2.331792055875217,1.1833317201386675,0.5523668941392766,-1.1648354906372607,-0.5792915225831143
2019-12-27,0.3422183916718779,0.563863900579852,-20302.02890210785,0.3785228357188064,0.6831465878654228,0.2390724061311714,0.3208814013680563,,0.8194615263335402,,,618272.2136886185,,,0.4993638059470704,-0.2943051281436726,,,-1.188677863404233,0.7997729296980268,0.5059955838661082,-0.8679880878094559,0.6001573234165454
2019-12-30,0.4240078736474437,1.3245016236821598,1872897.066976665,1.4681845074406787,0.6660154041026551,0.522713858907759,0.373619701881934,,0.8493910438434107,,,743281.5035021894,,,1.1390395096117132,0.3357957592495813,,,-0.22043584129936677,0.7172618193987633,0.7850331010531831,0.26062609652658486,0.34939358377771557
2019-12-31,1.4921307991601849,0.6113568189174288,-1394311.2623919863,0.999186907438382,1.217315876368172,0.7020281629127414,0.4002383330772045,,0.8480124001774676,,,540806.3551537851,,,-0.8922796635222561,0.5619133189672466,,,-1.522668790524326,0.7187197785006345,0.7619959015010191,-3.0471746666861703,-0.10917721218096596
2020-01-02,1.464441982297796,1.3292250439821878,377713.3686559936,1.350084898341919,1.602750498803189,0.7711413333012423,0.39369179156665235,,0.839865576875812,,,503523.1399054315,,,-0.09687817173720711,0.6723033201686237,,,-1.3756884018270548,0.6713711281040461,0.7572776122148652,-5.3552221019729265,-1.0625720549708066
2020-01-03,1.5859837935136252,1.5343979151986318,1354224.851217227,1.3873717375010113,1.3541799134622998,1.0726690604720521,0.3791448232910667,,0.8159424297733288,,,580588.1120552616,,,-0.0330668382566539,1.0399870189264468,,,-3.405451697281859,0.8087125179886623,1.158862817691168,-0.0800815207887857,0.4105446094730541
