Date,Open,Adj Close,Volume,High,Low,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,logDayRet,logMA5_20,logMA20_250,logMA5_250,logDayRange_20,HL_20_realVol_20
2019-11-18,0.0461443377905688,-0.9967924281560664,233136.8971491205,-0.6347699198375594,-0.9223740731910972,,,,,,,,,,,,,,-1.2461702118155376,
2019-11-19,-0.96210538470414,-0.4064094379730214,-902474.721975888,-0.6960067250616877,-0.2150944860370645,,,,,,,,,,-0.8617628728218907,,,,-0.7320704807736236,
2019-11-20,-1.545900382414107,-1.230808289749958,-442828.88821000815,-1.6772077987475376,-1.1346026557198536,,,,,,,,,,-0.22793541269671366,,,,-0.611373400314051,
2019-11-21,-1.02050906515616,-1.9647991716159563,943947.3376049292,-1.4482164660075405,-1.6688148326254575,,,,,,,,,,0.6550884510763271,,,,-1.5114115764606952,
2019-11-22,-0.9477073822372332,0.3355275764072978,1244476.4970838814,-0.5329954354077477,-0.4414560717276421,-0.8526563502175408,,,,,,,,,,,,,-2.3909861950577773,
2019-11-25,-0.6107959890684977,-0.303178955762899,140530.1561792232,0.2800273749718496,-0.7320241760861386,-0.7139336557389073,,,,,,,,,-0.7004397623924364,,,,0.011979509348507951,
2019-11-26,-0.5938113230671558,0.2677365867852552,872838.4570041255,-0.4230870130650395,0.0318954320042514,-0.579104450787252,,,,,,,,,,,,,-0.7874964430407961,
2019-11-27,0.868896746810389,-0.3756174469321083,569714.630080489,0.0268364682644008,0.3300188387317639,-0.40806628222368213,,,,,,,,,,,,,-1.1934207718009602,
2019-11-29,-0.1662210227745042,0.8241021441814027,-24212.68428114848,0.4672358571101593,0.210521238377745,0.1497139809357897,,,,,,,,,,,,,-1.3597902440221783,
2019-12-02,0.7531580667849607,0.4246891427731771,-591761.9746689489,0.3462496913997377,0.8103041665449746,0.16754629420896555,,,,,,,,,-0.5729176492887942,,,,-0.7677533303168614,
2019-12-03,0.5143430121940238,2.029036664692203,2725519.409740719,2.2140275493209423,0.9070895685619328,0.633989418299986,,,,,,,,,1.3724260282064615,,,,0.26768698191638246,
2019-12-04,3.028982301053702,1.506235309227602,-451207.14167172136,1.6328992236339364,1.807974719484724,0.8816891627884553,,,,,,,,,-0.6986133238638154,,,,-1.7425379932253025,
2019-12-05,2.3086978112921432,2.7691526378980846,920667.9131441582,2.142377758125596,2.519209960191624,1.510643179754494,,,,,,,,,0.18185771897459763,,,,-0.9759552779729207,
2019-12-06,1.599635022492448,0.3151002140718244,-845649.0074436683,1.1517403041474843,1.0737339857446295,1.4088427937325783,,,,,,,,,-1.6246400431239783,,,,-2.5509654504084818,
2019-12-09,-0.5764144402275129,0.1321837476846994,-575969.0197672795,-0.7068490069082642,-0.3799943652181348,1.3503417147148826,,,,,,,,,,,,,-1.1182397277388465,
2019-12-10,-0.3323750473150895,0.8700842782378686,-196052.58248194144,0.8939306181665039,0.2385244204151977,1.1185512374240159,,,,,,,,,,,,,-0.4225000863213258,
2019-12-11,1.4886426534472506,-0.0377925805665473,-421648.10386829474,0.7137116012721787,0.929560074928622,0.809745659465186,,,,,,,,,,,,,-1.5331786283216435,
