Date,U_Open,U_Adj Close,U_Volume,U_High,U_Low,U_MA_5,U_MA_20,U_MA_250,U_realVolatility20,U_realVolatility60,U_realVolatility250,U_avgVolume_20,U_avgVolume_60,U_avgVolume_250,U_log1DayRet,U_logMA5_20,U_logMA20_250,U_logMA5_250,U_log1DayRange,U_HL_20_realVol_20,U_HL_5_realVol_20,U_logD2,U_logD5
2020-09-18,4.343584796490035,2.6383165642150037,-4672294.892599613,0.796284017387066,2.225528049391301,,,,,,,,,,-0.4985589484516771,,,,0.3571456555396067,,,,
2020-09-21,2.790882226079333,1.1861385640545166,-348401.705220426,1.9707183579738936,2.392465465643113,,,,,,,,,,-0.8556546290643634,,,,-0.863349415506737,,,,
2020-09-22,0.4142561543112464,3.5340290694412744,-2176658.5189817166,-0.5215259788834601,1.3209121538390605,,,,,,,,,,2.1437093657830704,,,,0.6110897666193794,,,-0.11013578219812237,
2020-09-23,6.590861283722347,3.220913261646544,766371.472173987,5.991661689338272,4.323057026710202,,,,,,,,,,-0.7160190945590887,,,,0.5119877458173459,,,0.7103850990513512,
2020-09-24,0.8893429792402259,0.0107447324474065,1118786.7413838636,-0.5634336679504628,-1.1625179714896632,2.118028438360949,,,,,,,,,-4.416067334941104,,,,-0.5123529503035871,,0.6649827090474608,1.2593936048715164,
2020-09-25,-1.3711998481576444,-0.784861564425853,186766.4821034288,-1.829198963660673,-1.4213079513431524,1.4333928126327777,,,,,,,,,-0.5579340859258038,,,,-0.8967552669354037,,0.7388157737654816,1.3877370264956834,1.2305693969439646
2020-09-28,0.1165311672276061,4.582526993219645,-684770.6766177202,1.5890562270317758,4.387225808278757,2.1126704984658033,,,,,,,,,3.6718471031205295,,,,1.0289654824292067,,0.8140358186935762,1.5199031202954716,1.2227126403433477
2020-09-29,2.807074453324205,-2.0090389358909704,195796.41538559925,0.8993288066083096,0.4577527002529677,1.0040568973993544,,,,,,,,,,,,,-0.8174048924682732,,0.8604837677691048,0.20226908491921242,1.7125481390494446
2020-09-30,-9.22573368187838,-3.73166122685285,6537441.161790395,-4.989687372617368,-14.71760266608588,-0.3864580003005245,,,,,,,,,-0.9051432150372507,,,,2.2749996176888314,,1.3907766696058104,2.1179634795052085,1.9391120209843598
2020-10-01,0.9907916855683254,-0.4482953884864429,-2284518.5974080795,-0.3769708320043605,4.85401818989628,-0.4782660244872944,,,,,,,,,,,,,1.6546003657245705,,1.443882197695558,0.4451623406596613,-0.7786176632996369
2020-10-02,-0.7393503030547066,-5.230906111481502,762009.008606934,-2.136367317428181,-4.304775202725423,-1.3674749338984242,,,,,,,,,1.9565679630129436,,,,0.7739932048562251,,1.1627085298382855,0.40496157110711933,1.4920148350724771
2020-10-05,-5.086873910806204,1.5426196579969655,1756862.7754048286,-2.5492373088464437,-1.9985287491915216,-1.97545640094296,,,,,,,,,,,,,-0.5965495396078351,,1.3575776767915642,0.6885943554039708,1.1118270331189049
