Date,NIO_Open,NIO_Adj Close,NIO_Volume,NIO_High,NIO_Low,NIO_MA_5,NIO_MA_20,NIO_MA_250,NIO_realVolatility20,NIO_realVolatility60,NIO_realVolatility250,NIO_avgVolume_20,NIO_avgVolume_60,NIO_avgVolume_250,NIO_log1DayRet,NIO_logMA5_20,NIO_logMA20_250,NIO_logMA5_250,NIO_log1DayRange,NIO_HL_20_realVol_20,NIO_HL_5_realVol_20,NIO_logD2,NIO_logD5
2019-11-18,7.488631634289256e-05,0.3892559547568706,5197610.748521831,0.2654402615321882,0.1069288961102072,,,,,,,,,,8.556021206124214,,,,-1.8419289821031914,,,,
2019-11-19,0.5440057679248462,0.2820179543438939,2678.10065761581,0.3753175386920042,0.3978216056527013,,,,,,,,,,-0.6569891128052111,,,,-3.7940592322970033,,,,
2019-11-20,0.117223750455325,0.415905085414054,-8725793.766109016,0.2995494672889696,0.2126342965859426,,,,,,,,,,1.266372568617816,,,,-2.442822685387931,,,-3.6249987496459375,
2019-11-21,0.5134888953596275,0.3484099585921418,5955289.97694806,0.4557856255802752,0.5163417394443464,,,,,,,,,,-0.38784857538070816,,,,-2.804184841923962,,,-2.7121786476986456,
2019-11-22,0.3975228219989772,0.246753392197645,-13053172.66297486,0.2781748264149608,0.2934205284971041,0.3364684690609211,,,,,,,,,-0.47686292055289914,,,,-4.183457646329572,,0.9643828950472427,-1.7769593736582607,
2019-11-25,0.140602546874442,0.2201798618130337,-10430468.48665994,0.2534209492987695,0.1699914587744291,0.3026532504721537,,,,,,,,,0.4485076724930142,,,,-2.4837534287110303,,0.7978206604963233,-2.053928997780772,-1.7774064112874834
2019-11-26,0.1184288317041404,0.0487307938263512,-5661294.366277685,0.1124726902922268,0.1604167274833003,0.25599581836864516,,,,,,,,,-0.8880010567972197,,,,-3.037720840107517,,0.7100763264280845,-1.6193741216119462,-1.4554851356846101
2019-11-27,0.1513338784957385,0.1973145152838848,-10172654.875848606,0.0971688826851902,0.2193517702914027,0.2122777043426113,,,,,,,,,0.26531046817010867,,,,-2.1022362780062998,,0.7878165028726127,-3.7781327665463795,-1.520554841726558
2019-11-29,0.2740501076135144,0.1479428502399877,-3927589.095726732,0.1904632650625646,0.2007051853195101,0.17218428267218047,,,,,,,,,-0.6164849120074009,,,,-4.581266151859076,,1.0711369826337045,-2.310495735648476,-1.6071050938118099
2019-12-02,0.1022888588417543,0.0401129450587611,373668.6395847425,0.0760611630856384,0.0545157066206192,0.13085619324440373,,,,,,,,,-0.9361016586610713,,,,-3.8375903215516622,,1.00728398132176,-1.8502264103274793,-1.5767749663424413
2019-12-03,0.0694075159626526,0.4022882049857554,11958855.32178435,0.2842583414626078,0.1603280875869956,0.16727786187894805,,,,,,,,,1.757173598751799,,,,-2.088036340367049,,1.0905683726493398,-1.3690622711167502,-1.7031534768636196
2019-12-04,0.517533270444249,0.3678733925405848,5602614.963631995,0.4058503805933884,0.4045419840392785,0.23110638162179478,,,,,,,,,-0.3413349768228686,,,,-6.638952895970653,,1.902127471474197,-1.1154722804716206,-1.1421172581670767
2019-12-05,0.7604312947199374,0.557931280132856,56469708.16828531,0.8263816159111634,0.6706445610882037,0.303229734591589,,,,,,,,,-0.3096499644561597,,,,-1.859586239870208,,1.9600677672624456,-1.8601898729839963,-1.0199394777545967
2019-12-06,0.3017117675467453,0.1961714443338018,-15551123.115405845,0.2708916550929956,0.2251044016814951,0.31287545341035183,,,,,,,,,-0.43048315665855963,,,,-3.08374953638992,,1.9251521437816161,-1.7619951645689205,-3.031803195361083
2019-12-09,-0.0033800202013547,0.0174503908611409,-13574979.39280095,-0.0713944892236519,0.0210573230532684,0.3083429425708278,,,,,,,,,,,,,-2.3810677185621163,,1.9712435959757695,-0.6152960000271047,-3.787041311392932
2019-12-10,-0.0735169883649833,0.2906074468523507,-12845574.160877291,0.1426286861506662,0.099497781018119,0.2860067909441468,,,,,,,,,,,,,-3.1435154823949634,,1.8751951733698973,-2.359832895926798,-2.192110851547306
