Date,Open,Adj Close,Volume,High,Low
2019-11-18,1.4759804240636674,1.9093102758791614,3280001.4296395928,1.815909846003517,1.4759947264963
2019-11-19,1.9852334086903491,1.0654358013267449,-2016726.8337041535,1.5880532090010693,1.6443675821050268
2019-11-20,0.7322102529730734,1.6681950292865837,-369311.5919683317,1.2735872480952146,0.8205866501965753
2019-11-21,1.6075052926426507,0.8422205949232611,-1167459.4223416946,1.0488889788679296,1.4638320103966667
2019-11-22,0.529831317649887,0.7646860700679095,-746929.3813705817,0.491511092247626,0.5604499124105149
2019-11-25,0.9168796153920811,0.32626806180021006,-577920.0340929006,0.7514506934839451,0.7280158723992756
2019-11-26,0.37171374459145845,0.9063915257109909,424919.0504029696,0.8083239311400034,0.6171514190882652
2019-11-27,1.081315372423873,1.4580053497336851,410724.95681581926,1.3246195581196076,1.1525730451764966
2019-11-29,1.9934372391689084,1.3621956727585651,1986533.0356271456,1.9261793260625892,1.5816389753743283
2019-12-02,1.068398802889193,1.4490272516117484,-894809.7991079895,1.0934721961102118,1.4041010977088124
2019-12-03,1.446755626883009,0.6440415647011815,-265546.88624040934,1.2258966592323723,0.8174780935517738
2019-12-04,0.5036320707740192,0.7643227075004067,-490442.20431801165,0.45711359066534296,0.49688244363961465
2019-12-05,0.7387013956227224,0.885587873558912,-213757.21780319442,0.9563007724812502,1.0729853761933077
2019-12-06,0.8597151135312515,1.1771848533561453,-584927.5548147873,0.9540863801513,0.8172994614892422
2019-12-09,1.0361203362180884,0.31704614564498357,-17846.033731196076,0.7217651722580465,0.7017758057800965
2019-12-10,0.3294214521178169,0.7142904736606583,-329214.2888839197,0.4611307414928012,0.6797823099014355
2019-12-11,0.8191141867789171,1.2841619482930273,936244.2877287477,1.1042730578523008,0.9088883639226282
2019-12-12,1.377040590421175,-0.45299882603588104,2176882.619729542,0.9505512226261645,-0.2391198030152566
2019-12-13,-0.11968915589588303,0.279559181769669,-1230244.655480859,-0.20977473364295207,0.5433834779112781
2019-12-16,0.1799617727468683,0.4330818783784136,-877032.4851979852,0.08587070957871834,0.47888904711533975
2019-12-17,0.2615546088907057,0.8138861427013744,-107225.06826791156,0.7133645856242503,0.4148663008439155
2019-12-18,0.8204388598544652,0.5160199625106263,14765.818762294715,0.7256910643225698,0.8363808058218929
2019-12-19,0.4972972055211069,0.44642882369433856,79055.41102047905,0.21630069712292688,0.13480661571019903
2019-12-20,0.31430487299261456,0.7372851904931896,-301632.1809195465,0.6846871041595808,0.5407201800029529
2019-12-23,0.7381723351900851,0.8886154541993276,72786.17050777678,0.6869037955559829,0.8888793854963
2019-12-24,0.5514345442268644,0.38330396688443624,159701.1234951896,0.5116178765025241,0.680822323312956
2019-12-26,0.5462133912536657,0.6029996973642442,-328405.79935480456,0.5681010060326823,0.577991595918415
2019-12-27,0.7971955079078707,0.7070566331883401,200736.02973698045,0.8820513999333341,0.7852927409672135
2019-12-30,0.6500345096135316,0.8461921369512364,-161549.83165859827,0.6398637839095036,0.21821675635920235
2019-12-31,0.6765497048868356,0.3607604891635958,78585.29692175635,0.4379370071052877,0.6464360881333673
2020-01-02,0.4462920247858708,0.32279248138938366,-308253.82129835885,0.42611713135930795,0.6005913607410238
2020-01-03,0.31454584185144574,0.48636910813027434,-321656.33910936106,0.2618650978385837,0.3427609227951578
2020-01-06,0.4922541318358311,0.5516600387242341,368939.1050690992,0.5445524083301336,0.4577450069450144
2020-01-07,0.5520568091520368,0.6296300689633849,39006.0892369505,0.5885833548964978,0.6752284256205958
2020-01-08,0.6384560917496263,1.7270633622750182,2585282.706084562,1.6552891058270918,0.8036692167157926
2020-01-09,1.8401247495175372,1.0088523498606596,-577376.5948828675,1.353260906586014,1.4242201547200688
2020-01-10,0.9952301832599586,0.9635793257032681,-704122.116377268,0.9010511569364175,1.1503866966870744
2020-01-13,0.930293921409497,0.6138665899096418,383760.76136630564,0.6189103296601974,0.5771893058742315
