Date,Open,High,Low,Close,Adj Close,Volume,AXTA.csv_MA_5,AXTA.csv_MA_20,AXTA.csv_MA_250,AXTA.csv_realVolatility20,AXTA.csv_realVolatility60,AXTA.csv_realVolatility250,AXTA.csv_avgVolume_20,AXTA.csv_avgVolume_60,AXTA.csv_avgVolume_250,AXTA.csv_log1DayRet,AXTA.csv_logMA5_20,AXTA.csv_logMA20_250,AXTA.csv_logMA5_250,AXTA.csv_log1DayRange,AXTA.csv_HL_20_realVol_20,AXTA.csv_HL_5_realVol_20,AXTA.csv_logD2,AXTA.csv_logD5,AXTA.csv_Mean,AXTA.csv_Variance,AXTA.csv_Skewness,AXTA.csv_Kurtosis,AXTA.csv_Shape,AXTA.csv_Location,AXTA.csv_Scale
2020-05-15,1.4138128789002753,1.1509889917695677,1.6125074927227914,1.266866950777752,1.266866950777752,-1526737.5659859984,1.128195819994772,1.0407646367098693,1.3726024842915885,0.4965837975045045,1.3570656308890134,1.0860723966857926,-126129.02041013488,238186.87891285756,158146.99783961067,-0.10974333953503755,0.08066406668388626,-0.2767528907958915,-0.1960888241120054,-0.7732331371033827,1.054448854520124,1.579860111360982,-0.47869322844746387,-1.2380244148808703,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-18,2.3511986167636465,2.494422197364038,2.5773624857673507,2.4621124541808683,2.4621124541808683,140083.7325096198,1.3696474641388623,1.1596168594876364,1.3775520083397337,0.5385003752105151,1.3847491245277639,1.0882132312720423,-57903.2249195022,246940.28534822704,158633.87425954817,0.04609445485428798,0.16646372426586895,-0.17221835991853507,-0.00575463565266616,-2.489634346917565,1.0450186256075173,1.5848810641840307,0.1750027250966728,0.18835185520821912,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-19,2.014350474564937,1.9733724541956013,1.94587197486268,1.7202992882171202,1.7202992882171202,1490677.7287104563,1.4734832212706432,1.2413460103079783,1.38011715287304,0.48867057355599686,1.398306980537887,1.0882625081994644,-11467.30926977424,246628.25922312567,167798.8189499634,-0.15779851783954263,0.1714328530609029,-0.10597210587198029,0.06546074718892245,-3.593551844173473,1.1114149737577537,1.714022321561967,-0.7909092213537104,-0.6555069740978656,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-20,1.9618051684687237,1.9341514027281583,2.0644146742145075,1.7911222033739094,1.7911222033739094,-328739.8186893007,1.7022527775705272,1.2679328562417265,1.3841214315416965,0.5039303888455654,1.4110030281361718,1.0879243099468885,-10152.688277746318,244654.62894482902,169009.9199069361,-0.0910227010251773,0.294564634962764,-0.08767769077758773,0.20688694418517636,-2.038197711129749,1.062343752888027,1.2274290069725042,-0.39900067146480167,0.1343978259747094,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-21,1.54947765569929,1.4516261734868523,1.717095190166967,1.7471629164449265,1.7471629164449265,-968211.3998579846,1.7975127625989153,1.2999043711413851,1.387659493925001,0.5134262965787905,1.4243855675594121,1.0876598458700937,-20373.412542834667,222735.73811443022,165757.52441184595,0.12007540396891064,0.3241132096806699,-0.0653278095074186,0.25878540017325125,-1.3262571431132193,1.0584523016939853,1.0873979987910734,-3.6169820177910186,-0.7417075283411108,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-22,1.7403728128383733,1.5911660116282746,1.538306952495061,1.820967718932854,1.820967718932854,-221105.1181193953,1.9083329162299356,1.3355612153927454,1.391380793320728,0.5240385299323607,1.4355747514126216,1.0875440250800197,15966.247260827262,206813.19737768426,162039.8261974958,0.04526872295050719,0.35687845262597345,-0.040945040983687724,0.3159334116422858,-2.9401261691847265,1.0847540202775998,0.8628569603259022,-3.511720682960734,-0.5904087167984747,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-26,2.566477581763136,3.058992308408188,2.68075349145451,3.2058179798000523,3.2058179798000523,1647731.3514921286,2.0570740213537726,1.413890737393358,1.4009109949690455,0.6688815521026804,1.4810339037267577,1.0929712884305274,79581.81816589014,184683.6973420627,171344.46821654658,0.22243290968111826,0.37493930263515884,0.009222556796723498,0.3841618594318823,-0.9722294919756419,1.096062227978176,1.0935537579569619,0.37751482168167205,-0.29611012139704995,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-27,3.3055998061436758,3.0955915530274005,3.107651166013847,3.1362129622377,3.1362129622377,2570688.505076452,2.3402567561578884,1.5025683894766781,1.4097584364761144,0.7714355317793756,1.5237600160417841,1.0980387203044593,170518.36836764944,205737.3729469642,181998.043551765,-0.05260193223908271,0.44308474469014314,0.0637575354492328,0.5068422801393759,-4.417893178874108,1.25061931182032,1.3844982155693204,0.27402314505112874,0.34777502873837507,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-28,3.028977757669182,2.5900880045566925,2.335152273501084,1.917152800057739,1.917152800057739,181513.18678873265,2.3654628754946545,1.511899093504264,1.4159821771252217,0.7754561080766047,1.5360423008550437,1.0964801228425691,216396.77623546022,210783.42050904885,178828.46765772512,-0.45738402009741347,0.44760718338868316,0.06554313001362692,0.51315031340231,-1.366743800665933,1.2482871428944102,1.4518859874988985,0.2536069382702195,-2.0712305706852474,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
2020-05-29,1.503230703355813,1.5818020824156829,1.670486182458481,1.7655393563937558,1.7655393563937558,1044430.9605072062,2.36913816348442,1.5337642135380478,1.4175500995550063,0.776169788402051,1.543648677952928,1.0966994517259034,278277.50192499364,247417.97140500465,177320.26374908572,0.16083963382457542,0.43480126073257475,0.07879488458390033,0.513596145316475,-2.4226746611711034,1.2538727344569656,1.3663295946314549,0.3153023021012761,-3.996685872391439,1.5950210046343052,0.6552988487881882,-1.3329395851166366,6.401236794243379,0.006781060335471663,-117.09518133820757,118.70926604100765
