Date,Open,High,Low,Close,Adj Close,Volume,MA_5,MA_20,MA_250,realVolatility20,realVolatility60,realVolatility250,avgVolume_20,avgVolume_60,avgVolume_250,log1DayRet,logMA5_20,logMA20_250,logMA5_250,logD2,logD5,log1DayRange,HL_20_realVol_20,HL_5_realVol_20,Mean,Variance,Skewness,Kurtosis,Shape,Location,Scale
2020-09-04,1.0168637658651427,1.4221770178126718,0.1978138774689668,0.8559208332888772,0.8559208332888772,-483246.24758815207,3.3327578676684624,3.1603478542720262,1.325598998518693,1.2172946303542347,1.7913496209287647,1.5585693426634921,-171149.33655584432,1221247.7472589174,981019.6561376835,-0.17230054281825913,0.05311804771628454,0.8688176703691501,0.9219357180854345,1.3428789566624213,1.0248246657352824,0.20242082337569137,1.0383427249034427,0.43206386334548336,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-08,-0.5220248793836575,1.9874705154065424,1.1736256470816002,1.4680737736559273,1.4680737736559273,-1063886.635161614,2.7063104869226273,3.003344186044558,1.3252325875424273,1.2232180139917737,1.7908982349970395,1.5585248583492437,-386609.37309447187,1233065.1046698042,982746.4569050521,1.03399121404438,-0.10414013315615471,0.8181384146998508,0.7139982815436959,-1.4305503074664536,1.1417474150282874,-0.20598551059555642,1.0465749606920034,0.41361347822081496,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-09,3.0326162015592324,2.3003175803792466,3.625810862508146,3.3685695740926747,3.3685695740926747,-4221555.514158719,2.3214871462338253,3.040851850491374,1.3327865698224761,1.2222943801391062,1.7846505916644326,1.5638459418152788,-138437.24212984004,1151788.0294003212,967631.6146086717,0.10506251569456783,-0.2699296985170443,0.8248657744270892,0.5549360759100448,0.9213374719528438,0.654467007079654,0.2817846785552237,1.0713504728474021,0.48499299734319756,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-10,3.830133142691743,3.3814396214181954,2.938307317543305,1.959906204206796,1.959906204206796,-2079108.530221213,1.7762733787827678,2.9257693605291846,1.3379202308057756,1.2096000372877709,1.7879296242521425,1.5637894002442587,-175428.71357648307,1160887.9499213244,965472.882611118,-0.6700029485924192,-0.49903991311958956,0.7824411336414981,0.2834012205219084,-0.7096172088144429,1.0028605850667687,-0.8138868991802077,1.0590572124730178,0.5648294686397844,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-11,2.028361942793364,1.4407397480458748,1.3142821185667302,1.6816328192354035,1.6816328192354035,1573050.7369190874,1.8668206408959356,2.8571651165137015,1.3395492408550729,1.2404771336680298,1.7921900524466698,1.5639350565223085,53841.786693642134,1085004.442667414,978295.4209989713,-0.18746330496039404,-0.4255931233826793,0.7574967452978328,0.33190362191515355,0.5229143131499133,-0.7924454188638331,-2.0678479717500062,1.0873528951735336,0.9676719483705908,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-14,2.495039468751472,3.32824967058232,3.675357771326137,4.235374136242662,4.235374136242662,937500.8788126,2.5427113014866927,2.9172248720963365,1.3479716497758665,1.2780097511675739,1.8007659555657447,1.573846154913926,429459.4198750552,1012304.0025159863,969126.5309091905,0.5291671198436535,-0.1374018248584082,0.7720317971630257,0.6346299723046175,0.8221857156641449,1.2177139517246152,-1.0581190180294362,1.077474317510836,0.8935423651834778,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-15,4.425864844072365,4.090889998911138,4.330970907329135,4.5118001745125085,4.5118001745125085,997196.9838887284,3.151456581658009,2.9718491432645893,1.3614686872983652,1.3231495417319814,1.81146560643067,1.5864523395602563,419149.0442897242,927467.9168950814,973008.69020473,0.019230521300203144,0.058680386601010145,0.7806203320469024,0.8393007186479126,1.0403358460469934,1.1130825545066996,-1.4267792940434654,1.0149547559299203,0.8663122808182172,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-16,4.312188598182903,3.395775330250043,3.744562139486572,3.153561968560254,3.153561968560254,254995.336216528,3.108455060551525,2.9198296318188275,1.3660237051452142,1.292674350864368,1.8117010551169934,1.5899666398802283,145156.3336195977,965989.0775358297,971368.2451660048,-0.31291297298009824,0.06260056835599706,0.7596211546190677,0.8222217229750648,0.07863756801849095,-1.5370818769107415,-1.0532944052182374,0.9977006631842424,0.4899125395459574,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-17,1.7228197940684424,2.8541752004640912,2.2462778132964765,2.5773020288835795,2.5773020288835795,-1131686.268974538,3.2319342254868815,2.9399729092030062,1.3690147058984945,1.283554516661022,1.8113085511152374,1.5915446582362578,-603681.6177317405,946400.1112320467,958168.4837372842,0.40278076293514065,0.09468042267533021,0.764309078429312,0.858989501104642,0.6598479365789734,-0.48224492968915905,-0.4977491823653125,0.9258809284102034,0.5781962119925114,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
2020-09-18,3.500265219615745,2.427364901576844,3.088583957241333,3.042761113642726,3.042761113642726,11753104.866734866,3.504159884368346,2.9579949130074867,1.3809004451042026,1.2822762823888405,1.7996099774105447,1.5929093631482711,439723.66595551296,1170814.269889414,1005754.1086172297,-0.14007337839218673,0.16943915658713396,0.7617758617084116,0.9312150182955455,-2.2000207888365537,0.30831398403735133,-0.4136700936312996,0.8871850914211608,0.42538568706500013,2.035541435028764,5.663525812492576,1.1097096779490803,3.853151706153332,0.10909913043391638,-19.169327017646296,21.077537821374282
