Date,Open,High,Low,Close,Adj Close,Volume,SNOW.csv_MA_5,SNOW.csv_MA_20,SNOW.csv_MA_250,SNOW.csv_realVolatility20,SNOW.csv_realVolatility60,SNOW.csv_realVolatility250,SNOW.csv_avgVolume_20,SNOW.csv_avgVolume_60,SNOW.csv_avgVolume_250,SNOW.csv_log1DayRet,SNOW.csv_logMA5_20,SNOW.csv_logMA20_250,SNOW.csv_logMA5_250,SNOW.csv_log1DayRange,SNOW.csv_HL_20_realVol_20,SNOW.csv_HL_5_realVol_20,SNOW.csv_logD2,SNOW.csv_logD5,SNOW.csv_Mean,SNOW.csv_Variance,SNOW.csv_Skewness,SNOW.csv_Kurtosis,SNOW.csv_Shape,SNOW.csv_Location,SNOW.csv_Scale
2022-02-03,-13.324721983971784,-5.105569054456112,-2.998498337607544,-4.46680016075598,-4.46680016075598,101344.06310003296,10.298690668172663,4.0105859033897415,15.95125590070735,9.785366471800886,16.582669330001334,12.25642780077166,264758.6675495507,312034.23379938275,219978.21656692552,-1.0929488010134094,0.9430794263439467,-1.3806002247709181,-0.4375207984269715,0.7452986970725818,1.2883436940870252,0.6774542987900743,3.31802333780989,1.7544988565739135,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-04,8.193488251162137,20.19894904600642,8.336386913773964,22.111524027548825,22.111524027548825,1204824.4680981997,13.65760616268319,5.106154202501341,15.918181877065875,10.534239275894446,16.33218124979704,12.22845971065193,316353.7607457341,326082.19162457716,217909.380911931,0.9927591987453025,0.9838500758543365,-1.1370154515744668,-0.15316537572013011,2.4733874016236954,1.2912221384436686,1.1904472651746576,3.021511885937783,2.8210560648170158,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-07,35.51115427939777,35.25216567409828,39.22807990937298,31.882762772042582,31.882762772042582,4549185.155567957,14.85112885707631,6.376546117442798,15.978946987785108,12.120598099268033,16.484681766462405,12.26999118600964,587484.2084547506,395953.3864645827,236745.8029562675,-0.1077813404082858,0.8454492898054801,-0.9186454526683488,-0.07319616286286877,1.3802547179567242,1.2914721038410377,1.2260674502224274,3.5931821800502552,1.7863470940422048,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-08,17.973716594470545,17.543868623905126,24.299394322829382,22.146490663624547,22.146490663624547,-3140426.920145388,14.652641143755318,6.96744874758019,16.018992250057707,12.60192017550588,16.361555953000874,12.273732252704642,304398.66530422214,353248.23048982763,228135.15698392323,0.2087685473032559,0.7433714776441331,-0.8325259095022094,-0.08915443185807637,1.9103607920590024,1.2593006063197532,1.2917057966546048,-3.3533609271085516,-0.0075901659637728726,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-09,34.48446665485196,27.227504454267603,32.28638512121941,33.7736709465938,33.7736709465938,-869662.5713053676,21.089529649810753,8.234687467605202,16.08760922395486,13.957980719459234,16.037312652448254,12.32494651947045,316221.13878586807,319193.6948028434,229664.34329665382,-0.020827447899507575,0.9404212810023597,-0.6696939510752459,0.27072732992711374,1.6211452467635163,1.2450005023333717,0.6393308075262363,0.6370572292964493,3.4714831845615692,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-10,20.03004294507528,42.97365436781524,25.156608396026517,28.40957699771249,28.40957699771249,2869799.572805897,27.664805081504447,8.879346421159267,16.15269521806791,14.59518746664933,15.681333574468484,12.346949840440034,441982.442103005,345493.5302674165,242071.0556503527,0.3494930128380497,1.1364330775794143,-0.5983589692377512,0.5380741083416629,2.8801556379190085,1.3134100547522782,0.6165108848133093,1.8346730882299918,3.4927543803724284,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-11,31.4398770271535,22.485057338591982,11.527040107660412,6.832169188327271,6.832169188327271,20677.99072713265,24.608934113660137,9.326298983807025,16.14383938242941,14.376275838964094,15.147737465173323,12.352860053364708,458593.59737947694,339047.3596704075,244427.71978740435,-1.5264348359242086,0.970271295317234,-0.5487002574641929,0.4215710378530409,2.394071355567221,1.348807388180066,0.6038828979724704,3.2936679139818716,2.7265025602829427,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-14,6.756591916796481,2.4575064614725197,17.281637467185703,11.188678637322369,11.188678637322369,-1805869.2620505604,20.470117286716096,9.724399911629492,16.13402545545027,14.308558368691266,14.876101634974079,12.35582978103564,379685.44654694956,310676.4821994515,236586.35891984674,0.5043838225021721,0.7443279474893244,-0.5062922424099143,0.23803570507941008,2.696256326350457,1.3944636573431162,0.5279940239167753,2.8461236672317214,3.029847868832183,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-15,18.4190127166236,13.020780943715325,18.364772383742405,22.41775778393068,22.41775778393068,-439962.8729690225,20.524370710777323,10.624640611996742,16.165981101007866,14.521604795038675,14.671966685988792,12.361731372742438,312946.2147520213,301914.6279018811,234841.40039767305,0.1964699720607154,0.6584371057378714,-0.41973321276777503,0.23870389297009645,1.675972834441722,1.0668991044249052,0.5792022353865626,2.746346679307783,-1.3046512597832522,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-16,13.277786252055506,18.326250543982525,19.712843533325184,23.33366190256058,23.33366190256058,-122176.64564581704,18.436368901970678,11.709073665260597,16.28167300927597,14.625191859079253,14.603739321489979,12.292457740549244,331068.4343331472,305298.8241610815,228494.7711662188,0.5638046025551517,0.4539612163450393,-0.3296760518085786,0.12428516453646052,0.3268496515078891,1.024017621221405,1.039112870300949,2.4969161845394945,2.3456454487408247,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-17,17.95593223431115,15.641391403427235,9.5513640073047,1.737632569393213,1.737632569393213,342658.6380675589,13.101980016306822,11.692521877656166,16.271480259951367,14.63685910455486,14.45897912800808,12.30349600233193,359812.23007211264,250080.38657939446,226266.07790297817,-2.3353969524492335,0.11381388336791143,-0.33046441633526047,-0.21665053296734893,1.8066525802539755,1.0275056370515594,0.9137542372069714,3.0291731044834775,3.2836122424849448,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-18,9.701296315868518,6.178474094058032,0.4743971907434741,-2.558353113261859,-2.558353113261859,715305.6747901402,11.223875555988997,11.89235069818847,16.214250153216852,14.399990074355577,14.48779953996215,12.357772378534705,311617.1666120818,252957.3962786774,234323.98013027504,-1.332895781047971,-0.05785213953759986,-0.30999509970765105,-0.3678472392452508,1.7411811653693834,0.9989376797008019,0.8483669404554152,3.253934620623712,2.2397009148456917,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-22,-6.9337835466248805,-1.3556940168942049,-0.4373121966950464,-0.5447265740685339,-0.5447265740685339,97246.51055864664,8.877194513710815,11.33557286036358,16.22072976685552,14.665788102890012,14.541962156621855,12.348518206353473,140607.0580704761,281612.6265715269,233351.9444110776,-2.5438769397091017,-0.24446024780687306,-0.3583442177136165,-0.6028044655204896,-0.08514204869207374,0.9970452045248605,0.9005971830754761,0.8252096200654455,2.4624399198879936,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-23,5.118474320063683,0.5460662219000483,-7.0002609405840985,-10.35046020686903,-10.35046020686903,-348165.3495779629,2.323550915550874,11.121881000135868,16.163305366414125,14.961015399871785,14.716248300389276,12.438601804370736,146274.1081228552,297361.7621139602,232722.58982493082,0.7041745728719624,-1.5658178466037909,-0.3738291429724968,-1.9396469895762876,2.021060976351576,1.0061345954004262,0.9671934726672073,2.0531113102918805,3.4894590819461753,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-24,-22.53695786276856,-0.9001600944352788,-10.656902742784013,16.450233093829638,16.450233093829638,1835387.7433927488,0.9468651538046856,12.40383608687666,16.15283049235684,14.208604254336121,14.624248964872761,12.437247628368167,200168.63511723,312758.89944079367,239626.43340796363,-0.31481688639488464,-2.572604375573958,-0.26408951038321526,-2.836693885957173,2.277958599673492,1.0136473961832289,0.939135911335652,2.8329168099706927,1.9291169011605496,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-25,18.838265774977543,9.655654003103676,20.87387088470913,10.436763208013105,10.436763208013105,-1329393.5779901545,2.686691281528664,13.438041761878148,16.144834207560333,13.18932137044711,14.531160775939094,12.44028925559045,124204.99217968053,244567.2880598275,233792.92293314624,-0.5905557179146347,-1.6097791925704297,-0.1835105129543368,-1.7932897055247663,2.417538964256849,1.0387624069159813,1.0170005174146217,3.0343385390730853,2.163223094072128,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-02-28,10.989517523226738,7.52126353723034,10.111418589774331,6.487998556460667,6.487998556460667,1370041.5308304075,4.495961615473169,13.496594361951376,16.21514234914283,13.15392299118833,14.005983619784054,12.334978723605232,157718.02062065108,222343.3607219348,225308.11392397663,-0.5269877716972409,-1.0992578090627818,-0.18350813444230124,-1.282765943505083,0.9517177397666591,1.0032513058187769,1.0642495438271962,2.298801397575016,2.202361546015523,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
2022-03-01,9.75351443190948,6.970535215797156,10.77909738137285,6.059833114354632,6.059833114354632,-847820.8627904728,5.816873553157802,12.503828552665256,16.22860888198755,12.914417368044434,13.188773377370161,12.321987949373513,137274.51315980576,40594.89912025961,176029.74458497175,-0.47594541379979133,-0.7652719544001049,-0.2607407834719841,-1.0260127378720891,1.337251733547875,0.9874097465488109,0.6309475790402398,1.4763475867900284,1.8877602723794644,10.820692656186681,120.54446860987119,-0.03547197529257619,1.1384366119849094,0.01152863735041361,-942.6120408961242,953.3659966643518
