Date,Open,High,Low,Close,Adj Close,Volume,FSR.csv_MA_5,FSR.csv_MA_20,FSR.csv_MA_250,FSR.csv_realVolatility20,FSR.csv_realVolatility60,FSR.csv_realVolatility250,FSR.csv_avgVolume_20,FSR.csv_avgVolume_60,FSR.csv_avgVolume_250,FSR.csv_log1DayRet,FSR.csv_logMA5_20,FSR.csv_logMA20_250,FSR.csv_logMA5_250,FSR.csv_log1DayRange,FSR.csv_HL_20_realVol_20,FSR.csv_HL_5_realVol_20,FSR.csv_logD2,FSR.csv_logD5,FSR.csv_Mean,FSR.csv_Variance,FSR.csv_Skewness,FSR.csv_Kurtosis,FSR.csv_Shape,FSR.csv_Location,FSR.csv_Scale
2020-05-15,0.6252294940097896,0.6186714659613992,0.5323582273673537,0.6068991762222318,0.6068991762222318,813768.8816540712,0.5955128386353399,0.5874073328338935,0.5780830817446426,0.022202402363540985,0.053346443127144864,0.029589844574017598,42156.36301113635,32748.818243679627,15442.461793161341,-0.029756097266657087,0.013704445753326945,0.016000903845450963,0.029705349598777898,-2.449772290640891,0.7177644794066679,0.844250409596698,-7.394233099298056,-5.538853411358309,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-18,0.6045870882517965,0.5999073488173732,0.640177328005544,0.596285458920045,0.596285458920045,-486672.08592703816,0.5965270812973786,0.5884689458596765,0.5781861648642592,0.022087913799784916,0.05341739055282978,0.02960825592148315,-968.381015850266,26927.309401160226,13673.905745745507,-0.013826215944023463,0.01360048382308381,0.017628255660690248,0.031228739483774054,-3.2121490209261867,0.6849597120255669,0.7149902286637515,-4.501472549585172,-5.284175178334259,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-19,0.5890627256927914,0.5952991585175615,0.6163118648544721,0.6031321630123205,0.6031321630123205,1343040.8797008188,0.599558799057893,0.5891852071984373,0.5784008259105995,0.02233038746001103,0.05337562246546439,0.029593737991517464,80217.87600217499,48544.601407521244,19190.34915831124,0.02360367530452412,0.01745347213586823,0.018473478919021555,0.03592695105488995,-3.86262796057352,0.6845050038094795,0.7348539562516011,-5.581472843532632,-4.189187990002376,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-20,0.5811193267379853,0.5729266743264327,0.5940597439903392,0.5863095441046582,0.5863095441046582,-846156.6475748103,0.5955638302301651,0.5857947917929026,0.5785109212309854,0.016281084593163284,0.05338551875699227,0.029571661493834053,-46598.91503553799,34001.70281598876,15931.759441026097,0.008891764959128712,0.016539027080995857,0.012512118606378726,0.02905114568737456,-3.8569161827562,0.6591132762364544,0.591287571978958,-4.607581609595666,-3.9132815901817994,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-21,0.5954246434285029,0.5913830571261958,0.6043626581790873,0.5987854429718693,0.5987854429718693,-257968.86261156423,0.598282357046225,0.5868465827095812,0.5786630689008014,0.016412940363154622,0.053336783288901755,0.029577756350724585,-9134.855307191396,29772.302882261247,12850.100593510188,0.005628504488720848,0.01929938406550951,0.014043038226516003,0.03334242229202554,-4.344376303703075,0.6654619952268754,0.7327167033090277,-5.438333731982215,-4.298227244707441,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-22,0.5908792152683855,0.5877641947434817,0.5978563734527773,0.5934409134635317,0.5934409134635317,-151384.7367964212,0.5955907044944849,0.5876106671841415,0.5787906605855128,0.016342785484575836,0.0533159020565093,0.029572407345244592,-985.8754631445757,23718.987513518194,13422.581317695063,0.004326029978010208,0.01348909577372168,0.015123739150196698,0.02861283492391847,-4.595994540344299,0.6836827612674153,0.5316446718154317,-4.943252007053329,-4.308162030056772,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-26,0.5895358079941895,0.586898103270606,0.5953382710698145,0.5916531459136278,0.5916531459136278,-112110.02597355151,0.5946642418932016,0.5885355886724126,0.5789095791393135,0.016001486163278122,0.053319706654936634,0.029564081854625224,-10231.803551479577,25947.146307692547,12613.814152482111,0.003585099877996469,0.01035954852778384,0.016491100313893742,0.026850648841677524,-4.774753089149092,0.6999475682522652,0.4188485519346626,-4.943121928384609,-5.374698966206693,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-27,0.5686787126770518,0.5663508935465096,0.5736911200448027,0.5705035769361428,0.5705035769361428,-88994.0325257127,0.588138524677966,0.5881273238049992,0.5788231548368616,0.016366479574585764,0.053323079232985425,0.029556918793025567,-62695.134687339676,24296.644297285424,12831.334453581892,0.0032038170478318304,1.904479838726597e-05,0.015946462682753005,0.015965507481140395,-4.91438557875373,0.7006465704429328,0.4165808139332284,-3.774989280064076,-3.4225665013360644,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-28,0.6080158501062654,0.6259172037139038,0.6024558179662769,0.5996331095163745,0.5996331095163745,-72082.46866141798,0.5908032377603092,0.5896202954558954,0.5789529250265639,0.015961003246427113,0.05206367956983459,0.029576853644808155,-80519.62384691692,12662.183046392107,12683.04593691739,-0.013882966836000583,0.002004268242923961,0.01825759235654385,0.020261860599467833,-3.7523993689749884,0.67221044666146,0.4573718278187877,-4.830821428590136,-4.318220976135792,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
2020-05-29,0.784952640854331,0.7730473719034263,0.5939566017016471,0.621429191378196,0.621429191378196,-47590.767126120205,0.5953319874415746,0.5919371265746978,0.5792047797484131,0.017065995372818946,0.05143321653332025,0.029669627958521738,-45107.92362051854,-779.4679968999284,12715.931229069312,-0.2336014131935978,0.0057187878958065265,0.021744330768018037,0.02746311866382466,-1.7198625055718344,0.8429270191819026,1.3266607012259872,-2.977389251315093,-3.7878714737011636,0.5813700901100329,0.6664192297979317,3.223089552594183,22.378734675252826,0.24745813647646642,-2.2861967631116453,2.776712610122847
