Date,Open,High,Low,Close,Adj Close,Volume,FSLY.csv_MA_5,FSLY.csv_MA_20,FSLY.csv_MA_250,FSLY.csv_realVolatility20,FSLY.csv_realVolatility60,FSLY.csv_realVolatility250,FSLY.csv_avgVolume_20,FSLY.csv_avgVolume_60,FSLY.csv_avgVolume_250,FSLY.csv_log1DayRet,FSLY.csv_logMA5_20,FSLY.csv_logMA20_250,FSLY.csv_logMA5_250,FSLY.csv_log1DayRange,FSLY.csv_HL_20_realVol_20,FSLY.csv_HL_5_realVol_20,FSLY.csv_logD2,FSLY.csv_logD5,FSLY.csv_Mean,FSLY.csv_Variance,FSLY.csv_Skewness,FSLY.csv_Kurtosis,FSLY.csv_Shape,FSLY.csv_Location,FSLY.csv_Scale
2020-10-05,9.84299692297693,5.746568608568296,8.803113068883135,7.90863625865866,7.90863625865866,-2101777.9560116986,8.778206659190584,6.716254555184601,3.8971117185411437,3.6739648474580315,6.069165102261143,5.076980226469376,-761749.9122629451,140823.8608277226,414669.5712074045,-0.21880487037023386,0.2677414925509899,0.5442949475163773,0.8120364400673671,1.1172850165332582,0.7508238407301356,0.3105413552070552,1.3337337027430483,0.037208619242132104,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-06,8.838015982984928,12.040949810757,9.595179838976534,12.016165841039012,12.016165841039012,3516240.771456453,9.319245942741286,7.1787008704619995,3.9374623218372657,3.7323588169348714,6.0320228688494515,5.101300310982408,-422195.69606930425,147424.28846815514,430774.67035728914,0.3071904814648438,0.26096328856567286,0.6005819943786863,0.8615452829443593,0.8943599902345477,0.7559454396082631,0.32028645517075294,1.64827794113506,0.9951745225101386,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-07,13.845932633026932,27.475104490852488,15.008260755355394,29.4797511165997,29.4797511165997,16020417.538366407,13.58530431315098,8.31960360377821,4.0515142934573225,6.2226915483032785,6.6842919685925315,5.347417806361136,544807.4705752381,386705.4240179064,495376.25320721196,0.7557121080389325,0.49037403337956975,0.719523899066963,1.2098979324465327,2.5230726190336292,0.8658298067394885,0.8561237593453929,3.071355144644505,3.0601282150923463,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-08,28.474846351279496,18.766245810682392,22.233316798225488,14.18696730207884,14.18696730207884,-649633.4226934686,14.081933108364282,8.848321219031927,4.106164623111709,6.250874804846469,6.740776699178478,5.380936349359583,641577.3605561312,440904.6985403893,492289.5176166538,-0.6966973658555744,0.46466488767286046,0.7677383371627736,1.232403224835634,1.2433101417003953,0.8383874982067584,0.7105408891018463,0.7750964362490033,0.9095254895677002,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-09,15.965501234458088,22.231462954302373,19.4931203448444,24.448021390002168,24.448021390002168,3554921.965451109,17.607908381675678,10.182660598615778,4.20431164068764,6.598297974490066,7.05351559785243,5.525933850217197,737890.6881601751,564462.8469792999,507146.0980565399,0.4261190663960901,0.5476618085508885,0.8845757526068434,1.432237561157732,1.0073528503228606,0.8285687535934532,0.6645304524582984,1.6157638070251177,2.869594983711167,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-12,24.35920911959548,18.044725964700405,22.304492989056243,18.03049274358885,18.03049274358885,-5625990.365692381,19.632279678661714,10.661809743319163,4.272777933399122,6.810206080192874,7.161515062763348,5.5906602335494755,504265.80377466773,496639.8083031502,486058.7085897048,-0.3008456100226615,0.6105069600570663,0.9144039882762327,1.524910948333299,1.449214469667427,0.8307324188633424,0.6510294072500022,1.3463900291451032,2.314697094162442,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-13,17.708913253493535,23.122267967832443,20.40752821504948,18.256616120870877,18.256616120870877,1299034.2942346726,20.880369734628086,11.246715313193668,4.3461284652951315,6.940350785733756,7.263022712391586,5.653254422629739,724790.5776743814,505635.1386386733,490634.3168664163,0.03045945502958114,0.6187333565970943,0.950790673027488,1.5695240296245825,0.9986960934629237,0.8243310446849247,0.6312006589799268,1.8231620834075855,1.8310523400073777,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-14,19.97644255980504,15.059425766140135,11.40892192172987,10.246505527504157,10.246505527504157,5323928.848086848,17.033720616808978,11.550936229284886,4.38059170818641,6.7440358385041295,7.266677832474505,5.662887724223134,1083790.852078795,644274.2841324605,512511.821717085,-0.6676169839971733,0.3884284525867747,0.9695826840379235,1.3580111366246983,1.2948651976322723,0.8303141875350788,0.19404290959755557,2.0520687025499678,2.9566403227434517,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-15,-28.00807869558463,-22.849758958643086,-23.51553741594304,-21.55071574202674,-21.55071574202674,45688208.430673055,9.886184007987863,10.245998235431392,4.292492532605579,9.938706816810331,8.220457996191767,5.8906492979300165,3425748.1308597066,1469435.0563675761,694943.5021952896,-0.2620839643169222,-0.035748985598368616,0.8700196391463778,0.8342706535480091,-0.4067983104776989,0.8315412754098864,0.73851766340697,3.6840511129851463,3.576205679541031,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-16,-2.444482035812776,-8.839645637446964,-6.769684073959034,-9.930757522369731,-9.930757522369731,-5828857.601242386,3.0104282255134835,9.445523262967225,4.2520493074919985,10.891088135569182,8.519498593675369,5.953372124434374,2902909.394927523,1356465.593662118,670904.2732235297,1.401803507197195,-1.143458564220022,0.7981398437559792,-0.34531872046404266,0.7275300387415644,0.7339479076415014,0.7359786930059089,3.004556378862783,3.53743948194093,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-19,-6.130334248537039,-6.823851972742602,-3.870851231179578,-4.660524371159951,-4.660524371159951,-6342317.291739192,-1.5277751974362772,8.504302762584427,4.239585245812359,11.268726940939121,8.654670343203634,5.968798496367029,2400372.393073493,1291000.0936450064,642704.1781305883,-0.2741213073327728,-1.7167596849552846,0.696106797704058,-1.0206528872512266,1.0828218538836722,0.714286118746694,0.6722399273833932,2.826733061179841,3.1219691243515832,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-20,-2.722708077661572,-3.6153814701555262,-0.539017709693475,-1.7095442326686552,-1.7095442326686552,-8848608.017208293,-5.521007268144183,7.8469310459232755,4.233821242875375,11.470268006815015,8.732910998795637,5.973863060962779,2105728.5206683055,1172089.3171676595,609605.71852705,-0.4654001974117298,-0.351562186034359,0.617017553411991,0.26545536737763203,1.1237483022789705,0.7138804493796654,0.6864732107311733,2.106717800329378,2.9940388582122206,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-21,-0.101434806157421,-2.4879957231085825,-3.372834731631684,-4.330598449491568,-4.330598449491568,340364.2035954045,-8.436428063543328,7.472056523014045,4.2134416333064895,11.7503701081202,8.858851851593828,5.994401950120402,2189186.4468931668,1199425.0829609786,612035.2958338081,3.7540447332420808,0.12138873826590717,0.5728904617133274,0.6942791999792346,-0.12234956179540198,0.7428953512979455,0.7050369701738206,-1.108887129513748,2.6794520770153096,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-22,-3.468742364372609,-2.4721984556689875,-1.2649562463718382,-1.3289786915272686,-1.3289786915272686,-4092451.039670633,-4.3920806534434345,7.165880928008948,4.203903825090102,11.902602492349894,8.909174038432349,6.00133979257295,2083977.9413453199,1131245.4137075555,596096.4619505971,-0.9593813511089677,-0.4895279347473405,0.5333174267500173,0.043789492002676726,0.1883385924867857,0.7537069601962588,0.5511232030541621,-0.9660968664706658,3.006758117444495,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-23,-4.243396824179648,-5.54774600253365,-4.154029597609586,-2.9905156757890694,-2.9905156757890694,8404865.727225572,-3.0040322841273026,6.5462322692554835,4.190690906189141,12.100973870629641,8.911015729246197,6.013565126105479,2608528.883022495,1209805.0718165052,630371.8794570536,-0.3499182469315186,-0.7789341771827973,0.446024043654243,-0.3329101335285543,0.3319738518454256,0.6495966047079741,0.5566063292822075,0.29273138347481925,1.9373366221219983,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-26,-1.3168219266473713,-1.8768031404013783,-2.023241633548004,-3.146047856710417,-3.146047856710417,-6040976.339099058,-2.7011369812373958,6.045393539794657,4.176588209206021,12.292607989443601,8.912825663916182,6.026658387090682,2313341.860754527,1084319.5886525933,606900.1725797438,0.8709258141778831,-0.805623795117928,0.36980188829456073,-0.4358219068233673,-1.9211497806859001,0.8777309095232556,1.1272049466856864,0.5972248542829252,0.41506984423354426,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-27,-1.008178226632566,-0.9382176084608744,0.4259103836939886,-0.6553887254025454,-0.6553887254025454,-3498902.2982030297,-2.4903058797841737,5.547075632360254,4.169942384450662,12.355109948259141,8.496713254142236,6.031083132792365,1940002.8450282793,943833.860806618,593304.0602696794,-0.430671711641093,-0.8008653295838023,0.28536865676585593,-0.5154966728179463,0.3105153909096206,0.8820237765650644,0.9557417708156922,0.8480662581168348,0.052739979336873744,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-28,-1.7622707229955807,-2.994209390528006,-2.703816358089327,-2.855559102506888,-2.855559102506888,579347.1724245483,-2.195298010387238,4.996824714007348,4.158965269861924,12.477563956101376,8.242645205816999,6.041395239255138,2074646.2014788296,940217.5207573551,596272.3735854338,0.48266449568852265,-0.8224848483596404,0.18353634337366495,-0.6389485049859756,-1.236519989299087,0.9798592902783526,1.0463098677770586,-1.2361904153034216,0.38868466535780394,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
2020-10-29,0.7820648273732118,0.2074953751445605,-4.484955610989516,-4.144690372406139,-4.144690372406139,8604950.43293743,-2.758440346563012,4.204399029086424,4.13806286647226,12.532331117773246,8.292566028276378,6.061095471675702,2491123.813226092,1038022.0925201098,631339.6405400524,1.667645729158079,-0.42146593685955913,0.015903593353526216,-0.4055623435060328,1.5459550442740722,0.9995158571241934,1.3809889573798892,1.2497016150463283,1.0352150470024488,2.0062190580636794,15.961804809363482,1.8361666966226706,9.52011731259609,0.0915163944322239,-39.761669566041846,41.58987294490092
