Date,Open,High,Low,Close,Adj Close,Volume,BBAI.csv_MA_5,BBAI.csv_MA_20,BBAI.csv_MA_250,BBAI.csv_realVolatility20,BBAI.csv_realVolatility60,BBAI.csv_realVolatility250,BBAI.csv_avgVolume_20,BBAI.csv_avgVolume_60,BBAI.csv_avgVolume_250,BBAI.csv_log1DayRet,BBAI.csv_logMA5_20,BBAI.csv_logMA20_250,BBAI.csv_logMA5_250,BBAI.csv_log1DayRange,BBAI.csv_HL_20_realVol_20,BBAI.csv_HL_5_realVol_20,BBAI.csv_logD2,BBAI.csv_logD5,BBAI.csv_Mean,BBAI.csv_Variance,BBAI.csv_Skewness,BBAI.csv_Kurtosis,BBAI.csv_Shape,BBAI.csv_Location,BBAI.csv_Scale
2022-08-22,-0.3816564206706477,-0.3127745554635321,-0.3514549860263061,-0.362829365532927,-0.362829365532927,-49821.984017909184,-0.3692373511258702,-0.299147161189042,0.25267349136065503,0.18398184728730238,0.24110226039065866,0.7342291842163061,162364.03559788858,24246.818331735973,39359.32203410343,-0.05058812520933992,0.21050403504081497,0.1688375229289447,0.37934155796975966,-3.2524214770532582,1.1098492949595724,0.9958018721958231,-3.5050841423876804,-2.2419132591816755,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-23,-0.3744019652682017,-0.4481707025085293,-0.3758032914899691,-0.4045562285369306,-0.4045562285369306,-107232.91663936022,-0.36860803761659333,-0.3094377272456999,0.2487632957182717,0.18382623751970634,0.21482777412376192,0.7351189160341025,151416.5686052665,24356.93639408796,38716.43886905542,0.07746074064231392,0.1749769832899221,0.21825504277056665,0.39323202606048885,-2.625999204979744,1.1019498161167678,0.5044118832498881,-4.5243114973348115,-5.7614430880786704,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-24,-0.3978989923180888,-0.4271243925901898,-0.3022295878479218,-0.3255414792395867,-0.3255414792395867,-223694.5524046236,-0.36388524908024095,-0.3110241035724638,0.24519949572704436,0.18382121221057454,0.19300628584150367,0.7357370480565791,145126.93501081847,22500.83509132225,37593.92897075868,-0.20070829901978038,0.15696815553109145,0.23779826514261457,0.3947664206737062,-2.0802834580538416,1.0976255119129954,0.4523027590549426,-3.2890867693333097,-3.745917949799146,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-25,-0.3123188852533355,-0.2393959392358542,-0.2510339320475614,-0.1620543158381809,-0.1620543158381809,-24142.295224553323,-0.32973908818994846,-0.30331980740473335,0.2422575335141385,0.1868003750613058,0.18705797605597058,0.7358897422922067,149813.69920666443,24474.08588180614,37946.1333587795,-0.6560931719837969,0.08351398101460106,0.22478637049025368,0.30830035150485474,-4.453480290404903,1.202110881458028,0.8844136776288938,-1.4167456812181802,-1.7676672058758396,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-26,-0.1844923022511732,-0.2491603311114921,-0.1595273120752943,-0.1738593908413545,-0.1738593908413545,-98273.7778636227,-0.2857681559977959,-0.2930957602715879,0.2393124880154154,0.18806976864181682,0.18153325193300945,0.7360766149672928,147095.72744209372,25387.90943065913,37701.22885143451,-0.05936086648039201,-0.02531854377979582,0.20272920332800215,0.17741065954820637,-2.4120315108576134,1.1918648191523529,0.9356286130254542,-1.8859684721219487,-1.5147885829397822,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-29,-0.1629439180092458,-0.2025927787371144,-0.1550508347806884,-0.1364271001804982,-0.1364271001804982,-100015.19799554588,-0.24048770292731017,-0.2817596032140638,0.23633490196665471,0.19044294480089843,0.18215757487924158,0.7360849512212542,143266.33810969343,25106.345681203456,37160.01085207417,-0.1776156729611468,-0.15838527954688278,0.1758043612875479,0.01741908174066517,-3.0461429269221556,1.1435169506479812,0.9242567031572252,-3.664100380571364,-1.4854419267295431,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-30,-0.1314388613073871,-0.1392135680177728,-0.0667085540267242,-0.1376310277764734,-0.1376310277764734,-159722.8687923259,-0.18710266277521873,-0.27537465330582794,0.23356443496476673,0.19314428105843473,0.18313240575809017,0.7361842250704167,132934.21686896618,25659.24789103968,36855.79709297509,0.04603458216192011,-0.3864750811245971,0.1646745543515398,-0.22180052677305723,-2.6240995610156244,1.1437375675621295,0.924409990720595,-3.317912956854611,-1.3207868067949586,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-08-31,-0.133723023824221,-0.2067944315419723,-0.1735048131467131,-0.1769019020617559,-0.1769019020617559,-175736.29004540143,-0.15737474733965257,-0.26972057964640983,0.2306812222719364,0.19434554817424687,0.1786262624254924,0.7363753940796202,118447.16531254645,22852.392381556674,36309.67273192686,0.2798246788943498,-0.538756646034929,0.15634976563761344,-0.3824068803973154,-3.402509690505086,1.1659407580965027,0.804314677284568,-3.2070756742727227,-1.9062308485262063,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-09-01,-0.1934706268431389,-0.1859334736020745,-0.139975093727146,-0.1798418249933583,-0.1798418249933583,-94214.50754378946,-0.16093224917068807,-0.2675787593764717,0.22770395202006866,0.19512575025528486,0.17890238125619184,0.7365250710460242,105344.49979402087,20209.631505122514,35873.65329697512,-0.07304798716074022,-0.5084304867627939,0.1613676213987516,-0.3470628653640422,-3.080019077385993,1.1771133868053905,0.3935972025044998,-3.165079232446282,-4.029258800869044,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
2022-09-02,-0.1368557849933065,-0.1659102522792812,-0.1872361012657096,-0.201348627437286,-0.201348627437286,-59456.50203393768,-0.16643009648987436,-0.28222278448819293,0.22469145019059522,0.17689487559322714,0.17875645725984568,0.7367344096043752,-429127.9696759236,19975.030317182285,35510.92660339806,0.38611016336854204,-0.5281213945944009,0.2279686463741003,-0.3001527482203006,-3.8478353746065497,0.9913321400003376,0.45563952585618683,-3.7112590035020387,-3.5939607474368,0.15903740460543508,0.28847709453988407,1.027590368546405,6.79718883676524,0.061427211494384196,-8.452945191040795,8.595645843072425
