Date,Open,High,Low,Close,Adj Close,Volume,LYFT.csv_MA_5,LYFT.csv_MA_20,LYFT.csv_MA_250,LYFT.csv_realVolatility20,LYFT.csv_realVolatility60,LYFT.csv_realVolatility250,LYFT.csv_avgVolume_20,LYFT.csv_avgVolume_60,LYFT.csv_avgVolume_250,LYFT.csv_log1DayRet,LYFT.csv_logMA5_20,LYFT.csv_logMA20_250,LYFT.csv_logMA5_250,LYFT.csv_log1DayRange,LYFT.csv_HL_20_realVol_20,LYFT.csv_HL_5_realVol_20,LYFT.csv_logD2,LYFT.csv_logD5,LYFT.csv_Mean,LYFT.csv_Variance,LYFT.csv_Skewness,LYFT.csv_Kurtosis,LYFT.csv_Shape,LYFT.csv_Location,LYFT.csv_Scale
2020-08-17,0.5597152268652437,0.1500328020318164,-0.6913263616452667,-0.5046435121474957,-0.5046435121474957,3982447.2207321934,0.5781971049013009,1.3602235057320429,1.5434332971309197,0.9224115373779285,1.5298650438723642,2.153582084518658,915395.4718234917,486016.6289655146,532478.5873313567,-0.10357586747302226,-0.8554894851963999,-0.1263603199963352,-0.9818498051927352,-0.17273664278402345,0.9801809766249847,1.412349373210158,-0.770144511945598,0.9881902870938408,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-18,-0.3448285024668145,0.2517761440254737,0.6904396006651083,1.0919072066616913,1.0919072066616913,-151213.59559588134,0.49775432409936754,1.3324471421183164,1.5375690397706145,0.9216715594698536,1.5296664319602074,2.152804301209322,949906.4385077506,499202.6537544742,547531.3636220471,1.1526339779697485,-0.9846658568511871,-0.14318541553906367,-1.1278512723902507,-0.8240227734825611,0.9849284306765854,1.335999367071044,-0.41742851009919363,-0.910771232351337,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-19,0.9723978867405344,1.3020802890788443,1.5158662155477494,1.1663375272979977,1.1663375272979977,-3198533.009021893,0.42901449904640926,1.2926222567738186,1.544276167132105,0.910135144240006,1.5185758242963,2.1490067110777957,839574.4004561728,418713.5516230663,539046.7407055465,0.1818587303486634,-1.1029374756215433,-0.1778823880237788,-1.280819863645322,-1.542780108241123,0.9843528423394343,0.7279050114033403,0.5134109027179373,-1.0679886401840204,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-20,0.9807883058142792,3.3366702385404245,-0.7426091834594608,2.736379479905704,2.736379479905704,47466322.32874583,0.9846298650117753,1.3398367802976658,1.56076998573137,0.9605085630057731,1.4989801988858726,2.1422312330934616,3197653.8468905315,1196581.9073592708,718091.0091671463,1.0260343259191522,-0.30803728078740955,-0.1526314792917555,-0.46066876007916496,1.4059203605633595,1.1550093662376546,1.1689107137565098,0.4974195262093154,1.0217589004748542,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-21,2.668074602442015,1.5688656380998545,3.118540480458943,1.1217886674903994,1.1217886674903994,-19553857.81664013,1.1223538738416594,1.331205470185584,1.5564188963597327,0.9617130858879748,1.4979242502183454,2.1420128573326678,2138036.63852583,902796.2328610974,643359.6356940524,-0.866432653632828,-0.17065674733571914,-0.15630270283322684,-0.32695945016894606,0.43804512980126864,1.2023925709943502,1.1358645264683933,-3.1111687189372104,-0.37306561994861415,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-24,1.4736209341389284,0.6996745386932766,1.550862109662564,1.4133519644414996,1.4133519644414996,-10401775.20131967,1.5059529691594584,1.353745078669231,1.5618690672309716,0.9578934361481418,1.4971950497142015,2.139898969955616,1743376.3203273565,742377.1964913306,604916.3048345424,-0.04175842966161291,0.10655101591788294,-0.14300834011388985,-0.03645732419600684,-0.16112276227616723,1.2047703217478034,1.1357904555597995,0.2799226826975035,0.6512806180585673,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-25,1.4004257960265498,1.0794016405387232,1.7383588452764656,1.4472597018219062,1.4472597018219062,-5506289.831284328,1.5770234681915014,1.3825106278499355,1.5672296309788127,0.9512790553192986,1.4894370211373595,2.1379177515221723,1542811.0345143045,633052.2639932258,589546.9097341878,0.03289557718096244,0.13163804761316167,-0.12540835262491826,0.006229694988243511,-0.4170966862882392,1.2067484483149642,1.0878013000792093,-1.1224818095220581,-1.0346450380363614,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-26,1.4959093224783082,1.969339839148528,2.017781082582207,1.947676024290054,1.947676024290054,-1445692.8501282833,1.7332911675899125,1.40185924850304,1.5684097094637326,0.9589982927452824,1.489307293682896,2.138046512331772,1522796.992510544,628025.8978655707,582839.4168530265,0.26390261502429796,0.2122226200247491,-0.11226279188945916,0.09995982813528982,-3.0274036910627236,1.291194671021198,1.6517347971333447,-0.626752770434178,-0.24674680819695238,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-27,2.1486893381294188,1.5128649265124814,1.8002216510395606,1.875100221696119,1.875100221696119,-1785628.243485475,1.5610353159479957,1.4431951810590609,1.5730467661903313,0.9607758418615127,1.443609318527604,2.137447038700709,1386447.845846554,439890.97944145865,576011.0806785594,-0.1361959365142237,0.07848973394903158,-0.0861548229525296,-0.007665089003498093,-1.2470308924331295,1.229628213631706,1.342974174113248,-0.8490047699556732,-0.14933648543497208,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
2020-08-28,2.1141606823968537,2.5457346631097657,2.466132650963882,2.7961299885823863,2.7961299885823863,3211.169516247697,1.895903580166393,1.5324794615115243,1.593791177320183,1.0005903475937492,1.3917245049768594,2.123954131339472,1385860.3347971365,445364.2703924972,561708.5723315488,0.2795784209382677,0.21280856140872764,-0.03922857955239816,0.17357998185632964,-2.530715908236668,1.2650370004231217,1.2670716257107366,-0.16433945118063828,0.5154198467983446,1.5602906338484637,4.32330936805225,0.2621691129868903,1.9824237561797755,0.034194725558080605,-59.13111780378492,60.65575989047503
