Date,Open,High,Low,Close,Adj Close,Volume,PLTR.csv_MA_5,PLTR.csv_MA_20,PLTR.csv_MA_250,PLTR.csv_realVolatility20,PLTR.csv_realVolatility60,PLTR.csv_realVolatility250,PLTR.csv_avgVolume_20,PLTR.csv_avgVolume_60,PLTR.csv_avgVolume_250,PLTR.csv_log1DayRet,PLTR.csv_logMA5_20,PLTR.csv_logMA20_250,PLTR.csv_logMA5_250,PLTR.csv_log1DayRange,PLTR.csv_HL_20_realVol_20,PLTR.csv_HL_5_realVol_20,PLTR.csv_logD2,PLTR.csv_logD5,PLTR.csv_Mean,PLTR.csv_Variance,PLTR.csv_Skewness,PLTR.csv_Kurtosis,PLTR.csv_Shape,PLTR.csv_Location,PLTR.csv_Scale
2022-02-17,-0.8918640351107783,-1.0032771558423228,-1.3350244291080262,-1.6237037363333142,-1.6237037363333142,102196621.75634816,0.07653369227339382,-0.08841070231760868,0.9490844649703623,0.7797376280711998,0.6332643823600054,1.0213934571519039,9463914.096052034,4290052.324660943,1657262.972067847,0.5991513817573803,-0.14426196350718928,-2.373504769576161,-2.517766733083351,-1.1033818250478986,1.1179695874645048,1.5355722517697836,1.0393472210149497,0.6473913186866349,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-18,-0.6518066294618006,-0.9294338910730052,-1.5266457197758916,-1.287929265407966,-1.287929265407966,40566353.0595433,-0.1686066107652073,-0.09330571862294537,0.9425210507387132,0.7872880641605204,0.6590884252858161,1.030471405091184,9931347.39789716,5014800.865456038,2042652.5518640494,0.6810430496368497,0.5916868557317222,-2.31267685524863,-1.7209899995169076,-0.5154834065760724,1.1824781153286081,1.7657068814899906,0.619545225397439,0.20351334555007583,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-22,-1.466529069270848,-1.21873477364921,-1.004112395881342,-1.184855931216024,-1.184855931216024,1581613.7768844515,-0.46453366606165175,-0.11848403884069095,0.9445410973150477,0.8146586425938672,0.6728555717100864,1.0257746620306338,7276042.772342933,5166434.11378726,1846039.5286397613,-0.21327724128571454,1.3662557755177513,-2.075920940063836,-0.7096651645460845,-1.5388751775776648,1.1066833501303,1.483697589565839,-0.8236026113982629,0.39179562259666706,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-23,-0.5809407239238338,-0.5466775119347727,-0.513027388103942,-0.7357264758030624,-0.7357264758030624,3050651.522481352,-0.8524123666761712,-0.11780874797526478,0.9430882076467766,0.8141136969758866,0.6771894021374649,1.0279026177658281,8960883.17555124,5497432.759252152,1927496.0878091357,0.23620968609830437,1.9790078784756755,-2.0800972879406676,-0.10108940946499202,-3.3917385429329214,1.0801845423312586,1.0790364444847709,-0.5938399276971346,0.6623752969149744,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-24,-1.4871323879822755,0.2363738103121555,-1.0446758117021335,0.8905606652286249,0.8905606652286249,34147042.02188019,-0.7883309487063483,-0.035877332063729006,0.9427560129313218,0.8296533381423876,0.680869788589664,1.0279061341310212,9822838.857627146,6063126.033934971,2203021.3592753797,-0.5127537474324194,3.089812310128765,-3.268701836966536,-0.17888952683777107,0.24767975909977402,1.209990395652007,1.366932002632508,0.7301619029021038,-1.1381629359144219,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-25,1.013584094331728,0.068014359573894,0.6476168571673799,-0.0374499463238304,-0.0374499463238304,-20520924.60753377,-0.4710801907044516,0.008374998977241376,0.9409211489382406,0.8030504997352865,0.680231262821576,1.0292492963342723,9159659.291704107,5595645.148000066,2219998.736099358,-3.2982426599435373,4.029777380206495,-4.72160838551902,-0.6918310053125257,-0.5454127593773891,1.2685704747011173,1.4051916001912848,-0.35914008063696395,0.46137512933248465,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-02-28,0.6846983784457965,0.3558886881722927,0.5675502981881877,0.4411618361751461,0.4411618361751461,-1780655.3502610477,-0.12526197038782919,0.03653292893774289,0.9437385291762862,0.8080959514127927,0.6741768079409902,1.02690137490303,8943778.632114982,5344108.249133235,2245250.376121624,-0.4395666342729313,1.2321932907948066,-3.251635129411999,-2.0194418386171926,-1.5527664587316032,1.2766455272542798,1.3642976198039822,-0.7998445248117866,0.5475958956445369,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-03-01,0.433912505452577,0.575785455526697,0.6378500002229055,0.6108833885510467,0.6108833885510467,-8466488.344416201,0.23388589356558498,0.02630026947550006,0.9405071645693935,0.7989565526108171,0.6772706368405743,1.0266717240563876,8562716.6643,5120463.40033259,1905317.1447402807,0.34206317408484505,2.185254176742348,-3.5768400811944066,-1.3915859044520589,-2.779580391959792,1.2740246528252899,1.5107901448047536,-0.4333503092199976,0.5854168144496278,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-03-02,0.5735597120053377,0.0875469353084259,0.1369674417085509,0.3047650946692162,0.3047650946692162,-9804633.364033936,0.4419842076600407,-0.0011726057712003301,0.940719319436293,0.7781655886186875,0.6754309903486239,1.026534291334748,7100044.268305754,4709375.875866866,1669494.0333771901,-0.6323207512760243,5.932045724914885,-6.687416388816505,-0.7553706639016206,-3.0073898316080245,1.28808312980302,1.4030481228998597,-1.9921874231108414,0.03969326539853219,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
2022-03-03,0.2394133717244084,0.0541187759409993,0.0444723562220596,-0.395390769244579,-0.395390769244579,-14123409.823552094,0.1847939207653999,-0.003733441927686365,0.9424096711656473,0.7794370032135944,0.6777887526970318,1.023971415122375,6926314.12883981,4312288.465556265,1791564.9561934168,0.5016829183835241,3.9019106853923313,-5.53110949813418,-1.6291988127418486,-4.641168446055188,1.393010414208904,1.5522351696695031,0.006254557209660477,0.2514988603069885,0.771700574714494,0.7518722158871661,0.46267568649063456,0.6463913529729681,0.11147246379010822,-6.951062154112572,7.674841036479881
