Date,Open,High,Low,Close,Adj Close,Volume,OTLY.csv_MA_5,OTLY.csv_MA_20,OTLY.csv_MA_250,OTLY.csv_realVolatility20,OTLY.csv_realVolatility60,OTLY.csv_realVolatility250,OTLY.csv_avgVolume_20,OTLY.csv_avgVolume_60,OTLY.csv_avgVolume_250,OTLY.csv_log1DayRet,OTLY.csv_logMA5_20,OTLY.csv_logMA20_250,OTLY.csv_logMA5_250,OTLY.csv_log1DayRange,OTLY.csv_HL_20_realVol_20,OTLY.csv_HL_5_realVol_20,OTLY.csv_logD2,OTLY.csv_logD5,OTLY.csv_Mean,OTLY.csv_Variance,OTLY.csv_Skewness,OTLY.csv_Kurtosis,OTLY.csv_Shape,OTLY.csv_Location,OTLY.csv_Scale
2022-10-07,0.0457307810709683,-0.0244330175921798,-0.0901214302389372,-0.1061764463216747,-0.1061764463216747,337535.5075377147,0.07957905476116407,0.027046954672508405,0.046542580625545026,0.1055303062278086,0.1846698012179005,0.3447443169760468,196821.13349247834,102683.90883026694,230841.36116076063,0.8423306805811515,1.0791765095523627,-0.542793188430072,0.5363833211222908,-2.722832736675435,0.9086933860867334,0.9248218573144815,-1.6766825341079898,-1.8362915290760622,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-10,-0.0485915013806919,-0.0906604808163664,-0.0235855401442044,-0.0725125247440761,-0.0725125247440761,-659619.2726181827,0.046021543007915035,0.013256502950020696,0.04506278160796479,0.09911208918674688,0.18605585010958273,0.3444569144935095,180964.84988334734,88429.47097920833,234153.02041540694,0.40031065512580233,1.244621392401937,-1.2235684435852001,0.02105294881673684,-2.701944767170848,0.926505683390367,1.0315102278414559,-1.8691395247466729,-1.7850566309263514,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-11,-0.100393078031832,-0.0085307250786303,-0.0740369855776466,-0.0200807542988288,-0.0200807542988288,-120548.37372260354,-0.0072418131767946845,0.015351850299730246,0.04306810697152083,0.09787284744548612,0.18665194696157236,0.34337853575649147,82405.09725042127,95923.28526941818,238205.90562255698,-1.60933140217413,-0.7513643936409349,-1.031546738264533,-1.7829111319054676,-2.7256095607707675,0.9386328890843831,0.9116379774349147,-2.4522959033780873,-1.3230687730385369,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-12,-0.0103817366773668,-0.0878431839933535,0.0176037314657797,-0.0317675643092569,-0.0317675643092569,-378257.0117892388,-0.029758695186305546,0.014762528039202522,0.039019294945067305,0.0981319373857967,0.17738306454618322,0.3382101514083011,112798.47988339374,40486.31735823134,238398.4066969242,1.1183976052658555,0.7010292835825679,-0.9719641850913591,-0.27093490150879124,-2.2495476237025023,0.9741224830782019,0.9204540333517149,-3.200423117254254,-2.1840520271468242,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-13,-0.1190477103982441,-0.0456271042111418,-0.0806344275187553,-0.0264061547494562,-0.0264061547494562,314356.43349687126,-0.05138868888465862,0.011877022958873953,0.037479370531634096,0.09846783730351007,0.17064700275611025,0.3376252547836911,149842.57848927032,37934.67048128948,240358.6996716793,-1.505927223048069,1.4648123977909486,-1.1491849726053533,0.31562742518559544,-3.352198002019421,0.9457369814387379,0.3926628210147349,-5.0631819340205375,-2.224236417921388,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-14,0.0600669604502734,0.0151939681179247,-0.0635852864433577,-0.1457514422933272,-0.1457514422933272,156808.2640470753,-0.05930368807898913,0.0011789006402436477,0.035879180681785444,0.10351877630026521,0.17054225936971693,0.33754152666487297,95258.74496059938,77455.8991211351,242037.61499914978,0.8864427733944792,3.9180891542431726,-3.415574858572635,0.5025142956705372,-2.541105583767943,0.928590840835167,0.40409938642676313,-2.171698261780927,-3.2295577750052744,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-17,-0.113566227410103,-0.1348232839615262,-0.0402982970691703,-0.0664288265058283,-0.0664288265058283,935784.5591400831,-0.05808694843133957,-0.0035052786861801675,0.03263508712675173,0.10439263623341181,0.17091653108228222,0.3345871679971578,193236.4164275166,90203.01264654707,246373.00075497266,-0.5362550717639468,2.8076709705251712,-2.2311179734556554,0.5765529970695159,-2.3588910678736936,0.878938599297477,0.4346437511932625,-3.2183091915258966,-5.102142505051236,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-18,-0.0251221585714214,-0.0484555647057753,-0.0318207202447433,-0.0326397571269514,-0.0326397571269514,-409580.3843268973,-0.06059874899696408,0.0013350216300559222,0.030528772667948196,0.10041437029772624,0.17139302062183376,0.33332657726455506,139169.2336008559,102521.16385908332,246618.93506398352,0.2617808208055507,3.815326755237695,-3.129722111075355,0.68560464416234,-4.096255719658686,0.9039362948243392,0.7871280757638653,-2.1793795840759906,-4.377317513759247,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-19,-0.0461217028048019,-0.0813965835406853,-0.1170422002173543,-0.1241618649161091,-0.1241618649161091,77975.94298700616,-0.07907760911833453,-0.0062934133399865574,0.029240693737599858,0.1039814240908309,0.17215542409461818,0.33329955984186144,46612.747989355164,108803.47281079808,248363.20518759944,0.9903024606882984,2.5309261792468734,-1.5360577753462101,0.9948684039006633,-3.3341290940524764,0.8531890958732893,0.7010499428087609,-2.8519256799019206,-2.3816899839809196,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
2022-10-20,-0.1528640925088538,-0.1051016545991119,-0.0589549208779871,-0.0761126893900439,-0.0761126893900439,377720.3640882452,-0.08901891604645205,-0.005881486468364177,0.02804951292015404,0.103671777093997,0.17311319441027415,0.3331411371850104,-143106.90160861838,102446.15154506097,247590.57230445326,-0.6973342451557962,2.717039356292503,-1.5621617364135272,1.1548776198789759,-3.0759290958115324,0.7942957346862161,0.6906104501898747,-3.1356167813888614,-3.0016188728205497,0.054214624363573244,0.06340635756996282,-1.674021385763464,16.13036021595765,0.0016454536121547842,-153.5450746550555,153.59897864721285
