Date,Open,High,Low,Close,Adj Close,Volume,ONON.csv_MA_5,ONON.csv_MA_20,ONON.csv_MA_250,ONON.csv_realVolatility20,ONON.csv_realVolatility60,ONON.csv_realVolatility250,ONON.csv_avgVolume_20,ONON.csv_avgVolume_60,ONON.csv_avgVolume_250,ONON.csv_log1DayRet,ONON.csv_logMA5_20,ONON.csv_logMA20_250,ONON.csv_logMA5_250,ONON.csv_log1DayRange,ONON.csv_HL_20_realVol_20,ONON.csv_HL_5_realVol_20,ONON.csv_logD2,ONON.csv_logD5,ONON.csv_Mean,ONON.csv_Variance,ONON.csv_Skewness,ONON.csv_Kurtosis,ONON.csv_Shape,ONON.csv_Location,ONON.csv_Scale
2023-02-03,1.477355043672549,1.9228938489525171,1.5855820902445783,1.2952815810817686,1.2952815810817686,-172613.29501848645,2.1787140255432336,2.189983267420828,0.9524066590293543,0.4433376965632125,0.8680456360668212,1.0925161198720386,251387.0159159711,170864.66432584487,137977.60281987954,-0.13152524765136528,-0.005159097148331792,0.8326570759049976,0.8274979787566658,-1.0867476762475243,1.1500110851521101,0.8668119652141738,0.341423112066213,0.2512690779638548,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-06,1.2589034759466102,0.8072083686022058,1.058156514054177,1.2517519294184396,1.2517519294184396,-591457.5164504375,1.9895421564576279,2.116553212725784,0.9498759027245368,0.47159106156840536,0.865154521042986,1.0910802924869325,73664.24248114196,147486.67072505588,135723.7512518681,-0.005696971280979934,-0.06188438237900996,0.8012128541441502,0.7393284717651402,-1.3825089530181993,1.0813600334310056,0.3322182005561843,0.07369704605258313,-0.055661404464627126,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-07,1.3607420877341774,1.0413307950354511,0.780588656584623,0.9980094950118392,0.9980094950118392,846574.8750078243,1.7151011119674533,2.073486691795007,0.9441755517605281,0.5318018685452275,0.8478269191873479,1.0870678427753337,141575.8939913116,157939.3981956307,143247.84592441484,-0.3100226923553635,-0.18975954615584043,0.7866747467293722,0.5969152005735319,-1.344223335312899,1.0839125052209821,0.35482334217708117,-1.2131074448428427,0.3164190971636892,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-08,0.8727229839190169,0.8398922660863875,0.9790418980542288,0.7319127551332585,0.7319127551332585,-493046.2174032352,1.3210376644195798,1.9984468985326918,0.9364510484671673,0.6085055426771135,0.8469304838692523,1.0816524908076115,121112.73250118259,126421.9418642974,139133.70646985975,-0.17595687050446568,-0.41395279096969906,0.7580283573425339,0.3440755663728348,-1.9722054358729417,0.7649074052654083,0.3560999160956027,-0.6542357954644606,0.678194564170718,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-09,1.3625084304688322,1.3899814294843118,1.1036826141197498,0.8561259738913911,0.8561259738913911,-99221.89756995392,1.0266163469073395,1.9084589968746617,0.9350137545655651,0.6385022774647358,0.8258384756605086,1.0815189956745375,90345.14059698922,108494.17623120776,137797.33203285674,-0.4646651829434222,-0.6200278141312193,0.7134901475311791,0.09346233339995978,-1.2507192046282907,0.7682913789936119,0.3357762458243665,-1.9527488317891775,0.3866944277131952,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-10,0.4615457187029808,0.3874692035398723,0.787559722673894,1.011852175242092,1.011852175242092,-634677.6554754613,0.9699304657394041,1.8652361269312743,0.9408483061680907,0.6693093017084859,0.821533810292148,1.0779632270612844,23986.93188911138,98833.9058687745,130673.76524174887,0.7849566528012114,-0.6539185495550074,0.6843610120100765,0.030442462455069128,-0.9160644596405937,0.7427505671991838,0.3820040077923669,-1.2731820559755527,-1.260792196206171,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-13,1.27404922682849,1.5854855043630105,1.406216382092298,1.7290278009258682,1.7290278009258682,367924.5741061824,1.0653856400408899,1.8428933233685492,0.9471879142133257,0.6658429779626216,0.8135832651092997,1.0779192873034127,71935.74281324311,80121.05647101671,136087.12032491213,0.3053590897792776,-0.5479999580126577,0.6655945693766578,0.11759461136400011,-1.7188671258577237,0.7375424654887103,0.41246741519441554,-0.13593218418027048,-0.7396606082962119,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-14,1.5560600791804493,2.640711931792657,1.7054334218936162,2.852778763549516,2.852778763549516,645824.8577092269,1.436339493748425,1.8574664802444345,0.9536107239492321,0.685299819673245,0.8225272939534658,1.0844772171547772,89758.26747540596,-3073.9065857060564,138660.1709246114,0.6061364877170797,-0.25711559287465396,0.6667131888002692,0.40959759592561523,-0.06691092249859626,0.7786424792392901,0.7469061218534868,0.610269025468596,0.6177603047854842,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-15,2.7378525084564806,2.635435187700365,3.0339572793439213,2.604834478247856,2.604834478247856,-390457.5539063143,1.8109238383713446,1.9087055147295504,0.9574838167702627,0.701583673363122,0.8114636206318696,1.0886471211077267,106975.68575042635,30821.82050078347,137996.70623987206,-0.04980472389829943,-0.052588148305128236,0.689871730924592,0.6372835826194636,-0.9199923452908083,0.5701086180536264,0.6042522645546263,-0.1326099003895216,0.6274996303380156,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
2023-02-16,2.354711242760276,1.863496166410524,1.4317373939285574,0.7768279131471569,0.7768279131471569,318051.77539771097,1.7950642262224978,1.8738291352794385,0.9622767267539846,0.7405663941424089,0.796191968565053,1.0851841961413102,141266.0373635261,55834.57498644894,141404.16820012635,-1.1089545345564489,-0.042943201255503535,0.6664372151145448,0.6234940138590412,-0.839888243732196,0.5735024259041038,0.5849271195152573,0.7304192898800091,-2.5345416053158383,1.3608798202723358,1.5967193511863906,0.27502917297913687,1.7837193118343873,0.04550911255156734,-26.347296593876113,27.679479388787083
