Date,Open,High,Low,Close,Adj Close,Volume,S.csv_MA_5,S.csv_MA_20,S.csv_MA_250,S.csv_realVolatility20,S.csv_realVolatility60,S.csv_realVolatility250,S.csv_avgVolume_20,S.csv_avgVolume_60,S.csv_avgVolume_250,S.csv_log1DayRet,S.csv_logMA5_20,S.csv_logMA20_250,S.csv_logMA5_250,S.csv_log1DayRange,S.csv_HL_20_realVol_20,S.csv_HL_5_realVol_20,S.csv_logD2,S.csv_logD5,S.csv_Mean,S.csv_Variance,S.csv_Skewness,S.csv_Kurtosis,S.csv_Shape,S.csv_Location,S.csv_Scale
2022-11-16,0.2987201760052453,0.0031440703611842,-0.6498929073755129,-0.9793382427743716,-0.9793382427743716,-532809.9028043803,0.6380605335836165,0.1873664144355372,0.8172840703180905,1.3571079164754394,1.3275620529530154,2.033438147651527,562455.6926988298,309257.479005338,274492.3527333501,1.1873698121057925,1.2253670239200178,-1.4729205985653298,-0.24755357464531183,-0.42612152384083796,0.8545355655182069,0.6455880252177738,0.017517332514006362,0.12907531509797973,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-17,-1.354153686121057,-1.222925423905039,-0.5491093948735557,-0.66545358935916,-0.66545358935916,-931190.6542287008,0.270841260979681,0.08773322048904879,0.8020541744130169,1.3420843662146096,1.3198246817090857,2.030212493057006,504186.7501557638,294684.3324482761,270409.9338860982,-0.7104630548896659,1.1272322718538013,-2.2128755301654097,-1.0856432583116087,-0.39479815928776546,0.7982947119377314,0.30645438738825864,0.7156548413922965,0.6076417761258287,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-18,0.3468396504454105,-0.1746985846706881,-0.1668027838266557,-0.4792600614875404,-0.4792600614875404,-1417978.400556446,-0.14112926524995328,0.017256583693656173,0.808583821377661,1.3324865556428849,1.307354380205498,2.0234173616165894,358475.25640044827,264179.52990291803,258813.01350844538,0.3233808052594289,2.101482511156383,-3.847090614753844,-1.745608103597461,-4.841424199556026,1.1451807729578452,1.886385981975148,-0.6929908302096359,0.7226344419649183,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-21,-1.1155865522517685,-1.160131157601203,-0.6129978766888797,-0.6371519556209506,-0.6371519556209506,-908502.6337602828,-0.27622633998051216,-0.04618515339207875,0.8240616400855255,1.3318985637141934,1.3177473216485935,1.9972262378666863,382110.1906649407,261304.8141267287,247935.49554963908,-0.560127425427135,1.7885622107424182,-2.8815869417484317,-1.0930247310060135,-0.6030628482649424,1.1516011782376592,1.903591849599111,-3.5648357467338663,-0.3923237744398517,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-22,-0.7740289772412154,-0.7299910902328435,-0.5874094691601837,-0.1217225076624366,-0.1217225076624366,64199.058245476335,-0.5765852713808919,-0.15859959711252125,0.8258130703280675,1.229831791599357,1.3140978930602647,1.9961997278971786,392853.8999186937,255010.68197868814,244865.32236734606,-1.8498653844753519,1.290740472043626,-1.6499856718774029,-0.35924519983377684,-1.9478406637917118,1.1554241811803578,1.90020491768238,-1.028514876700358,0.40666083094785893,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-23,-0.027290286546826,0.0344033546256543,0.1575635587374151,0.1014322144986437,0.1014322144986437,-728332.4104134755,-0.36043117992628876,-0.2219667465215565,0.8274254947598183,1.1785734760040962,1.3087505604955687,1.9954480084508908,354095.5890483804,240666.43925913778,248200.4523475057,1.3128599031952555,0.4847734565616894,-1.3157914864445273,-0.8310180298828379,-2.094269298637825,1.1363749894632873,1.7755697475038665,-0.3030202090711794,0.07767417316093339,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-25,-0.0722125529642738,-0.3157719672439878,0.2621159482061976,-0.0549596636337774,-0.0549596636337774,-1706050.407992075,-0.2383323947812123,-0.2750520373321046,0.8226264446817211,1.1437120622130617,1.3099396661559934,1.99612424997297,298680.8531201725,151670.58338905015,239322.62235006067,-0.27301436686252345,-0.14329399039044646,-1.0955418965321209,-1.2388358869225677,-0.5483753470205214,1.1468047491540883,1.74239072144588,-2.706608580307107,-0.4934869351526489,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-28,-0.2052040736005835,-0.3387392671761819,-0.2118832580484184,-0.1893218381513008,-0.1893218381513008,906791.3224727068,-0.18034475011396434,-0.3464903102572528,0.8326058328052061,1.0873689243916267,1.310632480096777,1.9847258338165576,350294.95244011865,93460.12023724594,237030.3243352345,-0.08055655073400009,-0.6529845561194055,-0.8767054866540436,-1.5296900427734492,-2.064702622141134,1.1604485368742652,0.8017174546145962,-1.235277549073645,-1.2380874016727188,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-29,-0.0993310469056982,-0.1785767833488414,-0.3738506200823934,-0.6047697473734761,-0.6047697473734761,353579.69719453226,-0.17386830846446943,-0.40715955650316704,0.8532379145230169,1.064892359347227,1.3199112085701539,1.9422437667857622,359168.86302484956,129110.39068400067,237313.78142306075,1.806389622892536,-0.8509069745837311,-0.7398332842960157,-1.5907402588797468,-1.6333524145714902,1.1628038548266861,0.646455621451898,-0.5981823626776409,-3.4301461351743088,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-11-30,-1.7113903990057988,-1.6144407603322133,-2.170079744023994,-1.1670388076089129,-1.1670388076089129,7735621.4640600355,-0.3829315684537647,-0.4779211557036799,0.8520523699775485,1.0660725806295621,1.3399019853388778,1.9433903731372688,759136.1008026848,289791.2675290877,258351.41904469026,-0.38283653204748647,-0.22158947188737532,-0.5782022193903691,-0.7997916912777444,-0.5876365055313967,1.1379794234830245,0.7685155562208014,-0.022535048113399354,0.04431951899323203,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-01,-0.4465907426386835,0.2934841807845085,0.2911785417424113,-0.0277630116204612,-0.0277630116204612,-868824.0861939453,-0.4087706136775857,-0.44364606823307096,0.8692249486128834,1.0691232095291958,1.336923707215375,1.916275257348718,644819.7057805542,290637.46333745786,254665.8395599455,-2.7779379931386186,-0.08187294896973178,-0.6725748500053172,-0.7544477989750491,-6.072397399267149,1.5364012011564097,2.2727014064290882,-0.5499013387934493,-2.0464306378588186,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-02,-0.4719311186047186,-0.8564811874697043,-0.4620637039837536,-0.3392775916355859,-0.3392775916355859,181481.80599915425,-0.4656341992779474,-0.4209437278661364,0.8806350801843871,1.0661236776452485,1.324227378073391,1.900424309464469,552333.594457259,296554.2735981753,256155.8311417166,-0.33001441309212176,0.10090118405432628,-0.7381441674898336,-0.6372429834355073,-0.9303453279107395,1.5414105395158484,2.2096355267032224,-0.1890305526939059,-1.2576622021592985,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-05,-0.1653308066758043,-0.220315906999394,-0.3409860190488167,-0.6881430938865272,-0.6881430938865272,1063782.0916868332,-0.5653984504249927,-0.3320324127757307,0.860834328163312,0.9549124821912568,1.2868953412106878,1.8908155116900112,488914.00688923104,304096.90150040586,242214.89552883588,1.4260484458703373,0.5322981115917339,-0.9526694749905706,-0.42037136339883674,-2.1146948033363335,1.4691641612393667,2.2086568663250064,-0.4149397274968858,-0.6955074523407584,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-06,-0.4985782914811931,-0.5619694759414902,-0.4952225294770525,-0.486618704833079,-0.486618704833079,2385813.46264146,-0.5417682419169132,-0.2533251479848035,0.8610434748888035,0.8656237930990159,1.2228883425859796,1.8906629476103551,516688.3345772728,345668.3685321168,223138.45257460914,-0.024279761730063614,0.760164478550337,-1.223471163131942,-0.46330668458160496,-2.7068467285992726,1.4888490633450904,2.183613242783998,-1.9150048824587858,-2.135791451516825,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-07,-0.4927900770762328,-0.2294704403732925,-1.2041578263602537,-0.4109068719810693,-0.4109068719810693,2850611.139323944,-0.3905418547913445,-0.2348883308923802,0.8599028927801468,0.8577145102635607,1.2226518229471046,1.8913465355705055,678858.6834858329,385549.4676927737,210736.09525474033,-0.18171667624622725,0.508424932585653,-1.297709253985501,-0.789284321399848,-0.025638489153963256,1.5233812541849405,2.3159787040969757,-1.2828853495484454,-0.2795394000028552,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-08,-0.262046605172241,0.6712374913697357,0.349771441911674,1.0287758281269053,1.0287758281269053,1443461.192317442,-0.17923408684187123,-0.0775938367155323,0.8537629736934973,0.779238890200032,1.2072427691381145,1.8882821043064306,714513.8131821217,418032.43114500894,222435.31938627834,1.3676024877176132,0.8372046989374063,-2.3981656066305983,-1.5609609076931918,-1.13486334132207,1.5232107569081048,1.0484326882226453,0.41567582285387333,0.05499832005547727,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-09,0.913969272565863,0.6408102296913469,1.369266883073859,0.6155019992599335,0.6155019992599335,-3050378.30642111,0.011721831337232657,-0.10535087543556151,0.8619629968512817,0.7414044229986303,1.1936355996936907,1.8827482587704114,426424.13378821407,376952.06007100205,206051.2154876775,-0.3953587584445301,-2.1958434206129325,-2.1019158926576833,-4.297759313270616,-0.31682715630793,1.5476700939576267,1.145944036989189,0.02606617734604893,-0.046274760012443884,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-12,0.7248118616293251,0.7705739785176107,0.9736746107326812,0.9700652989741344,0.9700652989741344,863996.396976524,0.34336350990936493,-0.13587723896988635,0.8684648612566882,0.6782100016763664,1.1964409284696333,1.8802922475555723,425858.40708229394,326992.6878233403,216013.5966658702,0.29145126778419234,0.9270378581682642,-1.854975302280593,-0.9279374441123289,-1.5940536975741013,1.5263644941114094,1.069975578658473,-2.8351361959544796,0.5057377381156257,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
2022-12-13,2.206987986863425,1.8046111676628769,0.6454757651947318,0.4247496889580517,0.4247496889580517,79131.56140018022,0.5256371886675911,-0.11655642542357592,0.8553383771345872,0.6888546804082387,1.1736687859105042,1.8718366433910192,431568.36023498914,370664.33938465104,216678.07307226484,-1.6478839347869572,1.5062357252106489,-1.993121659222294,-0.486885934011645,0.1476743845124295,1.5656300758281998,0.7486909330041476,-1.6567794972165686,-0.09280807949941845,0.9008681834034578,2.522949867717635,-0.5724484413744708,2.568226353933743,0.0030058927556695595,-526.6948179088985,527.5957905435508
