Date,Open,High,Low,Close,Adj Close,Volume,AFRM.csv_MA_5,AFRM.csv_MA_20,AFRM.csv_MA_250,AFRM.csv_realVolatility20,AFRM.csv_realVolatility60,AFRM.csv_realVolatility250,AFRM.csv_avgVolume_20,AFRM.csv_avgVolume_60,AFRM.csv_avgVolume_250,AFRM.csv_log1DayRet,AFRM.csv_logMA5_20,AFRM.csv_logMA20_250,AFRM.csv_logMA5_250,AFRM.csv_log1DayRange,AFRM.csv_HL_20_realVol_20,AFRM.csv_HL_5_realVol_20,AFRM.csv_logD2,AFRM.csv_logD5,AFRM.csv_Mean,AFRM.csv_Variance,AFRM.csv_Skewness,AFRM.csv_Kurtosis,AFRM.csv_Shape,AFRM.csv_Location,AFRM.csv_Scale
2022-06-02,-3.1107537919179293,-1.1711995673784692,0.0514491329370017,1.5658701464149305,1.5658701464149305,-4895077.413954828,2.007906480277668,-0.8022778015332012,3.591572101316722,3.613573875440596,3.2319901653009393,8.572674165710312,4255170.737052515,1435400.0762288463,1061884.4190176642,-0.6864234000670063,0.9173929723197661,-1.4988903630170964,-0.5814973906973302,0.20101957121967517,0.9302950227299546,1.1826154497211734,-1.0945190017116855,-0.02867880898097761,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-03,0.465329918422448,-0.4985917087589762,1.0108060306951394,-0.340277509912223,-0.340277509912223,-7808588.772020015,0.941609272413247,-0.6205592293168408,3.5696006738794477,3.5361998608470326,3.231752650523751,8.575695753698037,3771356.5680472925,1343620.8549384868,1029256.8344649037,-0.3129851656738516,0.41696934913905526,-1.7495879581949307,-1.3326186090558754,0.41171072322216407,0.9457088161528396,1.0675551874283158,0.8021190923504673,1.6736300059454448,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-06,0.8691072664210147,0.1658866811273114,-0.2471651397892351,-1.103799593688226,-1.103799593688226,5046474.146820528,-0.2435153870101336,-0.48682688394536733,3.558839133095673,3.4602484097443043,3.227591512804317,8.579881255189584,3913969.0501757665,1475180.546197238,1051350.9940911182,0.2390471286369327,-0.692728453908856,-1.9892810990175855,-2.6820095529264414,-0.8841822195181507,0.930409391227705,1.0605400730281749,0.9819547719163075,1.7792858793139295,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-07,-2.098056072762555,-1.3224350328449113,-1.2912868931926162,0.3840821840187836,0.3840821840187836,-614780.6075392775,-0.41293286776285054,-0.14157964713610935,3.5370009852646005,3.1577644086852934,3.0939884099304624,8.58099044604825,3629253.3296781676,1358794.5823896616,1046782.8652841841,-1.6979099647978833,1.0704225959447162,-3.2181720317505578,-2.1477494358058418,-3.469000757769839,1.167584412636594,1.6789954496224022,-0.3224671951462117,-0.16595139748922916,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-08,-0.2725205124600443,-0.1014837243936455,0.5291312037692943,-0.6842668723917384,-0.6842668723917384,-1650022.5423038974,-0.03567832911169457,0.13234649316783137,3.4999068518713403,2.8283980376718083,2.870174985698548,8.579106398784026,2718197.279600644,1146154.739209853,1031745.1165422152,0.9206341194906501,-1.3108799548819092,-3.275068201704328,-4.5859481565862374,-0.4610598592003143,1.1632125147168113,1.5578586030125041,-0.8686137554100087,0.6346027619119937,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-09,-0.5219909385028849,-1.6409134689245768,-1.6068820159034338,-2.250584095368776,-2.250584095368776,-3933979.238389246,-0.7989691774684358,0.4013384930683407,3.4627382002342904,2.2474253201201604,2.843604724350868,8.583828288258447,2335918.9389412804,1166652.9001234686,1015692.55102469,1.461294830908338,0.6885171750366611,-2.155009748820278,-1.4664925737836165,-3.3804700931398157,1.3355061466668199,1.768500759805492,0.968756524783858,1.339321782608646,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-10,-2.452169104361605,-2.752457138405248,-1.9067396741098204,-1.7224565128719291,-1.7224565128719291,2332730.159185039,-1.075404978060377,0.3961578689801441,3.4391468929769062,2.252441036552606,2.845891859621401,8.589964298271873,750531.8611265894,1100804.8649241482,1027732.7132193345,-0.3532215045171479,0.9986398025444263,-2.1611659325318047,-1.1625261299873786,-0.16756994170903083,1.294439595542194,1.6200635342796679,0.037478466014251956,0.32366124153076475,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-13,-2.2560054062873256,-2.865335454629456,-2.998257640895627,-3.4837072662903594,-3.4837072662903594,-795421.7611934654,-1.5513865125808037,0.05666899123155469,3.406489902821521,2.3019103171408832,2.8562390669426034,8.6007383654236,-1889054.436407365,1089742.9701005,1020005.5655511527,0.4345013031185684,3.3096771650364887,-4.096210516843498,-0.786533351807009,-2.017991387645973,1.329279388709742,1.5603955126318076,0.20955011450653352,0.8670616939066008,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-14,-2.37379175223165,-2.8718586773585617,-1.8196553145862744,-2.1284064916423784,-2.1284064916423784,-1847862.0625424923,-2.0538842477130363,-0.04388092020420622,3.3719593639396193,2.3532628785613223,2.7974067067483066,8.605579448395481,-919984.2231180889,962937.0895917009,1014163.4523927358,-0.10911499838818631,3.8460084282179006,-4.341769661910386,-0.49576123369248604,0.05088640625347278,1.33878420820053,1.4662970072641384,-0.9015253319696572,0.9212737661754992,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
2022-06-15,-2.071632824190992,-1.1193554235254677,-1.0087171059719768,-0.6035438887835252,-0.6035438887835252,403290.58493184857,-2.0377396509913934,-0.17720573480203994,3.3527779292741293,2.302607711622383,2.7557216897471424,8.609088289837759,-366677.695310331,973576.1568882492,1013377.0381170578,-1.2332736176300734,2.4422850572268304,-2.9402331127248775,-0.49794805549804694,-2.2014887982353715,1.3711108058027368,1.4549743851991446,1.0578470208398494,-2.5167319411791778,2.1226166860073232,32.41922826321153,2.04802656084963,8.359243546035017,1.9577125257962265,-15.356107043935317,0.6048087587410808
