Date,Open,High,Low,Close,Adj Close,^TNX_MA_5,^TNX_MA_20,^TNX_MA_250,^TNX_realVolatility20,^TNX_realVolatility60,^TNX_realVolatility250,^TNX_log1DayRet,^TNX_logMA5_20,^TNX_logMA20_250,^TNX_logMA5_250,^TNX_logD2,^TNX_logD5,^TNX_log1DayRange,^TNX_HL_20_realVol_20,^TNX_HL_5_realVol_20,^TNX_Mean,^TNX_Variance,^TNX_Skewness,^TNX_Kurtosis,^TNX_Shape,^TNX_Location,^TNX_Scale
2019-05-23,0.0714340355172058,0.0641073256263005,0.0229298280177774,0.012531153836516,0.012531153836516,0.09441160214138722,0.10784569783086095,0.1482472430760911,0.03445850448638467,0.04086356944064951,0.04908606250526412,-1.7405565930985818,-0.1330375120974013,-0.3181799595167015,-0.4512174716141029,-2.117854685846982,-2.2397603836766606,-3.1898633463847177,1.7685983536893057,2.697279681301243,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-05-24,0.0514908950677277,0.0620099141603662,0.0855684803502512,0.0930197357570468,0.0930197357570468,0.0927563790262696,0.10730447953413032,0.1481798092594104,0.034609338663813535,0.04034376819972643,0.04915052276093522,0.5914066858425009,-0.14569392083431615,-0.3227560672450406,-0.4684499880793567,-6.8834365209332065,-4.794381554045544,-3.7482657798653913,1.7673542052842284,2.7979426485413104,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-05-28,0.065293703254009,0.0499346128540014,0.047497016765496,0.0373728686601924,0.0373728686601924,0.07395773503874555,0.1016323960301185,0.14841968763677216,0.036355101324474136,0.039993810660689584,0.04845512418228364,-0.5579505993992352,-0.3178685609720639,-0.37868164506595564,-0.6965502060380195,-3.6952309895300677,-2.364532627636694,-6.016742934943965,1.7379876272877661,2.306958146655512,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-05-29,0.0146807024355819,0.0235455379115849,0.0205152395837286,0.0374866079889619,0.0374866079889619,0.05489094377409613,0.09785662676549498,0.14800196128704562,0.03894156226755082,0.040986832033072046,0.04895892552507573,0.9374498770224955,-0.5781550389329179,-0.41372211035205003,-0.991877149284968,-2.890775539579489,-2.350369221992512,-5.799094206269151,1.726576040687521,2.2491294461856954,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-05-30,0.0859935320239682,0.0877645272851039,0.0725786537430173,0.05477326870547,0.05477326870547,0.047036726989637415,0.09423492029388768,0.1477809889417825,0.03943337684004661,0.04128559680739578,0.04925483265371636,-0.451069806804839,-0.6948620947777314,-0.4499405566793035,-1.1448026514570349,-4.051262081918037,-3.2372668089831333,-4.187389655495186,1.7214002198937854,1.2578238642271709,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-05-31,-0.0158613879915066,-0.0066322408000143,-0.0122120189532342,-0.015620003773878,-0.015620003773878,0.04140649546755862,0.08493584931879966,0.14693094899438275,0.0423570286133255,0.04434065536030475,0.050228040039020254,-0.015335341587853612,-0.718458493777797,-0.548066484032791,-1.2665249778105878,-2.935453843177912,-3.5701668023149993,-5.188606260866741,1.722333595569393,0.9917593669694458,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-06-03,-0.0109709417510834,-0.0110112164223472,-0.0184362233769901,-0.0266681894007596,-0.0266681894007596,0.01746891043599734,0.07708509981858078,0.1459897240602538,0.04771012316373273,0.04753638222846416,0.051261145901371985,0.8882213284361513,-1.4844872495424353,-0.638626232055163,-2.1231134815975983,-2.507870822285318,-2.122867547381156,-4.90290165764157,1.6984663506012967,0.7310890692375316,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-06-04,0.0434724781162645,0.0477988185621633,0.0458171032331744,0.0576025255543626,0.0576025255543626,0.021514841814831383,0.07467561075269792,0.14556107840218035,0.04739987530832586,0.047950955753291724,0.05155074920279919,0.281438362289181,-1.2444105289361893,-0.6674422384806922,-1.9118527674168815,-2.6142521276605093,-3.9006055881949404,-6.223792481548833,1.6473627411625276,0.7909846896821457,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-06-05,0.0227019487679305,0.0375899321327675,0.029178214739842,0.0594658269576691,0.0594658269576691,0.025910685608572827,0.07413918409625028,0.14490651056425513,0.047513829704211995,0.0481643375311561,0.051601042988176624,0.9629510411010324,-1.0512887373750435,-0.6701445869918053,-1.7214333243668487,-2.451850865915323,-3.8176578643637864,-4.778129617411513,1.6574403915087497,0.7477396854092692,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
2019-06-06,0.0528244593951561,0.0582977302014058,0.0592489482889384,0.0640025128266297,0.0640025128266297,0.027756534432804764,0.07061545505820971,0.14455315529305302,0.04536835884764606,0.048427213926125104,0.05185178162031799,0.1919480159377549,-0.9337777431862313,-0.7163982658943253,-1.6501760090805566,-5.051459277326753,-4.685378127519688,-6.957767197280063,1.6303038041130207,0.9437672414822417,0.13755789677766211,0.011495730911674157,0.3215568963347586,0.880148824336715,0.06344477911712777,-1.5467310872675477,1.6808993887079313
