Date,Open,High,Low,Close,Adj Close,^VIX.csv_MA_5,^VIX.csv_MA_20,^VIX.csv_MA_250,^VIX.csv_realVolatility20,^VIX.csv_realVolatility60,^VIX.csv_realVolatility250,^VIX.csv_log1DayRet,^VIX.csv_logMA5_20,^VIX.csv_logMA20_250,^VIX.csv_logMA5_250,^VIX.csv_log1DayRange,^VIX.csv_HL_20_realVol_20,^VIX.csv_HL_5_realVol_20,^VIX.csv_logD2,^VIX.csv_logD5,^VIX.csv_Mean,^VIX.csv_Variance,^VIX.csv_Skewness,^VIX.csv_Kurtosis,^VIX.csv_Shape,^VIX.csv_Location,^VIX.csv_Scale
2020-05-15,-0.0726249085802024,-0.909391785582482,0.9074952796645944,0.195466073545468,0.195466073545468,1.3026183789942665,0.4846172273940777,1.7284187682138439,3.0280574010007966,7.505028694018516,4.161538542299273,0.9900788711354434,0.9887722980116573,-1.2716029052500275,-0.28283060723837017,0.5971246329678199,1.201302577861667,0.36595537223858826,1.3828792779687766,1.3966032941739097,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-18,-0.936797292525565,-3.332345326787209,-1.447211277403877,-1.890845924783377,-1.890845924783377,1.3448459124772938,0.08426522794337912,1.7221000058460565,2.7619218509108183,7.548688179606483,4.165844861656648,0.7023126650218005,2.7700654222570606,-3.0173304587034746,-0.24726503644641382,0.6339989321027232,1.2162520632939855,0.3594777099827444,0.6332808840554676,-1.5552449060560296,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-19,-1.8740901089268789,-1.3578064117276227,-0.0605874069082119,0.786883555995459,0.786883555995459,0.6532535476791552,-0.1382801094525744,1.7246317344900397,2.4908290435806384,7.529797590209402,4.165080273151078,-0.8677982672560712,1.552683928618129,-2.523487412839954,-0.9708034842218252,0.26022274599080053,0.923258840933058,0.19653452206304858,-0.5252331108745555,1.2406793472900062,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-20,0.1954094761216893,-1.4700802882403077,-0.2675579405395538,-1.9575370629717632,-1.9575370629717632,-0.5746196729145147,-0.26311628147941146,1.706430857242472,2.5175114151993503,7.553241813588469,4.171209201342888,2.3043451270658575,0.7811123141732841,-1.869563180867024,-1.0884508666937402,0.18442130719162325,0.9109539904604442,0.20614163486017423,-2.7076831956311658,1.814721496270477,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-21,-0.3460020811411866,-0.2776518176510159,0.0165127524273138,0.9223786550402124,0.9223786550402124,-0.3887309406348002,-0.28035362426107574,1.7079280458591422,2.507643332418755,7.562255737686541,4.170858919935542,0.980511038112278,0.3268356848694468,-1.806984495627849,-1.4801488107584022,-1.2236159060806706,0.9417596710985248,0.761016954596143,-1.998819808727924,-0.07316908538587409,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-22,2.4497089795771245,1.2316785532353975,0.6388732267789479,-0.8267270505086479,-0.8267270505086479,-0.5931695654456234,-0.13931707339214208,1.6945113488627688,2.3846055834396807,7.410276947578201,4.173606027656103,-1.0862499198439384,1.4487278643210804,-2.4983972495902242,-1.0496693852691437,-0.5228892197902059,0.9462598321356014,0.7391080428471746,0.12293420111638276,0.021950440714388033,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-26,-2.208413242536981,-2.2385426193985083,-0.2522516286682013,-0.2620332111333745,-0.2620332111333745,-0.26740702271562283,0.016968981161566022,1.6848794455973661,2.259654610156294,7.365433054758416,4.1753382443814795,-2.1315582910526376,2.7573848874609475,-4.5980622547649315,-1.8406773673039838,0.6862690759020649,0.9386707760222377,0.7529194281431554,0.169246335916479,0.4878513528752849,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-27,-0.6653524745619315,1.1653495398968057,-1.0340997082152334,-0.3487160583302753,-0.3487160583302753,-0.4945269455807697,0.0500573583058163,1.6788682643054336,2.248635962110618,7.381084989952495,4.177186868068411,-0.6460589325559776,2.290432126083674,-3.512705679140351,-1.2222735530566768,0.7882069872562842,0.9525554814333566,0.8507879753302683,-0.7381215505660254,0.1271608059950419,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-28,-0.015164431193309,-0.0512015486594243,1.266204237913989,0.9772297390019916,0.9772297390019916,0.09242641481398126,0.2367492916220908,1.671904638471878,2.1564603738677626,7.367573472341315,4.176898475758821,4.16576913921448,-0.940588927565705,-1.954717017642182,-2.895305945207887,0.27566448963428164,0.9414313838389352,0.8571570434676881,0.2145168078420501,1.076627995940702,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
2020-05-29,1.5887805402154704,0.5204808879171026,0.6304833175093094,-0.424759640797383,-0.424759640797383,-0.1770012443535378,0.12940286854562172,1.6615945268696735,2.1319223267232363,7.380032391723363,4.178887428558101,-1.3191985872387444,0.31322621292437386,-2.5526024287941316,-2.2393762158697577,-2.207252826231759,1.0580806411306063,1.237085688208276,-2.576448649542865,0.297982561673734,1.2301571180382846,6.588577627579302,4.819192991160328,43.29145914915731,0.3288447293022492,-4.747443003541434,5.630348265182086
