Date,Open,High,Low,Close,Adj Close,Volume,^RUT_MA_5,^RUT_MA_20,^RUT_MA_250,^RUT_realVolatility20,^RUT_realVolatility60,^RUT_realVolatility250,^RUT_avgVolume_20,^RUT_avgVolume_60,^RUT_avgVolume_250,^RUT_log1DayRet,^RUT_logMA5_20,^RUT_logMA20_250,^RUT_logMA5_250,^RUT_logD2,^RUT_logD5,^RUT_log1DayRange,^RUT_HL_20_realVol_20,^RUT_HL_5_realVol_20,^RUT_Mean,^RUT_Variance,^RUT_Skewness,^RUT_Kurtosis,^RUT_Shape,^RUT_Location,^RUT_Scale
2019-06-07,81.53295959663524,90.2947166367078,94.46027163664462,94.03861931836047,94.03861931836047,-89502190.01365852,85.42536998694206,74.18620261686803,87.00406897468503,17.722561091680273,18.4974244858573,25.260443501093,182939295.94517922,172127075.79467255,206253678.5735364,0.1426981909862537,0.14106494480084247,-0.15937670306184756,-0.018311758261005093,2.049093733138797,3.8256789040852746,1.4268495200275257,1.1497452076830956,0.938368154457973,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-10,93.47250798051232,102.01707093305026,99.09027669948398,96.1170086889722,96.1170086889722,3384977.468570709,91.63493077158917,74.55353031104963,86.94455857799983,18.11259450114532,18.52730282800356,25.221192227320294,174933607.1864226,172543714.96551955,205897349.210424,0.027898929030190974,0.20629514425634882,-0.15375326276224177,0.05254188149410719,2.98855542724509,3.4355280787682405,1.0739077058079085,1.1492391367550434,0.7415495897008635,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-11,95.74149613788222,93.03216720945534,87.85629151142075,85.44905621654107,85.44905621654107,400710402.3426437,87.62849416243773,76.88388405904158,86.82197287206274,16.17021675598632,18.50345929880778,25.15332334432421,168455883.00803798,136618127.10504326,206419210.58847284,-0.11373144629665172,0.13080993643332278,-0.12156344887298132,0.00924648756034148,2.15054787344767,2.9973401325435307,1.6440085418473638,1.0648642476604726,0.3108469376874376,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-12,83.59642263291971,76.03935118909158,86.39349205176154,86.47784010598753,86.47784010598753,-255642167.51068303,87.66851122075403,76.99060399372691,86.74695684831066,16.22897587749068,18.380386921189196,25.126148980658698,164532407.30562553,149019589.82096997,203058964.86605847,0.03388746966854085,0.12987939547682195,-0.11931195030088362,0.010567445175938321,2.2658348583246517,-1.609011545434205,2.33738652304913,1.0559649807194076,0.5543630059714987,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-13,86.89130580249207,95.80048413282655,94.12335432357712,101.7417424124128,101.7417424124128,33829353.606741905,92.7648533484548,77.77406572162116,86.6963625447331,17.048036053448516,18.47150279716656,25.08295998354277,174153363.51209283,151097048.52821544,202788634.57087705,0.15777968641400053,0.1762598024525829,-0.10860389827308999,0.06765590417949312,2.79071630747714,3.237960964969401,0.5170838854801366,1.0685604365525456,0.6754316197327564,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-14,100.61911105510148,89.06472828664891,91.52423594436596,80.04032327170194,80.04032327170194,-50825600.09680009,89.9651941391231,77.11401254006307,86.58063910310197,16.66900626442258,18.47372688822181,25.046491127000127,161909564.22243723,147407952.0816644,194179981.98212138,-0.22881166176592807,0.15413785467975663,-0.11579121457183578,0.038346640107920826,1.8621428810210898,2.638935611254918,0.8999611907743467,1.0717986083908986,0.7103636680442152,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-17,80.73515197202437,91.28263273552056,90.06676330566847,94.68010918101596,94.68010918101596,-142255867.05108547,89.67781423753186,78.47654854963116,86.49407449273608,16.94713973283832,18.344773578487832,24.980600999421913,148713486.75754067,145157872.26390246,197530304.39098474,0.1593298691153226,0.1334235699933805,-0.09727607305262617,0.036147496940754364,1.954676360643033,0.36248767281872557,0.19545940101230533,1.096410365436528,0.8693830705165523,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-18,94.28412549017366,110.65056886310322,98.29617007415754,107.5235143788782,107.5235143788782,579680303.16955,94.09270586999928,80.5249878820224,86.47582712450057,17.880568246663202,17.481723812841715,24.963492744849084,172151249.55129558,142679027.73343506,199022312.37632734,0.13139672709474315,0.15571298419155644,-0.07129737494476167,0.08441560924679486,3.313574585327489,3.0944212008812917,2.5140121769004944,1.1095178451813599,1.0656845679910703,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-19,107.47942584569024,95.33548251131695,107.50198784439976,102.9435009191684,102.9435009191684,168832991.00650597,97.38583803263546,80.93842193149649,86.39438245187795,18.315269903613956,17.478899768269358,24.875915265003897,177684599.21487433,152333687.37711722,200344761.79190704,-0.04311913880479788,0.18499215751286247,-0.0652340132897742,0.11975814422308835,2.111835125303076,2.8012770494402655,2.498686711537854,0.8932179712511755,1.1068580360187303,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-20,107.39619700681465,108.326271801124,106.9602412547206,105.3537183326746,105.3537183326746,827705668.1078768,98.10823321668781,82.53051274249165,86.4269962302879,19.006635350973564,17.60023490350233,24.89547644623122,215446242.40729827,168927401.7648756,203548925.51692113,-0.019201337158511814,0.17290321343867945,-0.04613200698815955,0.12677120645051998,0.7746331752106185,1.2842549689383307,0.31190912283370864,0.9226080973569625,1.1473622878642522,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-21,101.22897304790511,91.12084305605526,89.98479412193501,85.35623087145882,85.35623087145882,1561513773.8573923,99.17141473663919,84.34728486123214,86.36758759305025,17.29444907175647,17.574763211172332,24.88017383754405,253191836.53509504,193260001.08370075,200965748.0925717,-0.17055156047639888,0.1619071953545825,-0.023669842313093156,0.13823735304148924,2.8671753475979362,1.6707037591643632,0.12755639518130607,0.9077846812515066,1.2586027854521673,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-24,85.92952356428327,82.69698024487161,76.29430635420749,70.43105531061815,70.43105531061815,-918975943.1570672,94.32160396255964,83.95305126982326,86.3514345763452,17.527474311507248,17.7175432304205,24.88923884057443,234443212.38700008,180471933.4669463,199839164.0578719,-0.19889317437907625,0.11645253248632666,-0.028167688823386324,0.08828484366294018,3.553135988718243,3.1883776009686633,1.8567156985296913,0.868233801826828,1.1662651874939851,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-25,70.92319476617558,69.00268039606635,74.41653516931478,71.49476321182465,71.49476321182465,282536474.249804,87.11585372914892,84.2056942718693,86.23779769865284,17.29667875471824,17.83811094700955,24.891967309348367,191642056.91023523,176080116.20181206,201287672.49294508,0.008026677569183363,0.03397633795796141,-0.023846023051598577,0.010130314906362847,2.629112879904119,3.5843172632393303,1.6889613665339258,0.8184672476708283,1.030651303271351,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-26,73.04315076673288,75.90156214846957,80.28819171803434,79.18847061993893,79.18847061993893,134200219.6752677,82.36484766930303,85.2521368490729,86.27533487083437,16.245484711441183,17.688522757558808,24.87415522796689,190758029.425197,176473364.1388607,200599391.80624852,0.08078034233561343,-0.03445444158960443,-0.011930568884117344,-0.046385010473721865,2.1699008053971003,3.167794310126578,1.4785611804071572,0.8141258258521578,0.8107516603206107,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-27,74.7960459002361,96.40275087922124,81.1342071788415,105.5762135707173,105.5762135707173,-178800054.092165,82.40934671691157,87.38375446692167,86.34314491489332,15.958717723311901,17.802688005686612,24.903672695322918,190175837.58371162,175718073.9137696,200301526.88368014,0.34466807433534674,-0.05861052820686244,0.01197997548307709,-0.046630552723785204,3.528753258534816,-1.5028495796601637,2.725794744700855,0.8716143460914526,0.9382259277971293,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-06-28,108.19102599968028,111.83217886281068,111.87412586694607,114.28407413081618,114.28407413081618,2267210335.5049887,88.19491536878304,90.68922355787184,86.4479162851798,14.154573151248073,18.024805933375536,24.96607585644346,265876154.4375009,208161795.03562492,208617186.5437204,0.054788803186325556,-0.02788922345523574,0.04789642720850814,0.02000720375327245,3.5580758665262566,3.3648045658930044,-3.171348263746764,1.3440363428075344,2.3334878873923293,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-01,121.67722797458872,117.82119812550036,112.58950293142108,101.83521779424404,101.83521779424404,-711129444.0685086,94.47574786550823,92.52752420929723,86.44576833750912,12.991794413750258,17.98803164202558,24.964723376752538,209425405.0352534,201697238.3582938,207067587.21890083,-0.17801587130083732,0.020837005943222933,0.06798889759267289,0.0888259035358958,1.3193518263820132,3.446940447301286,1.6547353544454635,1.329652449658143,2.3147991978372193,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-02,100.5470315820162,88.29387400051087,92.16342855923835,92.20065527807242,92.20065527807242,-319665758.8893323,98.61692627875777,91.86349501008593,86.40349578373628,12.629199945009734,17.66187782096283,24.94591311708027,182029481.72194263,195673255.735408,210810050.42215946,-0.08665835629826284,0.07093918767705429,0.061275589860338056,0.13221477753739244,3.0948270487677996,3.0304183006503282,1.3531393993130414,1.2791502179681602,2.2900294295639294,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-03,91.22360856634054,95.61824300146964,102.96469569448756,104.90105624520947,104.90105624520947,-1318579494.6841154,103.75944340381189,92.79466008162609,86.3496931959723,12.879754156256412,17.70793262011153,24.891176388364084,114798248.82367058,174626093.61254635,203644997.36039528,0.13970385498003496,0.11168607981562155,0.07198384435499894,0.18366992417062036,1.120321088573964,3.2469805850764204,1.9942175699226625,1.2894857997977864,2.3388585179523074,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-05,102.08435038158996,98.0066330015784,95.09910359901164,102.15587062717192,102.15587062717192,-138187345.81929803,103.0753748151028,94.08945202428924,86.26850316315625,12.423623256341026,17.778333030976334,24.805897570102847,106802031.68033141,172552310.61629203,204166438.98794127,0.0007003542020478124,0.09121456787111494,0.0867813847177816,0.17799595258889656,2.298096569537284,1.2297408219376842,1.0673037180222331,1.2883511245739938,2.1250229348893526,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-08,100.4754246496152,93.95749633888568,94.08616347109728,84.25344662478278,84.25344662478278,310893828.7393508,97.06924931389612,93.60019338961037,86.11400751649427,12.616903489319863,17.52268549784182,24.69701467767017,126821832.61798187,176349320.33906788,203933897.87773335,-0.1760836888583161,0.03639218463334616,0.08336036248284949,0.11975254711619557,3.0275995558266335,3.4022177777487292,-2.050526579967064,1.478170163885466,1.632450089204364,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-09,82.1788135500451,82.27327399938622,88.72507225922482,91.00101020006264,91.00101020006264,221581758.62149143,94.90240779505984,93.34439346516488,86.05668066249989,12.615052707594213,17.459977179550737,24.668842282875268,137731671.6756279,180862478.40858087,204086318.2179354,0.10197308141422802,0.016553268319576153,0.08128965226461922,0.0978429205841955,2.411875315668996,2.382708498412792,1.8643588919251666,1.4897624326766608,1.6621890612106673,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-10,94.10936628067792,97.67061330412866,95.32728360846636,93.62843048942818,93.62843048942818,265291008.1301112,95.187962837331,93.75336217880924,86.05241463161671,12.477454953211602,17.343583093127616,24.667434629339546,130960701.96500127,172402650.28241125,204941064.86286303,-0.005123495125420657,0.01518596557059004,0.08571094438682464,0.1008969099574148,2.238044850750503,0.35611743650937744,0.8515728648043138,1.4843718038215254,1.6388802919331866,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-11,93.13650446252905,88.81407389447531,86.75611243678986,85.27389406683801,85.27389406683801,184047536.8344333,91.2625304016567,93.69316487685177,85.96744391114188,12.51724377725559,17.319464702593926,24.63322271979383,152945187.1822571,178714126.47153264,205936381.01433533,-0.08819784772138432,-0.02628493719301384,0.08605657428924311,0.05977163709622906,1.7452121114014454,2.9769144322937735,0.7217159091924873,1.4534489118473333,1.4883582006302125,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-12,85.53085223919993,96.91890208571158,95.56033474189051,100.5219209966324,100.5219209966324,-6507148.757789612,90.93574047554881,93.63217380606275,85.96661292887741,12.478875530036678,17.327081580481384,24.632726226996194,150928362.0640305,173292664.3610145,206691509.1505287,0.16149866732726265,-0.029220953207559266,0.0854150625450021,0.05619410933744295,1.9305775615638592,0.49100017009947683,0.30643072084630407,1.4575468065684878,1.4531706517920415,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-15,100.6561485119662,93.21255740225912,92.95625281356727,86.92155169717398,86.92155169717398,-36509479.20547152,91.46936149002704,93.97623522733635,85.94210175182069,12.17558133983655,17.316184958806485,24.628698588249026,151644168.10859695,165036725.38857,206000944.53456336,-0.14670423102312505,-0.027037864471865597,0.08936809949118694,0.062330235019321244,0.4993546613220119,0.9813685097333807,-1.3613887421756279,1.5461954708784955,1.176193158144536,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-16,85.96538715508632,88.42939287522336,91.6561987022933,89.90561512951331,89.90561512951331,456431396.1859431,91.25028247591717,93.73751052476122,85.87800551833742,12.207817939557557,17.318957721589943,24.5973032997751,181578531.2704484,169713682.07563442,206539790.83121023,0.04481565895679632,-0.02689234682229271,0.08757068621858838,0.06067833939629582,2.3623911085137865,0.09111509321981016,1.1714927399145354,1.5404598038839852,0.9993277545567176,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-17,89.54450599712823,82.3075857201452,81.03422044708259,78.95639338050523,78.95639338050523,157347347.3629241,88.31587505413259,92.30915447484257,85.76569040332717,12.181109317130923,17.34947071667861,24.56439242440152,160461883.48011705,177170178.57956555,206193975.30870357,-0.12584005784880758,-0.04422344144526455,0.07352427056124033,0.029300829115975906,2.0750768197079474,2.6859434447450266,0.24166321719280978,1.496794781544879,0.9573017438727263,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-18,78.46927663803194,82.14815360335683,84.31185211192769,89.45635048514919,89.45635048514919,357741694.01556206,89.15236633779482,91.6347969531416,85.6699722041124,11.932183513696655,17.027327494250095,24.50287983272335,169907318.63056988,172787761.63150933,206184813.26213875,0.13104363446612408,-0.027464191659238413,0.06730869742237153,0.03984450576313319,-0.800143156489438,1.4308987338152708,0.7718190299152937,1.4403621555800266,0.9641566769210477,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-19,88.88487348242165,89.51154667923493,87.91416426991304,80.69693333901796,80.69693333901796,178456236.8418088,85.18736880627193,90.40195770345878,85.58017434887617,11.711877167618614,16.891220037653124,24.47970052225419,137444847.0672665,173407931.2892026,205999884.19362834,-0.09664140219041359,-0.059412753778226045,0.05481227492682693,-0.0046004788513989625,0.5541953860711658,2.986943144953981,0.46836629537208263,1.4386803226391123,0.9702343770815336,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-22,82.8339724180978,81.1783838915569,83.72348671495456,81.4874446008962,81.4874446008962,-74759136.1739068,84.10054738701638,90.20851838993065,85.48535648691937,11.830945324668399,16.90361843514689,24.449321516232537,55631201.56570153,169476770.86506855,206106657.6128257,-0.016389317745288182,-0.07011078580096908,0.05377876940662157,-0.01633201639434741,2.0755472041128407,1.692695219363089,0.9341710513072288,1.4334371658521765,0.36894937186695603,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-23,81.93560988063518,85.74130509627003,87.12732179726186,94.2717363520419,94.2717363520419,375397185.070446,84.9737716315221,91.40055244200184,85.51967712836084,10.89760202728994,16.72678621912389,24.455633527487883,120349857.9770772,175713302.18850872,205418247.05202124,0.14024773072372582,-0.07290888283287518,0.06650503134873853,-0.006403851484136754,2.6082153547035856,1.4738750228656685,0.32643395047276963,1.4107007408615655,0.29516821507428065,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-24,92.47987189986088,112.7028636316204,92.96742894774592,115.57712851157044,115.57712851157044,347023050.11679983,92.29791865773514,93.60467070698913,85.58542119800558,11.115424342609117,16.906188087477098,24.514420896925518,123574186.77042699,181868086.17299697,204874423.30367595,0.22294706666016093,-0.01405869145336808,0.08956532741888218,0.07550663596551402,3.52899481390601,3.6006146136233874,2.9824157349109783,1.4882642505390489,1.0812030511105435,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-25,115.48230729049055,98.47746194684146,100.32449817157952,83.14026168166333,83.14026168166333,496218347.9105063,91.03470089703796,93.80226026007534,85.48364065918588,10.878265889955356,16.86861237660906,24.471329119747008,141675093.18218893,176024798.69742095,205094903.17913073,-0.3285882532942643,-0.02994818994267088,0.09286393199521932,0.06291574205254849,2.409776651603168,1.843100156377811,0.6135823137687182,1.477483722107873,1.0953114658131484,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-26,83.63587451376884,97.47939520591422,95.9734350816243,106.68239893778129,106.68239893778129,-35939936.875721455,96.23179401679063,93.85756952842856,85.62397767592334,10.943894044220087,17.064429784045497,24.491970490575653,148818099.0430111,171970230.97111747,204451107.1520008,0.24338363726909845,0.02498138681993321,0.09181305842410435,0.11679444524403773,2.1854589186083335,3.257537366281921,0.4094306511320124,1.3967030437880648,1.1036227636247016,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-29,106.30614797118687,94.03178547161885,97.49889653537208,88.6123528061512,88.6123528061512,86442146.79554796,97.65677565784162,92.57398346219529,85.67367684109435,9.875343737055244,17.024906152091937,24.48535050456081,39779689.60753906,166889017.0051304,204657529.4140429,-0.18205184963274407,0.0534508960478215,0.07746252233571965,0.13091341838354112,1.6996608330485254,1.9635968425987387,1.243321700730673,1.0919940184021089,1.103946578833068,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-30,87.13595620415549,100.11714370852178,87.0302893257574,108.05670208730976,108.05670208730976,540338984.3223157,100.4137688048952,92.88505767684858,85.69656824263011,10.272432797248726,16.491324165056763,24.503656995500577,102353111.02708027,178000268.3585802,203715322.13265282,0.21518649480032795,0.07793654755367412,0.08055000883351354,0.15848655638718787,0.31794680230890526,2.6235785588192693,2.5716082441500037,1.1485118619396322,1.158267701814419,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-07-31,109.81692139537267,109.58862960810302,100.23249449044944,88.9047689643478,88.9047689643478,1344673375.630138,95.07929689545067,92.72026336116235,85.67292375534633,10.31035704156797,16.186296062780997,24.49767328308603,185570067.75305378,201766838.88801047,208815402.78012568,-0.2112488430460492,0.025124208171757326,0.07905020591413589,0.10417441408589324,-1.2295772920430303,3.2836278062423636,2.2360322904361176,1.1862653134800565,0.9610866121165523,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
2019-08-01,88.73905935570315,90.29719316857836,73.47692004482087,68.36557603312485,68.36557603312485,971875033.9264116,92.12435976574298,90.89348935055811,85.5152470456342,11.233883890439444,16.263344761402834,24.48163469200186,300092794.18358016,207513084.87390092,211898202.98713014,-0.2608307223173049,0.013451026547768318,0.0609936862487219,0.07444471279649012,3.6811276376241864,2.692915287163186,2.822584892448489,1.2408544555522638,1.0073159709378308,102.45791455687792,1610.9794517146174,-0.7831083232780414,4.5136064709162,0.3258118673157244,-174.2595899310283,273.4355911865754
