Date,Open,Adj Close,Volume,High,Low
2019-11-19,1308.5051396272793,617.4093273729632,37914900.85325019,939.4721387705431,811.939725961518
2019-11-20,733.9934258899011,959.3708652620189,55841672.19672033,700.372464196138,668.7775792639623
2019-11-21,1345.8390655253752,2105.5839786776924,-54902634.09097096,1859.8134700241535,1896.6744826778959
2019-11-22,1699.2163961207916,1423.8589571447228,-24734363.03713557,1228.622257152685,1516.6987210668267
2019-11-25,1252.772931504729,900.6397441217632,-43468923.36474028,1082.791440363697,1183.7369533188976
2019-11-26,1278.4167095133344,1536.2626016813883,54352191.10294141,1400.1125835610692,1618.4021453753267
2019-11-27,1489.3786341669947,1471.4896707317093,19089245.0572595,1422.8723180946,1584.9439152601262
2019-11-28,1517.3035392626662,1816.5194058697307,98899003.40294757,1707.965560098819,1497.6801158996022
2019-11-29,1846.8255088676015,2037.2451535403416,-27636813.523151666,1873.1376669901401,1897.3172741998205
2019-12-02,2044.5230128743424,2680.5974482699385,148371309.2427541,2545.155996191759,2299.2165499279217
2019-12-03,2863.1581776666935,3233.85840060209,-68819701.45712438,3183.7428352523675,3005.017367163895
2019-12-04,3122.168754807779,2183.2735025420225,39306281.13290286,2471.4225394997375,2406.8179304973273
2019-12-05,1899.6184255879052,2089.104803992159,10710089.3334696,1825.0662281313707,1786.4034462832315
2019-12-06,2139.8930942484403,2331.5793574458366,-70003186.88732879,2386.389977941777,2637.167812167834
2019-12-09,2395.4303066053835,2551.362727080519,-24151024.984468237,2359.844302653677,2460.0811535636494
2019-12-10,2669.8379721481324,2118.9465674515304,-22831825.380154267,2503.3709945823794,2406.443016744175
2019-12-11,2105.9784371279093,2968.127644185428,-3927072.939258158,2825.627591006716,2469.834790468998
2019-12-13,2894.1219425011004,2539.204458052791,-17191304.402721524,2465.9667459035627,2677.6648597328567
2019-12-16,2561.2002074592638,2243.6419516269816,11137354.504436672,2568.6994315090633,2544.8330105126624
2019-12-17,2146.951611268669,1192.2624800573321,113876554.2480706,1800.4492704036675,1393.4818718141469
2019-12-18,1077.2962520669207,1402.7453203546283,-56222519.75886643,950.9638943875652,1177.208582239131
2019-12-19,1404.4038534223691,1262.6287824717292,-38888316.61490938,1381.1199081814812,1549.4150763677826
2019-12-20,1456.321337780504,2971.923581399431,30495527.632458597,2619.9031121060943,1866.7084386363204
2019-12-23,2727.6361337209382,1107.5846554161217,50051093.46967395,2015.8825574311813,1749.5690610876263
2019-12-24,1342.6622944472401,1774.5580786337996,14227094.259728014,1156.0299490677462,1611.2730337868852
2019-12-26,1535.67428442834,1329.6133733015013,-24750600.310529992,1533.8454446848373,1634.2691349828856
2019-12-27,1365.7498916933328,1814.9255531955423,-48837977.52223191,1431.512122050961,1548.241549852526
2019-12-30,1875.4517779237503,1829.9775397753547,-104347536.89791705,1787.8150458675082,2166.855785943775
2019-12-31,1946.8930419709613,2196.2050713417993,103966000.54371059,2338.940325891057,2094.174394263213
2020-01-02,2247.821169827883,2702.49458222244,16508728.09103623,2467.7012427247864,2341.298388958832
2020-01-03,2722.372911998609,1943.6382569119814,12165215.207284018,2237.076570323694,2303.146541199618
2020-01-06,1842.137839164232,1650.8637691755575,581338052.6550429,1634.944665122115,1326.0010586666722
2020-01-07,1639.0691648132233,2701.5942190761634,-320869143.3800222,2520.228180316175,2125.914191702741
2020-01-08,2728.7544418783145,2795.775579133311,16753497.426926851,2929.362904503869,2921.9164670327737
2020-01-09,2854.38797779561,3299.5863269567926,64534391.32644579,3011.4078409609756,3076.8480384069953
2020-01-10,3207.440334155919,2365.7369746785153,-4007605.770875275,2641.815961934597,2764.9989150449255
2020-01-13,2725.1095686782173,3491.8801057933924,-19797944.31454259,3378.2059636328922,3119.6823606635808
2020-01-14,3468.1884958700757,3925.8589182954747,11749774.221554697,3749.9929481723157,3528.3762313209845
2020-01-15,3639.9709157474135,2489.482766324865,4623269.2305032015,2937.959888645357,2919.0837067139546
2020-01-16,2504.9486500875573,1736.7663827487413,-21671065.032890573,2226.935436300315,2104.7960459017995
2020-01-17,1204.8865654677684,729.5821187550791,8501718.692890763,1087.5418506934257,772.1031745435575
2020-01-20,1406.8254813197564,2379.769866352264,-14850552.484678656,1758.3374270094318,2053.642275568407
2020-01-21,2005.9787975356812,1896.6026410786471,-26409827.294210956,1856.0734578435731,2020.5856627941612
2020-01-22,2492.515654577488,2497.1890848174735,13438618.422785118,2475.288890788306,2476.7049027250796
2020-01-23,2347.474002270661,2299.434767942832,-31629340.024199232,2217.598330889632,2593.095906540446
2020-01-24,2212.5148215323206,1995.3115938987648,-14634620.072873637,1989.5028863174339,2117.30575858293
2020-01-27,2157.477106676677,2883.092986057396,772250517.1134642,2781.5506670941177,2450.4952755929444
2020-01-28,2722.886174838648,2240.0715492459167,-402619940.4082204,2246.5643490493458,2402.068784607047
2020-01-29,2541.302836983079,2388.955951039763,-87287866.20779145,2555.7333581022576,2642.819892930056
2020-01-30,1997.974556138368,2025.7472712208764,-52829936.998898715,1807.2628288576925,2044.6677247999687
2020-01-31,2021.3192756011667,1986.2530545308655,-80853342.89637308,1949.0528389144529,2113.0976063463822
2020-02-04,2064.544406489571,1795.963720181844,-34905424.12245238,1939.7649940313495,1799.667968919377
2020-02-05,1960.0336252432135,2316.0131607830444,-37561172.96019028,2068.9945462111355,2178.0700742615263
2020-02-06,2141.916963747586,2147.921666505874,58301916.78654955,2139.019464123412,2124.61011228148
2020-02-07,2063.6597270409766,2063.542297300799,1415829.6488556564,2191.4549377925505,2246.173954548958
2020-02-10,2354.8461310242383,2389.5436693320953,-1536480.6002289206,2648.3334784439503,2409.7791699218324
2020-02-11,2239.498908502981,2323.0458505076676,-142492741.44816837,1983.9214457389753,2265.935048403986
2020-02-12,2432.918519848892,2204.0448122784,37938743.224709176,2330.9278865881533,2342.6725044703708
2020-02-13,2074.7924678706368,2171.1361579179975,14543814.082547456,2109.686753627793,2183.458784698949
2020-02-14,2434.0407860823325,1839.7470573234605,40800166.81614022,2238.6501087576107,1813.7438359534353
