,Open,Adj Close,High,Low
Mean,1.4719593950084038,1.4547813086841688,1.51816396100236,1.4032529349443446
Variance,3.9667190057614308,3.6810627607781696,4.505139686715928,2.961979878622865
Skewness,1.084869574364075,1.585513657705961,1.507920948735311,0.8394894338622549
Kurtosis,3.7366475857392407,5.907890003012735,4.93904887100316,2.3153376927587663
Shape,0.7912027001449504,0.7692089727129947,0.7759961286570582,0.6496947467760932
Location,-0.24673930915537656,-0.2750396516814027,-0.28136865330491245,-0.41169702108799155
Scale,1.6567332356351308,1.6735962660868624,1.7759764724338603,1.862900843633467
